A,B
"(3.101, 3.318]","(1.618, 2.128]"
"(2.924, 3.101]","(1.618, 2.128]"
"(3.101, 3.318]","(1.618, 2.128]"
"(3.589, 3.923]","(2.128, 7.237]"
"(3.318, 3.589]","(1.618, 2.128]"
"(3.101, 3.318]","(1.618, 2.128]"
"(2.924, 3.101]","(1.449, 1.618]"
"(3.101, 3.318]","(1.618, 2.128]"
"(2.924, 3.101]","(1.449, 1.618]"
"(3.318, 3.589]","(1.618, 2.128]"
"(3.589, 3.923]","(2.128, 7.237]"
"(3.101, 3.318]","(1.618, 2.128]"
"(3.101, 3.318]","(1.618, 2.128]"
"(3.318, 3.589]","(2.128, 7.237]"
"(2.924, 3.101]","(1.144, 1.292]"
"(3.101, 3.318]","(1.292, 1.449]"
"(2.762, 2.924]","(1.292, 1.449]"
"(3.101, 3.318]","(1.292, 1.449]"
"(2.924, 3.101]","(1.618, 2.128]"
"(2.924, 3.101]","(1.292, 1.449]"
"(3.101, 3.318]","(1.449, 1.618]"
"(3.318, 3.589]","(1.292, 1.449]"
"(2.762, 2.924]","(1.449, 1.618]"
"(2.762, 2.924]","(1.449, 1.618]"
"(2.762, 2.924]","(1.449, 1.618]"
"(2.45, 2.601]","(1.449, 1.618]"
"(2.31, 2.45]","(1.144, 1.292]"
"(2.31, 2.45]","(0.912, 1.008]"
"(2.31, 2.45]","(0.912, 1.008]"
"(2.31, 2.45]","(0.912, 1.008]"
"(2.762, 2.924]","(1.292, 1.449]"
"(2.924, 3.101]","(1.618, 2.128]"
"(2.762, 2.924]","(1.449, 1.618]"
"(2.762, 2.924]","(1.449, 1.618]"
"(2.601, 2.762]","(1.292, 1.449]"
"(2.601, 2.762]","(1.292, 1.449]"
"(2.601, 2.762]","(1.449, 1.618]"
"(2.601, 2.762]","(1.144, 1.292]"
"(2.601, 2.762]","(1.144, 1.292]"
"(2.601, 2.762]","(1.144, 1.292]"
"(2.601, 2.762]","(1.144, 1.292]"
"(2.762, 2.924]","(1.008, 1.144]"
"(3.318, 3.589]","(2.128, 7.237]"
"(2.601, 2.762]","(1.008, 1.144]"
"(2.45, 2.601]","(1.008, 1.144]"
"(2.601, 2.762]","(1.008, 1.144]"
"(2.45, 2.601]","(0.765, 0.912]"
"(2.601, 2.762]","(0.765, 0.912]"
"(2.601, 2.762]","(0.912, 1.008]"
"(2.45, 2.601]","(0.653, 0.765]"
"(2.762, 2.924]","(1.008, 1.144]"
"(2.924, 3.101]","(1.008, 1.144]"
"(2.924, 3.101]","(1.008, 1.144]"
