A,B
"(2.071, 3.444]","(1.452, 2.898]"
"(2.071, 3.444]","(1.452, 2.898]"
"(2.071, 3.444]","(1.452, 2.898]"
"(3.444, 4.816]","(1.452, 2.898]"
"(2.071, 3.444]","(1.452, 2.898]"
"(2.071, 3.444]","(1.452, 2.898]"
"(2.071, 3.444]","(1.452, 2.898]"
"(2.071, 3.444]","(1.452, 2.898]"
"(2.071, 3.444]","(1.452, 2.898]"
"(2.071, 3.444]","(1.452, 2.898]"
"(3.444, 4.816]","(1.452, 2.898]"
"(2.071, 3.444]","(1.452, 2.898]"
"(2.071, 3.444]","(1.452, 2.898]"
"(2.071, 3.444]","(1.452, 2.898]"
"(2.071, 3.444]","(-0.00141, 1.452]"
"(2.071, 3.444]","(-0.00141, 1.452]"
"(2.071, 3.444]","(-0.00141, 1.452]"
"(2.071, 3.444]","(-0.00141, 1.452]"
"(2.071, 3.444]","(1.452, 2.898]"
"(2.071, 3.444]","(-0.00141, 1.452]"
"(2.071, 3.444]","(1.452, 2.898]"
"(2.071, 3.444]","(-0.00141, 1.452]"
"(2.071, 3.444]","(1.452, 2.898]"
"(2.071, 3.444]","(1.452, 2.898]"
"(2.071, 3.444]","(1.452, 2.898]"
"(2.071, 3.444]","(1.452, 2.898]"
"(2.071, 3.444]","(-0.00141, 1.452]"
"(2.071, 3.444]","(-0.00141, 1.452]"
"(2.071, 3.444]","(-0.00141, 1.452]"
"(2.071, 3.444]","(-0.00141, 1.452]"
"(2.071, 3.444]","(-0.00141, 1.452]"
"(2.071, 3.444]","(1.452, 2.898]"
"(2.071, 3.444]","(1.452, 2.898]"
"(2.071, 3.444]","(1.452, 2.898]"
"(2.071, 3.444]","(-0.00141, 1.452]"
"(2.071, 3.444]","(-0.00141, 1.452]"
"(2.071, 3.444]","(1.452, 2.898]"
"(2.071, 3.444]","(-0.00141, 1.452]"
"(2.071, 3.444]","(-0.00141, 1.452]"
"(2.071, 3.444]","(-0.00141, 1.452]"
"(2.071, 3.444]","(-0.00141, 1.452]"
"(2.071, 3.444]","(-0.00141, 1.452]"
"(2.071, 3.444]","(1.452, 2.898]"
"(2.071, 3.444]","(-0.00141, 1.452]"
"(2.071, 3.444]","(-0.00141, 1.452]"
"(2.071, 3.444]","(-0.00141, 1.452]"
"(2.071, 3.444]","(-0.00141, 1.452]"
"(2.071, 3.444]","(-0.00141, 1.452]"
"(2.071, 3.444]","(-0.00141, 1.452]"
"(2.071, 3.444]","(-0.00141, 1.452]"
"(2.071, 3.444]","(-0.00141, 1.452]"
"(2.071, 3.444]","(-0.00141, 1.452]"
