A,B
"(3.018, 3.318]","(1.791, 7.237]"
"(3.018, 3.318]","(1.449, 1.791]"
"(3.018, 3.318]","(1.791, 7.237]"
"(3.809, 7.561]","(1.791, 7.237]"
"(3.318, 3.809]","(1.791, 7.237]"
"(3.018, 3.318]","(1.791, 7.237]"
"(3.018, 3.318]","(1.449, 1.791]"
"(3.018, 3.318]","(1.449, 1.791]"
"(3.018, 3.318]","(1.449, 1.791]"
"(3.318, 3.809]","(1.791, 7.237]"
"(3.318, 3.809]","(1.791, 7.237]"
"(3.018, 3.318]","(1.449, 1.791]"
"(3.018, 3.318]","(1.791, 7.237]"
"(3.318, 3.809]","(1.791, 7.237]"
"(3.018, 3.318]","(1.008, 1.203]"
"(3.018, 3.318]","(1.203, 1.449]"
"(2.762, 3.018]","(1.203, 1.449]"
"(3.018, 3.318]","(1.203, 1.449]"
"(2.762, 3.018]","(1.449, 1.791]"
"(2.762, 3.018]","(1.203, 1.449]"
"(3.018, 3.318]","(1.449, 1.791]"
"(3.318, 3.809]","(1.203, 1.449]"
"(2.762, 3.018]","(1.449, 1.791]"
"(2.762, 3.018]","(1.449, 1.791]"
"(2.762, 3.018]","(1.449, 1.791]"
"(2.557, 2.762]","(1.449, 1.791]"
"(2.31, 2.557]","(1.203, 1.449]"
"(2.31, 2.557]","(0.846, 1.008]"
"(2.31, 2.557]","(0.846, 1.008]"
"(2.31, 2.557]","(0.846, 1.008]"
"(2.762, 3.018]","(1.203, 1.449]"
"(2.762, 3.018]","(1.449, 1.791]"
"(2.762, 3.018]","(1.449, 1.791]"
"(2.762, 3.018]","(1.449, 1.791]"
"(2.557, 2.762]","(1.203, 1.449]"
"(2.557, 2.762]","(1.203, 1.449]"
"(2.557, 2.762]","(1.449, 1.791]"
"(2.557, 2.762]","(1.203, 1.449]"
"(2.557, 2.762]","(1.203, 1.449]"
"(2.557, 2.762]","(1.008, 1.203]"
"(2.557, 2.762]","(1.008, 1.203]"
