A,B
"(2.957, 3.473]","(1.545, 7.237]"
"(2.957, 3.473]","(1.545, 7.237]"
"(2.957, 3.473]","(1.545, 7.237]"
"(3.473, 7.561]","(1.545, 7.237]"
"(2.957, 3.473]","(1.545, 7.237]"
"(2.957, 3.473]","(1.545, 7.237]"
"(2.957, 3.473]","(1.174, 1.545]"
"(2.957, 3.473]","(1.545, 7.237]"
"(2.957, 3.473]","(1.174, 1.545]"
"(2.957, 3.473]","(1.545, 7.237]"
"(3.473, 7.561]","(1.545, 7.237]"
"(2.957, 3.473]","(1.545, 7.237]"
"(2.957, 3.473]","(1.545, 7.237]"
"(2.957, 3.473]","(1.545, 7.237]"
"(2.957, 3.473]","(0.89, 1.174]"
"(2.957, 3.473]","(1.174, 1.545]"
"(2.591, 2.957]","(1.174, 1.545]"
"(2.957, 3.473]","(1.174, 1.545]"
"(2.957, 3.473]","(1.545, 7.237]"
"(2.957, 3.473]","(1.174, 1.545]"
"(2.957, 3.473]","(1.174, 1.545]"
"(2.957, 3.473]","(1.174, 1.545]"
"(2.591, 2.957]","(1.174, 1.545]"
"(2.591, 2.957]","(1.174, 1.545]"
"(2.591, 2.957]","(1.174, 1.545]"
"(2.209, 2.591]","(1.545, 7.237]"
"(2.209, 2.591]","(1.174, 1.545]"
"(2.209, 2.591]","(0.89, 1.174]"
"(2.209, 2.591]","(0.89, 1.174]"
"(2.209, 2.591]","(0.89, 1.174]"
"(2.591, 2.957]","(1.174, 1.545]"
"(2.957, 3.473]","(1.545, 7.237]"
"(2.591, 2.957]","(1.174, 1.545]"
"(2.591, 2.957]","(1.545, 7.237]"
"(2.591, 2.957]","(1.174, 1.545]"
"(2.591, 2.957]","(1.174, 1.545]"
"(2.591, 2.957]","(1.545, 7.237]"
"(2.591, 2.957]","(1.174, 1.545]"
"(2.591, 2.957]","(1.174, 1.545]"
"(2.591, 2.957]","(0.89, 1.174]"
"(2.591, 2.957]","(1.174, 1.545]"
"(2.591, 2.957]","(0.89, 1.174]"
"(2.957, 3.473]","(1.545, 7.237]"
"(2.591, 2.957]","(0.89, 1.174]"
"(2.209, 2.591]","(0.89, 1.174]"
"(2.591, 2.957]","(0.89, 1.174]"
"(2.209, 2.591]","(0.572, 0.89]"
"(2.591, 2.957]","(0.89, 1.174]"
"(2.591, 2.957]","(0.89, 1.174]"
"(2.209, 2.591]","(0.572, 0.89]"
"(2.591, 2.957]","(0.89, 1.174]"
"(2.591, 2.957]","(0.89, 1.174]"
"(2.957, 3.473]","(0.89, 1.174]"
"(2.591, 2.957]","(0.89, 1.174]"
"(2.957, 3.473]","(0.89, 1.174]"
"(2.591, 2.957]","(0.89, 1.174]"
"(2.957, 3.473]","(0.89, 1.174]"
"(2.957, 3.473]","(0.572, 0.89]"
"(2.591, 2.957]","(0.89, 1.174]"
"(2.591, 2.957]","(0.89, 1.174]"
"(2.957, 3.473]","(0.89, 1.174]"
"(2.591, 2.957]","(0.572, 0.89]"
"(2.957, 3.473]","(0.89, 1.174]"
"(2.957, 3.473]","(0.89, 1.174]"
"(2.957, 3.473]","(0.89, 1.174]"
"(2.957, 3.473]","(1.174, 1.545]"
"(2.957, 3.473]","(0.89, 1.174]"
"(2.957, 3.473]","(0.89, 1.174]"
"(2.957, 3.473]","(0.89, 1.174]"
"(3.473, 7.561]","(1.545, 7.237]"
"(3.473, 7.561]","(1.174, 1.545]"
"(3.473, 7.561]","(1.545, 7.237]"
"(2.957, 3.473]","(1.174, 1.545]"
"(3.473, 7.561]","(1.174, 1.545]"
"(2.957, 3.473]","(1.174, 1.545]"
"(2.957, 3.473]","(0.89, 1.174]"
"(2.957, 3.473]","(0.572, 0.89]"
"(3.473, 7.561]","(1.174, 1.545]"
"(3.473, 7.561]","(1.174, 1.545]"
"(2.957, 3.473]","(1.174, 1.545]"
"(2.957, 3.473]","(0.572, 0.89]"
"(3.473, 7.561]","(1.545, 7.237]"
"(2.957, 3.473]","(0.00482, 0.572]"
"(3.473, 7.561]","(0.572, 0.89]"
"(3.473, 7.561]","(0.89, 1.174]"
"(3.473, 7.561]","(1.174, 1.545]"
"(2.957, 3.473]","(0.89, 1.174]"
"(2.957, 3.473]","(0.89, 1.174]"
"(3.473, 7.561]","(1.174, 1.545]"
"(3.473, 7.561]","(1.174, 1.545]"
"(3.473, 7.561]","(1.545, 7.237]"
"(3.473, 7.561]","(1.545, 7.237]"
"(3.473, 7.561]","(1.545, 7.237]"
"(3.473, 7.561]","(1.174, 1.545]"
"(3.473, 7.561]","(1.545, 7.237]"
"(3.473, 7.561]","(1.174, 1.545]"
"(3.473, 7.561]","(1.545, 7.237]"
"(3.473, 7.561]","(1.174, 1.545]"
"(3.473, 7.561]","(1.174, 1.545]"
"(3.473, 7.561]","(1.174, 1.545]"
"(3.473, 7.561]","(1.174, 1.545]"
"(3.473, 7.561]","(1.545, 7.237]"
"(3.473, 7.561]","(1.174, 1.545]"
"(3.473, 7.561]","(1.174, 1.545]"
"(3.473, 7.561]","(1.545, 7.237]"
"(2.591, 2.957]","(1.545, 7.237]"
"(2.591, 2.957]","(1.545, 7.237]"
"(2.957, 3.473]","(1.545, 7.237]"
"(2.957, 3.473]","(1.545, 7.237]"
"(2.591, 2.957]","(1.545, 7.237]"
"(3.473, 7.561]","(1.545, 7.237]"
"(3.473, 7.561]","(1.545, 7.237]"
"(3.473, 7.561]","(1.545, 7.237]"
"(2.957, 3.473]","(1.545, 7.237]"
"(3.473, 7.561]","(1.545, 7.237]"
"(3.473, 7.561]","(1.545, 7.237]"
"(3.473, 7.561]","(1.545, 7.237]"
