A,B
"(3.149, 3.64]","(1.555, 2.072]"
"(2.659, 3.149]","(1.555, 2.072]"
"(2.659, 3.149]","(1.555, 2.072]"
"(3.64, 4.13]","(2.072, 2.589]"
"(3.149, 3.64]","(2.072, 2.589]"
"(3.149, 3.64]","(1.555, 2.072]"
"(2.659, 3.149]","(1.039, 1.555]"
"(3.149, 3.64]","(1.555, 2.072]"
"(2.659, 3.149]","(1.039, 1.555]"
"(3.149, 3.64]","(2.072, 2.589]"
"(3.64, 4.13]","(2.072, 2.589]"
"(3.149, 3.64]","(1.555, 2.072]"
"(3.149, 3.64]","(1.555, 2.072]"
"(3.149, 3.64]","(2.072, 2.589]"
"(2.659, 3.149]","(1.039, 1.555]"
"(2.659, 3.149]","(1.039, 1.555]"
"(2.659, 3.149]","(1.039, 1.555]"
"(2.659, 3.149]","(1.039, 1.555]"
"(2.659, 3.149]","(1.555, 2.072]"
"(2.659, 3.149]","(1.039, 1.555]"
"(2.659, 3.149]","(1.039, 1.555]"
"(3.149, 3.64]","(1.039, 1.555]"
"(2.659, 3.149]","(1.039, 1.555]"
"(2.659, 3.149]","(1.039, 1.555]"
"(2.659, 3.149]","(1.039, 1.555]"
"(2.169, 2.659]","(1.555, 2.072]"
"(2.169, 2.659]","(1.039, 1.555]"
"(2.169, 2.659]","(0.522, 1.039]"
"(2.169, 2.659]","(0.522, 1.039]"
"(2.169, 2.659]","(0.522, 1.039]"
"(2.659, 3.149]","(1.039, 1.555]"
"(2.659, 3.149]","(1.555, 2.072]"
"(2.659, 3.149]","(1.039, 1.555]"
"(2.659, 3.149]","(1.555, 2.072]"
"(2.169, 2.659]","(1.039, 1.555]"
"(2.659, 3.149]","(1.039, 1.555]"
"(2.659, 3.149]","(1.555, 2.072]"
"(2.659, 3.149]","(1.039, 1.555]"
"(2.169, 2.659]","(1.039, 1.555]"
"(2.169, 2.659]","(1.039, 1.555]"
"(2.659, 3.149]","(1.039, 1.555]"
"(2.659, 3.149]","(1.039, 1.555]"
"(3.149, 3.64]","(2.072, 2.589]"
"(2.169, 2.659]","(1.039, 1.555]"
"(2.169, 2.659]","(0.522, 1.039]"
"(2.169, 2.659]","(1.039, 1.555]"
