A,B
"(2.986, 3.558]","(1.814, 2.416]"
"(2.986, 3.558]","(1.211, 1.814]"
"(2.986, 3.558]","(1.814, 2.416]"
"(3.558, 4.13]","(1.814, 2.416]"
"(2.986, 3.558]","(1.814, 2.416]"
"(2.986, 3.558]","(1.211, 1.814]"
"(2.986, 3.558]","(1.211, 1.814]"
"(2.986, 3.558]","(1.211, 1.814]"
"(2.986, 3.558]","(1.211, 1.814]"
"(2.986, 3.558]","(1.814, 2.416]"
"(3.558, 4.13]","(1.814, 2.416]"
"(2.986, 3.558]","(1.211, 1.814]"
"(2.986, 3.558]","(1.211, 1.814]"
"(2.986, 3.558]","(1.814, 2.416]"
"(2.986, 3.558]","(0.608, 1.211]"
"(2.986, 3.558]","(1.211, 1.814]"
"(2.414, 2.986]","(1.211, 1.814]"
"(2.986, 3.558]","(1.211, 1.814]"
"(2.414, 2.986]","(1.211, 1.814]"
"(2.986, 3.558]","(1.211, 1.814]"
"(2.986, 3.558]","(1.211, 1.814]"
"(2.986, 3.558]","(1.211, 1.814]"
"(2.414, 2.986]","(1.211, 1.814]"
"(2.414, 2.986]","(1.211, 1.814]"
"(2.414, 2.986]","(1.211, 1.814]"
"(2.414, 2.986]","(1.211, 1.814]"
"(1.842, 2.414]","(1.211, 1.814]"
"(1.842, 2.414]","(0.608, 1.211]"
"(1.842, 2.414]","(0.608, 1.211]"
"(1.842, 2.414]","(0.608, 1.211]"
"(2.414, 2.986]","(1.211, 1.814]"
"(2.986, 3.558]","(1.211, 1.814]"
"(2.414, 2.986]","(1.211, 1.814]"
"(2.414, 2.986]","(1.211, 1.814]"
"(2.414, 2.986]","(1.211, 1.814]"
"(2.414, 2.986]","(1.211, 1.814]"
"(2.414, 2.986]","(1.211, 1.814]"
"(2.414, 2.986]","(1.211, 1.814]"
"(2.414, 2.986]","(1.211, 1.814]"
"(2.414, 2.986]","(0.608, 1.211]"
"(2.414, 2.986]","(0.608, 1.211]"
"(2.414, 2.986]","(0.608, 1.211]"
"(2.986, 3.558]","(1.814, 2.416]"
"(2.414, 2.986]","(0.608, 1.211]"
"(2.414, 2.986]","(0.608, 1.211]"
"(2.414, 2.986]","(0.608, 1.211]"
"(2.414, 2.986]","(0.608, 1.211]"
"(2.414, 2.986]","(0.608, 1.211]"
"(2.414, 2.986]","(0.608, 1.211]"
"(2.414, 2.986]","(0.608, 1.211]"
"(2.414, 2.986]","(0.608, 1.211]"
"(2.414, 2.986]","(0.608, 1.211]"
"(2.986, 3.558]","(0.608, 1.211]"
"(2.414, 2.986]","(0.608, 1.211]"
"(2.986, 3.558]","(0.608, 1.211]"
"(2.414, 2.986]","(0.608, 1.211]"
"(2.414, 2.986]","(0.608, 1.211]"
"(2.414, 2.986]","(0.608, 1.211]"
"(2.414, 2.986]","(0.608, 1.211]"
"(2.414, 2.986]","(0.608, 1.211]"
"(2.986, 3.558]","(0.608, 1.211]"
"(2.414, 2.986]","(0.608, 1.211]"
"(2.986, 3.558]","(0.608, 1.211]"
"(2.986, 3.558]","(0.608, 1.211]"
"(2.986, 3.558]","(0.608, 1.211]"
"(2.986, 3.558]","(1.211, 1.814]"
"(2.986, 3.558]","(0.608, 1.211]"
"(2.986, 3.558]","(0.608, 1.211]"
"(2.986, 3.558]","(0.608, 1.211]"
"(3.558, 4.13]","(1.814, 2.416]"
"(3.558, 4.13]","(1.211, 1.814]"
"(3.558, 4.13]","(1.211, 1.814]"
"(2.986, 3.558]","(0.608, 1.211]"
"(2.986, 3.558]","(1.211, 1.814]"
"(2.986, 3.558]","(1.211, 1.814]"
"(2.986, 3.558]","(0.608, 1.211]"
"(2.986, 3.558]","(0.608, 1.211]"
"(2.986, 3.558]","(1.211, 1.814]"
"(2.986, 3.558]","(0.608, 1.211]"
"(2.986, 3.558]","(0.608, 1.211]"
"(2.986, 3.558]","(0.608, 1.211]"
"(3.558, 4.13]","(1.211, 1.814]"
"(2.986, 3.558]","(-0.00141, 0.608]"
"(2.986, 3.558]","(0.608, 1.211]"
"(3.558, 4.13]","(0.608, 1.211]"
"(3.558, 4.13]","(1.211, 1.814]"
"(2.986, 3.558]","(0.608, 1.211]"
"(2.986, 3.558]","(0.608, 1.211]"
"(3.558, 4.13]","(1.211, 1.814]"
"(3.558, 4.13]","(1.211, 1.814]"
"(3.558, 4.13]","(1.211, 1.814]"
"(3.558, 4.13]","(1.211, 1.814]"
"(3.558, 4.13]","(1.211, 1.814]"
"(3.558, 4.13]","(1.211, 1.814]"
"(3.558, 4.13]","(3.622, 4.224]"
"(3.558, 4.13]","(1.211, 1.814]"
"(3.558, 4.13]","(1.211, 1.814]"
"(3.558, 4.13]","(1.211, 1.814]"
