A,B,C,D,E
"(20.018, 22.674]","(6.357, 9.044]","(2.449, 5.217]","(40.615, 50.908]","(131.336, 162.864]"
"(20.018, 22.674]","(25.171, 27.859]","(21.82, 24.587]","(122.962, 133.255]","(442.693, 473.785]"
"(17.361, 20.018]","(17.108, 19.796]","(10.751, 13.518]","(81.788, 92.082]","(287.232, 318.324]"
"(17.361, 20.018]","(19.796, 22.483]","(13.518, 16.285]","(92.082, 102.375]","(318.324, 349.416]"
"(12.048, 14.705]","(22.483, 25.171]","(13.518, 16.285]","(81.788, 92.082]","(287.232, 318.324]"
"(4.079, 6.736]","(27.859, 30.547]","(13.518, 16.285]","(102.375, 112.668]","(349.416, 380.508]"
"(20.018, 22.674]","(19.796, 22.483]","(7.984, 10.751]","(92.082, 102.375]","(287.232, 318.324]"
"(14.705, 17.361]","(14.42, 17.108]","(16.285, 19.053]","(81.788, 92.082]","(287.232, 318.324]"
"(20.018, 22.674]","(25.171, 27.859]","(5.217, 7.984]","(122.962, 133.255]","(380.508, 411.601]"
"(25.33, 27.987]","(25.171, 27.859]","(7.984, 10.751]","(122.962, 133.255]","(380.508, 411.601]"
"(17.361, 20.018]","(22.483, 25.171]","(19.053, 21.82]","(112.668, 122.962]","(411.601, 442.693]"
"(20.018, 22.674]","(27.859, 30.547]","(2.449, 5.217]","(122.962, 133.255]","(380.508, 411.601]"
"(9.392, 12.048]","(17.108, 19.796]","(16.285, 19.053]","(61.202, 71.495]","(256.14, 287.232]"
"(22.674, 25.33]","(14.42, 17.108]","(5.217, 7.984]","(92.082, 102.375]","(318.324, 349.416]"
"(9.392, 12.048]","(17.108, 19.796]","(16.285, 19.053]","(71.495, 81.788]","(287.232, 318.324]"
"(14.705, 17.361]","(25.171, 27.859]","(10.751, 13.518]","(112.668, 122.962]","(349.416, 380.508]"
"(12.048, 14.705]","(11.732, 14.42]","(19.053, 21.82]","(50.908, 61.202]","(193.956, 225.048]"
"(20.018, 22.674]","(25.171, 27.859]","(27.354, 30.121]","(112.668, 122.962]","(442.693, 473.785]"
"(17.361, 20.018]","(33.235, 35.922]","(7.984, 10.751]","(133.255, 143.548]","(442.693, 473.785]"
"(9.392, 12.048]","(27.859, 30.547]","(13.518, 16.285]","(92.082, 102.375]","(318.324, 349.416]"
"(14.705, 17.361]","(17.108, 19.796]","(13.518, 16.285]","(81.788, 92.082]","(287.232, 318.324]"
"(9.392, 12.048]","(14.42, 17.108]","(-0.318, 2.449]","(61.202, 71.495]","(193.956, 225.048]"
"(14.705, 17.361]","(19.796, 22.483]","(7.984, 10.751]","(92.082, 102.375]","(318.324, 349.416]"
"(20.018, 22.674]","(27.859, 30.547]","(21.82, 24.587]","(122.962, 133.255]","(442.693, 473.785]"
"(9.392, 12.048]","(22.483, 25.171]","(10.751, 13.518]","(92.082, 102.375]","(318.324, 349.416]"
"(27.987, 30.643]","(19.796, 22.483]","(13.518, 16.285]","(122.962, 133.255]","(411.601, 442.693]"
"(14.705, 17.361]","(27.859, 30.547]","(13.518, 16.285]","(102.375, 112.668]","(349.416, 380.508]"
"(22.674, 25.33]","(17.108, 19.796]","(7.984, 10.751]","(92.082, 102.375]","(318.324, 349.416]"
"(33.299, 35.956]","(17.108, 19.796]","(5.217, 7.984]","(122.962, 133.255]","(380.508, 411.601]"
"(9.392, 12.048]","(17.108, 19.796]","(10.751, 13.518]","(71.495, 81.788]","(256.14, 287.232]"
"(14.705, 17.361]","(14.42, 17.108]","(21.82, 24.587]","(92.082, 102.375]","(349.416, 380.508]"
"(17.361, 20.018]","(19.796, 22.483]","(13.518, 16.285]","(92.082, 102.375]","(318.324, 349.416]"
"(12.048, 14.705]","(14.42, 17.108]","(13.518, 16.285]","(71.495, 81.788]","(287.232, 318.324]"
"(25.33, 27.987]","(17.108, 19.796]","(13.518, 16.285]","(112.668, 122.962]","(380.508, 411.601]"
"(17.361, 20.018]","(25.171, 27.859]","(10.751, 13.518]","(122.962, 133.255]","(411.601, 442.693]"
"(25.33, 27.987]","(22.483, 25.171]","(19.053, 21.82]","(122.962, 133.255]","(442.693, 473.785]"
"(14.705, 17.361]","(17.108, 19.796]","(13.518, 16.285]","(92.082, 102.375]","(318.324, 349.416]"
"(20.018, 22.674]","(17.108, 19.796]","(13.518, 16.285]","(102.375, 112.668]","(349.416, 380.508]"
"(14.705, 17.361]","(11.732, 14.42]","(19.053, 21.82]","(71.495, 81.788]","(287.232, 318.324]"
"(17.361, 20.018]","(14.42, 17.108]","(13.518, 16.285]","(81.788, 92.082]","(287.232, 318.324]"
"(20.018, 22.674]","(14.42, 17.108]","(19.053, 21.82]","(92.082, 102.375]","(318.324, 349.416]"
"(22.674, 25.33]","(3.631, 6.357]","(10.751, 13.518]","(71.495, 81.788]","(256.14, 287.232]"
"(14.705, 17.361]","(22.483, 25.171]","(7.984, 10.751]","(71.495, 81.788]","(256.14, 287.232]"
"(14.705, 17.361]","(25.171, 27.859]","(7.984, 10.751]","(102.375, 112.668]","(349.416, 380.508]"
"(14.705, 17.361]","(22.483, 25.171]","(21.82, 24.587]","(122.962, 133.255]","(411.601, 442.693]"
"(17.361, 20.018]","(22.483, 25.171]","(13.518, 16.285]","(102.375, 112.668]","(349.416, 380.508]"
"(9.392, 12.048]","(22.483, 25.171]","(13.518, 16.285]","(81.788, 92.082]","(287.232, 318.324]"
"(17.361, 20.018]","(22.483, 25.171]","(10.751, 13.518]","(102.375, 112.668]","(349.416, 380.508]"
"(25.33, 27.987]","(17.108, 19.796]","(10.751, 13.518]","(92.082, 102.375]","(318.324, 349.416]"
"(9.392, 12.048]","(22.483, 25.171]","(2.449, 5.217]","(81.788, 92.082]","(256.14, 287.232]"
"(17.361, 20.018]","(9.044, 11.732]","(16.285, 19.053]","(61.202, 71.495]","(225.048, 256.14]"
