A,B
"(719.079, 892.382]","(2.255, 3.257]"
"(80.339, 306.088]","(-0.001, 0.173]"
"(473.797, 590.782]","(1.019, 1.538]"
"(892.382, 1138.003]","(3.257, 4.513]"
"(1138.003, 1605.508]","(3.257, 4.513]"
"(306.088, 386.079]","(0.416, 0.703]"
"(1138.003, 1605.508]","(3.257, 4.513]"
"(5964.766, 19596.305]","(15.333, 84.491]"
"(3501.01, 4380.539]","(7.401, 8.912]"
"(306.088, 386.079]","(-0.001, 0.173]"
"(719.079, 892.382]","(1.538, 2.255]"
"(719.079, 892.382]","(1.019, 1.538]"
"(1605.508, 2232.148]","(6.056, 7.401]"
"(1605.508, 2232.148]","(3.257, 4.513]"
"(5964.766, 19596.305]","(6.056, 7.401]"
"(1605.508, 2232.148]","(4.513, 6.056]"
"(1138.003, 1605.508]","(4.513, 6.056]"
"(2232.148, 2825.826]","(6.056, 7.401]"
"(2825.826, 3501.01]","(11.055, 15.333]"
"(719.079, 892.382]","(1.538, 2.255]"
"(1138.003, 1605.508]","(3.257, 4.513]"
"(473.797, 590.782]","(0.416, 0.703]"
"(80.339, 306.088]","(0.416, 0.703]"
"(1605.508, 2232.148]","(7.401, 8.912]"
"(4380.539, 5964.766]","(4.513, 6.056]"
"(719.079, 892.382]","(1.538, 2.255]"
"(1605.508, 2232.148]","(3.257, 4.513]"
"(386.079, 473.797]","(1.019, 1.538]"
"(719.079, 892.382]","(0.416, 0.703]"
"(892.382, 1138.003]","(1.538, 2.255]"
"(2232.148, 2825.826]","(7.401, 8.912]"
"(1605.508, 2232.148]","(4.513, 6.056]"
"(386.079, 473.797]","(2.255, 3.257]"
"(1138.003, 1605.508]","(6.056, 7.401]"
"(1605.508, 2232.148]","(6.056, 7.401]"
"(80.339, 306.088]","(-0.001, 0.173]"
"(80.339, 306.088]","(-0.001, 0.173]"
"(1138.003, 1605.508]","(3.257, 4.513]"
"(1605.508, 2232.148]","(4.513, 6.056]"
"(5964.766, 19596.305]","(15.333, 84.491]"
"(80.339, 306.088]","(-0.001, 0.173]"
"(2825.826, 3501.01]","(7.401, 8.912]"
"(892.382, 1138.003]","(3.257, 4.513]"
"(1138.003, 1605.508]","(3.257, 4.513]"
"(473.797, 590.782]","(1.019, 1.538]"
"(5964.766, 19596.305]","(15.333, 84.491]"
"(1138.003, 1605.508]","(3.257, 4.513]"
"(2232.148, 2825.826]","(8.912, 11.055]"
"(719.079, 892.382]","(1.538, 2.255]"
"(590.782, 719.079]","(1.019, 1.538]"
"(473.797, 590.782]","(0.173, 0.416]"
"(2232.148, 2825.826]","(6.056, 7.401]"
"(2825.826, 3501.01]","(8.912, 11.055]"
"(1605.508, 2232.148]","(3.257, 4.513]"
"(2232.148, 2825.826]","(8.912, 11.055]"
"(590.782, 719.079]","(1.538, 2.255]"
"(3501.01, 4380.539]","(7.401, 8.912]"
