A,B
4,2
0,0
3,1
5,3
7,4
1,0
7,4
13,26
11,7
0,0
3,2
3,1
9,6
9,3
13,7
8,5
7,4
9,7
11,14
4,1
6,3
3,0
0,0
8,8
12,4
4,2
9,3
2,1
3,0
4,1
9,7
8,4
2,2
7,6
8,6
0,0
0,0
7,4
9,5
13,31
0,0
11,8
5,3
7,4
2,1
12,17
7,3
10,9
4,2
3,1
2,0
10,6
11,9
7,3
10,9
3,1
12,8
4,1
11,8
0,0
12,16
2,0
12,16
4,2
11,9
0,0
3,1
12,14
12,10
13,6
5,2
4,0
10,8
11,9
12,13
3,0
0,0
3,7
3,1
2,1
12,6
11,7
11,5
2,0
13,15
3,3
0,0
13,53
0,0
12,10
12,13
12,10
3,1
2,0
13,20
0,0
12,6
2,1
12,14
1,0
13,15
0,0
11,7
5,2
3,1
7,3
12,9
2,0
11,7
9,5
1,1
2,0
4,1
7,1
5,3
7,3
8,5
1,0
1,0
6,2
11,10
3,1
7,6
10,4
12,10
1,0
1,0
12,10
0,0
5,3
9,6
5,2
3,0
4,4
4,2
2,0
5,2
3,0
13,45
5,2
3,1
4,2
13,31
12,11
2,0
4,1
10,9
13,37
12,10
9,7
2,0
11,6
5,1
6,1
9,11
13,17
12,18
7,2
11,11
13,22
6,1
5,2
6,1
7,3
9,5
0,0
3,1
1,1
9,5
1,0
6,6
7,5
12,16
6,3
12,15
1,1
13,42
1,0
7,4
0,0
6,3
4,1
3,1
2,1
11,8
12,9
11,10
6,3
0,0
12,16
2,0
11,59
3,1
7,4
1,0
3,1
9,5
1,0
11,10
2,0
12,9
4,1
3,1
2,1
11,5
12,8
11,8
3,2
5,2
13,20
13,23
12,11
2,0
12,13
0,0
8,6
3,0
0,0
11,8
3,0
4,2
11,7
3,0
1,1
10,8
3,1
1,0
12,11
11,7
12,20
1,0
1,0
0,0
1,1
12,9
9,5
3,1
12,11
3,0
9,8
3,1
0,0
1,0
0,0
1,0
10,6
3,1
4,2
9,5
7,5
6,3
4,4
12,10
2,1
12,10
4,2
3,1
12,11
7,4
8,2
7,5
10,5
12,12
12,13
2,0
3,0
4,1
13,40
0,0
11,13
0,0
12,17
11,8
1,0
3,0
11,7
11,6
3,0
1,0
4,4
8,4
13,23
9,4
4,2
1,0
3,0
9,5
12,10
0,0
3,3
9,8
11,9
12,42
9,5
3,4
3,0
1,0
11,13
1,0
13,14
8,5
7,5
10,3
3,0
4,1
3,2
4,1
3,2
3,1
3,0
12,9
10,8
7,3
8,5
1,0
10,8
0,0
13,21
12,17
9,10
1,0
12,8
13,28
12,11
3,0
3,0
9,7
13,14
13,16
4,2
12,11
2,0
11,6
9,5
0,0
3,1
2,0
12,8
11,10
11,8
11,12
3,1
9,8
11,8
7,3
11,11
11,7
12,9
1,0
13,59
4,1
3,0
5,3
13,17
8,4
3,0
11,6
2,0
12,12
3,0
12,13
9,5
1,0
9,5
7,4
3,0
11,8
11,12
12,10
5,2
0,0
10,7
11,8
1,0
2,0
3,1
12,9
12,12
8,5
13,27
4,2
12,12
3,3
12,6
3,0
12,9
0,0
11,8
2,0
4,2
10,9
11,9
1,0
0,0
1,0
3,0
11,9
0,0
12,14
4,1
4,2
3,0
3,1
1,0
12,14
3,0
11,9
9,7
9,3
7,2
12,14
3,0
1,2
9,5
3,1
7,3
11,7
3,0
5,2
5,4
9,4
4,0
0,0
11,6
11,6
3,0
13,56
3,0
2,0
1,0
12,8
11,9
6,4
12,10
10,7
12,10
6,4
9,4
8,11
12,7
12,8
9,4
4,1
9,6
4,1
1,0
4,0
9,8
0,0
10,7
2,0
3,0
4,2
11,9
7,3
11,7
12,14
12,9
12,9
4,3
5,2
11,7
11,6
11,11
3,0
4,2
1,1
6,3
2,0
9,9
12,12
3,2
12,11
3,2
1,0
4,1
10,12
1,0
11,7
11,5
9,6
10,7
4,1
3,1
6,3
11,10
12,15
3,0
11,8
3,0
2,0
2,0
3,1
12,10
6,3
12,12
2,0
6,3
1,0
0,0
1,0
3,0
0,0
6,3
8,4
12,6
9,5
12,8
2,0
6,3
2,0
3,1
11,9
12,23
11,6
13,13
0,0
2,0
1,0
2,0
8,4
1,0
6,2
0,0
12,13
1,0
1,0
13,24
2,0
12,12
3,2
4,2
4,2
10,8
8,7
11,6
9,6
10,8
11,8
0,0
0,0
2,0
12,12
3,0
13,21
9,6
3,0
7,3
12,13
0,0
8,7
2,0
2,0
10,5
13,34
5,2
3,0
12,15
1,1
2,2
8,4
5,3
9,7
3,1
3,0
9,6
12,9
12,9
3,1
1,0
5,2
10,5
0,0
1,0
12,10
12,12
0,0
12,10
7,3
11,10
1,0
4,1
12,11
1,0
4,0
12,10
12,10
2,0
1,0
1,0
13,17
1,0
11,8
12,5
9,7
3,1
10,7
2,1
3,1
3,1
13,17
0,0
3,1
7,4
6,1
0,0
1,0
8,4
7,3
0,0
12,7
6,1
10,6
11,7
3,0
12,11
13,39
3,0
1,0
1,0
6,3
12,9
3,2
12,9
8,5
9,4
0,0
12,16
2,8
7,3
3,0
5,4
11,58
13,52
0,0
11,8
3,0
10,7
13,47
10,8
4,0
10,6
12,16
13,6
6,3
13,19
4,2
3,0
0,0
13,19
3,1
0,0
11,10
13,18
5,2
5,2
4,2
2,1
2,0
2,0
1,0
1,0
4,1
1,0
2,0
7,4
9,4
9,7
1,0
4,1
7,6
10,9
4,3
4,1
0,0
4,1
13,20
11,8
7,4
2,0
12,12
5,2
9,4
12,8
5,2
1,0
12,11
0,0
9,6
12,16
9,5
2,0
12,8
3,1
3,0
