A,B
"(-0.001, 22.0]","(63.04, 82.6]"
"(-0.001, 22.0]","(54.9, 63.04]"
"(132.4, 156.5]","(37.91, 40.585]"
"(132.4, 156.5]","(40.585, 43.94]"
"(132.4, 156.5]","(43.94, 49.09]"
"(106.3, 132.4]","(43.94, 49.09]"
"(76.0, 106.3]","(40.585, 43.94]"
"(76.0, 106.3]","(34.445, 37.91]"
"(106.3, 132.4]","(43.94, 49.09]"
"(-0.001, 22.0]","(37.91, 40.585]"
"(132.4, 156.5]","(37.91, 40.585]"
"(132.4, 156.5]","(24.99, 28.63]"
"(22.0, 76.0]","(40.585, 43.94]"
"(189.0, 209.4]","(40.585, 43.94]"
"(22.0, 76.0]","(43.94, 49.09]"
"(-0.001, 22.0]","(49.09, 54.9]"
"(189.0, 209.4]","(37.91, 40.585]"
"(22.0, 76.0]","(54.9, 63.04]"
"(76.0, 106.3]","(37.91, 40.585]"
"(-0.001, 22.0]","(40.585, 43.94]"
"(22.0, 76.0]","(40.585, 43.94]"
"(189.0, 209.4]","(24.99, 28.63]"
"(189.0, 209.4]","(2.329, 12.505]"
"(189.0, 209.4]","(43.94, 49.09]"
"(-0.001, 22.0]","(49.09, 54.9]"
"(-0.001, 22.0]","(49.09, 54.9]"
"(76.0, 106.3]","(40.585, 43.94]"
"(22.0, 76.0]","(49.09, 54.9]"
"(22.0, 76.0]","(34.445, 37.91]"
"(-0.001, 22.0]","(37.91, 40.585]"
"(22.0, 76.0]","(54.9, 63.04]"
"(106.3, 132.4]","(49.09, 54.9]"
"(132.4, 156.5]","(40.585, 43.94]"
"(-0.001, 22.0]","(40.585, 43.94]"
"(189.0, 209.4]","(49.09, 54.9]"
"(209.4, 359.4]","(37.91, 40.585]"
"(209.4, 359.4]","(28.63, 32.04]"
"(132.4, 156.5]","(34.445, 37.91]"
"(-0.001, 22.0]","(40.585, 43.94]"
"(209.4, 359.4]","(34.445, 37.91]"
"(22.0, 76.0]","(49.09, 54.9]"
"(22.0, 76.0]","(40.585, 43.94]"
"(209.4, 359.4]","(37.91, 40.585]"
"(-0.001, 22.0]","(49.09, 54.9]"
"(22.0, 76.0]","(40.585, 43.94]"
"(22.0, 76.0]","(34.445, 37.91]"
"(-0.001, 22.0]","(12.505, 16.89]"
"(76.0, 106.3]","(40.585, 43.94]"
"(209.4, 359.4]","(24.99, 28.63]"
"(76.0, 106.3]","(32.04, 34.445]"
"(132.4, 156.5]","(37.91, 40.585]"
"(189.0, 209.4]","(43.94, 49.09]"
"(209.4, 359.4]","(32.04, 34.445]"
"(22.0, 76.0]","(49.09, 54.9]"
"(189.0, 209.4]","(12.505, 16.89]"
"(132.4, 156.5]","(12.505, 16.89]"
"(-0.001, 22.0]","(40.585, 43.94]"
"(132.4, 156.5]","(2.329, 12.505]"
"(22.0, 76.0]","(49.09, 54.9]"
"(132.4, 156.5]","(32.04, 34.445]"
"(22.0, 76.0]","(49.09, 54.9]"
"(106.3, 132.4]","(49.09, 54.9]"
"(-0.001, 22.0]","(2.329, 12.505]"
"(189.0, 209.4]","(49.09, 54.9]"
"(106.3, 132.4]","(43.94, 49.09]"
"(22.0, 76.0]","(54.9, 63.04]"
"(189.0, 209.4]","(43.94, 49.09]"
"(132.4, 156.5]","(28.63, 32.04]"
"(189.0, 209.4]","(40.585, 43.94]"
"(-0.001, 22.0]","(63.04, 82.6]"
"(189.0, 209.4]","(32.04, 34.445]"
"(209.4, 359.4]","(28.63, 32.04]"
"(76.0, 106.3]","(32.04, 34.445]"
"(76.0, 106.3]","(34.445, 37.91]"
"(76.0, 106.3]","(28.63, 32.04]"
"(106.3, 132.4]","(34.445, 37.91]"
"(106.3, 132.4]","(37.91, 40.585]"
"(76.0, 106.3]","(32.04, 34.445]"
"(76.0, 106.3]","(24.99, 28.63]"
"(-0.001, 22.0]","(40.585, 43.94]"
"(76.0, 106.3]","(32.04, 34.445]"
"(209.4, 359.4]","(24.99, 28.63]"
"(76.0, 106.3]","(40.585, 43.94]"
"(156.5, 189.0]","(34.445, 37.91]"
"(209.4, 359.4]","(24.99, 28.63]"
"(132.4, 156.5]","(24.99, 28.63]"
"(156.5, 189.0]","(34.445, 37.91]"
"(189.0, 209.4]","(21.8, 24.99]"
