A,B
"(-0.359, 25.671]","(76.866, 82.6]"
"(-0.359, 25.671]","(59.666, 65.399]"
"(128.357, 154.029]","(36.731, 42.465]"
"(128.357, 154.029]","(36.731, 42.465]"
"(128.357, 154.029]","(42.465, 48.199]"
"(102.686, 128.357]","(42.465, 48.199]"
"(77.014, 102.686]","(42.465, 48.199]"
"(77.014, 102.686]","(30.998, 36.731]"
"(102.686, 128.357]","(42.465, 48.199]"
"(-0.359, 25.671]","(36.731, 42.465]"
"(128.357, 154.029]","(36.731, 42.465]"
"(128.357, 154.029]","(25.264, 30.998]"
"(25.671, 51.343]","(42.465, 48.199]"
"(179.7, 205.371]","(36.731, 42.465]"
"(51.343, 77.014]","(42.465, 48.199]"
"(-0.359, 25.671]","(48.199, 53.932]"
"(205.371, 231.043]","(36.731, 42.465]"
"(25.671, 51.343]","(53.932, 59.666]"
"(77.014, 102.686]","(36.731, 42.465]"
"(-0.359, 25.671]","(42.465, 48.199]"
"(25.671, 51.343]","(36.731, 42.465]"
"(205.371, 231.043]","(25.264, 30.998]"
"(205.371, 231.043]","(2.25, 8.064]"
"(205.371, 231.043]","(42.465, 48.199]"
"(-0.359, 25.671]","(48.199, 53.932]"
"(-0.359, 25.671]","(48.199, 53.932]"
"(77.014, 102.686]","(36.731, 42.465]"
"(25.671, 51.343]","(48.199, 53.932]"
"(25.671, 51.343]","(36.731, 42.465]"
"(-0.359, 25.671]","(36.731, 42.465]"
"(51.343, 77.014]","(53.932, 59.666]"
"(102.686, 128.357]","(48.199, 53.932]"
"(128.357, 154.029]","(36.731, 42.465]"
"(-0.359, 25.671]","(36.731, 42.465]"
"(179.7, 205.371]","(48.199, 53.932]"
"(231.043, 256.714]","(36.731, 42.465]"
"(231.043, 256.714]","(25.264, 30.998]"
"(128.357, 154.029]","(36.731, 42.465]"
"(-0.359, 25.671]","(36.731, 42.465]"
"(231.043, 256.714]","(30.998, 36.731]"
"(25.671, 51.343]","(48.199, 53.932]"
"(25.671, 51.343]","(42.465, 48.199]"
"(231.043, 256.714]","(36.731, 42.465]"
"(-0.359, 25.671]","(48.199, 53.932]"
"(25.671, 51.343]","(36.731, 42.465]"
"(25.671, 51.343]","(30.998, 36.731]"
"(-0.359, 25.671]","(13.797, 19.531]"
"(77.014, 102.686]","(36.731, 42.465]"
"(231.043, 256.714]","(25.264, 30.998]"
"(77.014, 102.686]","(30.998, 36.731]"
"(128.357, 154.029]","(36.731, 42.465]"
"(179.7, 205.371]","(42.465, 48.199]"
"(231.043, 256.714]","(30.998, 36.731]"
"(51.343, 77.014]","(48.199, 53.932]"
"(205.371, 231.043]","(13.797, 19.531]"
"(128.357, 154.029]","(13.797, 19.531]"
"(-0.359, 25.671]","(36.731, 42.465]"
"(128.357, 154.029]","(8.064, 13.797]"
"(51.343, 77.014]","(48.199, 53.932]"
"(128.357, 154.029]","(30.998, 36.731]"
"(51.343, 77.014]","(53.932, 59.666]"
"(102.686, 128.357]","(48.199, 53.932]"
"(-0.359, 25.671]","(8.064, 13.797]"
"(179.7, 205.371]","(48.199, 53.932]"
"(102.686, 128.357]","(48.199, 53.932]"
"(25.671, 51.343]","(53.932, 59.666]"
"(205.371, 231.043]","(42.465, 48.199]"
"(128.357, 154.029]","(25.264, 30.998]"
"(179.7, 205.371]","(36.731, 42.465]"
"(-0.359, 25.671]","(71.133, 76.866]"
"(179.7, 205.371]","(30.998, 36.731]"
"(256.714, 282.386]","(25.264, 30.998]"
"(102.686, 128.357]","(30.998, 36.731]"
"(102.686, 128.357]","(30.998, 36.731]"
"(77.014, 102.686]","(25.264, 30.998]"
"(102.686, 128.357]","(36.731, 42.465]"
"(102.686, 128.357]","(36.731, 42.465]"
"(102.686, 128.357]","(30.998, 36.731]"
"(77.014, 102.686]","(25.264, 30.998]"
"(-0.359, 25.671]","(36.731, 42.465]"
"(102.686, 128.357]","(30.998, 36.731]"
"(205.371, 231.043]","(19.531, 25.264]"
"(77.014, 102.686]","(36.731, 42.465]"
"(179.7, 205.371]","(30.998, 36.731]"
"(282.386, 308.057]","(25.264, 30.998]"
"(128.357, 154.029]","(25.264, 30.998]"
"(179.7, 205.371]","(30.998, 36.731]"
"(179.7, 205.371]","(19.531, 25.264]"
"(179.7, 205.371]","(30.998, 36.731]"
"(154.029, 179.7]","(36.731, 42.465]"
"(179.7, 205.371]","(36.731, 42.465]"
"(179.7, 205.371]","(30.998, 36.731]"
"(179.7, 205.371]","(19.531, 25.264]"
"(179.7, 205.371]","(42.465, 48.199]"
"(256.714, 282.386]","(42.465, 48.199]"
"(102.686, 128.357]","(48.199, 53.932]"
"(102.686, 128.357]","(42.465, 48.199]"
"(77.014, 102.686]","(42.465, 48.199]"
"(102.686, 128.357]","(53.932, 59.666]"
"(102.686, 128.357]","(53.932, 59.666]"
"(102.686, 128.357]","(48.199, 53.932]"
"(77.014, 102.686]","(30.998, 36.731]"
"(-0.359, 25.671]","(42.465, 48.199]"
"(102.686, 128.357]","(48.199, 53.932]"
"(205.371, 231.043]","(30.998, 36.731]"
"(77.014, 102.686]","(53.932, 59.666]"
"(179.7, 205.371]","(53.932, 59.666]"
"(282.386, 308.057]","(48.199, 53.932]"
"(128.357, 154.029]","(42.465, 48.199]"
"(179.7, 205.371]","(53.932, 59.666]"
"(179.7, 205.371]","(36.731, 42.465]"
"(179.7, 205.371]","(53.932, 59.666]"
"(154.029, 179.7]","(53.932, 59.666]"
"(179.7, 205.371]","(53.932, 59.666]"
"(179.7, 205.371]","(19.531, 25.264]"
"(179.7, 205.371]","(30.998, 36.731]"
"(179.7, 205.371]","(59.666, 65.399]"
"(256.714, 282.386]","(59.666, 65.399]"
"(102.686, 128.357]","(59.666, 65.399]"
"(102.686, 128.357]","(59.666, 65.399]"
"(77.014, 102.686]","(53.932, 59.666]"
"(102.686, 128.357]","(65.399, 71.133]"
"(102.686, 128.357]","(65.399, 71.133]"
"(102.686, 128.357]","(59.666, 65.399]"
"(77.014, 102.686]","(48.199, 53.932]"
"(-0.359, 25.671]","(53.932, 59.666]"
"(102.686, 128.357]","(59.666, 65.399]"
"(205.371, 231.043]","(53.932, 59.666]"
"(77.014, 102.686]","(65.399, 71.133]"
"(179.7, 205.371]","(71.133, 76.866]"
"(282.386, 308.057]","(71.133, 76.866]"
"(128.357, 154.029]","(48.199, 53.932]"
"(179.7, 205.371]","(71.133, 76.866]"
"(179.7, 205.371]","(65.399, 71.133]"
"(179.7, 205.371]","(71.133, 76.866]"
"(154.029, 179.7]","(65.399, 71.133]"
"(179.7, 205.371]","(71.133, 76.866]"
"(179.7, 205.371]","(71.133, 76.866]"
"(179.7, 205.371]","(48.199, 53.932]"
"(179.7, 205.371]","(59.666, 65.399]"
"(256.714, 282.386]","(59.666, 65.399]"
"(102.686, 128.357]","(59.666, 65.399]"
"(102.686, 128.357]","(59.666, 65.399]"
"(77.014, 102.686]","(59.666, 65.399]"
"(102.686, 128.357]","(71.133, 76.866]"
"(102.686, 128.357]","(65.399, 71.133]"
"(102.686, 128.357]","(59.666, 65.399]"
"(77.014, 102.686]","(53.932, 59.666]"
"(-0.359, 25.671]","(53.932, 59.666]"
"(102.686, 128.357]","(59.666, 65.399]"
"(205.371, 231.043]","(65.399, 71.133]"
"(77.014, 102.686]","(71.133, 76.866]"
"(179.7, 205.371]","(76.866, 82.6]"
"(282.386, 308.057]","(76.866, 82.6]"
"(128.357, 154.029]","(53.932, 59.666]"
"(179.7, 205.371]","(76.866, 82.6]"
"(179.7, 205.371]","(71.133, 76.866]"
"(179.7, 205.371]","(76.866, 82.6]"
"(154.029, 179.7]","(71.133, 76.866]"
"(179.7, 205.371]","(76.866, 82.6]"
"(179.7, 205.371]","(76.866, 82.6]"
"(179.7, 205.371]","(59.666, 65.399]"
"(179.7, 205.371]","(59.666, 65.399]"
"(256.714, 282.386]","(65.399, 71.133]"
"(102.686, 128.357]","(59.666, 65.399]"
"(102.686, 128.357]","(65.399, 71.133]"
"(77.014, 102.686]","(59.666, 65.399]"
"(102.686, 128.357]","(71.133, 76.866]"
"(102.686, 128.357]","(65.399, 71.133]"
"(102.686, 128.357]","(59.666, 65.399]"
"(77.014, 102.686]","(53.932, 59.666]"
"(-0.359, 25.671]","(53.932, 59.666]"
"(102.686, 128.357]","(59.666, 65.399]"
"(205.371, 231.043]","(65.399, 71.133]"
"(77.014, 102.686]","(71.133, 76.866]"
"(179.7, 205.371]","(76.866, 82.6]"
"(128.357, 154.029]","(53.932, 59.666]"
"(179.7, 205.371]","(76.866, 82.6]"
"(179.7, 205.371]","(71.133, 76.866]"
"(179.7, 205.371]","(76.866, 82.6]"
"(154.029, 179.7]","(71.133, 76.866]"
"(179.7, 205.371]","(76.866, 82.6]"
"(179.7, 205.371]","(76.866, 82.6]"
"(179.7, 205.371]","(65.399, 71.133]"
"(-0.359, 25.671]","(8.064, 13.797]"
"(-0.359, 25.671]","(19.531, 25.264]"
"(-0.359, 25.671]","(19.531, 25.264]"
"(-0.359, 25.671]","(25.264, 30.998]"
"(-0.359, 25.671]","(36.731, 42.465]"
"(-0.359, 25.671]","(8.064, 13.797]"
"(-0.359, 25.671]","(19.531, 25.264]"
"(-0.359, 25.671]","(19.531, 25.264]"
"(-0.359, 25.671]","(25.264, 30.998]"
"(-0.359, 25.671]","(30.998, 36.731]"
"(-0.359, 25.671]","(8.064, 13.797]"
"(-0.359, 25.671]","(19.531, 25.264]"
"(-0.359, 25.671]","(25.264, 30.998]"
"(-0.359, 25.671]","(30.998, 36.731]"
"(-0.359, 25.671]","(36.731, 42.465]"
