A,B
"(6.071, 7.854]","(7.68, 10.8]"
"(9.628, 11.402]","(7.68, 10.8]"
"(7.854, 9.628]","(4.56, 7.68]"
"(11.402, 13.176]","(7.68, 10.8]"
"(9.628, 11.402]","(4.56, 7.68]"
"(7.854, 9.628]","(7.68, 10.8]"
"(11.402, 13.176]","(7.68, 10.8]"
"(13.176, 14.95]","(7.68, 10.8]"
"(11.402, 13.176]","(4.56, 7.68]"
"(9.628, 11.402]","(7.68, 10.8]"
"(9.628, 11.402]","(4.56, 7.68]"
"(13.176, 14.95]","(7.68, 10.8]"
"(7.854, 9.628]","(7.68, 10.8]"
"(9.628, 11.402]","(7.68, 10.8]"
"(9.628, 11.402]","(7.68, 10.8]"
"(9.628, 11.402]","(4.56, 7.68]"
"(6.071, 7.854]","(7.68, 10.8]"
"(7.854, 9.628]","(4.56, 7.68]"
"(9.628, 11.402]","(7.68, 10.8]"
"(7.854, 9.628]","(7.68, 10.8]"
"(11.402, 13.176]","(7.68, 10.8]"
"(11.402, 13.176]","(4.56, 7.68]"
"(7.854, 9.628]","(7.68, 10.8]"
"(11.402, 13.176]","(7.68, 10.8]"
"(7.854, 9.628]","(7.68, 10.8]"
"(7.854, 9.628]","(4.56, 7.68]"
"(13.176, 14.95]","(7.68, 10.8]"
"(13.176, 14.95]","(7.68, 10.8]"
"(13.176, 14.95]","(7.68, 10.8]"
"(13.176, 14.95]","(7.68, 10.8]"
"(11.402, 13.176]","(7.68, 10.8]"
"(6.071, 7.854]","(7.68, 10.8]"
"(6.071, 7.854]","(7.68, 10.8]"
"(7.854, 9.628]","(7.68, 10.8]"
"(7.854, 9.628]","(4.56, 7.68]"
"(11.402, 13.176]","(7.68, 10.8]"
"(6.071, 7.854]","(7.68, 10.8]"
"(9.628, 11.402]","(7.68, 10.8]"
"(9.628, 11.402]","(7.68, 10.8]"
"(6.071, 7.854]","(7.68, 10.8]"
"(7.854, 9.628]","(4.56, 7.68]"
"(6.071, 7.854]","(7.68, 10.8]"
"(9.628, 11.402]","(7.68, 10.8]"
"(7.854, 9.628]","(7.68, 10.8]"
"(9.628, 11.402]","(7.68, 10.8]"
"(9.628, 11.402]","(4.56, 7.68]"
"(9.628, 11.402]","(7.68, 10.8]"
"(7.854, 9.628]","(7.68, 10.8]"
"(7.854, 9.628]","(7.68, 10.8]"
"(9.628, 11.402]","(1.44, 4.56]"
"(11.402, 13.176]","(7.68, 10.8]"
"(9.628, 11.402]","(7.68, 10.8]"
"(7.854, 9.628]","(7.68, 10.8]"
"(9.628, 11.402]","(7.68, 10.8]"
"(7.854, 9.628]","(7.68, 10.8]"
"(9.628, 11.402]","(7.68, 10.8]"
"(11.402, 13.176]","(7.68, 10.8]"
"(11.402, 13.176]","(7.68, 10.8]"
"(9.628, 11.402]","(4.56, 7.68]"
"(13.176, 14.95]","(7.68, 10.8]"
"(7.854, 9.628]","(7.68, 10.8]"
"(7.854, 9.628]","(7.68, 10.8]"
"(6.071, 7.854]","(7.68, 10.8]"
"(7.854, 9.628]","(4.56, 7.68]"
"(13.176, 14.95]","(7.68, 10.8]"
"(7.854, 9.628]","(4.56, 7.68]"
"(13.176, 14.95]","(7.68, 10.8]"
"(7.854, 9.628]","(7.68, 10.8]"
"(7.854, 9.628]","(4.56, 7.68]"
"(6.071, 7.854]","(7.68, 10.8]"
"(6.071, 7.854]","(7.68, 10.8]"
"(9.628, 11.402]","(7.68, 10.8]"
"(11.402, 13.176]","(7.68, 10.8]"
"(9.628, 11.402]","(7.68, 10.8]"
"(6.071, 7.854]","(7.68, 10.8]"
"(6.071, 7.854]","(7.68, 10.8]"
"(6.071, 7.854]","(7.68, 10.8]"
"(6.071, 7.854]","(7.68, 10.8]"
"(7.854, 9.628]","(4.56, 7.68]"
"(7.854, 9.628]","(4.56, 7.68]"
"(11.402, 13.176]","(7.68, 10.8]"
"(7.854, 9.628]","(7.68, 10.8]"
"(9.628, 11.402]","(7.68, 10.8]"
"(7.854, 9.628]","(7.68, 10.8]"
"(9.628, 11.402]","(7.68, 10.8]"
"(6.071, 7.854]","(7.68, 10.8]"
"(6.071, 7.854]","(7.68, 10.8]"
"(7.854, 9.628]","(1.44, 4.56]"
"(11.402, 13.176]","(1.44, 4.56]"
"(7.854, 9.628]","(7.68, 10.8]"
"(7.854, 9.628]","(7.68, 10.8]"
"(7.854, 9.628]","(7.68, 10.8]"
"(13.176, 14.95]","(7.68, 10.8]"
"(7.854, 9.628]","(7.68, 10.8]"
"(7.854, 9.628]","(7.68, 10.8]"
"(7.854, 9.628]","(4.56, 7.68]"
"(7.854, 9.628]","(4.56, 7.68]"
"(9.628, 11.402]","(4.56, 7.68]"
"(7.854, 9.628]","(7.68, 10.8]"
"(7.854, 9.628]","(7.68, 10.8]"
"(9.628, 11.402]","(7.68, 10.8]"
"(9.628, 11.402]","(7.68, 10.8]"
"(9.628, 11.402]","(4.56, 7.68]"
"(7.854, 9.628]","(7.68, 10.8]"
"(11.402, 13.176]","(7.68, 10.8]"
"(11.402, 13.176]","(7.68, 10.8]"
"(7.854, 9.628]","(7.68, 10.8]"
"(7.854, 9.628]","(7.68, 10.8]"
"(7.854, 9.628]","(7.68, 10.8]"
"(13.176, 14.95]","(7.68, 10.8]"
"(9.628, 11.402]","(7.68, 10.8]"
"(11.402, 13.176]","(7.68, 10.8]"
"(9.628, 11.402]","(7.68, 10.8]"
"(13.176, 14.95]","(7.68, 10.8]"
"(11.402, 13.176]","(7.68, 10.8]"
"(7.854, 9.628]","(7.68, 10.8]"
"(11.402, 13.176]","(1.44, 4.56]"
"(13.176, 14.95]","(7.68, 10.8]"
"(9.628, 11.402]","(4.56, 7.68]"
"(9.628, 11.402]","(4.56, 7.68]"
"(11.402, 13.176]","(7.68, 10.8]"
