A,B
"(-0.359, 29.95]","(75.911, 82.6]"
"(-0.359, 29.95]","(55.843, 62.532]"
"(119.8, 149.75]","(35.776, 42.465]"
"(119.8, 149.75]","(35.776, 42.465]"
"(119.8, 149.75]","(42.465, 49.154]"
"(89.85, 119.8]","(42.465, 49.154]"
"(89.85, 119.8]","(42.465, 49.154]"
"(89.85, 119.8]","(35.776, 42.465]"
"(89.85, 119.8]","(42.465, 49.154]"
"(-0.359, 29.95]","(35.776, 42.465]"
"(119.8, 149.75]","(35.776, 42.465]"
"(119.8, 149.75]","(22.398, 29.087]"
"(29.95, 59.9]","(42.465, 49.154]"
"(179.7, 209.65]","(35.776, 42.465]"
"(59.9, 89.85]","(42.465, 49.154]"
"(-0.359, 29.95]","(49.154, 55.843]"
"(179.7, 209.65]","(35.776, 42.465]"
"(29.95, 59.9]","(55.843, 62.532]"
"(89.85, 119.8]","(35.776, 42.465]"
"(-0.359, 29.95]","(42.465, 49.154]"
"(29.95, 59.9]","(35.776, 42.465]"
"(179.7, 209.65]","(22.398, 29.087]"
"(179.7, 209.65]","(2.25, 9.019]"
"(179.7, 209.65]","(42.465, 49.154]"
"(-0.359, 29.95]","(49.154, 55.843]"
"(-0.359, 29.95]","(49.154, 55.843]"
"(89.85, 119.8]","(35.776, 42.465]"
"(29.95, 59.9]","(49.154, 55.843]"
"(29.95, 59.9]","(35.776, 42.465]"
"(-0.359, 29.95]","(35.776, 42.465]"
"(59.9, 89.85]","(49.154, 55.843]"
"(89.85, 119.8]","(49.154, 55.843]"
"(119.8, 149.75]","(35.776, 42.465]"
"(-0.359, 29.95]","(35.776, 42.465]"
"(179.7, 209.65]","(49.154, 55.843]"
"(209.65, 239.6]","(35.776, 42.465]"
"(209.65, 239.6]","(29.087, 35.776]"
"(119.8, 149.75]","(35.776, 42.465]"
"(-0.359, 29.95]","(35.776, 42.465]"
"(209.65, 239.6]","(35.776, 42.465]"
"(29.95, 59.9]","(49.154, 55.843]"
"(29.95, 59.9]","(42.465, 49.154]"
"(209.65, 239.6]","(35.776, 42.465]"
"(-0.359, 29.95]","(49.154, 55.843]"
"(29.95, 59.9]","(35.776, 42.465]"
"(29.95, 59.9]","(29.087, 35.776]"
"(-0.359, 29.95]","(9.019, 15.708]"
"(89.85, 119.8]","(35.776, 42.465]"
"(209.65, 239.6]","(22.398, 29.087]"
"(89.85, 119.8]","(29.087, 35.776]"
"(119.8, 149.75]","(35.776, 42.465]"
"(179.7, 209.65]","(42.465, 49.154]"
"(209.65, 239.6]","(29.087, 35.776]"
"(59.9, 89.85]","(49.154, 55.843]"
"(179.7, 209.65]","(9.019, 15.708]"
"(119.8, 149.75]","(9.019, 15.708]"
"(-0.359, 29.95]","(35.776, 42.465]"
"(119.8, 149.75]","(9.019, 15.708]"
"(59.9, 89.85]","(49.154, 55.843]"
"(119.8, 149.75]","(29.087, 35.776]"
"(59.9, 89.85]","(49.154, 55.843]"
"(89.85, 119.8]","(49.154, 55.843]"
"(-0.359, 29.95]","(9.019, 15.708]"
"(179.7, 209.65]","(49.154, 55.843]"
"(89.85, 119.8]","(42.465, 49.154]"
"(29.95, 59.9]","(49.154, 55.843]"
"(179.7, 209.65]","(42.465, 49.154]"
"(119.8, 149.75]","(29.087, 35.776]"
"(179.7, 209.65]","(35.776, 42.465]"
"(-0.359, 29.95]","(69.222, 75.911]"
"(179.7, 209.65]","(29.087, 35.776]"
"(239.6, 269.55]","(22.398, 29.087]"
"(89.85, 119.8]","(29.087, 35.776]"
"(89.85, 119.8]","(35.776, 42.465]"
"(89.85, 119.8]","(22.398, 29.087]"
"(89.85, 119.8]","(35.776, 42.465]"
"(89.85, 119.8]","(35.776, 42.465]"
"(89.85, 119.8]","(29.087, 35.776]"
"(89.85, 119.8]","(22.398, 29.087]"
"(-0.359, 29.95]","(35.776, 42.465]"
"(89.85, 119.8]","(29.087, 35.776]"
"(209.65, 239.6]","(22.398, 29.087]"
"(89.85, 119.8]","(35.776, 42.465]"
"(179.7, 209.65]","(29.087, 35.776]"
"(269.55, 299.5]","(22.398, 29.087]"
"(149.75, 179.7]","(22.398, 29.087]"
"(179.7, 209.65]","(29.087, 35.776]"
"(179.7, 209.65]","(22.398, 29.087]"
"(179.7, 209.65]","(29.087, 35.776]"
"(149.75, 179.7]","(35.776, 42.465]"
"(179.7, 209.65]","(35.776, 42.465]"
"(179.7, 209.65]","(29.087, 35.776]"
"(179.7, 209.65]","(22.398, 29.087]"
"(179.7, 209.65]","(42.465, 49.154]"
"(239.6, 269.55]","(42.465, 49.154]"
"(89.85, 119.8]","(49.154, 55.843]"
"(89.85, 119.8]","(42.465, 49.154]"
"(89.85, 119.8]","(42.465, 49.154]"
"(89.85, 119.8]","(49.154, 55.843]"
"(89.85, 119.8]","(49.154, 55.843]"
"(89.85, 119.8]","(49.154, 55.843]"
"(89.85, 119.8]","(29.087, 35.776]"
"(-0.359, 29.95]","(42.465, 49.154]"
"(89.85, 119.8]","(49.154, 55.843]"
"(209.65, 239.6]","(29.087, 35.776]"
"(89.85, 119.8]","(49.154, 55.843]"
"(179.7, 209.65]","(55.843, 62.532]"
"(269.55, 299.5]","(49.154, 55.843]"
"(149.75, 179.7]","(42.465, 49.154]"
"(179.7, 209.65]","(55.843, 62.532]"
"(179.7, 209.65]","(35.776, 42.465]"
"(179.7, 209.65]","(55.843, 62.532]"
