A,B
"(-0.001, 97.1]","(50.514, 82.6]"
"(-0.001, 97.1]","(50.514, 82.6]"
"(97.1, 163.18]","(39.02, 50.514]"
"(97.1, 163.18]","(39.02, 50.514]"
"(97.1, 163.18]","(39.02, 50.514]"
"(97.1, 163.18]","(39.02, 50.514]"
"(-0.001, 97.1]","(39.02, 50.514]"
"(-0.001, 97.1]","(30.928, 39.02]"
"(97.1, 163.18]","(39.02, 50.514]"
"(-0.001, 97.1]","(39.02, 50.514]"
"(97.1, 163.18]","(30.928, 39.02]"
"(97.1, 163.18]","(20.96, 30.928]"
"(-0.001, 97.1]","(39.02, 50.514]"
"(163.18, 359.4]","(39.02, 50.514]"
"(-0.001, 97.1]","(39.02, 50.514]"
"(-0.001, 97.1]","(50.514, 82.6]"
"(163.18, 359.4]","(39.02, 50.514]"
"(-0.001, 97.1]","(50.514, 82.6]"
"(-0.001, 97.1]","(39.02, 50.514]"
"(-0.001, 97.1]","(39.02, 50.514]"
"(-0.001, 97.1]","(39.02, 50.514]"
"(163.18, 359.4]","(20.96, 30.928]"
"(163.18, 359.4]","(2.329, 20.96]"
"(163.18, 359.4]","(39.02, 50.514]"
"(-0.001, 97.1]","(50.514, 82.6]"
"(-0.001, 97.1]","(50.514, 82.6]"
"(-0.001, 97.1]","(39.02, 50.514]"
"(-0.001, 97.1]","(50.514, 82.6]"
"(-0.001, 97.1]","(30.928, 39.02]"
"(-0.001, 97.1]","(30.928, 39.02]"
"(-0.001, 97.1]","(50.514, 82.6]"
"(97.1, 163.18]","(50.514, 82.6]"
"(97.1, 163.18]","(39.02, 50.514]"
"(-0.001, 97.1]","(39.02, 50.514]"
"(163.18, 359.4]","(50.514, 82.6]"
"(163.18, 359.4]","(30.928, 39.02]"
"(163.18, 359.4]","(20.96, 30.928]"
"(97.1, 163.18]","(30.928, 39.02]"
"(-0.001, 97.1]","(39.02, 50.514]"
"(163.18, 359.4]","(30.928, 39.02]"
"(-0.001, 97.1]","(39.02, 50.514]"
"(-0.001, 97.1]","(39.02, 50.514]"
"(163.18, 359.4]","(30.928, 39.02]"
"(-0.001, 97.1]","(50.514, 82.6]"
"(-0.001, 97.1]","(39.02, 50.514]"
"(-0.001, 97.1]","(30.928, 39.02]"
"(-0.001, 97.1]","(2.329, 20.96]"
"(-0.001, 97.1]","(39.02, 50.514]"
"(163.18, 359.4]","(20.96, 30.928]"
"(-0.001, 97.1]","(30.928, 39.02]"
"(97.1, 163.18]","(39.02, 50.514]"
"(163.18, 359.4]","(39.02, 50.514]"
"(163.18, 359.4]","(30.928, 39.02]"
"(-0.001, 97.1]","(39.02, 50.514]"
"(163.18, 359.4]","(2.329, 20.96]"
"(97.1, 163.18]","(2.329, 20.96]"
"(-0.001, 97.1]","(39.02, 50.514]"
"(97.1, 163.18]","(2.329, 20.96]"
"(-0.001, 97.1]","(50.514, 82.6]"
"(97.1, 163.18]","(30.928, 39.02]"
"(-0.001, 97.1]","(50.514, 82.6]"
"(97.1, 163.18]","(50.514, 82.6]"
"(-0.001, 97.1]","(2.329, 20.96]"
"(163.18, 359.4]","(50.514, 82.6]"
