A,B
"(-0.359, 35.94]","(74.573, 82.6]"
"(-0.359, 35.94]","(58.519, 66.546]"
"(107.82, 143.76]","(34.438, 42.465]"
"(107.82, 143.76]","(34.438, 42.465]"
"(107.82, 143.76]","(42.465, 50.492]"
"(107.82, 143.76]","(42.465, 50.492]"
"(71.88, 107.82]","(42.465, 50.492]"
"(71.88, 107.82]","(34.438, 42.465]"
"(107.82, 143.76]","(42.465, 50.492]"
"(-0.359, 35.94]","(34.438, 42.465]"
"(107.82, 143.76]","(34.438, 42.465]"
"(107.82, 143.76]","(26.411, 34.438]"
"(35.94, 71.88]","(42.465, 50.492]"
"(179.7, 215.64]","(34.438, 42.465]"
"(71.88, 107.82]","(42.465, 50.492]"
"(-0.359, 35.94]","(50.492, 58.519]"
"(179.7, 215.64]","(34.438, 42.465]"
"(35.94, 71.88]","(50.492, 58.519]"
"(71.88, 107.82]","(34.438, 42.465]"
"(-0.359, 35.94]","(42.465, 50.492]"
"(35.94, 71.88]","(34.438, 42.465]"
"(179.7, 215.64]","(26.411, 34.438]"
"(179.7, 215.64]","(2.25, 10.357]"
"(179.7, 215.64]","(42.465, 50.492]"
"(-0.359, 35.94]","(50.492, 58.519]"
"(-0.359, 35.94]","(50.492, 58.519]"
"(71.88, 107.82]","(34.438, 42.465]"
"(35.94, 71.88]","(50.492, 58.519]"
"(35.94, 71.88]","(34.438, 42.465]"
"(-0.359, 35.94]","(34.438, 42.465]"
"(71.88, 107.82]","(50.492, 58.519]"
"(107.82, 143.76]","(50.492, 58.519]"
"(107.82, 143.76]","(34.438, 42.465]"
"(-0.359, 35.94]","(34.438, 42.465]"
"(179.7, 215.64]","(50.492, 58.519]"
"(215.64, 251.58]","(34.438, 42.465]"
"(215.64, 251.58]","(26.411, 34.438]"
"(107.82, 143.76]","(34.438, 42.465]"
"(-0.359, 35.94]","(34.438, 42.465]"
"(215.64, 251.58]","(34.438, 42.465]"
"(35.94, 71.88]","(42.465, 50.492]"
"(35.94, 71.88]","(42.465, 50.492]"
"(215.64, 251.58]","(34.438, 42.465]"
"(-0.359, 35.94]","(50.492, 58.519]"
"(35.94, 71.88]","(34.438, 42.465]"
"(35.94, 71.88]","(34.438, 42.465]"
"(-0.359, 35.94]","(10.357, 18.384]"
"(71.88, 107.82]","(34.438, 42.465]"
"(215.64, 251.58]","(18.384, 26.411]"
"(71.88, 107.82]","(26.411, 34.438]"
"(107.82, 143.76]","(34.438, 42.465]"
"(179.7, 215.64]","(42.465, 50.492]"
"(215.64, 251.58]","(26.411, 34.438]"
"(71.88, 107.82]","(42.465, 50.492]"
"(179.7, 215.64]","(10.357, 18.384]"
"(107.82, 143.76]","(10.357, 18.384]"
"(-0.359, 35.94]","(34.438, 42.465]"
"(107.82, 143.76]","(2.25, 10.357]"
"(71.88, 107.82]","(50.492, 58.519]"
"(107.82, 143.76]","(26.411, 34.438]"
"(71.88, 107.82]","(50.492, 58.519]"
