A,B,C,D,E
"(20.0, 20.634]","(19.937, 20.591]","(17.276, 21.929]","(97.691, 100.077]","(352.396, 360.473]"
"(20.0, 20.634]","(18.676, 19.33]","(16.345, 17.276]","(97.691, 100.077]","(345.263, 352.396]"
"(18.695, 19.384]","(18.676, 19.33]","(13.627, 14.405]","(97.691, 100.077]","(328.972, 337.798]"
"(19.384, 20.0]","(13.15, 17.699]","(14.405, 15.054]","(76.472, 91.281]","(272.70000000000005, 317.896]"
"(13.55, 17.734]","(19.33, 19.937]","(12.711, 13.627]","(91.281, 95.021]","(272.70000000000005, 317.896]"
"(13.55, 17.734]","(13.15, 17.699]","(16.345, 17.276]","(76.472, 91.281]","(272.70000000000005, 317.896]"
"(20.0, 20.634]","(17.699, 18.676]","(15.054, 15.675]","(95.021, 97.691]","(328.972, 337.798]"
"(17.734, 18.695]","(18.676, 19.33]","(12.711, 13.627]","(91.281, 95.021]","(272.70000000000005, 317.896]"
"(20.634, 21.386]","(20.591, 21.3]","(8.162, 12.711]","(102.378, 104.803]","(345.263, 352.396]"
"(21.386, 22.34]","(18.676, 19.33]","(14.405, 15.054]","(100.077, 102.378]","(345.263, 352.396]"
"(19.384, 20.0]","(20.591, 21.3]","(15.054, 15.675]","(97.691, 100.077]","(337.798, 345.263]"
"(20.0, 20.634]","(20.591, 21.3]","(12.711, 13.627]","(104.803, 108.388]","(360.473, 371.338]"
"(13.55, 17.734]","(20.591, 21.3]","(13.627, 14.405]","(95.021, 97.691]","(328.972, 337.798]"
"(21.386, 22.34]","(20.591, 21.3]","(13.627, 14.405]","(104.803, 108.388]","(352.396, 360.473]"
"(13.55, 17.734]","(19.937, 20.591]","(13.627, 14.405]","(91.281, 95.021]","(317.896, 328.972]"
"(18.695, 19.384]","(18.676, 19.33]","(15.675, 16.345]","(91.281, 95.021]","(328.972, 337.798]"
"(17.734, 18.695]","(18.676, 19.33]","(15.675, 16.345]","(91.281, 95.021]","(317.896, 328.972]"
"(20.0, 20.634]","(22.273, 27.235]","(8.162, 12.711]","(104.803, 108.388]","(360.473, 371.338]"
"(19.384, 20.0]","(19.33, 19.937]","(16.345, 17.276]","(95.021, 97.691]","(328.972, 337.798]"
"(13.55, 17.734]","(18.676, 19.33]","(16.345, 17.276]","(95.021, 97.691]","(328.972, 337.798]"
"(18.695, 19.384]","(17.699, 18.676]","(15.054, 15.675]","(91.281, 95.021]","(317.896, 328.972]"
"(13.55, 17.734]","(18.676, 19.33]","(13.627, 14.405]","(76.472, 91.281]","(272.70000000000005, 317.896]"
"(18.695, 19.384]","(22.273, 27.235]","(17.276, 21.929]","(108.388, 127.472]","(371.338, 423.304]"
"(20.634, 21.386]","(21.3, 22.273]","(16.345, 17.276]","(102.378, 104.803]","(352.396, 360.473]"
"(13.55, 17.734]","(19.937, 20.591]","(8.162, 12.711]","(95.021, 97.691]","(317.896, 328.972]"
"(22.34, 27.545]","(19.937, 20.591]","(15.675, 16.345]","(108.388, 127.472]","(371.338, 423.304]"
"(18.695, 19.384]","(13.15, 17.699]","(14.405, 15.054]","(91.281, 95.021]","(317.896, 328.972]"
"(20.634, 21.386]","(18.676, 19.33]","(15.054, 15.675]","(95.021, 97.691]","(328.972, 337.798]"
"(22.34, 27.545]","(18.676, 19.33]","(14.405, 15.054]","(100.077, 102.378]","(345.263, 352.396]"
