A,B,C,D,E
"(19.906, 20.323]","(20.845, 21.394]","(8.861, 12.066]","(103.036, 104.841]","(340.594, 345.436]"
"(20.323, 20.733]","(20.018, 20.429]","(14.088, 14.553]","(100.167, 101.613]","(345.436, 349.592]"
"(19.102, 19.502]","(21.394, 22.02]","(14.553, 14.959]","(101.613, 103.036]","(345.436, 349.592]"
"(19.502, 19.906]","(21.394, 22.02]","(13.622, 14.088]","(104.841, 107.187]","(354.94, 360.072]"
"(17.23, 18.087]","(20.845, 21.394]","(8.861, 12.066]","(100.167, 101.613]","(329.808, 335.969]"
"(13.807, 17.23]","(21.394, 22.02]","(16.89, 17.636]","(89.413, 93.026]","(323.041, 329.808]"
"(20.323, 20.733]","(20.845, 21.394]","(13.622, 14.088]","(103.036, 104.841]","(349.592, 354.94]"
"(18.087, 18.698]","(22.788, 27.099]","(12.981, 13.622]","(104.841, 107.187]","(349.592, 354.94]"
"(20.733, 21.29]","(18.072, 18.692]","(13.622, 14.088]","(95.162, 97.207]","(323.041, 329.808]"
"(21.29, 21.883]","(20.018, 20.429]","(12.066, 12.981]","(100.167, 101.613]","(340.594, 345.436]"
"(19.906, 20.323]","(20.429, 20.845]","(16.89, 17.636]","(100.167, 101.613]","(349.592, 354.94]"
"(20.323, 20.733]","(19.201, 19.634]","(8.861, 12.066]","(98.614, 100.167]","(329.808, 335.969]"
"(13.807, 17.23]","(20.018, 20.429]","(16.89, 17.636]","(93.026, 95.162]","(335.969, 340.594]"
"(21.29, 21.883]","(20.429, 20.845]","(15.829, 16.311]","(107.187, 110.311]","(377.361, 427.107]"
"(13.807, 17.23]","(19.201, 19.634]","(16.311, 16.89]","(89.413, 93.026]","(323.041, 329.808]"
"(18.698, 19.102]","(22.02, 22.788]","(14.088, 14.553]","(100.167, 101.613]","(345.436, 349.592]"
"(17.23, 18.087]","(18.692, 19.201]","(16.89, 17.636]","(93.026, 95.162]","(329.808, 335.969]"
"(19.906, 20.323]","(20.429, 20.845]","(12.066, 12.981]","(101.613, 103.036]","(340.594, 345.436]"
"(19.502, 19.906]","(20.845, 21.394]","(15.829, 16.311]","(101.613, 103.036]","(360.072, 366.538]"
"(13.807, 17.23]","(19.634, 20.018]","(13.622, 14.088]","(89.413, 93.026]","(312.599, 323.041]"
"(18.698, 19.102]","(19.201, 19.634]","(15.394, 15.829]","(98.614, 100.167]","(345.436, 349.592]"
"(13.807, 17.23]","(14.349, 17.079]","(15.394, 15.829]","(76.908, 89.413]","(273.697, 312.599]"
"(18.698, 19.102]","(14.349, 17.079]","(14.959, 15.394]","(76.908, 89.413]","(273.697, 312.599]"
"(20.323, 20.733]","(19.201, 19.634]","(13.622, 14.088]","(97.207, 98.614]","(329.808, 335.969]"
"(13.807, 17.23]","(18.072, 18.692]","(14.088, 14.553]","(76.908, 89.413]","(273.697, 312.599]"
"(22.691, 26.204]","(17.079, 18.072]","(14.088, 14.553]","(101.613, 103.036]","(349.592, 354.94]"
"(18.698, 19.102]","(19.634, 20.018]","(8.861, 12.066]","(98.614, 100.167]","(329.808, 335.969]"
"(21.29, 21.883]","(21.394, 22.02]","(12.981, 13.622]","(104.841, 107.187]","(360.072, 366.538]"
"(22.691, 26.204]","(19.201, 19.634]","(16.311, 16.89]","(107.187, 110.311]","(366.538, 377.361]"
"(13.807, 17.23]","(14.349, 17.079]","(14.088, 14.553]","(76.908, 89.413]","(273.697, 312.599]"
"(18.698, 19.102]","(18.072, 18.692]","(15.829, 16.311]","(93.026, 95.162]","(329.808, 335.969]"
"(19.102, 19.502]","(22.788, 27.099]","(15.829, 16.311]","(110.311, 124.671]","(377.361, 427.107]"
"(18.087, 18.698]","(17.079, 18.072]","(16.89, 17.636]","(89.413, 93.026]","(323.041, 329.808]"
"(21.883, 22.691]","(19.634, 20.018]","(14.959, 15.394]","(101.613, 103.036]","(349.592, 354.94]"
"(19.502, 19.906]","(18.072, 18.692]","(16.311, 16.89]","(97.207, 98.614]","(345.436, 349.592]"
"(21.883, 22.691]","(19.634, 20.018]","(15.394, 15.829]","(103.036, 104.841]","(354.94, 360.072]"
"(18.698, 19.102]","(22.788, 27.099]","(8.861, 12.066]","(107.187, 110.311]","(360.072, 366.538]"
