A,B,C,D,E
"(19.959, 21.383]","(7.67, 10.368]","(24.237, 27.171]","(63.991, 73.124]","(267.616, 278.196]"
"(21.383, 22.794]","(25.056, 26.836]","(12.715, 14.564]","(134.899, 149.952]","(446.912, 488.616]"
"(15.343, 17.261]","(11.886, 14.643]","(2.187, 6.087]","(45.544, 63.991]","(192.936, 230.646]"
"(17.261, 18.207]","(19.051, 20.969]","(9.67, 10.839]","(87.388, 92.223]","(298.85, 311.786]"
"(6.478, 10.956]","(16.257, 17.581]","(21.747, 24.237]","(63.991, 73.124]","(230.646, 267.616]"
"(-3.3729999999999998, 6.478]","(26.836, 29.093]","(17.244, 18.886]","(63.991, 73.124]","(267.616, 278.196]"
"(21.383, 22.794]","(14.643, 16.257]","(-11.136999999999999, 2.187]","(92.223, 96.733]","(267.616, 278.196]"
"(10.956, 13.891]","(10.368, 11.886]","(24.237, 27.171]","(45.544, 63.991]","(192.936, 230.646]"
"(22.794, 24.533]","(19.051, 20.969]","(14.564, 15.785]","(92.223, 96.733]","(311.786, 331.412]"
"(27.35, 29.978]","(29.093, 32.246]","(27.171, 39.403]","(134.899, 149.952]","(488.616, 656.278]"
"(18.207, 19.959]","(17.581, 19.051]","(7.665, 9.67]","(73.124, 80.737]","(267.616, 278.196]"
"(21.383, 22.794]","(32.246, 47.918]","(24.237, 27.171]","(149.952, 195.574]","(488.616, 656.278]"
"(6.478, 10.956]","(25.056, 26.836]","(14.564, 15.785]","(87.388, 92.223]","(298.85, 311.786]"
"(24.533, 27.35]","(16.257, 17.581]","(2.187, 6.087]","(111.296, 115.531]","(331.412, 359.432]"
"(-3.3729999999999998, 6.478]","(19.051, 20.969]","(12.715, 14.564]","(63.991, 73.124]","(230.646, 267.616]"
"(15.343, 17.261]","(22.564, 25.056]","(10.839, 12.715]","(102.842, 111.296]","(359.432, 373.829]"
"(6.478, 10.956]","(29.093, 32.246]","(15.785, 17.244]","(92.223, 96.733]","(311.786, 331.412]"
"(19.959, 21.383]","(32.246, 47.918]","(-11.136999999999999, 2.187]","(149.952, 195.574]","(488.616, 656.278]"
"(18.207, 19.959]","(29.093, 32.246]","(24.237, 27.171]","(122.344, 134.899]","(446.912, 488.616]"
"(-3.3729999999999998, 6.478]","(26.836, 29.093]","(9.67, 10.839]","(102.842, 111.296]","(331.412, 359.432]"
"(13.891, 15.343]","(26.836, 29.093]","(21.747, 24.237]","(111.296, 115.531]","(396.819, 426.085]"
"(6.478, 10.956]","(29.093, 32.246]","(6.087, 7.665]","(115.531, 122.344]","(373.829, 396.819]"
"(13.891, 15.343]","(7.67, 10.368]","(27.171, 39.403]","(11.552000000000001, 45.544]","(192.936, 230.646]"
"(22.794, 24.533]","(26.836, 29.093]","(6.087, 7.665]","(122.344, 134.899]","(396.819, 426.085]"
"(-3.3729999999999998, 6.478]","(19.051, 20.969]","(14.564, 15.785]","(63.991, 73.124]","(267.616, 278.196]"
"(32.985, 46.943]","(29.093, 32.246]","(-11.136999999999999, 2.187]","(149.952, 195.574]","(446.912, 488.616]"
"(15.343, 17.261]","(32.246, 47.918]","(9.67, 10.839]","(134.899, 149.952]","(446.912, 488.616]"
"(24.533, 27.35]","(22.564, 25.056]","(15.785, 17.244]","(122.344, 134.899]","(396.819, 426.085]"
"(32.985, 46.943]","(7.67, 10.368]","(18.886, 21.747]","(102.842, 111.296]","(373.829, 396.819]"
"(-3.3729999999999998, 6.478]","(11.886, 14.643]","(21.747, 24.237]","(11.552000000000001, 45.544]","(24.964, 192.936]"
"(15.343, 17.261]","(7.67, 10.368]","(6.087, 7.665]","(45.544, 63.991]","(192.936, 230.646]"
"(17.261, 18.207]","(29.093, 32.246]","(14.564, 15.785]","(122.344, 134.899]","(426.085, 446.912]"
"(10.956, 13.891]","(19.051, 20.969]","(9.67, 10.839]","(80.737, 87.388]","(267.616, 278.196]"
"(29.978, 32.985]","(-7.8660000000000005, 7.67]","(18.886, 21.747]","(63.991, 73.124]","(230.646, 267.616]"
"(18.207, 19.959]","(14.643, 16.257]","(15.785, 17.244]","(63.991, 73.124]","(267.616, 278.196]"
"(29.978, 32.985]","(-7.8660000000000005, 7.67]","(12.715, 14.564]","(80.737, 87.388]","(278.196, 298.85]"
"(13.891, 15.343]","(20.969, 22.564]","(27.171, 39.403]","(92.223, 96.733]","(359.432, 373.829]"
"(22.794, 24.533]","(32.246, 47.918]","(21.747, 24.237]","(149.952, 195.574]","(488.616, 656.278]"
"(15.343, 17.261]","(32.246, 47.918]","(17.244, 18.886]","(149.952, 195.574]","(488.616, 656.278]"
"(15.343, 17.261]","(25.056, 26.836]","(10.839, 12.715]","(115.531, 122.344]","(373.829, 396.819]"
"(21.383, 22.794]","(11.886, 14.643]","(2.187, 6.087]","(80.737, 87.388]","(230.646, 267.616]"
"(24.533, 27.35]","(10.368, 11.886]","(18.886, 21.747]","(63.991, 73.124]","(230.646, 267.616]"
"(10.956, 13.891]","(7.67, 10.368]","(-11.136999999999999, 2.187]","(45.544, 63.991]","(24.964, 192.936]"
"(10.956, 13.891]","(29.093, 32.246]","(17.244, 18.886]","(96.733, 102.842]","(331.412, 359.432]"
"(13.891, 15.343]","(20.969, 22.564]","(27.171, 39.403]","(87.388, 92.223]","(359.432, 373.829]"
