A,B,C,D,E
"(18.999, 20.397]","(20.398, 21.85]","(13.163, 14.615]","(99.115, 103.929]","(341.587, 356.176]"
"(20.397, 21.794]","(20.398, 21.85]","(11.711, 13.163]","(99.115, 103.929]","(326.997, 341.587]"
"(18.999, 20.397]","(23.301, 24.753]","(13.163, 14.615]","(108.742, 113.556]","(370.765, 385.354]"
"(18.999, 20.397]","(21.85, 23.301]","(14.615, 16.067]","(103.929, 108.742]","(356.176, 370.765]"
"(16.204, 17.601]","(18.947, 20.398]","(14.615, 16.067]","(94.301, 99.115]","(326.997, 341.587]"
"(14.795, 16.204]","(16.044, 17.496]","(14.615, 16.067]","(79.822, 84.674]","(283.113, 297.819]"
"(20.397, 21.794]","(18.947, 20.398]","(14.615, 16.067]","(94.301, 99.115]","(341.587, 356.176]"
"(17.601, 18.999]","(18.947, 20.398]","(14.615, 16.067]","(89.488, 94.301]","(326.997, 341.587]"
"(20.397, 21.794]","(18.947, 20.398]","(13.163, 14.615]","(99.115, 103.929]","(341.587, 356.176]"
"(21.794, 23.192]","(21.85, 23.301]","(13.163, 14.615]","(103.929, 108.742]","(356.176, 370.765]"
"(18.999, 20.397]","(17.496, 18.947]","(13.163, 14.615]","(94.301, 99.115]","(312.408, 326.997]"
"(20.397, 21.794]","(20.398, 21.85]","(14.615, 16.067]","(103.929, 108.742]","(370.765, 385.354]"
"(16.204, 17.601]","(23.301, 24.753]","(14.615, 16.067]","(103.929, 108.742]","(356.176, 370.765]"
"(20.397, 21.794]","(17.496, 18.947]","(16.067, 17.519]","(99.115, 103.929]","(341.587, 356.176]"
"(16.204, 17.601]","(17.496, 18.947]","(17.519, 18.971]","(89.488, 94.301]","(326.997, 341.587]"
"(18.999, 20.397]","(20.398, 21.85]","(14.615, 16.067]","(99.115, 103.929]","(341.587, 356.176]"
"(17.601, 18.999]","(21.85, 23.301]","(16.067, 17.519]","(103.929, 108.742]","(356.176, 370.765]"
"(18.999, 20.397]","(18.947, 20.398]","(16.067, 17.519]","(94.301, 99.115]","(341.587, 356.176]"
"(18.999, 20.397]","(18.947, 20.398]","(10.26, 11.711]","(94.301, 99.115]","(312.408, 326.997]"
"(16.204, 17.601]","(16.044, 17.496]","(11.711, 13.163]","(84.674, 89.488]","(283.113, 297.819]"
"(17.601, 18.999]","(20.398, 21.85]","(11.711, 13.163]","(103.929, 108.742]","(341.587, 356.176]"
"(16.204, 17.601]","(17.496, 18.947]","(17.519, 18.971]","(89.488, 94.301]","(312.408, 326.997]"
"(17.601, 18.999]","(18.947, 20.398]","(16.067, 17.519]","(99.115, 103.929]","(341.587, 356.176]"
"(20.397, 21.794]","(18.947, 20.398]","(11.711, 13.163]","(99.115, 103.929]","(326.997, 341.587]"
"(16.204, 17.601]","(20.398, 21.85]","(11.711, 13.163]","(94.301, 99.115]","(326.997, 341.587]"
"(23.192, 24.59]","(18.947, 20.398]","(10.26, 11.711]","(99.115, 103.929]","(341.587, 356.176]"
"(18.999, 20.397]","(17.496, 18.947]","(10.26, 11.711]","(89.488, 94.301]","(297.819, 312.408]"
"(20.397, 21.794]","(18.947, 20.398]","(18.971, 20.423]","(99.115, 103.929]","(356.176, 370.765]"
"(23.192, 24.59]","(21.85, 23.301]","(14.615, 16.067]","(113.556, 118.37]","(385.354, 399.944]"
"(16.204, 17.601]","(18.947, 20.398]","(17.519, 18.971]","(89.488, 94.301]","(326.997, 341.587]"
"(18.999, 20.397]","(23.301, 24.753]","(11.711, 13.163]","(108.742, 113.556]","(370.765, 385.354]"
"(18.999, 20.397]","(20.398, 21.85]","(14.615, 16.067]","(99.115, 103.929]","(341.587, 356.176]"
"(17.601, 18.999]","(18.947, 20.398]","(13.163, 14.615]","(94.301, 99.115]","(326.997, 341.587]"
"(21.794, 23.192]","(18.947, 20.398]","(14.615, 16.067]","(103.929, 108.742]","(356.176, 370.765]"
"(18.999, 20.397]","(20.398, 21.85]","(11.711, 13.163]","(103.929, 108.742]","(341.587, 356.176]"
