A,B,C,D,E
"(19.922, 20.392]","(20.965, 21.441]","(13.666, 13.964]","(101.319, 103.288]","(347.812, 352.987]"
"(20.392, 20.65]","(20.965, 21.441]","(12.359, 13.069]","(101.319, 103.288]","(340.76, 344.612]"
"(19.13, 19.545]","(22.566, 26.204]","(13.964, 14.444]","(109.026, 118.37]","(363.347, 371.686]"
"(19.545, 19.922]","(22.566, 26.204]","(14.906, 15.287]","(106.139, 109.026]","(363.347, 371.686]"
"(17.131, 18.126]","(19.892, 20.352]","(14.444, 14.906]","(93.151, 95.046]","(324.492, 330.025]"
"(14.805, 17.131]","(14.592, 17.455]","(15.287, 15.575]","(79.859, 90.303]","(283.22900000000004, 317.178]"
"(20.392, 20.65]","(19.522, 19.892]","(15.575, 16.075]","(97.382, 98.555]","(340.76, 344.612]"
"(18.126, 18.776]","(19.522, 19.892]","(15.287, 15.575]","(93.151, 95.046]","(324.492, 330.025]"
"(20.65, 21.161]","(19.892, 20.352]","(13.964, 14.444]","(103.288, 104.645]","(347.812, 352.987]"
"(21.852, 22.61]","(22.566, 26.204]","(13.666, 13.964]","(106.139, 109.026]","(357.627, 363.347]"
"(19.922, 20.392]","(18.14, 18.688]","(13.964, 14.444]","(93.151, 95.046]","(324.492, 330.025]"
"(20.392, 20.65]","(21.441, 21.959]","(15.287, 15.575]","(106.139, 109.026]","(363.347, 371.686]"
"(14.805, 17.131]","(22.566, 26.204]","(14.444, 14.906]","(104.645, 106.139]","(357.627, 363.347]"
"(21.161, 21.852]","(18.688, 19.181]","(16.075, 16.86]","(98.555, 99.988]","(347.812, 352.987]"
"(14.805, 17.131]","(18.688, 19.181]","(17.687, 20.423]","(90.303, 93.151]","(324.492, 330.025]"
"(18.776, 19.13]","(21.441, 21.959]","(15.575, 16.075]","(101.319, 103.288]","(352.987, 357.627]"
"(17.131, 18.126]","(21.959, 22.566]","(16.86, 17.687]","(106.139, 109.026]","(363.347, 371.686]"
"(19.922, 20.392]","(19.181, 19.522]","(16.86, 17.687]","(97.382, 98.555]","(344.612, 347.812]"
"(19.545, 19.922]","(19.892, 20.352]","(8.807, 12.359]","(95.046, 97.382]","(317.178, 324.492]"
"(14.805, 17.131]","(14.592, 17.455]","(12.359, 13.069]","(79.859, 90.303]","(283.22900000000004, 317.178]"
"(18.776, 19.13]","(21.441, 21.959]","(12.359, 13.069]","(104.645, 106.139]","(352.987, 357.627]"
"(17.131, 18.126]","(18.688, 19.181]","(17.687, 20.423]","(79.859, 90.303]","(324.492, 330.025]"
"(18.126, 18.776]","(19.892, 20.352]","(16.075, 16.86]","(101.319, 103.288]","(352.987, 357.627]"
"(20.65, 21.161]","(19.181, 19.522]","(12.359, 13.069]","(99.988, 101.319]","(335.239, 340.76]"
"(14.805, 17.131]","(21.441, 21.959]","(12.359, 13.069]","(97.382, 98.555]","(330.025, 335.239]"
"(22.61, 25.987]","(18.688, 19.181]","(8.807, 12.359]","(103.288, 104.645]","(344.612, 347.812]"
"(18.776, 19.13]","(18.14, 18.688]","(8.807, 12.359]","(90.303, 93.151]","(283.22900000000004, 317.178]"
"(21.161, 21.852]","(19.892, 20.352]","(17.687, 20.423]","(101.319, 103.288]","(363.347, 371.686]"
"(22.61, 25.987]","(21.959, 22.566]","(15.575, 16.075]","(109.026, 118.37]","(371.686, 399.944]"
"(14.805, 17.131]","(19.522, 19.892]","(17.687, 20.423]","(93.151, 95.046]","(330.025, 335.239]"
"(18.776, 19.13]","(22.566, 26.204]","(12.359, 13.069]","(109.026, 118.37]","(371.686, 399.944]"
"(19.13, 19.545]","(20.965, 21.441]","(15.287, 15.575]","(99.988, 101.319]","(344.612, 347.812]"
"(18.126, 18.776]","(19.181, 19.522]","(13.964, 14.444]","(95.046, 97.382]","(330.025, 335.239]"
"(21.852, 22.61]","(19.522, 19.892]","(14.444, 14.906]","(104.645, 106.139]","(357.627, 363.347]"
