X,Y
1,"(25.114, 25.797]"
1,"(25.797, 28.549]"
0,"(13.673, 22.079]"
0,"(-9.963, 13.673]"
0,"(28.549, 49.35]"
0,"(25.797, 28.549]"
0,"(13.673, 22.079]"
0,"(-9.963, 13.673]"
0,"(13.673, 22.079]"
1,"(24.615, 25.114]"
1,"(24.615, 25.114]"
1,"(25.114, 25.797]"
1,"(25.114, 25.797]"
0,"(22.079, 23.941]"
1,"(23.941, 24.615]"
0,"(13.673, 22.079]"
1,"(24.615, 25.114]"
1,"(25.114, 25.797]"
0,"(13.673, 22.079]"
0,"(25.797, 28.549]"
1,"(25.797, 28.549]"
0,"(25.114, 25.797]"
0,"(28.549, 49.35]"
0,"(28.549, 49.35]"
0,"(-9.963, 13.673]"
0,"(-9.963, 13.673]"
1,"(23.941, 24.615]"
0,"(28.549, 49.35]"
1,"(25.114, 25.797]"
0,"(-9.963, 13.673]"
1,"(22.079, 23.941]"
0,"(-9.963, 13.673]"
1,"(22.079, 23.941]"
0,"(28.549, 49.35]"
1,"(25.114, 25.797]"
0,"(28.549, 49.35]"
0,"(-9.963, 13.673]"
1,"(25.114, 25.797]"
0,"(13.673, 22.079]"
0,"(13.673, 22.079]"
1,"(23.941, 24.615]"
0,"(-9.963, 13.673]"
1,"(25.114, 25.797]"
0,"(-9.963, 13.673]"
0,"(28.549, 49.35]"
1,"(24.615, 25.114]"
1,"(22.079, 23.941]"
0,"(13.673, 22.079]"
1,"(25.797, 28.549]"
0,"(24.615, 25.114]"
0,"(-9.963, 13.673]"
0,"(28.549, 49.35]"
1,"(24.615, 25.114]"
1,"(25.797, 28.549]"
0,"(-9.963, 13.673]"
0,"(28.549, 49.35]"
1,"(24.615, 25.114]"
1,"(22.079, 23.941]"
0,"(13.673, 22.079]"
0,"(13.673, 22.079]"
0,"(22.079, 23.941]"
0,"(-9.963, 13.673]"
0,"(28.549, 49.35]"
1,"(23.941, 24.615]"
1,"(25.797, 28.549]"
0,"(-9.963, 13.673]"
0,"(28.549, 49.35]"
0,"(-9.963, 13.673]"
0,"(13.673, 22.079]"
0,"(-9.963, 13.673]"
0,"(13.673, 22.079]"
1,"(25.114, 25.797]"
1,"(25.114, 25.797]"
0,"(28.549, 49.35]"
0,"(-9.963, 13.673]"
1,"(24.615, 25.114]"
1,"(23.941, 24.615]"
1,"(25.114, 25.797]"
0,"(22.079, 23.941]"
0,"(13.673, 22.079]"
0,"(28.549, 49.35]"
0,"(28.549, 49.35]"
1,"(25.114, 25.797]"
1,"(23.941, 24.615]"
1,"(23.941, 24.615]"
1,"(25.114, 25.797]"
1,"(22.079, 23.941]"
1,"(25.114, 25.797]"
0,"(28.549, 49.35]"
1,"(22.079, 23.941]"
1,"(25.797, 28.549]"
0,"(-9.963, 13.673]"
1,"(25.114, 25.797]"
1,"(24.615, 25.114]"
0,"(-9.963, 13.673]"
1,"(25.114, 25.797]"
1,"(22.079, 23.941]"
0,"(25.797, 28.549]"
1,"(24.615, 25.114]"
1,"(22.079, 23.941]"
1,"(23.941, 24.615]"
0,"(22.079, 23.941]"
1,"(25.114, 25.797]"
1,"(23.941, 24.615]"
0,"(28.549, 49.35]"
0,"(-9.963, 13.673]"
