A,B,C,D,E
"(19.623, 20.308]","(12.693, 13.609]","(6.502, 7.726]","(87.66, 90.696]","(270.523, 281.907]"
"(21.605, 22.188]","(25.281, 26.049]","(14.735, 15.33]","(116.39, 119.812]","(404.031, 415.543]"
"(16.414, 17.162]","(31.488, 34.236]","(8.635, 9.762]","(135.996, 141.344]","(441.278, 457.139]"
"(18.351, 18.934]","(14.505, 15.1]","(14.152, 14.735]","(90.696, 93.387]","(303.643, 310.928]"
"(9.778, 11.118]","(18.276, 18.898]","(29.787, 43.397]","(77.959, 80.44]","(326.96, 333.875]"
"(-4.7700000000000005, 5.51]","(21.691, 22.252]","(19.406, 20.375]","(60.759, 65.396]","(255.95, 270.523]"
"(22.188, 22.98]","(13.609, 14.505]","(11.354, 12.12]","(90.696, 93.387]","(294.95, 303.643]"
"(12.882, 14.189]","(30.283, 31.488]","(14.152, 14.735]","(114.445, 116.39]","(379.831, 390.719]"
"(22.98, 23.774]","(14.505, 15.1]","(25.698, 27.035]","(95.396, 97.511]","(354.254, 361.02]"
"(26.834, 27.5]","(22.252, 22.9]","(11.354, 12.12]","(130.503, 135.996]","(415.543, 433.381]"
"(19.623, 20.308]","(18.898, 19.648]","(17.06, 17.706]","(87.66, 90.696]","(326.96, 333.875]"
"(21.605, 22.188]","(19.648, 20.438]","(22.211, 23.73]","(106.315, 109.006]","(396.451, 404.031]"
"(7.877, 9.778]","(18.898, 19.648]","(17.706, 18.509]","(70.252, 74.584]","(270.523, 281.907]"
"(25.672, 26.834]","(30.283, 31.488]","(10.717, 11.354]","(141.344, 152.494]","(477.383, 495.646]"
"(5.51, 7.877]","(24.452, 25.281]","(17.706, 18.509]","(84.86, 87.66]","(303.643, 310.928]"
"(15.653, 16.414]","(31.488, 34.236]","(14.152, 14.735]","(114.445, 116.39]","(390.719, 396.451]"
"(11.118, 12.266]","(30.283, 31.488]","(16.542, 17.06]","(127.146, 130.503]","(433.381, 441.278]"
"(19.623, 20.308]","(9.402, 11.216]","(20.375, 21.39]","(70.252, 74.584]","(281.907, 287.721]"
"(18.934, 19.623]","(13.609, 14.505]","(14.152, 14.735]","(93.387, 95.396]","(326.96, 333.875]"
"(5.51, 7.877]","(21.691, 22.252]","(9.762, 10.717]","(84.86, 87.66]","(281.907, 287.721]"
"(14.189, 15.239]","(29.058, 30.283]","(20.375, 21.39]","(123.532, 127.146]","(433.381, 441.278]"
"(7.877, 9.778]","(18.898, 19.648]","(18.509, 19.406]","(60.759, 65.396]","(243.973, 255.95]"
"(14.189, 15.239]","(30.283, 31.488]","(19.406, 20.375]","(130.503, 135.996]","(457.139, 477.383]"
"(22.188, 22.98]","(12.693, 13.609]","(14.735, 15.33]","(97.511, 100.252]","(342.117, 347.994]"
"(5.51, 7.877]","(14.505, 15.1]","(25.698, 27.035]","(54.287, 60.759]","(255.95, 270.523]"
"(31.358, 34.059]","(18.276, 18.898]","(23.73, 24.61]","(114.445, 116.39]","(404.031, 415.543]"
"(15.653, 16.414]","(21.691, 22.252]","(12.711, 13.337]","(100.252, 102.45]","(326.96, 333.875]"
"(24.707, 25.672]","(23.785, 24.452]","(12.12, 12.711]","(106.315, 109.006]","(354.254, 361.02]"
"(34.059, 44.816]","(14.505, 15.1]","(21.39, 22.211]","(109.006, 111.982]","(396.451, 404.031]"
"(5.51, 7.877]","(31.488, 34.236]","(12.12, 12.711]","(111.982, 114.445]","(379.831, 390.719]"
"(15.653, 16.414]","(19.648, 20.438]","(21.39, 22.211]","(90.696, 93.387]","(347.994, 354.254]"
"(17.162, 17.792]","(17.669, 18.276]","(9.762, 10.717]","(87.66, 90.696]","(294.95, 303.643]"
"(12.266, 12.882]","(18.276, 18.898]","(12.711, 13.337]","(74.584, 77.959]","(281.907, 287.721]"
"(28.693, 29.565]","(30.283, 31.488]","(13.337, 14.152]","(152.494, 172.911]","(495.646, 565.656]"
"(18.351, 18.934]","(21.691, 22.252]","(4.976, 6.502]","(100.252, 102.45]","(303.643, 310.928]"
"(29.565, 31.358]","(20.438, 21.08]","(14.735, 15.33]","(111.982, 114.445]","(371.524, 379.831]"
"(15.239, 15.653]","(9.402, 11.216]","(22.211, 23.73]","(65.396, 70.252]","(287.721, 294.95]"
"(22.188, 22.98]","(-3.233, 4.543]","(29.787, 43.397]","(46.662, 54.287]","(243.973, 255.95]"
"(16.414, 17.162]","(15.1, 15.977]","(11.354, 12.12]","(74.584, 77.959]","(243.973, 255.95]"
"(16.414, 17.162]","(15.1, 15.977]","(14.735, 15.33]","(60.759, 65.396]","(227.459, 243.973]"
"(21.605, 22.188]","(15.1, 15.977]","(21.39, 22.211]","(90.696, 93.387]","(347.994, 354.254]"
"(23.774, 24.707]","(15.977, 16.558]","(8.635, 9.762]","(100.252, 102.45]","(326.96, 333.875]"
"(12.882, 14.189]","(7.223, 9.402]","(27.035, 29.787]","(17.834999999999997, 46.662]","(174.286, 205.342]"
"(12.882, 14.189]","(22.252, 22.9]","(9.762, 10.717]","(93.387, 95.396]","(320.304, 326.96]"
"(14.189, 15.239]","(7.223, 9.402]","(16.542, 17.06]","(60.759, 65.396]","(243.973, 255.95]"
"(18.351, 18.934]","(22.252, 22.9]","(29.787, 43.397]","(102.45, 106.315]","(396.451, 404.031]"
"(7.877, 9.778]","(22.9, 23.785]","(7.726, 8.635]","(84.86, 87.66]","(270.523, 281.907]"
"(17.792, 18.351]","(17.669, 18.276]","(14.152, 14.735]","(87.66, 90.696]","(303.643, 310.928]"
"(28.693, 29.565]","(7.223, 9.402]","(15.33, 16.019]","(74.584, 77.959]","(281.907, 287.721]"
"(7.877, 9.778]","(18.898, 19.648]","(16.019, 16.542]","(80.44, 82.723]","(287.721, 294.95]"
"(17.792, 18.351]","(13.609, 14.505]","(12.12, 12.711]","(65.396, 70.252]","(227.459, 243.973]"
