A,B,C,D,E
"(19.623, 20.705]","(12.109, 13.609]","(4.976, 7.205]","(86.135, 90.696]","(270.523, 284.87]"
"(21.605, 22.507]","(24.793, 26.049]","(14.584, 15.33]","(117.876, 123.532]","(400.384, 415.543]"
"(16.724, 17.792]","(32.817, 42.68]","(8.635, 10.138]","(135.996, 147.12]","(437.505, 457.139]"
"(17.792, 18.481]","(13.609, 14.836]","(14.584, 15.33]","(90.696, 94.494]","(294.95, 307.934]"
"(9.778, 11.822]","(18.577, 19.648]","(28.347, 43.397]","(74.584, 79.164]","(329.653, 342.117]"
"(-4.7700000000000005, 6.861]","(21.691, 22.654]","(19.406, 20.909]","(60.759, 68.207]","(249.493, 270.523]"
"(21.605, 22.507]","(13.609, 14.836]","(11.354, 12.488]","(90.696, 94.494]","(294.95, 307.934]"
"(12.882, 14.745]","(30.283, 32.817]","(14.584, 15.33]","(114.445, 117.876]","(374.718, 390.719]"
"(22.507, 23.774]","(13.609, 14.836]","(25.698, 28.347]","(94.494, 97.511]","(350.732, 361.02]"
"(26.834, 28.081]","(21.691, 22.654]","(11.354, 12.488]","(129.051, 135.996]","(415.543, 437.505]"
"(19.623, 20.705]","(18.577, 19.648]","(17.06, 18.244]","(86.135, 90.696]","(320.304, 329.653]"
"(21.605, 22.507]","(19.648, 20.677]","(22.211, 24.158]","(106.315, 110.373]","(390.719, 400.384]"
"(6.861, 9.778]","(18.577, 19.648]","(18.244, 19.406]","(68.207, 74.584]","(270.523, 284.87]"
"(25.386, 26.834]","(30.283, 32.817]","(10.138, 11.354]","(147.12, 172.911]","(457.139, 483.776]"
"(-4.7700000000000005, 6.861]","(23.785, 24.793]","(18.244, 19.406]","(82.723, 86.135]","(307.934, 320.304]"
"(15.653, 16.724]","(30.283, 32.817]","(14.584, 15.33]","(114.445, 117.876]","(390.719, 400.384]"
"(11.822, 12.882]","(30.283, 32.817]","(16.28, 17.06]","(129.051, 135.996]","(437.505, 457.139]"
"(19.623, 20.705]","(9.402, 12.109]","(19.406, 20.909]","(68.207, 74.584]","(270.523, 284.87]"
"(18.481, 19.623]","(13.609, 14.836]","(14.584, 15.33]","(90.696, 94.494]","(329.653, 342.117]"
"(6.861, 9.778]","(21.691, 22.654]","(8.635, 10.138]","(82.723, 86.135]","(284.87, 294.95]"
"(14.745, 15.653]","(28.202, 30.283]","(20.909, 22.211]","(123.532, 129.051]","(415.543, 437.505]"
"(6.861, 9.778]","(18.577, 19.648]","(18.244, 19.406]","(60.759, 68.207]","(227.459, 249.493]"
"(14.745, 15.653]","(30.283, 32.817]","(19.406, 20.909]","(129.051, 135.996]","(457.139, 483.776]"
"(22.507, 23.774]","(12.109, 13.609]","(14.584, 15.33]","(97.511, 100.976]","(342.117, 350.732]"
"(6.861, 9.778]","(14.836, 15.977]","(25.698, 28.347]","(50.757, 60.759]","(249.493, 270.523]"
"(32.709, 44.816]","(18.577, 19.648]","(22.211, 24.158]","(114.445, 117.876]","(400.384, 415.543]"
"(15.653, 16.724]","(21.691, 22.654]","(12.488, 13.337]","(100.976, 106.315]","(320.304, 329.653]"
"(23.774, 25.386]","(23.785, 24.793]","(11.354, 12.488]","(106.315, 110.373]","(350.732, 361.02]"
"(32.709, 44.816]","(14.836, 15.977]","(20.909, 22.211]","(110.373, 114.445]","(390.719, 400.384]"
"(-4.7700000000000005, 6.861]","(32.817, 42.68]","(11.354, 12.488]","(110.373, 114.445]","(374.718, 390.719]"
"(15.653, 16.724]","(19.648, 20.677]","(20.909, 22.211]","(90.696, 94.494]","(342.117, 350.732]"
"(16.724, 17.792]","(17.669, 18.577]","(8.635, 10.138]","(86.135, 90.696]","(294.95, 307.934]"
"(11.822, 12.882]","(18.577, 19.648]","(12.488, 13.337]","(74.584, 79.164]","(284.87, 294.95]"
"(28.081, 29.565]","(30.283, 32.817]","(13.337, 14.584]","(147.12, 172.911]","(483.776, 565.656]"
"(18.481, 19.623]","(21.691, 22.654]","(4.976, 7.205]","(97.511, 100.976]","(294.95, 307.934]"
"(29.565, 32.709]","(19.648, 20.677]","(14.584, 15.33]","(110.373, 114.445]","(361.02, 374.718]"
"(14.745, 15.653]","(9.402, 12.109]","(22.211, 24.158]","(60.759, 68.207]","(284.87, 294.95]"
"(22.507, 23.774]","(-3.233, 6.254]","(28.347, 43.397]","(17.834999999999997, 50.757]","(249.493, 270.523]"
"(15.653, 16.724]","(14.836, 15.977]","(11.354, 12.488]","(74.584, 79.164]","(249.493, 270.523]"
"(15.653, 16.724]","(14.836, 15.977]","(14.584, 15.33]","(60.759, 68.207]","(227.459, 249.493]"
"(21.605, 22.507]","(14.836, 15.977]","(20.909, 22.211]","(90.696, 94.494]","(342.117, 350.732]"
"(23.774, 25.386]","(15.977, 16.908]","(8.635, 10.138]","(97.511, 100.976]","(329.653, 342.117]"
"(12.882, 14.745]","(6.254, 9.402]","(28.347, 43.397]","(17.834999999999997, 50.757]","(187.725, 227.459]"
"(12.882, 14.745]","(22.654, 23.785]","(8.635, 10.138]","(94.494, 97.511]","(320.304, 329.653]"
"(14.745, 15.653]","(6.254, 9.402]","(16.28, 17.06]","(60.759, 68.207]","(227.459, 249.493]"
"(18.481, 19.623]","(21.691, 22.654]","(28.347, 43.397]","(100.976, 106.315]","(400.384, 415.543]"
"(6.861, 9.778]","(22.654, 23.785]","(7.205, 8.635]","(82.723, 86.135]","(270.523, 284.87]"
"(17.792, 18.481]","(17.669, 18.577]","(14.584, 15.33]","(86.135, 90.696]","(294.95, 307.934]"
"(28.081, 29.565]","(6.254, 9.402]","(15.33, 16.28]","(74.584, 79.164]","(270.523, 284.87]"
"(6.861, 9.778]","(18.577, 19.648]","(16.28, 17.06]","(79.164, 82.723]","(284.87, 294.95]"
"(17.792, 18.481]","(13.609, 14.836]","(11.354, 12.488]","(68.207, 74.584]","(227.459, 249.493]"
"(32.709, 44.816]","(21.691, 22.654]","(8.635, 10.138]","(147.12, 172.911]","(483.776, 565.656]"
"(14.745, 15.653]","(9.402, 12.109]","(-6.691000000000001, 1.967]","(60.759, 68.207]","(187.725, 227.459]"
"(11.822, 12.882]","(32.817, 42.68]","(12.488, 13.337]","(123.532, 129.051]","(400.384, 415.543]"
"(21.605, 22.507]","(20.677, 21.691]","(13.337, 14.584]","(100.976, 106.315]","(350.732, 361.02]"
"(19.623, 20.705]","(12.109, 13.609]","(15.33, 16.28]","(68.207, 74.584]","(249.493, 270.523]"
"(25.386, 26.834]","(14.836, 15.977]","(19.406, 20.909]","(94.494, 97.511]","(342.117, 350.732]"
"(6.861, 9.778]","(19.648, 20.677]","(16.28, 17.06]","(82.723, 86.135]","(307.934, 320.304]"
"(19.623, 20.705]","(17.669, 18.577]","(4.976, 7.205]","(97.511, 100.976]","(284.87, 294.95]"
"(20.705, 21.605]","(19.648, 20.677]","(-6.691000000000001, 1.967]","(106.315, 110.373]","(307.934, 320.304]"
"(18.481, 19.623]","(16.908, 17.669]","(11.354, 12.488]","(82.723, 86.135]","(249.493, 270.523]"
"(12.882, 14.745]","(23.785, 24.793]","(12.488, 13.337]","(117.876, 123.532]","(390.719, 400.384]"
"(21.605, 22.507]","(14.836, 15.977]","(18.244, 19.406]","(100.976, 106.315]","(361.02, 374.718]"
"(29.565, 32.709]","(22.654, 23.785]","(24.158, 25.698]","(135.996, 147.12]","(457.139, 483.776]"
"(19.623, 20.705]","(23.785, 24.793]","(12.488, 13.337]","(117.876, 123.532]","(374.718, 390.719]"
"(20.705, 21.605]","(15.977, 16.908]","(10.138, 11.354]","(97.511, 100.976]","(320.304, 329.653]"
"(22.507, 23.774]","(21.691, 22.654]","(11.354, 12.488]","(123.532, 129.051]","(400.384, 415.543]"
"(17.792, 18.481]","(30.283, 32.817]","(22.211, 24.158]","(135.996, 147.12]","(457.139, 483.776]"
"(12.882, 14.745]","(26.049, 28.202]","(12.488, 13.337]","(114.445, 117.876]","(361.02, 374.718]"
"(22.507, 23.774]","(12.109, 13.609]","(12.488, 13.337]","(86.135, 90.696]","(294.95, 307.934]"
"(29.565, 32.709]","(19.648, 20.677]","(8.635, 10.138]","(117.876, 123.532]","(400.384, 415.543]"
"(23.774, 25.386]","(32.817, 42.68]","(-6.691000000000001, 1.967]","(147.12, 172.911]","(483.776, 565.656]"
"(17.792, 18.481]","(24.793, 26.049]","(13.337, 14.584]","(117.876, 123.532]","(390.719, 400.384]"
"(28.081, 29.565]","(22.654, 23.785]","(24.158, 25.698]","(114.445, 117.876]","(437.505, 457.139]"
"(26.834, 28.081]","(12.109, 13.609]","(14.584, 15.33]","(86.135, 90.696]","(307.934, 320.304]"
"(29.565, 32.709]","(26.049, 28.202]","(8.635, 10.138]","(135.996, 147.12]","(457.139, 483.776]"
"(-4.7700000000000005, 6.861]","(6.254, 9.402]","(14.584, 15.33]","(17.834999999999997, 50.757]","(55.56, 187.725]"
"(21.605, 22.507]","(15.977, 16.908]","(10.138, 11.354]","(94.494, 97.511]","(320.304, 329.653]"
"(32.709, 44.816]","(12.109, 13.609]","(-6.691000000000001, 1.967]","(100.976, 106.315]","(307.934, 320.304]"
"(32.709, 44.816]","(6.254, 9.402]","(-6.691000000000001, 1.967]","(82.723, 86.135]","(227.459, 249.493]"
"(18.481, 19.623]","(15.977, 16.908]","(13.337, 14.584]","(79.164, 82.723]","(270.523, 284.87]"
"(14.745, 15.653]","(20.677, 21.691]","(22.211, 24.158]","(90.696, 94.494]","(350.732, 361.02]"
"(12.882, 14.745]","(24.793, 26.049]","(20.909, 22.211]","(90.696, 94.494]","(329.653, 342.117]"
"(18.481, 19.623]","(16.908, 17.669]","(17.06, 18.244]","(97.511, 100.976]","(350.732, 361.02]"
"(18.481, 19.623]","(13.609, 14.836]","(4.976, 7.205]","(74.584, 79.164]","(249.493, 270.523]"
"(22.507, 23.774]","(9.402, 12.109]","(4.976, 7.205]","(50.757, 60.759]","(55.56, 187.725]"
"(17.792, 18.481]","(28.202, 30.283]","(22.211, 24.158]","(129.051, 135.996]","(437.505, 457.139]"
"(12.882, 14.745]","(17.669, 18.577]","(10.138, 11.354]","(82.723, 86.135]","(294.95, 307.934]"
"(17.792, 18.481]","(17.669, 18.577]","(10.138, 11.354]","(86.135, 90.696]","(294.95, 307.934]"
"(17.792, 18.481]","(30.283, 32.817]","(18.244, 19.406]","(114.445, 117.876]","(400.384, 415.543]"
"(15.653, 16.724]","(12.109, 13.609]","(10.138, 11.354]","(68.207, 74.584]","(227.459, 249.493]"
"(6.861, 9.778]","(9.402, 12.109]","(13.337, 14.584]","(17.834999999999997, 50.757]","(55.56, 187.725]"
"(17.792, 18.481]","(24.793, 26.049]","(-6.691000000000001, 1.967]","(117.876, 123.532]","(361.02, 374.718]"
"(14.745, 15.653]","(-3.233, 6.254]","(25.698, 28.347]","(17.834999999999997, 50.757]","(55.56, 187.725]"
"(16.724, 17.792]","(21.691, 22.654]","(4.976, 7.205]","(97.511, 100.976]","(329.653, 342.117]"
"(9.778, 11.822]","(20.677, 21.691]","(8.635, 10.138]","(68.207, 74.584]","(227.459, 249.493]"
"(23.774, 25.386]","(12.109, 13.609]","(28.347, 43.397]","(79.164, 82.723]","(329.653, 342.117]"
"(22.507, 23.774]","(20.677, 21.691]","(19.406, 20.909]","(110.373, 114.445]","(374.718, 390.719]"
"(-4.7700000000000005, 6.861]","(28.202, 30.283]","(28.347, 43.397]","(82.723, 86.135]","(329.653, 342.117]"
"(26.834, 28.081]","(15.977, 16.908]","(20.909, 22.211]","(97.511, 100.976]","(361.02, 374.718]"
"(20.705, 21.605]","(32.817, 42.68]","(12.488, 13.337]","(135.996, 147.12]","(437.505, 457.139]"
"(22.507, 23.774]","(16.908, 17.669]","(19.406, 20.909]","(97.511, 100.976]","(350.732, 361.02]"
"(23.774, 25.386]","(-3.233, 6.254]","(18.244, 19.406]","(60.759, 68.207]","(227.459, 249.493]"
"(25.386, 26.834]","(13.609, 14.836]","(22.211, 24.158]","(100.976, 106.315]","(390.719, 400.384]"
"(9.778, 11.822]","(30.283, 32.817]","(15.33, 16.28]","(123.532, 129.051]","(415.543, 437.505]"
"(29.565, 32.709]","(15.977, 16.908]","(19.406, 20.909]","(100.976, 106.315]","(350.732, 361.02]"
"(12.882, 14.745]","(32.817, 42.68]","(8.635, 10.138]","(135.996, 147.12]","(437.505, 457.139]"
"(16.724, 17.792]","(23.785, 24.793]","(24.158, 25.698]","(100.976, 106.315]","(390.719, 400.384]"
"(25.386, 26.834]","(17.669, 18.577]","(16.28, 17.06]","(97.511, 100.976]","(350.732, 361.02]"
"(-4.7700000000000005, 6.861]","(18.577, 19.648]","(12.488, 13.337]","(68.207, 74.584]","(249.493, 270.523]"
"(29.565, 32.709]","(14.836, 15.977]","(17.06, 18.244]","(110.373, 114.445]","(390.719, 400.384]"
"(14.745, 15.653]","(18.577, 19.648]","(14.584, 15.33]","(68.207, 74.584]","(249.493, 270.523]"
"(15.653, 16.724]","(15.977, 16.908]","(28.347, 43.397]","(60.759, 68.207]","(284.87, 294.95]"
"(32.709, 44.816]","(22.654, 23.785]","(13.337, 14.584]","(147.12, 172.911]","(483.776, 565.656]"
"(6.861, 9.778]","(28.202, 30.283]","(17.06, 18.244]","(100.976, 106.315]","(342.117, 350.732]"
"(-4.7700000000000005, 6.861]","(9.402, 12.109]","(-6.691000000000001, 1.967]","(17.834999999999997, 50.757]","(55.56, 187.725]"
"(22.507, 23.774]","(24.793, 26.049]","(15.33, 16.28]","(123.532, 129.051]","(415.543, 437.505]"
"(9.778, 11.822]","(26.049, 28.202]","(7.205, 8.635]","(100.976, 106.315]","(329.653, 342.117]"
"(11.822, 12.882]","(28.202, 30.283]","(8.635, 10.138]","(110.373, 114.445]","(361.02, 374.718]"
"(17.792, 18.481]","(13.609, 14.836]","(20.909, 22.211]","(79.164, 82.723]","(294.95, 307.934]"
"(21.605, 22.507]","(6.254, 9.402]","(1.967, 4.976]","(82.723, 86.135]","(249.493, 270.523]"
"(17.792, 18.481]","(15.977, 16.908]","(24.158, 25.698]","(60.759, 68.207]","(270.523, 284.87]"
"(23.774, 25.386]","(24.793, 26.049]","(24.158, 25.698]","(110.373, 114.445]","(400.384, 415.543]"
"(6.861, 9.778]","(26.049, 28.202]","(15.33, 16.28]","(94.494, 97.511]","(329.653, 342.117]"
"(29.565, 32.709]","(21.691, 22.654]","(22.211, 24.158]","(114.445, 117.876]","(400.384, 415.543]"
"(-4.7700000000000005, 6.861]","(9.402, 12.109]","(10.138, 11.354]","(50.757, 60.759]","(187.725, 227.459]"
"(20.705, 21.605]","(12.109, 13.609]","(28.347, 43.397]","(79.164, 82.723]","(342.117, 350.732]"
"(32.709, 44.816]","(13.609, 14.836]","(10.138, 11.354]","(106.315, 110.373]","(350.732, 361.02]"
"(15.653, 16.724]","(19.648, 20.677]","(25.698, 28.347]","(90.696, 94.494]","(350.732, 361.02]"
"(26.834, 28.081]","(19.648, 20.677]","(20.909, 22.211]","(114.445, 117.876]","(400.384, 415.543]"
"(9.778, 11.822]","(20.677, 21.691]","(22.211, 24.158]","(82.723, 86.135]","(320.304, 329.653]"
"(6.861, 9.778]","(26.049, 28.202]","(7.205, 8.635]","(117.876, 123.532]","(390.719, 400.384]"
"(-4.7700000000000005, 6.861]","(26.049, 28.202]","(22.211, 24.158]","(100.976, 106.315]","(390.719, 400.384]"
"(15.653, 16.724]","(-3.233, 6.254]","(18.244, 19.406]","(50.757, 60.759]","(227.459, 249.493]"
"(32.709, 44.816]","(12.109, 13.609]","(17.06, 18.244]","(97.511, 100.976]","(342.117, 350.732]"
"(22.507, 23.774]","(-3.233, 6.254]","(16.28, 17.06]","(50.757, 60.759]","(227.459, 249.493]"
"(25.386, 26.834]","(19.648, 20.677]","(16.28, 17.06]","(94.494, 97.511]","(350.732, 361.02]"
"(32.709, 44.816]","(12.109, 13.609]","(16.28, 17.06]","(123.532, 129.051]","(400.384, 415.543]"
"(21.605, 22.507]","(17.669, 18.577]","(13.337, 14.584]","(94.494, 97.511]","(320.304, 329.653]"
"(16.724, 17.792]","(-3.233, 6.254]","(16.28, 17.06]","(17.834999999999997, 50.757]","(187.725, 227.459]"
"(21.605, 22.507]","(21.691, 22.654]","(12.488, 13.337]","(106.315, 110.373]","(350.732, 361.02]"
"(26.834, 28.081]","(23.785, 24.793]","(-6.691000000000001, 1.967]","(129.051, 135.996]","(361.02, 374.718]"
"(19.623, 20.705]","(28.202, 30.283]","(16.28, 17.06]","(123.532, 129.051]","(437.505, 457.139]"
"(22.507, 23.774]","(-3.233, 6.254]","(18.244, 19.406]","(50.757, 60.759]","(227.459, 249.493]"
"(16.724, 17.792]","(12.109, 13.609]","(17.06, 18.244]","(68.207, 74.584]","(249.493, 270.523]"
"(18.481, 19.623]","(16.908, 17.669]","(4.976, 7.205]","(90.696, 94.494]","(294.95, 307.934]"
"(29.565, 32.709]","(15.977, 16.908]","(17.06, 18.244]","(114.445, 117.876]","(400.384, 415.543]"
"(15.653, 16.724]","(21.691, 22.654]","(19.406, 20.909]","(100.976, 106.315]","(361.02, 374.718]"
"(21.605, 22.507]","(13.609, 14.836]","(25.698, 28.347]","(86.135, 90.696]","(342.117, 350.732]"
"(18.481, 19.623]","(9.402, 12.109]","(11.354, 12.488]","(60.759, 68.207]","(227.459, 249.493]"
"(21.605, 22.507]","(22.654, 23.785]","(10.138, 11.354]","(106.315, 110.373]","(350.732, 361.02]"
"(11.822, 12.882]","(-3.233, 6.254]","(1.967, 4.976]","(17.834999999999997, 50.757]","(55.56, 187.725]"
"(20.705, 21.605]","(19.648, 20.677]","(7.205, 8.635]","(110.373, 114.445]","(361.02, 374.718]"
"(19.623, 20.705]","(15.977, 16.908]","(25.698, 28.347]","(90.696, 94.494]","(350.732, 361.02]"
"(26.834, 28.081]","(23.785, 24.793]","(11.354, 12.488]","(117.876, 123.532]","(390.719, 400.384]"
"(16.724, 17.792]","(20.677, 21.691]","(4.976, 7.205]","(106.315, 110.373]","(329.653, 342.117]"
"(28.081, 29.565]","(21.691, 22.654]","(22.211, 24.158]","(117.876, 123.532]","(415.543, 437.505]"
"(29.565, 32.709]","(-3.233, 6.254]","(8.635, 10.138]","(17.834999999999997, 50.757]","(55.56, 187.725]"
"(22.507, 23.774]","(26.049, 28.202]","(1.967, 4.976]","(129.051, 135.996]","(400.384, 415.543]"
"(20.705, 21.605]","(14.836, 15.977]","(7.205, 8.635]","(82.723, 86.135]","(284.87, 294.95]"
"(21.605, 22.507]","(26.049, 28.202]","(24.158, 25.698]","(129.051, 135.996]","(457.139, 483.776]"
"(25.386, 26.834]","(21.691, 22.654]","(10.138, 11.354]","(117.876, 123.532]","(400.384, 415.543]"
"(18.481, 19.623]","(30.283, 32.817]","(16.28, 17.06]","(129.051, 135.996]","(457.139, 483.776]"
"(29.565, 32.709]","(6.254, 9.402]","(16.28, 17.06]","(79.164, 82.723]","(294.95, 307.934]"
"(28.081, 29.565]","(20.677, 21.691]","(24.158, 25.698]","(117.876, 123.532]","(437.505, 457.139]"
"(20.705, 21.605]","(19.648, 20.677]","(19.406, 20.909]","(90.696, 94.494]","(342.117, 350.732]"
"(16.724, 17.792]","(21.691, 22.654]","(24.158, 25.698]","(100.976, 106.315]","(374.718, 390.719]"
"(29.565, 32.709]","(30.283, 32.817]","(1.967, 4.976]","(147.12, 172.911]","(483.776, 565.656]"
"(11.822, 12.882]","(20.677, 21.691]","(25.698, 28.347]","(97.511, 100.976]","(361.02, 374.718]"
"(14.745, 15.653]","(18.577, 19.648]","(24.158, 25.698]","(86.135, 90.696]","(342.117, 350.732]"
"(9.778, 11.822]","(12.109, 13.609]","(24.158, 25.698]","(17.834999999999997, 50.757]","(187.725, 227.459]"
"(15.653, 16.724]","(23.785, 24.793]","(10.138, 11.354]","(106.315, 110.373]","(350.732, 361.02]"
"(28.081, 29.565]","(23.785, 24.793]","(13.337, 14.584]","(129.051, 135.996]","(437.505, 457.139]"
"(23.774, 25.386]","(17.669, 18.577]","(15.33, 16.28]","(123.532, 129.051]","(415.543, 437.505]"
"(20.705, 21.605]","(16.908, 17.669]","(4.976, 7.205]","(90.696, 94.494]","(294.95, 307.934]"
"(23.774, 25.386]","(9.402, 12.109]","(4.976, 7.205]","(68.207, 74.584]","(227.459, 249.493]"
"(29.565, 32.709]","(24.793, 26.049]","(-6.691000000000001, 1.967]","(135.996, 147.12]","(400.384, 415.543]"
"(15.653, 16.724]","(18.577, 19.648]","(8.635, 10.138]","(100.976, 106.315]","(307.934, 320.304]"
"(23.774, 25.386]","(32.817, 42.68]","(28.347, 43.397]","(147.12, 172.911]","(483.776, 565.656]"
"(23.774, 25.386]","(32.817, 42.68]","(-6.691000000000001, 1.967]","(147.12, 172.911]","(483.776, 565.656]"
"(18.481, 19.623]","(24.793, 26.049]","(28.347, 43.397]","(129.051, 135.996]","(483.776, 565.656]"
"(12.882, 14.745]","(17.669, 18.577]","(19.406, 20.909]","(74.584, 79.164]","(294.95, 307.934]"
"(6.861, 9.778]","(-3.233, 6.254]","(-6.691000000000001, 1.967]","(17.834999999999997, 50.757]","(55.56, 187.725]"
