X,Y
1,"(4.991, 5.357]"
1,"(7.834, 8.767]"
0,"(5.357, 5.901]"
0,"(3.206, 3.534]"
0,"(7.128, 7.834]"
0,"(7.128, 7.834]"
0,"(4.582, 4.991]"
0,"(3.534, 3.924]"
0,"(4.991, 5.357]"
1,"(3.924, 4.286]"
1,"(3.534, 3.924]"
1,"(4.286, 4.582]"
1,"(4.582, 4.991]"
0,"(5.901, 6.375]"
1,"(2.819, 3.206]"
0,"(4.582, 4.991]"
1,"(3.206, 3.534]"
1,"(4.286, 4.582]"
0,"(5.901, 6.375]"
0,"(7.128, 7.834]"
1,"(7.128, 7.834]"
0,"(6.691, 7.128]"
0,"(7.834, 8.767]"
0,"(7.834, 8.767]"
0,"(2.131, 2.819]"
0,"(3.924, 4.286]"
1,"(1.414, 2.131]"
0,"(8.767, 11.67]"
1,"(4.991, 5.357]"
0,"(3.534, 3.924]"
1,"(1.414, 2.131]"
0,"(1.414, 2.131]"
1,"(-1.0219999999999998, 1.414]"
0,"(8.767, 11.67]"
1,"(4.582, 4.991]"
0,"(8.767, 11.67]"
0,"(3.924, 4.286]"
1,"(4.286, 4.582]"
0,"(4.991, 5.357]"
0,"(5.357, 5.901]"
1,"(1.414, 2.131]"
0,"(-1.0219999999999998, 1.414]"
1,"(4.286, 4.582]"
0,"(3.206, 3.534]"
0,"(7.834, 8.767]"
1,"(3.534, 3.924]"
1,"(1.414, 2.131]"
0,"(4.582, 4.991]"
1,"(5.357, 5.901]"
0,"(6.691, 7.128]"
0,"(1.414, 2.131]"
0,"(7.834, 8.767]"
1,"(3.924, 4.286]"
1,"(8.767, 11.67]"
0,"(4.286, 4.582]"
0,"(7.834, 8.767]"
1,"(3.534, 3.924]"
1,"(1.414, 2.131]"
0,"(5.357, 5.901]"
0,"(4.991, 5.357]"
0,"(5.901, 6.375]"
0,"(2.131, 2.819]"
0,"(7.834, 8.767]"
1,"(2.819, 3.206]"
1,"(5.901, 6.375]"
0,"(3.924, 4.286]"
0,"(8.767, 11.67]"
0,"(4.286, 4.582]"
0,"(5.901, 6.375]"
0,"(2.819, 3.206]"
0,"(4.582, 4.991]"
1,"(4.286, 4.582]"
1,"(5.357, 5.901]"
0,"(7.834, 8.767]"
0,"(3.924, 4.286]"
1,"(3.924, 4.286]"
1,"(2.819, 3.206]"
1,"(4.991, 5.357]"
0,"(6.375, 6.691]"
0,"(5.357, 5.901]"
0,"(8.767, 11.67]"
0,"(7.128, 7.834]"
1,"(4.582, 4.991]"
1,"(3.206, 3.534]"
1,"(1.414, 2.131]"
1,"(4.582, 4.991]"
1,"(-1.0219999999999998, 1.414]"
1,"(4.582, 4.991]"
0,"(8.767, 11.67]"
1,"(1.414, 2.131]"
1,"(6.375, 6.691]"
0,"(4.286, 4.582]"
1,"(4.286, 4.582]"
