X,Y
1,"(5.07, 5.578]"
1,"(7.609, 8.116]"
0,"(5.578, 6.086]"
0,"(3.04, 3.548]"
0,"(7.609, 8.116]"
0,"(7.101, 7.609]"
0,"(4.563, 5.07]"
0,"(3.548, 4.055]"
0,"(4.563, 5.07]"
1,"(4.055, 4.563]"
1,"(3.548, 4.055]"
1,"(4.055, 4.563]"
1,"(4.563, 5.07]"
0,"(6.086, 6.593]"
1,"(3.04, 3.548]"
0,"(4.563, 5.07]"
1,"(3.04, 3.548]"
1,"(4.055, 4.563]"
0,"(5.578, 6.086]"
0,"(7.101, 7.609]"
1,"(7.101, 7.609]"
0,"(6.593, 7.101]"
0,"(7.609, 8.116]"
0,"(8.116, 8.624]"
0,"(2.532, 3.04]"
0,"(3.548, 4.055]"
1,"(2.025, 2.532]"
0,"(8.624, 9.132]"
1,"(5.07, 5.578]"
0,"(3.548, 4.055]"
1,"(1.517, 2.025]"
0,"(2.025, 2.532]"
1,"(0.502, 1.009]"
0,"(9.639, 10.147]"
1,"(4.563, 5.07]"
0,"(8.624, 9.132]"
0,"(4.055, 4.563]"
1,"(4.563, 5.07]"
0,"(5.07, 5.578]"
0,"(5.578, 6.086]"
1,"(1.517, 2.025]"
0,"(-0.514, -0.00602]"
1,"(4.055, 4.563]"
0,"(3.04, 3.548]"
0,"(8.116, 8.624]"
1,"(3.548, 4.055]"
1,"(1.517, 2.025]"
0,"(4.563, 5.07]"
1,"(5.578, 6.086]"
0,"(6.593, 7.101]"
0,"(1.517, 2.025]"
0,"(8.116, 8.624]"
1,"(3.548, 4.055]"
1,"(9.132, 9.639]"
0,"(4.055, 4.563]"
0,"(7.609, 8.116]"
1,"(3.548, 4.055]"
1,"(1.517, 2.025]"
0,"(5.07, 5.578]"
0,"(5.07, 5.578]"
0,"(6.086, 6.593]"
0,"(2.532, 3.04]"
0,"(7.609, 8.116]"
1,"(2.532, 3.04]"
1,"(5.578, 6.086]"
0,"(4.055, 4.563]"
0,"(9.639, 10.147]"
0,"(4.055, 4.563]"
0,"(5.578, 6.086]"
0,"(2.532, 3.04]"
0,"(4.563, 5.07]"
1,"(4.055, 4.563]"
1,"(5.07, 5.578]"
0,"(7.609, 8.116]"
0,"(4.055, 4.563]"
1,"(4.055, 4.563]"
1,"(2.532, 3.04]"
1,"(5.07, 5.578]"
0,"(6.086, 6.593]"
0,"(5.578, 6.086]"
0,"(9.132, 9.639]"
0,"(7.609, 8.116]"
1,"(4.563, 5.07]"
1,"(3.04, 3.548]"
1,"(1.517, 2.025]"
1,"(4.563, 5.07]"
1,"(0.502, 1.009]"
1,"(4.563, 5.07]"
0,"(9.132, 9.639]"
1,"(1.517, 2.025]"
1,"(6.593, 7.101]"
0,"(4.055, 4.563]"
1,"(4.055, 4.563]"
1,"(3.04, 3.548]"
0,"(4.055, 4.563]"
1,"(4.563, 5.07]"
1,"(1.517, 2.025]"
0,"(7.101, 7.609]"
1,"(3.548, 4.055]"
1,"(1.517, 2.025]"
1,"(3.04, 3.548]"
0,"(6.086, 6.593]"
1,"(5.578, 6.086]"
1,"(2.025, 2.532]"
0,"(7.609, 8.116]"
0,"(3.04, 3.548]"
1,"(2.532, 3.04]"
0,"(0.502, 1.009]"
0,"(8.116, 8.624]"
0,"(2.025, 2.532]"
1,"(2.532, 3.04]"
0,"(5.07, 5.578]"
0,"(7.609, 8.116]"
0,"(6.086, 6.593]"
0,"(7.101, 7.609]"
0,"(5.578, 6.086]"
0,"(4.563, 5.07]"
0,"(8.116, 8.624]"
0,"(8.624, 9.132]"
0,"(5.578, 6.086]"
0,"(6.086, 6.593]"
0,"(6.086, 6.593]"
0,"(4.055, 4.563]"
0,"(7.101, 7.609]"
1,"(7.101, 7.609]"
1,"(2.532, 3.04]"
1,"(3.548, 4.055]"
0,"(6.086, 6.593]"
1,"(2.532, 3.04]"
0,"(8.624, 9.132]"
1,"(2.532, 3.04]"
1,"(4.563, 5.07]"
1,"(3.548, 4.055]"
1,"(4.055, 4.563]"
1,"(3.548, 4.055]"
0,"(8.624, 9.132]"
0,"(7.101, 7.609]"
0,"(8.624, 9.132]"
0,"(8.624, 9.132]"
1,"(1.009, 1.517]"
0,"(4.563, 5.07]"
1,"(4.055, 4.563]"
1,"(6.086, 6.593]"
1,"(3.548, 4.055]"
1,"(6.593, 7.101]"
0,"(4.055, 4.563]"
0,"(4.563, 5.07]"
0,"(5.578, 6.086]"
0,"(6.086, 6.593]"
1,"(4.563, 5.07]"
0,"(4.563, 5.07]"
0,"(9.132, 9.639]"
0,"(6.086, 6.593]"
1,"(3.04, 3.548]"
0,"(5.578, 6.086]"
1,"(6.593, 7.101]"
0,"(6.086, 6.593]"
1,"(4.055, 4.563]"
1,"(1.517, 2.025]"
1,"(-0.514, -0.00602]"
1,"(2.532, 3.04]"
0,"(4.563, 5.07]"
0,"(4.563, 5.07]"
0,"(4.563, 5.07]"
0,"(3.04, 3.548]"
1,"(4.563, 5.07]"
0,"(3.04, 3.548]"
1,"(4.563, 5.07]"
0,"(6.593, 7.101]"
0,"(5.07, 5.578]"
1,"(1.009, 1.517]"
1,"(3.548, 4.055]"
1,"(2.025, 2.532]"
1,"(4.563, 5.07]"
1,"(1.517, 2.025]"
0,"(9.132, 9.639]"
0,"(6.086, 6.593]"
1,"(2.025, 2.532]"
1,"(2.532, 3.04]"
1,"(4.055, 4.563]"
1,"(3.548, 4.055]"
1,"(3.548, 4.055]"
0,"(5.07, 5.578]"
0,"(6.593, 7.101]"
1,"(2.532, 3.04]"
1,"(4.563, 5.07]"
0,"(6.593, 7.101]"
1,"(3.04, 3.548]"
0,"(6.086, 6.593]"
1,"(6.593, 7.101]"
0,"(7.101, 7.609]"
0,"(4.055, 4.563]"
0,"(5.578, 6.086]"
1,"(7.609, 8.116]"
1,"(5.07, 5.578]"
0,"(6.593, 7.101]"
0,"(4.055, 4.563]"
1,"(5.578, 6.086]"
0,"(3.04, 3.548]"
1,"(3.04, 3.548]"
1,"(2.025, 2.532]"
1,"(0.502, 1.009]"
1,"(3.04, 3.548]"
1,"(4.055, 4.563]"
1,"(5.07, 5.578]"
1,"(3.04, 3.548]"
1,"(2.025, 2.532]"
0,"(3.04, 3.548]"
1,"(6.086, 6.593]"
1,"(3.548, 4.055]"
1,"(3.548, 4.055]"
0,"(8.624, 9.132]"
0,"(4.055, 4.563]"
0,"(3.548, 4.055]"
0,"(7.101, 7.609]"
0,"(-0.00602, 0.502]"
1,"(4.563, 5.07]"
1,"(4.055, 4.563]"
1,"(2.025, 2.532]"
1,"(4.055, 4.563]"
0,"(8.116, 8.624]"
1,"(2.532, 3.04]"
1,"(7.101, 7.609]"
1,"(3.04, 3.548]"
0,"(1.517, 2.025]"
1,"(2.532, 3.04]"
0,"(8.624, 9.132]"
0,"(5.07, 5.578]"
0,"(9.639, 10.147]"
0,"(7.101, 7.609]"
1,"(3.04, 3.548]"
1,"(3.548, 4.055]"
1,"(2.532, 3.04]"
0,"(5.578, 6.086]"
1,"(3.04, 3.548]"
0,"(6.593, 7.101]"
1,"(6.086, 6.593]"
1,"(1.009, 1.517]"
1,"(5.07, 5.578]"
0,"(7.609, 8.116]"
1,"(6.086, 6.593]"
0,"(4.563, 5.07]"
1,"(1.009, 1.517]"
1,"(3.04, 3.548]"
1,"(5.07, 5.578]"
1,"(5.578, 6.086]"
0,"(6.086, 6.593]"
1,"(1.009, 1.517]"
1,"(2.025, 2.532]"
1,"(2.532, 3.04]"
0,"(6.086, 6.593]"
0,"(5.578, 6.086]"
1,"(4.055, 4.563]"
1,"(5.578, 6.086]"
0,"(7.609, 8.116]"
0,"(2.532, 3.04]"
1,"(2.025, 2.532]"
1,"(-0.00602, 0.502]"
0,"(5.578, 6.086]"
1,"(2.025, 2.532]"
0,"(5.07, 5.578]"
0,"(1.517, 2.025]"
1,"(4.055, 4.563]"
1,"(4.563, 5.07]"
0,"(8.116, 8.624]"
1,"(-0.00602, 0.502]"
1,"(2.025, 2.532]"
0,"(5.07, 5.578]"
0,"(5.07, 5.578]"
1,"(4.055, 4.563]"
1,"(2.532, 3.04]"
0,"(3.548, 4.055]"
0,"(6.593, 7.101]"
1,"(0.502, 1.009]"
0,"(5.578, 6.086]"
1,"(3.04, 3.548]"
0,"(6.593, 7.101]"
1,"(4.055, 4.563]"
0,"(6.086, 6.593]"
1,"(-1.034, -0.514]"
0,"(7.609, 8.116]"
1,"(2.532, 3.04]"
0,"(7.609, 8.116]"
0,"(6.086, 6.593]"
0,"(9.132, 9.639]"
1,"(0.502, 1.009]"
1,"(4.055, 4.563]"
1,"(4.055, 4.563]"
0,"(6.086, 6.593]"
0,"(8.624, 9.132]"
1,"(4.055, 4.563]"
1,"(3.548, 4.055]"
0,"(4.055, 4.563]"
0,"(6.593, 7.101]"
1,"(5.07, 5.578]"
1,"(3.548, 4.055]"
1,"(3.04, 3.548]"
1,"(1.517, 2.025]"
1,"(5.07, 5.578]"
1,"(3.548, 4.055]"
0,"(9.132, 9.639]"
1,"(8.116, 8.624]"
0,"(7.101, 7.609]"
1,"(3.04, 3.548]"
0,"(2.025, 2.532]"
1,"(4.563, 5.07]"
0,"(3.04, 3.548]"
0,"(5.578, 6.086]"
1,"(4.055, 4.563]"
1,"(2.532, 3.04]"
0,"(8.624, 9.132]"
1,"(3.548, 4.055]"
0,"(5.07, 5.578]"
0,"(4.055, 4.563]"
1,"(0.502, 1.009]"
1,"(5.578, 6.086]"
0,"(8.624, 9.132]"
0,"(6.086, 6.593]"
1,"(4.055, 4.563]"
0,"(3.04, 3.548]"
1,"(3.04, 3.548]"
0,"(6.086, 6.593]"
1,"(5.578, 6.086]"
1,"(5.07, 5.578]"
0,"(5.578, 6.086]"
1,"(3.548, 4.055]"
1,"(2.532, 3.04]"
1,"(6.593, 7.101]"
0,"(5.07, 5.578]"
0,"(8.116, 8.624]"
1,"(4.055, 4.563]"
1,"(3.548, 4.055]"
