A,B,C,D,E
"(19.969, 20.143]","(19.939, 20.136]","(15.378, 15.673]","(101.131, 101.558]","(350.408, 351.526]"
"(20.143, 20.285]","(20.288, 20.44]","(15.378, 15.673]","(102.343, 103.037]","(353.124, 354.274]"
"(19.538, 19.752]","(20.44, 20.667]","(16.525, 18.102]","(100.001, 100.504]","(346.163, 350.408]"
"(19.752, 19.807]","(20.667, 20.879]","(16.177, 16.525]","(101.558, 102.343]","(353.124, 354.274]"
"(18.463, 18.973]","(18.572, 18.982]","(14.956, 15.154]","(91.073, 94.757]","(318.524, 329.073]"
"(17.401999999999997, 18.463]","(21.421, 22.994]","(12.665000000000001, 13.737]","(101.131, 101.558]","(344.533, 346.163]"
"(20.285, 20.423]","(18.982, 19.317]","(14.67, 14.8]","(99.47, 100.001]","(343.335, 344.533]"
"(18.973, 19.201]","(19.506, 19.721]","(14.8, 14.956]","(96.258, 97.08]","(334.284, 337.372]"
"(20.285, 20.423]","(20.667, 20.879]","(14.956, 15.154]","(101.558, 102.343]","(350.408, 351.526]"
"(20.911, 21.216]","(17.572, 18.572]","(16.525, 18.102]","(97.08, 98.214]","(343.335, 344.533]"
"(19.969, 20.143]","(21.12, 21.421]","(13.737, 14.074]","(103.037, 104.383]","(354.274, 358.519]"
"(20.143, 20.285]","(19.317, 19.506]","(15.835, 15.977]","(97.08, 98.214]","(339.289, 341.454]"
"(18.463, 18.973]","(19.317, 19.506]","(16.525, 18.102]","(94.757, 96.258]","(334.284, 337.372]"
"(20.423, 20.911]","(21.421, 22.994]","(14.074, 14.422]","(104.383, 109.88]","(358.519, 373.382]"
"(17.401999999999997, 18.463]","(17.572, 18.572]","(14.074, 14.422]","(91.073, 94.757]","(318.524, 329.073]"
"(19.409, 19.538]","(17.572, 18.572]","(15.835, 15.977]","(91.073, 94.757]","(318.524, 329.073]"
"(18.973, 19.201]","(20.288, 20.44]","(15.977, 16.177]","(97.08, 98.214]","(343.335, 344.533]"
"(19.969, 20.143]","(18.572, 18.982]","(14.67, 14.8]","(96.258, 97.08]","(334.284, 337.372]"
"(19.807, 19.969]","(18.982, 19.317]","(14.956, 15.154]","(96.258, 97.08]","(329.073, 334.284]"
"(17.401999999999997, 18.463]","(19.721, 19.939]","(12.665000000000001, 13.737]","(94.757, 96.258]","(318.524, 329.073]"
"(19.201, 19.409]","(20.288, 20.44]","(15.673, 15.835]","(99.47, 100.001]","(344.533, 346.163]"
"(18.463, 18.973]","(19.721, 19.939]","(14.074, 14.422]","(94.757, 96.258]","(329.073, 334.284]"
"(19.201, 19.409]","(20.44, 20.667]","(14.956, 15.154]","(100.001, 100.504]","(346.163, 350.408]"
"(20.285, 20.423]","(18.572, 18.982]","(14.67, 14.8]","(94.757, 96.258]","(318.524, 329.073]"
"(17.401999999999997, 18.463]","(21.12, 21.421]","(15.835, 15.977]","(101.558, 102.343]","(350.408, 351.526]"
"(21.216, 22.248]","(17.572, 18.572]","(14.422, 14.67]","(97.08, 98.214]","(329.073, 334.284]"
"(19.409, 19.538]","(19.939, 20.136]","(14.074, 14.422]","(100.001, 100.504]","(339.289, 341.454]"
"(20.423, 20.911]","(21.421, 22.994]","(14.8, 14.956]","(104.383, 109.88]","(358.519, 373.382]"
