A,B,C,D,E
"(19.826, 20.431]","(19.606, 20.283]","(15.384, 16.064]","(100.477, 102.827]","(345.953, 352.81]"
"(19.826, 20.431]","(20.283, 20.961]","(15.384, 16.064]","(100.477, 102.827]","(352.81, 359.668]"
"(19.22, 19.826]","(20.283, 20.961]","(16.064, 16.743]","(98.126, 100.477]","(345.953, 352.81]"
"(19.22, 19.826]","(20.283, 20.961]","(16.064, 16.743]","(100.477, 102.827]","(352.81, 359.668]"
"(18.614, 19.22]","(18.251, 18.928]","(14.704, 15.384]","(93.425, 95.775]","(325.382, 332.239]"
"(17.398, 18.009]","(20.961, 21.638]","(13.345, 14.025]","(100.477, 102.827]","(339.096, 345.953]"
"(19.826, 20.431]","(18.928, 19.606]","(14.704, 15.384]","(98.126, 100.477]","(339.096, 345.953]"
"(18.614, 19.22]","(19.606, 20.283]","(14.704, 15.384]","(95.775, 98.126]","(332.239, 339.096]"
"(19.826, 20.431]","(20.283, 20.961]","(14.704, 15.384]","(100.477, 102.827]","(345.953, 352.81]"
"(20.431, 21.037]","(18.251, 18.928]","(16.064, 16.743]","(98.126, 100.477]","(339.096, 345.953]"
"(19.826, 20.431]","(20.961, 21.638]","(14.025, 14.704]","(102.827, 105.178]","(352.81, 359.668]"
"(19.826, 20.431]","(18.928, 19.606]","(15.384, 16.064]","(95.775, 98.126]","(339.096, 345.953]"
"(18.009, 18.614]","(18.928, 19.606]","(16.743, 17.423]","(93.425, 95.775]","(332.239, 339.096]"
"(20.431, 21.037]","(22.316, 22.994]","(14.025, 14.704]","(107.529, 109.88]","(366.525, 373.382]"
"(18.009, 18.614]","(18.251, 18.928]","(14.025, 14.704]","(91.055, 93.425]","(318.47, 325.382]"
"(19.22, 19.826]","(17.568, 18.251]","(15.384, 16.064]","(93.425, 95.775]","(325.382, 332.239]"
"(18.614, 19.22]","(20.283, 20.961]","(16.064, 16.743]","(98.126, 100.477]","(339.096, 345.953]"
"(19.826, 20.431]","(18.928, 19.606]","(14.704, 15.384]","(95.775, 98.126]","(332.239, 339.096]"
"(19.826, 20.431]","(18.928, 19.606]","(14.704, 15.384]","(95.775, 98.126]","(332.239, 339.096]"
"(18.009, 18.614]","(19.606, 20.283]","(13.345, 14.025]","(93.425, 95.775]","(318.47, 325.382]"
"(19.22, 19.826]","(20.283, 20.961]","(15.384, 16.064]","(98.126, 100.477]","(339.096, 345.953]"
"(18.009, 18.614]","(19.606, 20.283]","(14.025, 14.704]","(93.425, 95.775]","(325.382, 332.239]"
"(19.22, 19.826]","(20.283, 20.961]","(14.704, 15.384]","(98.126, 100.477]","(345.953, 352.81]"
"(19.826, 20.431]","(18.251, 18.928]","(14.704, 15.384]","(93.425, 95.775]","(325.382, 332.239]"
