A,B,C,D,E
"(19.828, 21.056]","(20.147, 21.349]","(16.164, 17.7]","(95.697, 99.991]","(331.656, 344.874]"
"(19.828, 21.056]","(20.147, 21.349]","(14.774, 16.164]","(99.991, 104.361]","(344.874, 358.327]"
"(17.382, 18.698]","(9.112, 15.677]","(12.173, 13.54]","(54.760000000000005, 82.897]","(202.051, 292.211]"
"(18.698, 19.828]","(21.349, 22.789]","(12.173, 13.54]","(109.592, 117.422]","(358.327, 373.89]"
"(7.614, 15.272]","(9.112, 15.677]","(10.234, 12.173]","(54.760000000000005, 82.897]","(202.051, 292.211]"
"(7.614, 15.272]","(18.841, 20.147]","(13.54, 14.774]","(54.760000000000005, 82.897]","(202.051, 292.211]"
"(21.056, 22.614]","(21.349, 22.789]","(2.942, 10.234]","(109.592, 117.422]","(358.327, 373.89]"
"(15.272, 17.382]","(9.112, 15.677]","(17.7, 19.483]","(54.760000000000005, 82.897]","(202.051, 292.211]"
"(21.056, 22.614]","(20.147, 21.349]","(13.54, 14.774]","(104.361, 109.592]","(358.327, 373.89]"
"(22.614, 24.629]","(21.349, 22.789]","(2.942, 10.234]","(109.592, 117.422]","(344.874, 358.327]"
"(19.828, 21.056]","(21.349, 22.789]","(16.164, 17.7]","(99.991, 104.361]","(358.327, 373.89]"
"(19.828, 21.056]","(15.677, 17.558]","(14.774, 16.164]","(82.897, 90.868]","(292.211, 314.149]"
"(7.614, 15.272]","(9.112, 15.677]","(12.173, 13.54]","(54.760000000000005, 82.897]","(202.051, 292.211]"
"(22.614, 24.629]","(21.349, 22.789]","(2.942, 10.234]","(99.991, 104.361]","(344.874, 358.327]"
"(7.614, 15.272]","(21.349, 22.789]","(16.164, 17.7]","(90.868, 95.697]","(314.149, 331.656]"
"(17.382, 18.698]","(24.819, 34.199]","(2.942, 10.234]","(109.592, 117.422]","(358.327, 373.89]"
"(15.272, 17.382]","(9.112, 15.677]","(16.164, 17.7]","(54.760000000000005, 82.897]","(202.051, 292.211]"
"(19.828, 21.056]","(17.558, 18.841]","(12.173, 13.54]","(95.697, 99.991]","(331.656, 344.874]"
"(18.698, 19.828]","(18.841, 20.147]","(13.54, 14.774]","(90.868, 95.697]","(314.149, 331.656]"
"(7.614, 15.272]","(15.677, 17.558]","(2.942, 10.234]","(54.760000000000005, 82.897]","(202.051, 292.211]"
"(17.382, 18.698]","(24.819, 34.199]","(10.234, 12.173]","(109.592, 117.422]","(373.89, 398.996]"
"(7.614, 15.272]","(21.349, 22.789]","(16.164, 17.7]","(82.897, 90.868]","(292.211, 314.149]"
"(17.382, 18.698]","(9.112, 15.677]","(10.234, 12.173]","(54.760000000000005, 82.897]","(202.051, 292.211]"
"(21.056, 22.614]","(20.147, 21.349]","(12.173, 13.54]","(109.592, 117.422]","(358.327, 373.89]"
"(7.614, 15.272]","(17.558, 18.841]","(10.234, 12.173]","(54.760000000000005, 82.897]","(202.051, 292.211]"
"(24.629, 32.408]","(9.112, 15.677]","(14.774, 16.164]","(90.868, 95.697]","(314.149, 331.656]"
"(17.382, 18.698]","(9.112, 15.677]","(16.164, 17.7]","(54.760000000000005, 82.897]","(292.211, 314.149]"
"(22.614, 24.629]","(17.558, 18.841]","(17.7, 19.483]","(95.697, 99.991]","(344.874, 358.327]"
"(24.629, 32.408]","(17.558, 18.841]","(19.483, 28.77]","(117.422, 160.961]","(398.996, 529.207]"
"(7.614, 15.272]","(9.112, 15.677]","(2.942, 10.234]","(54.760000000000005, 82.897]","(202.051, 292.211]"
"(17.382, 18.698]","(21.349, 22.789]","(16.164, 17.7]","(90.868, 95.697]","(314.149, 331.656]"
"(18.698, 19.828]","(21.349, 22.789]","(13.54, 14.774]","(99.991, 104.361]","(344.874, 358.327]"
"(15.272, 17.382]","(24.819, 34.199]","(10.234, 12.173]","(104.361, 109.592]","(358.327, 373.89]"
"(22.614, 24.629]","(24.819, 34.199]","(14.774, 16.164]","(117.422, 160.961]","(398.996, 529.207]"
"(18.698, 19.828]","(15.677, 17.558]","(16.164, 17.7]","(95.697, 99.991]","(331.656, 344.874]"
"(24.629, 32.408]","(24.819, 34.199]","(2.942, 10.234]","(117.422, 160.961]","(398.996, 529.207]"
"(17.382, 18.698]","(20.147, 21.349]","(2.942, 10.234]","(95.697, 99.991]","(292.211, 314.149]"
"(21.056, 22.614]","(24.819, 34.199]","(19.483, 28.77]","(109.592, 117.422]","(398.996, 529.207]"
"(17.382, 18.698]","(17.558, 18.841]","(13.54, 14.774]","(82.897, 90.868]","(292.211, 314.149]"
"(17.382, 18.698]","(18.841, 20.147]","(16.164, 17.7]","(90.868, 95.697]","(331.656, 344.874]"
"(19.828, 21.056]","(20.147, 21.349]","(16.164, 17.7]","(99.991, 104.361]","(358.327, 373.89]"
"(21.056, 22.614]","(17.558, 18.841]","(14.774, 16.164]","(95.697, 99.991]","(314.149, 331.656]"
"(15.272, 17.382]","(22.789, 24.819]","(14.774, 16.164]","(95.697, 99.991]","(331.656, 344.874]"
"(15.272, 17.382]","(15.677, 17.558]","(14.774, 16.164]","(82.897, 90.868]","(292.211, 314.149]"
"(15.272, 17.382]","(9.112, 15.677]","(19.483, 28.77]","(54.760000000000005, 82.897]","(292.211, 314.149]"
"(18.698, 19.828]","(15.677, 17.558]","(2.942, 10.234]","(54.760000000000005, 82.897]","(202.051, 292.211]"
"(7.614, 15.272]","(9.112, 15.677]","(2.942, 10.234]","(54.760000000000005, 82.897]","(202.051, 292.211]"
"(18.698, 19.828]","(17.558, 18.841]","(10.234, 12.173]","(90.868, 95.697]","(314.149, 331.656]"
"(22.614, 24.629]","(21.349, 22.789]","(2.942, 10.234]","(117.422, 160.961]","(373.89, 398.996]"
"(7.614, 15.272]","(9.112, 15.677]","(19.483, 28.77]","(54.760000000000005, 82.897]","(202.051, 292.211]"
"(18.698, 19.828]","(21.349, 22.789]","(13.54, 14.774]","(104.361, 109.592]","(344.874, 358.327]"
