A,B,C,D,E
"(19.828, 20.212]","(20.768, 21.045]","(15.934, 16.276]","(96.507, 97.61]","(334.674, 338.719]"
"(20.838, 21.116]","(20.147, 20.481]","(15.934, 16.276]","(99.991, 101.015]","(351.445, 355.117]"
"(18.272, 18.605]","(13.929, 14.944]","(12.377, 12.772]","(77.432, 81.228]","(273.485, 284.533]"
"(18.902, 19.188]","(22.186, 22.669]","(12.025, 12.377]","(112.254, 113.785]","(371.96, 376.98]"
"(14.738, 15.447]","(12.761, 13.929]","(11.436, 12.025]","(54.760000000000005, 71.462]","(202.051, 259.916]"
"(7.614, 12.63]","(19.079, 19.448]","(14.538, 14.774]","(71.462, 77.432]","(259.916, 273.485]"
"(21.116, 21.439]","(22.669, 23.02]","(7.345, 8.499]","(113.785, 116.824]","(371.96, 376.98]"
"(16.159, 16.52]","(9.112, 12.761]","(18.814, 19.331]","(54.760000000000005, 71.462]","(202.051, 259.916]"
"(21.439, 21.906]","(20.768, 21.045]","(13.911, 14.24]","(107.302, 108.751]","(363.406, 367.307]"
"(23.395, 23.805]","(21.423, 21.743]","(2.942, 7.345]","(110.682, 112.254]","(355.117, 359.0]"
"(19.828, 20.212]","(21.423, 21.743]","(17.502, 17.964]","(101.812, 103.02]","(359.0, 363.406]"
"(20.838, 21.116]","(16.404, 16.838]","(14.774, 15.07]","(87.582, 89.482]","(311.517, 316.566]"
"(13.814, 14.738]","(13.929, 14.944]","(13.381, 13.911]","(77.432, 81.228]","(273.485, 284.533]"
"(22.783, 23.395]","(21.423, 21.743]","(7.345, 8.499]","(103.02, 104.578]","(344.874, 348.372]"
"(12.63, 13.814]","(22.186, 22.669]","(16.67, 17.084]","(89.482, 91.611]","(320.457, 326.116]"
"(17.889, 18.272]","(26.318, 27.386]","(9.631, 10.443]","(110.682, 112.254]","(359.0, 363.406]"
"(15.447, 16.159]","(13.929, 14.944]","(16.67, 17.084]","(54.760000000000005, 71.462]","(259.916, 273.485]"
"(19.828, 20.212]","(18.771, 19.079]","(13.114, 13.381]","(98.733, 99.991]","(341.206, 344.874]"
"(19.478, 19.828]","(19.809, 20.147]","(13.911, 14.24]","(95.517, 96.507]","(320.457, 326.116]"
"(12.63, 13.814]","(17.383, 17.858]","(8.499, 9.631]","(81.228, 83.538]","(259.916, 273.485]"
"(17.107, 17.586]","(24.747, 25.34]","(10.443, 10.926]","(112.254, 113.785]","(376.98, 383.594]"
"(13.814, 14.738]","(21.423, 21.743]","(16.276, 16.67]","(87.582, 89.482]","(305.93, 311.517]"
"(17.107, 17.586]","(12.761, 13.929]","(10.443, 10.926]","(54.760000000000005, 71.462]","(202.051, 259.916]"
"(21.116, 21.439]","(20.768, 21.045]","(12.377, 12.772]","(108.751, 110.682]","(371.96, 376.98]"
"(13.814, 14.738]","(18.501, 18.771]","(11.436, 12.025]","(81.228, 83.538]","(273.485, 284.533]"
"(25.736, 27.039]","(13.929, 14.944]","(15.553, 15.934]","(93.273, 94.262]","(326.116, 330.17]"
"(17.889, 18.272]","(14.944, 15.788]","(16.276, 16.67]","(81.228, 83.538]","(293.923, 300.576]"
"(22.313, 22.783]","(18.162, 18.501]","(18.814, 19.331]","(97.61, 98.733]","(348.372, 351.445]"
"(27.039, 32.408]","(18.501, 18.771]","(19.331, 19.82]","(119.313, 122.848]","(404.07, 414.075]"
"(12.63, 13.814]","(13.929, 14.944]","(8.499, 9.631]","(54.760000000000005, 71.462]","(202.051, 259.916]"
"(17.889, 18.272]","(21.423, 21.743]","(16.67, 17.084]","(94.262, 95.517]","(326.116, 330.17]"
"(18.605, 18.902]","(21.743, 22.186]","(13.381, 13.911]","(103.02, 104.578]","(351.445, 355.117]"
"(16.159, 16.52]","(25.34, 26.318]","(12.025, 12.377]","(106.094, 107.302]","(359.0, 363.406]"
"(23.805, 24.48]","(27.386, 34.199]","(15.934, 16.276]","(127.601, 160.961]","(434.791, 529.207]"
"(19.188, 19.478]","(16.838, 17.383]","(16.276, 16.67]","(97.61, 98.733]","(338.719, 341.206]"
"(24.993, 25.736]","(27.386, 34.199]","(7.345, 8.499]","(127.601, 160.961]","(434.791, 529.207]"
"(17.586, 17.889]","(20.481, 20.768]","(2.942, 7.345]","(95.517, 96.507]","(300.576, 305.93]"
"(21.116, 21.439]","(24.747, 25.34]","(19.82, 20.687]","(113.785, 116.824]","(404.07, 414.075]"
"(17.889, 18.272]","(17.858, 18.162]","(14.538, 14.774]","(87.582, 89.482]","(305.93, 311.517]"
"(18.272, 18.605]","(19.448, 19.809]","(17.502, 17.964]","(93.273, 94.262]","(338.719, 341.206]"
"(20.838, 21.116]","(20.768, 21.045]","(17.502, 17.964]","(101.812, 103.02]","(355.117, 359.0]"
"(22.313, 22.783]","(17.858, 18.162]","(14.774, 15.07]","(96.507, 97.61]","(330.17, 334.674]"
"(16.52, 17.107]","(22.669, 23.02]","(14.774, 15.07]","(96.507, 97.61]","(338.719, 341.206]"
"(16.52, 17.107]","(15.788, 16.404]","(15.934, 16.276]","(85.636, 87.582]","(305.93, 311.517]"
"(17.107, 17.586]","(13.929, 14.944]","(20.687, 22.294]","(77.432, 81.228]","(305.93, 311.517]"
"(19.188, 19.478]","(16.404, 16.838]","(2.942, 7.345]","(77.432, 81.228]","(259.916, 273.485]"
"(13.814, 14.738]","(14.944, 15.788]","(7.345, 8.499]","(71.462, 77.432]","(202.051, 259.916]"
"(18.902, 19.188]","(18.162, 18.501]","(10.926, 11.436]","(94.262, 95.517]","(316.566, 320.457]"
"(24.48, 24.993]","(21.743, 22.186]","(8.499, 9.631]","(119.313, 122.848]","(376.98, 383.594]"
"(13.814, 14.738]","(9.112, 12.761]","(20.687, 22.294]","(54.760000000000005, 71.462]","(202.051, 259.916]"
"(18.902, 19.188]","(21.045, 21.423]","(13.911, 14.24]","(103.02, 104.578]","(348.372, 351.445]"
"(27.039, 32.408]","(27.386, 34.199]","(12.025, 12.377]","(127.601, 160.961]","(434.791, 529.207]"
"(17.586, 17.889]","(19.079, 19.448]","(15.553, 15.934]","(97.61, 98.733]","(348.372, 351.445]"
"(16.159, 16.52]","(16.838, 17.383]","(14.538, 14.774]","(81.228, 83.538]","(284.533, 293.923]"
"(20.838, 21.116]","(17.858, 18.162]","(14.774, 15.07]","(87.582, 89.482]","(305.93, 311.517]"
"(19.828, 20.212]","(15.788, 16.404]","(22.294, 28.77]","(81.228, 83.538]","(320.457, 326.116]"
"(23.395, 23.805]","(23.02, 23.404]","(20.687, 22.294]","(113.785, 116.824]","(404.07, 414.075]"
"(12.63, 13.814]","(24.747, 25.34]","(17.502, 17.964]","(103.02, 104.578]","(367.307, 371.96]"
