A,B,C,D,E
1,2,2,3,84
2,2,2,3,101
1,0,1,1,30
1,2,1,3,119
0,0,0,0,6
0,1,1,0,16
2,2,0,4,117
0,0,3,0,2
2,2,1,3,111
2,2,0,3,101
1,2,3,3,107
2,1,1,2,57
0,0,1,1,29
2,2,0,3,91
0,2,2,2,66
1,3,0,3,107
0,0,2,0,13
1,1,1,3,89
1,2,1,2,71
0,1,0,1,21
1,3,0,4,123
0,2,2,2,55
1,0,0,0,3
2,2,1,3,119
0,1,0,1,28
3,0,2,2,73
1,0,2,1,42
2,1,3,3,94
3,1,3,4,155
0,0,0,0,1
1,2,2,2,75
1,2,1,3,97
0,3,0,3,106
3,3,2,12,182
1,1,2,3,85
3,3,0,11,174
1,2,0,2,49
2,3,3,4,155
1,1,1,2,55
1,1,3,2,85
2,2,3,3,104
2,1,1,3,76
1,2,1,3,86
1,0,2,1,52
1,0,3,1,52
1,0,0,1,10
0,0,0,0,5
1,1,0,2,64
3,2,0,4,128
0,0,3,0,2
1,2,1,3,97
3,3,0,11,174
1,1,2,3,94
0,1,1,1,36
2,1,1,2,56
1,0,3,1,67
2,2,3,4,157
0,3,3,3,113
1,3,1,3,114
2,2,1,3,103
1,2,0,3,88
1,2,1,3,96
2,1,1,2,76
3,2,3,3,128
2,1,1,2,52
2,3,2,4,142
2,3,1,9,165
1,2,1,3,96
1,1,1,1,26
2,2,2,3,90
3,1,2,3,93
2,1,2,2,86
1,0,1,1,27
3,1,1,3,95
2,2,1,3,100
3,1,2,3,99
0,1,3,1,39
2,1,2,3,113
3,3,0,10,167
3,3,3,5,173
1,0,1,2,61
1,1,0,2,38
1,3,3,3,112
1,2,1,3,86
1,1,3,3,106
2,0,2,2,64
1,2,1,3,98
1,0,2,0,7
1,3,2,4,134
1,0,0,2,49
1,2,2,3,117
0,1,2,1,27
1,1,3,2,77
1,1,2,2,73
1,3,0,3,97
0,1,3,1,40
2,1,1,3,97
2,0,3,2,88
0,3,1,2,72
3,0,0,3,81
2,1,2,3,90
2,2,3,4,151
2,3,3,5,170
2,1,2,2,86
0,0,3,0,21
3,0,1,2,64
1,1,0,2,62
1,0,0,1,20
2,2,0,3,114
0,1,0,1,22
3,0,2,1,58
1,1,2,3,92
1,2,0,3,77
3,2,1,5,156
0,3,2,3,90
0,2,2,1,51
2,2,2,4,131
0,1,3,1,69
0,1,1,2,66
1,0,0,0,1
2,3,3,4,159
1,1,3,3,87
2,2,3,3,125
0,2,1,2,69
3,3,1,9,164
0,2,2,1,48
2,1,2,3,84
3,3,3,6,174
1,3,2,3,128
3,2,1,4,137
0,3,0,3,109
0,1,0,2,50
0,1,3,0,31
1,1,3,1,49
3,3,3,6,174
2,0,1,1,45
2,3,1,8,169
3,3,0,14,183
2,3,0,6,149
1,1,3,3,93
2,1,0,3,65
3,2,3,3,133
1,3,0,4,129
2,3,3,4,155
1,2,0,3,71
1,3,0,4,141
3,1,2,3,128
1,1,2,2,67
2,1,2,3,86
1,1,1,1,47
2,2,1,3,106
0,1,0,2,46
2,1,1,3,93
1,3,1,3,109
2,2,3,4,142
1,1,1,3,92
3,1,3,3,104
3,0,2,2,89
2,1,0,2,50
2,1,1,3,90
2,0,1,0,13
2,2,0,3,101
1,3,3,4,145
3,3,1,5,163
3,2,3,3,142
2,2,1,3,114
1,3,1,3,93
3,1,0,3,88
0,3,2,3,101
1,0,1,1,30
0,2,1,2,71
1,1,0,2,33
3,1,3,3,104
2,2,1,3,94
2,1,2,3,99
2,0,3,0,38
3,3,3,9,179
1,2,1,3,91
2,1,2,3,103
2,2,2,3,130
1,2,1,3,88
1,1,3,2,85
0,2,3,3,100
0,1,1,1,29
1,0,3,0,19
2,1,0,3,95
2,0,1,2,52
3,0,3,2,64
1,2,3,3,108
2,2,0,4,115
0,2,1,3,84
2,3,0,4,142
2,2,0,4,118
3,2,1,3,117
1,2,1,3,107
0,3,0,3,92
2,1,3,3,107
2,2,1,4,125
0,2,1,2,66
0,1,2,2,57
2,2,1,3,97
2,2,3,3,114
3,1,1,3,120
3,3,2,5,166
1,1,0,2,61
0,2,3,2,73
1,2,3,3,126
1,1,3,3,126
1,1,0,2,58
3,0,2,2,59
0,0,0,0,2
2,1,1,3,86
3,0,0,3,91
1,0,0,1,31
1,1,0,2,59
2,3,0,4,115
3,1,1,3,98
1,0,2,1,25
2,1,1,2,50
0,3,0,4,106
2,0,3,3,99
1,1,0,3,83
2,1,3,2,81
1,1,1,3,83
2,3,1,9,173
1,2,0,3,83
0,1,2,2,78
1,1,0,3,70
3,3,3,9,177
1,1,3,2,88
3,2,1,4,134
2,3,2,4,132
1,2,0,3,97
1,1,1,3,78
2,2,3,3,123
3,1,0,3,102
3,2,1,4,135
3,2,3,4,140
2,1,0,3,84
2,1,3,3,131
3,3,1,4,136
0,2,1,2,80
3,2,1,4,120
1,2,1,3,86
3,3,0,9,172
3,3,2,4,145
2,1,0,3,75
0,1,0,2,57
1,3,3,3,93
0,1,0,1,15
3,3,2,4,145
1,1,0,2,43
0,1,2,1,53
1,1,1,3,81
0,0,3,0,21
2,2,3,3,138
3,3,0,5,162
3,3,1,14,184
2,1,1,2,75
1,2,0,2,50
0,3,0,3,85
0,1,3,1,49
3,3,1,5,143
2,1,1,2,74
1,2,1,3,101
1,3,0,4,137
0,0,0,2,43
0,1,1,1,49
1,2,3,3,101
2,2,1,3,111
0,1,1,1,40
1,1,1,2,77
2,0,1,1,34
1,1,3,1,65
2,1,1,3,100
0,2,1,1,43
0,2,3,2,85
1,2,1,2,64
3,0,3,2,86
1,0,1,0,13
3,1,0,4,120
2,1,0,3,99
3,2,3,4,136
3,3,1,10,174
2,1,1,3,99
1,1,1,2,71
2,1,1,3,80
2,3,0,3,102
2,1,2,3,82
3,1,1,3,79
2,1,0,2,55
2,0,0,1,25
1,1,3,2,85
2,3,1,5,151
1,2,3,3,104
2,1,2,3,86
1,1,1,3,79
2,1,0,2,60
2,0,1,1,47
1,0,1,1,31
3,1,3,3,128
2,3,3,5,166
1,3,1,3,93
1,2,0,3,89
2,0,0,1,40
3,0,3,2,80
3,3,1,5,152
1,1,1,2,64
0,1,3,2,80
3,2,1,3,124
2,1,1,2,62
0,1,0,2,50
1,0,0,1,12
