A,B,C,D,E
"(19.346, 20.454]","(21.459, 22.544]","(17.88, 19.046]","(100.813, 104.84]","(359.954, 372.131]"
"(20.454, 21.561]","(19.288, 20.374]","(17.88, 19.046]","(96.785, 100.813]","(347.777, 359.954]"
"(18.238, 19.346]","(16.033, 17.118]","(16.714, 17.88]","(84.704, 88.731]","(299.07, 311.247]"
"(19.346, 20.454]","(21.459, 22.544]","(9.718, 10.884]","(104.84, 108.867]","(347.777, 359.954]"
"(17.131, 18.238]","(18.203, 19.288]","(15.548, 16.714]","(88.731, 92.758]","(311.247, 323.424]"
"(13.794, 14.915]","(21.459, 22.544]","(16.714, 17.88]","(88.731, 92.758]","(311.247, 323.424]"
"(20.454, 21.561]","(20.374, 21.459]","(13.216, 14.382]","(100.813, 104.84]","(335.6, 347.777]"
"(18.238, 19.346]","(19.288, 20.374]","(15.548, 16.714]","(96.785, 100.813]","(335.6, 347.777]"
"(20.454, 21.561]","(20.374, 21.459]","(16.714, 17.88]","(100.813, 104.84]","(359.954, 372.131]"
"(21.561, 22.669]","(20.374, 21.459]","(12.05, 13.216]","(104.84, 108.867]","(359.954, 372.131]"
"(19.346, 20.454]","(16.033, 17.118]","(14.382, 15.548]","(88.731, 92.758]","(311.247, 323.424]"
"(20.454, 21.561]","(20.374, 21.459]","(16.714, 17.88]","(100.813, 104.84]","(347.777, 359.954]"
"(16.023, 17.131]","(20.374, 21.459]","(17.88, 19.046]","(96.785, 100.813]","(347.777, 359.954]"
"(21.561, 22.669]","(21.459, 22.544]","(13.216, 14.382]","(108.867, 112.894]","(359.954, 372.131]"
"(16.023, 17.131]","(20.374, 21.459]","(13.216, 14.382]","(92.758, 96.785]","(323.424, 335.6]"
"(18.238, 19.346]","(17.118, 18.203]","(10.884, 12.05]","(84.704, 88.731]","(286.893, 299.07]"
"(17.131, 18.238]","(21.459, 22.544]","(16.714, 17.88]","(96.785, 100.813]","(347.777, 359.954]"
"(19.346, 20.454]","(19.288, 20.374]","(15.548, 16.714]","(96.785, 100.813]","(335.6, 347.777]"
"(19.346, 20.454]","(24.715, 25.8]","(13.216, 14.382]","(112.894, 116.921]","(384.308, 396.484]"
"(16.023, 17.131]","(19.288, 20.374]","(13.216, 14.382]","(92.758, 96.785]","(311.247, 323.424]"
"(18.238, 19.346]","(17.118, 18.203]","(15.548, 16.714]","(88.731, 92.758]","(323.424, 335.6]"
"(17.131, 18.238]","(20.374, 21.459]","(16.714, 17.88]","(96.785, 100.813]","(335.6, 347.777]"
"(18.238, 19.346]","(22.544, 23.629]","(13.216, 14.382]","(100.813, 104.84]","(347.777, 359.954]"
"(20.454, 21.561]","(21.459, 22.544]","(14.382, 15.548]","(108.867, 112.894]","(372.131, 384.308]"
"(16.023, 17.131]","(20.374, 21.459]","(16.714, 17.88]","(92.758, 96.785]","(335.6, 347.777]"
"(22.669, 23.776]","(24.715, 25.8]","(14.382, 15.548]","(120.948, 124.975]","(408.661, 420.838]"
"(18.238, 19.346]","(18.203, 19.288]","(14.382, 15.548]","(92.758, 96.785]","(323.424, 335.6]"
"(20.454, 21.561]","(17.118, 18.203]","(20.213, 21.379]","(96.785, 100.813]","(347.777, 359.954]"
"(23.776, 24.884]","(16.033, 17.118]","(14.382, 15.548]","(96.785, 100.813]","(335.6, 347.777]"
"(16.023, 17.131]","(18.203, 19.288]","(12.05, 13.216]","(84.704, 88.731]","(286.893, 299.07]"
"(18.238, 19.346]","(18.203, 19.288]","(12.05, 13.216]","(88.731, 92.758]","(311.247, 323.424]"
"(19.346, 20.454]","(20.374, 21.459]","(13.216, 14.382]","(96.785, 100.813]","(335.6, 347.777]"
"(17.131, 18.238]","(20.374, 21.459]","(13.216, 14.382]","(92.758, 96.785]","(335.6, 347.777]"
"(21.561, 22.669]","(16.033, 17.118]","(17.88, 19.046]","(88.731, 92.758]","(323.424, 335.6]"
"(19.346, 20.454]","(19.288, 20.374]","(13.216, 14.382]","(100.813, 104.84]","(335.6, 347.777]"
"(21.561, 22.669]","(20.374, 21.459]","(12.05, 13.216]","(104.84, 108.867]","(347.777, 359.954]"
"(18.238, 19.346]","(20.374, 21.459]","(14.382, 15.548]","(96.785, 100.813]","(335.6, 347.777]"
"(20.454, 21.561]","(20.374, 21.459]","(16.714, 17.88]","(100.813, 104.84]","(347.777, 359.954]"
"(18.238, 19.346]","(23.629, 24.715]","(15.548, 16.714]","(104.84, 108.867]","(359.954, 372.131]"
"(18.238, 19.346]","(19.288, 20.374]","(15.548, 16.714]","(92.758, 96.785]","(335.6, 347.777]"
"(20.454, 21.561]","(17.118, 18.203]","(16.714, 17.88]","(88.731, 92.758]","(323.424, 335.6]"
"(20.454, 21.561]","(22.544, 23.629]","(14.382, 15.548]","(108.867, 112.894]","(372.131, 384.308]"
"(18.238, 19.346]","(21.459, 22.544]","(9.718, 10.884]","(100.813, 104.84]","(335.6, 347.777]"
"(18.238, 19.346]","(21.459, 22.544]","(13.216, 14.382]","(100.813, 104.84]","(335.6, 347.777]"
"(18.238, 19.346]","(19.288, 20.374]","(15.548, 16.714]","(96.785, 100.813]","(335.6, 347.777]"
"(19.346, 20.454]","(18.203, 19.288]","(15.548, 16.714]","(96.785, 100.813]","(335.6, 347.777]"
"(17.131, 18.238]","(19.288, 20.374]","(14.382, 15.548]","(96.785, 100.813]","(335.6, 347.777]"
"(19.346, 20.454]","(20.374, 21.459]","(10.884, 12.05]","(100.813, 104.84]","(335.6, 347.777]"
"(21.561, 22.669]","(21.459, 22.544]","(10.884, 12.05]","(108.867, 112.894]","(347.777, 359.954]"
"(17.131, 18.238]","(20.374, 21.459]","(16.714, 17.88]","(96.785, 100.813]","(335.6, 347.777]"
"(19.346, 20.454]","(18.203, 19.288]","(12.05, 13.216]","(96.785, 100.813]","(323.424, 335.6]"
"(22.669, 23.776]","(17.118, 18.203]","(13.216, 14.382]","(100.813, 104.84]","(347.777, 359.954]"
"(18.238, 19.346]","(17.118, 18.203]","(14.382, 15.548]","(88.731, 92.758]","(311.247, 323.424]"
"(17.131, 18.238]","(21.459, 22.544]","(13.216, 14.382]","(100.813, 104.84]","(347.777, 359.954]"
"(20.454, 21.561]","(21.459, 22.544]","(13.216, 14.382]","(104.84, 108.867]","(347.777, 359.954]"
"(19.346, 20.454]","(21.459, 22.544]","(14.382, 15.548]","(108.867, 112.894]","(372.131, 384.308]"
"(21.561, 22.669]","(19.288, 20.374]","(13.216, 14.382]","(100.813, 104.84]","(335.6, 347.777]"
"(16.023, 17.131]","(19.288, 20.374]","(12.05, 13.216]","(88.731, 92.758]","(311.247, 323.424]"
"(19.346, 20.454]","(17.118, 18.203]","(12.05, 13.216]","(92.758, 96.785]","(311.247, 323.424]"
"(19.346, 20.454]","(17.118, 18.203]","(12.05, 13.216]","(88.731, 92.758]","(311.247, 323.424]"
"(19.346, 20.454]","(21.459, 22.544]","(10.884, 12.05]","(100.813, 104.84]","(335.6, 347.777]"
"(18.238, 19.346]","(14.947, 16.033]","(15.548, 16.714]","(80.677, 84.704]","(286.893, 299.07]"
"(19.346, 20.454]","(21.459, 22.544]","(13.216, 14.382]","(104.84, 108.867]","(359.954, 372.131]"
"(21.561, 22.669]","(17.118, 18.203]","(14.382, 15.548]","(92.758, 96.785]","(323.424, 335.6]"
"(19.346, 20.454]","(23.629, 24.715]","(10.884, 12.05]","(112.894, 116.921]","(372.131, 384.308]"
"(19.346, 20.454]","(14.947, 16.033]","(12.05, 13.216]","(84.704, 88.731]","(286.893, 299.07]"
"(20.454, 21.561]","(17.118, 18.203]","(13.216, 14.382]","(92.758, 96.785]","(323.424, 335.6]"
"(19.346, 20.454]","(20.374, 21.459]","(14.382, 15.548]","(96.785, 100.813]","(335.6, 347.777]"
"(18.238, 19.346]","(20.374, 21.459]","(14.382, 15.548]","(96.785, 100.813]","(335.6, 347.777]"
"(20.454, 21.561]","(20.374, 21.459]","(13.216, 14.382]","(100.813, 104.84]","(347.777, 359.954]"
"(22.669, 23.776]","(18.203, 19.288]","(16.714, 17.88]","(100.813, 104.84]","(359.954, 372.131]"
"(20.454, 21.561]","(19.288, 20.374]","(15.548, 16.714]","(100.813, 104.84]","(347.777, 359.954]"
"(19.346, 20.454]","(17.118, 18.203]","(16.714, 17.88]","(92.758, 96.785]","(335.6, 347.777]"
"(21.561, 22.669]","(19.288, 20.374]","(12.05, 13.216]","(100.813, 104.84]","(335.6, 347.777]"
"(21.561, 22.669]","(19.288, 20.374]","(12.05, 13.216]","(96.785, 100.813]","(335.6, 347.777]"
"(21.561, 22.669]","(21.459, 22.544]","(13.216, 14.382]","(108.867, 112.894]","(359.954, 372.131]"
"(16.023, 17.131]","(19.288, 20.374]","(15.548, 16.714]","(88.731, 92.758]","(323.424, 335.6]"
"(19.346, 20.454]","(21.459, 22.544]","(16.714, 17.88]","(104.84, 108.867]","(372.131, 384.308]"
"(22.669, 23.776]","(20.374, 21.459]","(14.382, 15.548]","(104.84, 108.867]","(359.954, 372.131]"
"(22.669, 23.776]","(14.947, 16.033]","(13.216, 14.382]","(92.758, 96.785]","(311.247, 323.424]"
"(19.346, 20.454]","(19.288, 20.374]","(14.382, 15.548]","(92.758, 96.785]","(323.424, 335.6]"
"(18.238, 19.346]","(19.288, 20.374]","(14.382, 15.548]","(92.758, 96.785]","(323.424, 335.6]"
"(18.238, 19.346]","(17.118, 18.203]","(14.382, 15.548]","(84.704, 88.731]","(299.07, 311.247]"
"(19.346, 20.454]","(21.459, 22.544]","(15.548, 16.714]","(104.84, 108.867]","(359.954, 372.131]"
"(19.346, 20.454]","(19.288, 20.374]","(12.05, 13.216]","(96.785, 100.813]","(323.424, 335.6]"
"(20.454, 21.561]","(22.544, 23.629]","(12.05, 13.216]","(108.867, 112.894]","(359.954, 372.131]"
"(19.346, 20.454]","(19.288, 20.374]","(15.548, 16.714]","(96.785, 100.813]","(335.6, 347.777]"
"(18.238, 19.346]","(18.203, 19.288]","(14.382, 15.548]","(88.731, 92.758]","(311.247, 323.424]"
"(19.346, 20.454]","(17.118, 18.203]","(14.382, 15.548]","(88.731, 92.758]","(311.247, 323.424]"
"(19.346, 20.454]","(20.374, 21.459]","(14.382, 15.548]","(100.813, 104.84]","(335.6, 347.777]"
"(18.238, 19.346]","(19.288, 20.374]","(13.216, 14.382]","(96.785, 100.813]","(335.6, 347.777]"
"(16.023, 17.131]","(18.203, 19.288]","(12.05, 13.216]","(88.731, 92.758]","(299.07, 311.247]"
"(19.346, 20.454]","(14.947, 16.033]","(13.216, 14.382]","(84.704, 88.731]","(286.893, 299.07]"
"(18.238, 19.346]","(21.459, 22.544]","(14.382, 15.548]","(96.785, 100.813]","(335.6, 347.777]"
"(18.238, 19.346]","(19.288, 20.374]","(16.714, 17.88]","(96.785, 100.813]","(335.6, 347.777]"
"(17.131, 18.238]","(20.374, 21.459]","(16.714, 17.88]","(92.758, 96.785]","(335.6, 347.777]"
"(20.454, 21.561]","(21.459, 22.544]","(16.714, 17.88]","(108.867, 112.894]","(372.131, 384.308]"
"(20.454, 21.561]","(22.544, 23.629]","(17.88, 19.046]","(108.867, 112.894]","(384.308, 396.484]"
"(14.915, 16.023]","(19.288, 20.374]","(17.88, 19.046]","(88.731, 92.758]","(323.424, 335.6]"
"(21.561, 22.669]","(20.374, 21.459]","(15.548, 16.714]","(104.84, 108.867]","(359.954, 372.131]"
"(19.346, 20.454]","(19.288, 20.374]","(15.548, 16.714]","(96.785, 100.813]","(335.6, 347.777]"
"(20.454, 21.561]","(19.288, 20.374]","(19.046, 20.213]","(100.813, 104.84]","(359.954, 372.131]"
"(20.454, 21.561]","(22.544, 23.629]","(10.884, 12.05]","(108.867, 112.894]","(372.131, 384.308]"
"(20.454, 21.561]","(21.459, 22.544]","(14.382, 15.548]","(104.84, 108.867]","(359.954, 372.131]"
"(17.131, 18.238]","(18.203, 19.288]","(12.05, 13.216]","(88.731, 92.758]","(311.247, 323.424]"
"(22.669, 23.776]","(21.459, 22.544]","(13.216, 14.382]","(108.867, 112.894]","(372.131, 384.308]"
"(18.238, 19.346]","(17.118, 18.203]","(17.88, 19.046]","(88.731, 92.758]","(311.247, 323.424]"
"(19.346, 20.454]","(19.288, 20.374]","(14.382, 15.548]","(92.758, 96.785]","(323.424, 335.6]"
"(21.561, 22.669]","(21.459, 22.544]","(15.548, 16.714]","(108.867, 112.894]","(384.308, 396.484]"
"(16.023, 17.131]","(22.544, 23.629]","(14.382, 15.548]","(100.813, 104.84]","(347.777, 359.954]"
"(22.669, 23.776]","(17.118, 18.203]","(15.548, 16.714]","(96.785, 100.813]","(347.777, 359.954]"
"(18.238, 19.346]","(19.288, 20.374]","(14.382, 15.548]","(92.758, 96.785]","(323.424, 335.6]"
"(18.238, 19.346]","(17.118, 18.203]","(13.216, 14.382]","(88.731, 92.758]","(311.247, 323.424]"
"(24.884, 25.992]","(14.947, 16.033]","(16.714, 17.88]","(96.785, 100.813]","(347.777, 359.954]"
"(16.023, 17.131]","(18.203, 19.288]","(16.714, 17.88]","(88.731, 92.758]","(311.247, 323.424]"
"(16.023, 17.131]","(18.203, 19.288]","(14.382, 15.548]","(88.731, 92.758]","(323.424, 335.6]"
"(20.454, 21.561]","(16.033, 17.118]","(16.714, 17.88]","(92.758, 96.785]","(323.424, 335.6]"
"(17.131, 18.238]","(23.629, 24.715]","(13.216, 14.382]","(104.84, 108.867]","(359.954, 372.131]"
