X,Y
0,"(2.134, 4.917]"
1,"(24.165, 26.915]"
1,"(24.165, 26.915]"
1,"(24.165, 26.915]"
1,"(24.165, 26.915]"
1,"(24.165, 26.915]"
1,"(24.165, 26.915]"
1,"(24.165, 26.915]"
1,"(24.165, 26.915]"
1,"(24.165, 26.915]"
0,"(18.666, 21.415]"
1,"(24.165, 26.915]"
0,"(15.916, 18.666]"
1,"(24.165, 26.915]"
1,"(24.165, 26.915]"
1,"(21.415, 24.165]"
0,"(18.666, 21.415]"
1,"(24.165, 26.915]"
1,"(24.165, 26.915]"
1,"(21.415, 24.165]"
1,"(24.165, 26.915]"
1,"(24.165, 26.915]"
1,"(21.415, 24.165]"
1,"(24.165, 26.915]"
1,"(24.165, 26.915]"
1,"(24.165, 26.915]"
0,"(26.915, 29.665]"
1,"(24.165, 26.915]"
0,"(7.667, 10.417]"
1,"(24.165, 26.915]"
1,"(24.165, 26.915]"
1,"(24.165, 26.915]"
1,"(24.165, 26.915]"
1,"(21.415, 24.165]"
0,"(32.414, 35.164]"
1,"(24.165, 26.915]"
1,"(24.165, 26.915]"
1,"(26.915, 29.665]"
1,"(21.415, 24.165]"
1,"(21.415, 24.165]"
1,"(24.165, 26.915]"
1,"(21.415, 24.165]"
0,"(10.417, 13.166]"
1,"(24.165, 26.915]"
1,"(24.165, 26.915]"
0,"(15.916, 18.666]"
1,"(24.165, 26.915]"
1,"(21.415, 24.165]"
0,"(32.414, 35.164]"
1,"(21.415, 24.165]"
1,"(24.165, 26.915]"
1,"(24.165, 26.915]"
0,"(13.166, 15.916]"
1,"(24.165, 26.915]"
1,"(21.415, 24.165]"
1,"(21.415, 24.165]"
0,"(2.134, 4.917]"
1,"(24.165, 26.915]"
1,"(24.165, 26.915]"
1,"(24.165, 26.915]"
1,"(24.165, 26.915]"
1,"(26.915, 29.665]"
1,"(24.165, 26.915]"
1,"(24.165, 26.915]"
1,"(24.165, 26.915]"
1,"(24.165, 26.915]"
1,"(24.165, 26.915]"
1,"(24.165, 26.915]"
1,"(24.165, 26.915]"
1,"(24.165, 26.915]"
1,"(24.165, 26.915]"
0,"(15.916, 18.666]"
0,"(21.415, 24.165]"
1,"(24.165, 26.915]"
1,"(24.165, 26.915]"
1,"(21.415, 24.165]"
0,"(21.415, 24.165]"
1,"(24.165, 26.915]"
1,"(24.165, 26.915]"
1,"(24.165, 26.915]"
1,"(24.165, 26.915]"
1,"(24.165, 26.915]"
0,"(24.165, 26.915]"
1,"(24.165, 26.915]"
0,"(21.415, 24.165]"
1,"(24.165, 26.915]"
0,"(18.666, 21.415]"
1,"(24.165, 26.915]"
1,"(24.165, 26.915]"
0,"(21.415, 24.165]"
1,"(24.165, 26.915]"
1,"(24.165, 26.915]"
1,"(21.415, 24.165]"
1,"(24.165, 26.915]"
1,"(21.415, 24.165]"
0,"(13.166, 15.916]"
0,"(29.665, 32.414]"
1,"(24.165, 26.915]"
1,"(24.165, 26.915]"
1,"(24.165, 26.915]"
