X,Y
0,"(2.166, 19.026]"
1,"(25.201, 25.429]"
1,"(26.526, 35.164]"
1,"(26.526, 35.164]"
1,"(24.914, 25.201]"
1,"(24.157, 24.557]"
1,"(24.157, 24.557]"
1,"(24.914, 25.201]"
1,"(24.914, 25.201]"
1,"(25.429, 25.934]"
0,"(19.026, 23.609]"
1,"(24.157, 24.557]"
0,"(2.166, 19.026]"
1,"(24.557, 24.914]"
1,"(24.157, 24.557]"
1,"(19.026, 23.609]"
0,"(2.166, 19.026]"
1,"(24.157, 24.557]"
1,"(24.557, 24.914]"
1,"(23.609, 24.157]"
1,"(25.429, 25.934]"
1,"(25.201, 25.429]"
1,"(19.026, 23.609]"
1,"(25.934, 26.526]"
1,"(24.914, 25.201]"
1,"(25.201, 25.429]"
0,"(26.526, 35.164]"
1,"(25.429, 25.934]"
0,"(2.166, 19.026]"
1,"(25.934, 26.526]"
1,"(24.157, 24.557]"
1,"(24.557, 24.914]"
1,"(25.429, 25.934]"
1,"(19.026, 23.609]"
0,"(26.526, 35.164]"
1,"(24.157, 24.557]"
1,"(24.157, 24.557]"
1,"(26.526, 35.164]"
1,"(19.026, 23.609]"
1,"(19.026, 23.609]"
1,"(25.201, 25.429]"
1,"(23.609, 24.157]"
0,"(2.166, 19.026]"
1,"(24.557, 24.914]"
1,"(25.201, 25.429]"
0,"(2.166, 19.026]"
1,"(25.429, 25.934]"
1,"(23.609, 24.157]"
0,"(26.526, 35.164]"
1,"(19.026, 23.609]"
1,"(24.914, 25.201]"
1,"(26.526, 35.164]"
0,"(2.166, 19.026]"
1,"(25.934, 26.526]"
1,"(23.609, 24.157]"
1,"(23.609, 24.157]"
0,"(2.166, 19.026]"
1,"(24.157, 24.557]"
1,"(26.526, 35.164]"
1,"(25.201, 25.429]"
1,"(25.429, 25.934]"
1,"(26.526, 35.164]"
1,"(25.201, 25.429]"
1,"(24.557, 24.914]"
1,"(25.201, 25.429]"
1,"(25.934, 26.526]"
1,"(24.914, 25.201]"
1,"(25.201, 25.429]"
1,"(24.557, 24.914]"
1,"(24.557, 24.914]"
1,"(25.934, 26.526]"
0,"(2.166, 19.026]"
0,"(23.609, 24.157]"
1,"(24.557, 24.914]"
1,"(25.201, 25.429]"
1,"(23.609, 24.157]"
0,"(19.026, 23.609]"
1,"(24.914, 25.201]"
1,"(25.429, 25.934]"
1,"(24.557, 24.914]"
1,"(25.934, 26.526]"
1,"(25.934, 26.526]"
0,"(24.914, 25.201]"
1,"(24.914, 25.201]"
0,"(23.609, 24.157]"
1,"(25.429, 25.934]"
0,"(19.026, 23.609]"
1,"(25.934, 26.526]"
1,"(25.934, 26.526]"
0,"(19.026, 23.609]"
1,"(24.557, 24.914]"
1,"(25.934, 26.526]"
1,"(23.609, 24.157]"
1,"(24.157, 24.557]"
1,"(23.609, 24.157]"
0,"(2.166, 19.026]"
0,"(26.526, 35.164]"
1,"(25.429, 25.934]"
1,"(24.914, 25.201]"
1,"(25.429, 25.934]"
