X,Y
0,"(2.166, 16.19]"
1,"(25.154, 25.305]"
1,"(26.439, 26.844]"
1,"(26.439, 26.844]"
1,"(24.795, 24.948]"
1,"(24.116, 24.418]"
1,"(24.116, 24.418]"
1,"(24.795, 24.948]"
1,"(24.795, 24.948]"
1,"(25.431, 25.721]"
0,"(16.19, 21.493]"
1,"(24.116, 24.418]"
0,"(16.19, 21.493]"
1,"(24.639, 24.795]"
1,"(24.418, 24.639]"
1,"(23.362, 23.884]"
0,"(16.19, 21.493]"
1,"(24.418, 24.639]"
1,"(24.639, 24.795]"
1,"(23.884, 24.116]"
1,"(25.431, 25.721]"
1,"(25.305, 25.431]"
1,"(21.493, 23.362]"
1,"(25.721, 25.98]"
1,"(24.948, 25.154]"
1,"(25.305, 25.431]"
0,"(26.844, 35.164]"
1,"(25.721, 25.98]"
0,"(2.166, 16.19]"
1,"(26.439, 26.844]"
1,"(24.116, 24.418]"
1,"(24.639, 24.795]"
1,"(25.721, 25.98]"
1,"(21.493, 23.362]"
0,"(26.844, 35.164]"
1,"(24.116, 24.418]"
1,"(24.418, 24.639]"
1,"(26.844, 35.164]"
1,"(23.362, 23.884]"
1,"(21.493, 23.362]"
1,"(25.305, 25.431]"
1,"(23.884, 24.116]"
0,"(2.166, 16.19]"
1,"(24.795, 24.948]"
1,"(25.154, 25.305]"
0,"(16.19, 21.493]"
1,"(25.431, 25.721]"
1,"(23.362, 23.884]"
0,"(26.844, 35.164]"
1,"(21.493, 23.362]"
1,"(24.948, 25.154]"
1,"(26.439, 26.844]"
0,"(2.166, 16.19]"
1,"(25.721, 25.98]"
1,"(23.884, 24.116]"
1,"(23.362, 23.884]"
0,"(2.166, 16.19]"
1,"(24.418, 24.639]"
1,"(26.439, 26.844]"
1,"(25.305, 25.431]"
1,"(25.431, 25.721]"
1,"(26.844, 35.164]"
1,"(25.154, 25.305]"
1,"(24.639, 24.795]"
1,"(25.154, 25.305]"
1,"(25.98, 26.439]"
1,"(24.948, 25.154]"
1,"(25.305, 25.431]"
1,"(24.639, 24.795]"
1,"(24.795, 24.948]"
1,"(26.439, 26.844]"
0,"(16.19, 21.493]"
0,"(23.884, 24.116]"
1,"(24.795, 24.948]"
1,"(25.154, 25.305]"
1,"(23.884, 24.116]"
0,"(21.493, 23.362]"
1,"(24.948, 25.154]"
1,"(25.721, 25.98]"
1,"(24.639, 24.795]"
1,"(25.98, 26.439]"
1,"(25.98, 26.439]"
0,"(24.948, 25.154]"
1,"(24.948, 25.154]"
0,"(23.362, 23.884]"
1,"(25.721, 25.98]"
0,"(16.19, 21.493]"
1,"(25.98, 26.439]"
1,"(25.98, 26.439]"
0,"(21.493, 23.362]"
1,"(24.418, 24.639]"
1,"(25.98, 26.439]"
1,"(23.884, 24.116]"
1,"(24.418, 24.639]"
1,"(23.362, 23.884]"
0,"(2.166, 16.19]"
0,"(26.844, 35.164]"
1,"(25.431, 25.721]"
1,"(25.154, 25.305]"
1,"(25.431, 25.721]"
