X,Y
0,"(2.166, 2.983]"
1,"(3.836, 4.461]"
1,"(6.823, 9.987]"
1,"(6.823, 9.987]"
1,"(3.836, 4.461]"
1,"(2.166, 2.983]"
1,"(2.166, 2.983]"
1,"(3.836, 4.461]"
1,"(2.983, 3.836]"
1,"(4.461, 5.068]"
0,"(5.068, 5.872]"
1,"(2.166, 2.983]"
0,"(5.068, 5.872]"
1,"(2.983, 3.836]"
1,"(2.983, 3.836]"
1,"(-0.815, 2.166]"
0,"(5.068, 5.872]"
1,"(2.166, 2.983]"
1,"(2.983, 3.836]"
1,"(-0.815, 2.166]"
1,"(5.068, 5.872]"
1,"(4.461, 5.068]"
1,"(-0.815, 2.166]"
1,"(5.872, 6.823]"
1,"(3.836, 4.461]"
1,"(4.461, 5.068]"
0,"(6.823, 9.987]"
1,"(5.068, 5.872]"
0,"(2.983, 3.836]"
1,"(6.823, 9.987]"
1,"(2.166, 2.983]"
1,"(2.983, 3.836]"
1,"(5.068, 5.872]"
1,"(-0.815, 2.166]"
0,"(6.823, 9.987]"
1,"(2.166, 2.983]"
1,"(2.166, 2.983]"
1,"(6.823, 9.987]"
1,"(-0.815, 2.166]"
1,"(-0.815, 2.166]"
1,"(4.461, 5.068]"
1,"(-0.815, 2.166]"
0,"(3.836, 4.461]"
1,"(2.983, 3.836]"
1,"(4.461, 5.068]"
0,"(5.068, 5.872]"
1,"(5.068, 5.872]"
1,"(-0.815, 2.166]"
0,"(6.823, 9.987]"
1,"(-0.815, 2.166]"
1,"(3.836, 4.461]"
1,"(6.823, 9.987]"
0,"(4.461, 5.068]"
1,"(5.872, 6.823]"
1,"(-0.815, 2.166]"
1,"(-0.815, 2.166]"
0,"(2.166, 2.983]"
1,"(2.166, 2.983]"
1,"(6.823, 9.987]"
1,"(4.461, 5.068]"
1,"(5.068, 5.872]"
1,"(6.823, 9.987]"
1,"(3.836, 4.461]"
1,"(2.983, 3.836]"
1,"(4.461, 5.068]"
1,"(5.872, 6.823]"
1,"(3.836, 4.461]"
1,"(4.461, 5.068]"
1,"(2.983, 3.836]"
1,"(2.983, 3.836]"
1,"(6.823, 9.987]"
0,"(4.461, 5.068]"
0,"(5.872, 6.823]"
1,"(2.983, 3.836]"
1,"(3.836, 4.461]"
1,"(2.166, 2.983]"
0,"(5.872, 6.823]"
1,"(3.836, 4.461]"
1,"(5.068, 5.872]"
1,"(2.983, 3.836]"
1,"(5.872, 6.823]"
1,"(6.823, 9.987]"
0,"(5.872, 6.823]"
1,"(3.836, 4.461]"
0,"(5.872, 6.823]"
1,"(5.068, 5.872]"
0,"(5.068, 5.872]"
1,"(5.872, 6.823]"
1,"(5.872, 6.823]"
0,"(5.872, 6.823]"
1,"(2.983, 3.836]"
1,"(5.872, 6.823]"
1,"(-0.815, 2.166]"
1,"(2.166, 2.983]"
1,"(-0.815, 2.166]"
0,"(4.461, 5.068]"
0,"(6.823, 9.987]"
1,"(5.068, 5.872]"
1,"(3.836, 4.461]"
1,"(4.461, 5.068]"
