X,Y
0,"(2.21, 2.642]"
1,"(4.37, 4.803]"
1,"(7.395, 7.827]"
1,"(7.395, 7.827]"
1,"(3.506, 3.938]"
1,"(2.642, 3.074]"
1,"(2.21, 2.642]"
1,"(3.506, 3.938]"
1,"(3.506, 3.938]"
1,"(4.803, 5.235]"
0,"(5.235, 5.667]"
1,"(2.642, 3.074]"
0,"(5.235, 5.667]"
1,"(3.506, 3.938]"
1,"(2.642, 3.074]"
1,"(0.914, 1.346]"
0,"(5.235, 5.667]"
1,"(2.642, 3.074]"
1,"(3.074, 3.506]"
1,"(1.778, 2.21]"
1,"(4.803, 5.235]"
1,"(4.37, 4.803]"
1,"(-0.825, -0.382]"
1,"(5.667, 6.099]"
1,"(3.938, 4.37]"
1,"(4.803, 5.235]"
0,"(6.963, 7.395]"
1,"(5.235, 5.667]"
0,"(3.506, 3.938]"
1,"(6.963, 7.395]"
1,"(2.21, 2.642]"
1,"(3.074, 3.506]"
1,"(5.235, 5.667]"
1,"(0.482, 0.914]"
0,"(8.691, 9.123]"
1,"(2.642, 3.074]"
1,"(2.642, 3.074]"
1,"(8.691, 9.123]"
1,"(0.482, 0.914]"
1,"(0.0498, 0.482]"
1,"(4.37, 4.803]"
1,"(1.778, 2.21]"
0,"(3.938, 4.37]"
1,"(3.506, 3.938]"
1,"(4.37, 4.803]"
0,"(5.235, 5.667]"
1,"(4.803, 5.235]"
1,"(0.914, 1.346]"
0,"(8.691, 9.123]"
1,"(0.0498, 0.482]"
1,"(3.938, 4.37]"
1,"(7.395, 7.827]"
0,"(4.803, 5.235]"
1,"(5.667, 6.099]"
1,"(1.778, 2.21]"
1,"(0.914, 1.346]"
0,"(2.21, 2.642]"
1,"(2.642, 3.074]"
1,"(6.963, 7.395]"
1,"(4.37, 4.803]"
1,"(5.235, 5.667]"
1,"(9.555, 9.987]"
1,"(4.37, 4.803]"
1,"(3.074, 3.506]"
1,"(4.37, 4.803]"
1,"(5.667, 6.099]"
1,"(3.938, 4.37]"
1,"(4.37, 4.803]"
1,"(3.074, 3.506]"
1,"(3.506, 3.938]"
1,"(6.531, 6.963]"
0,"(4.803, 5.235]"
0,"(6.531, 6.963]"
1,"(3.506, 3.938]"
1,"(4.37, 4.803]"
1,"(2.21, 2.642]"
0,"(6.099, 6.531]"
1,"(3.938, 4.37]"
1,"(5.667, 6.099]"
1,"(3.074, 3.506]"
1,"(5.667, 6.099]"
1,"(6.531, 6.963]"
0,"(6.531, 6.963]"
1,"(3.938, 4.37]"
0,"(6.531, 6.963]"
1,"(5.667, 6.099]"
0,"(5.667, 6.099]"
1,"(6.099, 6.531]"
1,"(6.099, 6.531]"
0,"(6.099, 6.531]"
1,"(3.074, 3.506]"
1,"(6.531, 6.963]"
1,"(1.778, 2.21]"
1,"(2.642, 3.074]"
1,"(1.346, 1.778]"
0,"(4.803, 5.235]"
0,"(7.827, 8.259]"
1,"(4.803, 5.235]"
1,"(4.37, 4.803]"
1,"(4.803, 5.235]"
