X,Y
0,"(1.886, 3.236]"
1,"(3.236, 4.586]"
1,"(7.287, 8.637]"
1,"(7.287, 8.637]"
1,"(3.236, 4.586]"
1,"(1.886, 3.236]"
1,"(1.886, 3.236]"
1,"(3.236, 4.586]"
1,"(3.236, 4.586]"
1,"(4.586, 5.937]"
0,"(4.586, 5.937]"
1,"(1.886, 3.236]"
0,"(4.586, 5.937]"
1,"(3.236, 4.586]"
1,"(1.886, 3.236]"
1,"(0.536, 1.886]"
0,"(4.586, 5.937]"
1,"(1.886, 3.236]"
1,"(3.236, 4.586]"
1,"(1.886, 3.236]"
1,"(4.586, 5.937]"
1,"(4.586, 5.937]"
1,"(-0.825, 0.536]"
1,"(4.586, 5.937]"
1,"(3.236, 4.586]"
1,"(4.586, 5.937]"
0,"(5.937, 7.287]"
1,"(4.586, 5.937]"
0,"(3.236, 4.586]"
1,"(5.937, 7.287]"
1,"(1.886, 3.236]"
1,"(3.236, 4.586]"
1,"(4.586, 5.937]"
1,"(0.536, 1.886]"
0,"(8.637, 9.987]"
1,"(1.886, 3.236]"
1,"(1.886, 3.236]"
1,"(8.637, 9.987]"
1,"(0.536, 1.886]"
1,"(-0.825, 0.536]"
1,"(4.586, 5.937]"
1,"(1.886, 3.236]"
0,"(3.236, 4.586]"
1,"(3.236, 4.586]"
1,"(4.586, 5.937]"
0,"(4.586, 5.937]"
1,"(4.586, 5.937]"
1,"(0.536, 1.886]"
0,"(8.637, 9.987]"
1,"(-0.825, 0.536]"
1,"(3.236, 4.586]"
1,"(7.287, 8.637]"
0,"(4.586, 5.937]"
1,"(5.937, 7.287]"
1,"(0.536, 1.886]"
1,"(0.536, 1.886]"
0,"(1.886, 3.236]"
1,"(1.886, 3.236]"
1,"(5.937, 7.287]"
1,"(4.586, 5.937]"
1,"(4.586, 5.937]"
1,"(8.637, 9.987]"
1,"(3.236, 4.586]"
1,"(3.236, 4.586]"
1,"(3.236, 4.586]"
1,"(5.937, 7.287]"
1,"(3.236, 4.586]"
1,"(4.586, 5.937]"
1,"(3.236, 4.586]"
1,"(3.236, 4.586]"
1,"(5.937, 7.287]"
0,"(4.586, 5.937]"
0,"(5.937, 7.287]"
1,"(3.236, 4.586]"
1,"(3.236, 4.586]"
1,"(1.886, 3.236]"
0,"(5.937, 7.287]"
1,"(3.236, 4.586]"
1,"(4.586, 5.937]"
1,"(3.236, 4.586]"
1,"(5.937, 7.287]"
1,"(5.937, 7.287]"
0,"(5.937, 7.287]"
1,"(3.236, 4.586]"
0,"(5.937, 7.287]"
1,"(4.586, 5.937]"
0,"(4.586, 5.937]"
1,"(5.937, 7.287]"
1,"(5.937, 7.287]"
0,"(5.937, 7.287]"
1,"(1.886, 3.236]"
1,"(5.937, 7.287]"
1,"(1.886, 3.236]"
1,"(1.886, 3.236]"
1,"(0.536, 1.886]"
0,"(4.586, 5.937]"
0,"(7.287, 8.637]"
1,"(4.586, 5.937]"
1,"(3.236, 4.586]"
1,"(4.586, 5.937]"
