A,B
"(9.113, 11.984]","(16.29, 20.168]"
"(14.854, 17.725]","(31.803, 35.682]"
"(9.113, 11.984]","(12.411, 16.29]"
"(9.113, 11.984]","(27.925, 31.803]"
"(14.854, 17.725]","(27.925, 31.803]"
"(11.984, 14.854]","(24.046, 27.925]"
"(11.984, 14.854]","(20.168, 24.046]"
"(11.984, 14.854]","(16.29, 20.168]"
"(11.984, 14.854]","(20.168, 24.046]"
"(14.854, 17.725]","(20.168, 24.046]"
"(11.984, 14.854]","(20.168, 24.046]"
"(11.984, 14.854]","(20.168, 24.046]"
"(11.984, 14.854]","(20.168, 24.046]"
"(9.113, 11.984]","(31.803, 35.682]"
"(9.113, 11.984]","(20.168, 24.046]"
"(6.242, 9.113]","(24.046, 27.925]"
"(6.242, 9.113]","(16.29, 20.168]"
"(6.242, 9.113]","(16.29, 20.168]"
"(9.113, 11.984]","(20.168, 24.046]"
"(11.984, 14.854]","(20.168, 24.046]"
"(11.984, 14.854]","(24.046, 27.925]"
"(9.113, 11.984]","(35.682, 39.56]"
"(9.113, 11.984]","(24.046, 27.925]"
"(6.242, 9.113]","(16.29, 20.168]"
"(3.371, 6.242]","(35.682, 39.56]"
"(9.113, 11.984]","(20.168, 24.046]"
"(6.242, 9.113]","(20.168, 24.046]"
"(11.984, 14.854]","(20.168, 24.046]"
"(9.113, 11.984]","(24.046, 27.925]"
"(20.596, 23.467]","(24.046, 27.925]"
"(9.113, 11.984]","(16.29, 20.168]"
"(11.984, 14.854]","(27.925, 31.803]"
"(9.113, 11.984]","(20.168, 24.046]"
"(9.113, 11.984]","(24.046, 27.925]"
"(6.242, 9.113]","(16.29, 20.168]"
"(9.113, 11.984]","(20.168, 24.046]"
"(6.242, 9.113]","(16.29, 20.168]"
"(6.242, 9.113]","(12.411, 16.29]"
"(3.371, 6.242]","(16.29, 20.168]"
"(3.371, 6.242]","(12.411, 16.29]"
"(14.854, 17.725]","(24.046, 27.925]"
"(20.596, 23.467]","(24.046, 27.925]"
"(11.984, 14.854]","(35.682, 39.56]"
"(9.113, 11.984]","(20.168, 24.046]"
"(3.371, 6.242]","(20.168, 24.046]"
"(3.371, 6.242]","(12.411, 16.29]"
"(0.477, 3.371]","(8.502, 12.411]"
"(0.477, 3.371]","(12.411, 16.29]"
"(11.984, 14.854]","(16.29, 20.168]"
"(9.113, 11.984]","(24.046, 27.925]"
"(9.113, 11.984]","(20.168, 24.046]"
"(3.371, 6.242]","(20.168, 24.046]"
"(6.242, 9.113]","(16.29, 20.168]"
"(9.113, 11.984]","(12.411, 16.29]"
"(3.371, 6.242]","(16.29, 20.168]"
"(6.242, 9.113]","(12.411, 16.29]"
"(9.113, 11.984]","(12.411, 16.29]"
"(6.242, 9.113]","(16.29, 20.168]"
"(11.984, 14.854]","(24.046, 27.925]"
"(14.854, 17.725]","(27.925, 31.803]"
"(6.242, 9.113]","(20.168, 24.046]"
"(6.242, 9.113]","(12.411, 16.29]"
"(9.113, 11.984]","(24.046, 27.925]"
"(9.113, 11.984]","(16.29, 20.168]"
"(11.984, 14.854]","(20.168, 24.046]"
"(14.854, 17.725]","(20.168, 24.046]"
"(9.113, 11.984]","(27.925, 31.803]"
"(9.113, 11.984]","(16.29, 20.168]"
"(0.477, 3.371]","(12.411, 16.29]"
"(3.371, 6.242]","(27.925, 31.803]"
"(6.242, 9.113]","(12.411, 16.29]"
"(9.113, 11.984]","(20.168, 24.046]"
"(6.242, 9.113]","(16.29, 20.168]"
"(9.113, 11.984]","(16.29, 20.168]"
"(6.242, 9.113]","(24.046, 27.925]"
"(0.477, 3.371]","(20.168, 24.046]"
"(6.242, 9.113]","(16.29, 20.168]"
"(3.371, 6.242]","(8.502, 12.411]"
"(6.242, 9.113]","(20.168, 24.046]"
"(6.242, 9.113]","(20.168, 24.046]"
"(6.242, 9.113]","(16.29, 20.168]"
"(9.113, 11.984]","(27.925, 31.803]"
"(6.242, 9.113]","(16.29, 20.168]"
"(6.242, 9.113]","(12.411, 16.29]"
"(9.113, 11.984]","(24.046, 27.925]"
"(11.984, 14.854]","(12.411, 16.29]"
"(14.854, 17.725]","(20.168, 24.046]"
"(6.242, 9.113]","(24.046, 27.925]"
"(9.113, 11.984]","(24.046, 27.925]"
"(14.854, 17.725]","(24.046, 27.925]"
"(9.113, 11.984]","(31.803, 35.682]"
"(9.113, 11.984]","(31.803, 35.682]"
