A,B
"(11.343, 11.8]","(16.824, 18.726]"
"(17.4, 23.467]","(30.879, 32.656]"
"(10.033, 10.592]","(14.514, 16.824]"
"(11.343, 11.8]","(28.543, 30.879]"
"(14.7, 17.4]","(30.879, 32.656]"
"(13.6, 14.7]","(23.158, 24.988]"
"(13.6, 14.7]","(22.4, 23.158]"
"(12.333, 13.6]","(18.726, 19.9]"
"(12.333, 13.6]","(22.4, 23.158]"
"(14.7, 17.4]","(21.648, 22.4]"
"(12.333, 13.6]","(21.648, 22.4]"
"(11.8, 12.333]","(21.648, 22.4]"
"(13.6, 14.7]","(21.648, 22.4]"
"(11.8, 12.333]","(32.656, 39.56]"
"(9.229, 10.033]","(22.4, 23.158]"
"(8.291, 9.229]","(23.158, 24.988]"
"(7.533, 8.291]","(16.824, 18.726]"
"(8.291, 9.229]","(18.726, 19.9]"
"(10.592, 11.343]","(21.648, 22.4]"
"(13.6, 14.7]","(19.9, 21.648]"
"(12.333, 13.6]","(24.988, 26.525]"
"(10.592, 11.343]","(32.656, 39.56]"
"(10.592, 11.343]","(23.158, 24.988]"
"(8.291, 9.229]","(18.726, 19.9]"
"(0.499, 5.486]","(32.656, 39.56]"
"(11.343, 11.8]","(23.158, 24.988]"
"(7.533, 8.291]","(22.4, 23.158]"
"(12.333, 13.6]","(23.158, 24.988]"
"(10.592, 11.343]","(26.525, 27.755]"
"(17.4, 23.467]","(24.988, 26.525]"
"(11.343, 11.8]","(16.824, 18.726]"
"(11.8, 12.333]","(27.755, 28.543]"
"(10.033, 10.592]","(21.648, 22.4]"
"(10.033, 10.592]","(27.755, 28.543]"
"(5.486, 6.933]","(14.514, 16.824]"
"(9.229, 10.033]","(22.4, 23.158]"
"(6.933, 7.533]","(16.824, 18.726]"
"(7.533, 8.291]","(14.514, 16.824]"
"(0.499, 5.486]","(16.824, 18.726]"
"(5.486, 6.933]","(8.532, 14.514]"
"(14.7, 17.4]","(23.158, 24.988]"
"(17.4, 23.467]","(27.755, 28.543]"
"(11.8, 12.333]","(32.656, 39.56]"
"(9.229, 10.033]","(19.9, 21.648]"
"(5.486, 6.933]","(22.4, 23.158]"
"(0.499, 5.486]","(14.514, 16.824]"
"(0.499, 5.486]","(8.532, 14.514]"
"(0.499, 5.486]","(14.514, 16.824]"
"(13.6, 14.7]","(16.824, 18.726]"
"(10.592, 11.343]","(26.525, 27.755]"
"(9.229, 10.033]","(21.648, 22.4]"
"(0.499, 5.486]","(19.9, 21.648]"
"(5.486, 6.933]","(14.514, 16.824]"
"(10.592, 11.343]","(14.514, 16.824]"
"(0.499, 5.486]","(14.514, 16.824]"
"(6.933, 7.533]","(8.532, 14.514]"
"(11.343, 11.8]","(8.532, 14.514]"
"(7.533, 8.291]","(16.824, 18.726]"
"(11.8, 12.333]","(24.988, 26.525]"
"(14.7, 17.4]","(27.755, 28.543]"
"(6.933, 7.533]","(21.648, 22.4]"
"(8.291, 9.229]","(8.532, 14.514]"
"(9.229, 10.033]","(24.988, 26.525]"
"(9.229, 10.033]","(16.824, 18.726]"
"(13.6, 14.7]","(19.9, 21.648]"
"(14.7, 17.4]","(23.158, 24.988]"
"(11.343, 11.8]","(28.543, 30.879]"
"(10.033, 10.592]","(18.726, 19.9]"
"(0.499, 5.486]","(8.532, 14.514]"
"(5.486, 6.933]","(27.755, 28.543]"
"(8.291, 9.229]","(8.532, 14.514]"
"(9.229, 10.033]","(19.9, 21.648]"
"(7.533, 8.291]","(18.726, 19.9]"
"(9.229, 10.033]","(16.824, 18.726]"
"(6.933, 7.533]","(24.988, 26.525]"
"(0.499, 5.486]","(19.9, 21.648]"
"(6.933, 7.533]","(18.726, 19.9]"
"(5.486, 6.933]","(8.532, 14.514]"
"(6.933, 7.533]","(19.9, 21.648]"
"(8.291, 9.229]","(21.648, 22.4]"
"(5.486, 6.933]","(18.726, 19.9]"
"(10.592, 11.343]","(30.879, 32.656]"
"(8.291, 9.229]","(18.726, 19.9]"
"(6.933, 7.533]","(14.514, 16.824]"
"(10.033, 10.592]","(26.525, 27.755]"
"(12.333, 13.6]","(8.532, 14.514]"
"(14.7, 17.4]","(22.4, 23.158]"
"(5.486, 6.933]","(24.988, 26.525]"
"(11.343, 11.8]","(23.158, 24.988]"
"(17.4, 23.467]","(26.525, 27.755]"
"(10.033, 10.592]","(30.879, 32.656]"
"(11.343, 11.8]","(30.879, 32.656]"
"(14.7, 17.4]","(30.879, 32.656]"
"(13.6, 14.7]","(32.656, 39.56]"
"(14.7, 17.4]","(32.656, 39.56]"
"(12.333, 13.6]","(30.879, 32.656]"
"(11.8, 12.333]","(32.656, 39.56]"
"(13.6, 14.7]","(30.879, 32.656]"
"(11.8, 12.333]","(28.543, 30.879]"
"(9.229, 10.033]","(28.543, 30.879]"
"(7.533, 8.291]","(28.543, 30.879]"
"(8.291, 9.229]","(28.543, 30.879]"
"(13.6, 14.7]","(32.656, 39.56]"
"(12.333, 13.6]","(32.656, 39.56]"
"(10.592, 11.343]","(28.543, 30.879]"
"(8.291, 9.229]","(26.525, 27.755]"
"(6.933, 7.533]","(24.988, 26.525]"
"(11.343, 11.8]","(30.879, 32.656]"
"(7.533, 8.291]","(27.755, 28.543]"
"(12.333, 13.6]","(27.755, 28.543]"
"(10.592, 11.343]","(28.543, 30.879]"
"(17.4, 23.467]","(27.755, 28.543]"
"(11.343, 11.8]","(24.988, 26.525]"
"(11.8, 12.333]","(18.726, 19.9]"
"(10.033, 10.592]","(24.988, 26.525]"
"(10.033, 10.592]","(26.525, 27.755]"
"(5.486, 6.933]","(26.525, 27.755]"
"(17.4, 23.467]","(23.158, 24.988]"
"(6.933, 7.533]","(18.726, 19.9]"
"(7.533, 8.291]","(19.9, 21.648]"
"(5.486, 6.933]","(22.4, 23.158]"
"(14.7, 17.4]","(22.4, 23.158]"
"(17.4, 23.467]","(26.525, 27.755]"
"(11.8, 12.333]","(28.543, 30.879]"
"(17.4, 23.467]","(27.755, 28.543]"
"(9.229, 10.033]","(26.525, 27.755]"
