A,B
"(10.343, 11.984]","(17.398, 19.614]"
"(16.905, 18.545]","(30.695, 32.911]"
"(10.343, 11.984]","(12.965, 15.182]"
"(10.343, 11.984]","(28.479, 30.695]"
"(15.264, 16.905]","(30.695, 32.911]"
"(13.624, 15.264]","(24.046, 26.263]"
"(13.624, 15.264]","(21.83, 24.046]"
"(11.984, 13.624]","(19.614, 21.83]"
"(11.984, 13.624]","(21.83, 24.046]"
"(13.624, 15.264]","(21.83, 24.046]"
"(11.984, 13.624]","(21.83, 24.046]"
"(11.984, 13.624]","(21.83, 24.046]"
"(13.624, 15.264]","(21.83, 24.046]"
"(10.343, 11.984]","(30.695, 32.911]"
"(8.702, 10.343]","(21.83, 24.046]"
"(7.062, 8.702]","(24.046, 26.263]"
"(7.062, 8.702]","(15.182, 17.398]"
"(8.702, 10.343]","(17.398, 19.614]"
"(10.343, 11.984]","(21.83, 24.046]"
"(13.624, 15.264]","(19.614, 21.83]"
"(11.984, 13.624]","(24.046, 26.263]"
"(10.343, 11.984]","(37.344, 39.56]"
"(10.343, 11.984]","(24.046, 26.263]"
"(8.702, 10.343]","(17.398, 19.614]"
"(3.781, 5.422]","(37.344, 39.56]"
"(10.343, 11.984]","(21.83, 24.046]"
"(7.062, 8.702]","(21.83, 24.046]"
"(11.984, 13.624]","(21.83, 24.046]"
"(10.343, 11.984]","(26.263, 28.479]"
"(20.186, 21.826]","(26.263, 28.479]"
"(10.343, 11.984]","(17.398, 19.614]"
"(11.984, 13.624]","(26.263, 28.479]"
"(10.343, 11.984]","(19.614, 21.83]"
"(8.702, 10.343]","(26.263, 28.479]"
"(5.422, 7.062]","(15.182, 17.398]"
"(8.702, 10.343]","(21.83, 24.046]"
"(7.062, 8.702]","(15.182, 17.398]"
"(7.062, 8.702]","(12.965, 15.182]"
"(2.14, 3.781]","(17.398, 19.614]"
"(5.422, 7.062]","(12.965, 15.182]"
"(16.905, 18.545]","(24.046, 26.263]"
"(21.826, 23.467]","(26.263, 28.479]"
"(11.984, 13.624]","(37.344, 39.56]"
"(8.702, 10.343]","(19.614, 21.83]"
"(5.422, 7.062]","(21.83, 24.046]"
"(3.781, 5.422]","(15.182, 17.398]"
"(2.14, 3.781]","(10.749, 12.965]"
"(0.477, 2.14]","(15.182, 17.398]"
"(13.624, 15.264]","(15.182, 17.398]"
"(10.343, 11.984]","(26.263, 28.479]"
"(8.702, 10.343]","(21.83, 24.046]"
"(3.781, 5.422]","(19.614, 21.83]"
"(5.422, 7.062]","(15.182, 17.398]"
"(10.343, 11.984]","(15.182, 17.398]"
"(3.781, 5.422]","(15.182, 17.398]"
