A,B
"(11.5, 13.8]","(8.532, 18.7]"
"(13.8, 23.467]","(28.8, 39.56]"
"(9.833, 11.5]","(8.532, 18.7]"
"(11.5, 13.8]","(28.8, 39.56]"
"(13.8, 23.467]","(28.8, 39.56]"
"(13.8, 23.467]","(22.2, 25.367]"
"(13.8, 23.467]","(22.2, 25.367]"
"(11.5, 13.8]","(18.7, 22.2]"
"(11.5, 13.8]","(22.2, 25.367]"
"(13.8, 23.467]","(18.7, 22.2]"
"(11.5, 13.8]","(22.2, 25.367]"
"(11.5, 13.8]","(18.7, 22.2]"
"(11.5, 13.8]","(18.7, 22.2]"
"(11.5, 13.8]","(28.8, 39.56]"
"(7.5, 9.833]","(22.2, 25.367]"
"(7.5, 9.833]","(22.2, 25.367]"
"(7.5, 9.833]","(8.532, 18.7]"
"(7.5, 9.833]","(18.7, 22.2]"
"(9.833, 11.5]","(22.2, 25.367]"
"(13.8, 23.467]","(18.7, 22.2]"
"(11.5, 13.8]","(25.367, 28.8]"
"(9.833, 11.5]","(28.8, 39.56]"
"(9.833, 11.5]","(22.2, 25.367]"
"(7.5, 9.833]","(18.7, 22.2]"
"(0.499, 7.5]","(28.8, 39.56]"
"(9.833, 11.5]","(22.2, 25.367]"
"(7.5, 9.833]","(22.2, 25.367]"
"(11.5, 13.8]","(22.2, 25.367]"
"(9.833, 11.5]","(25.367, 28.8]"
"(13.8, 23.467]","(25.367, 28.8]"
"(9.833, 11.5]","(8.532, 18.7]"
"(11.5, 13.8]","(25.367, 28.8]"
"(9.833, 11.5]","(18.7, 22.2]"
"(9.833, 11.5]","(25.367, 28.8]"
"(0.499, 7.5]","(8.532, 18.7]"
"(7.5, 9.833]","(22.2, 25.367]"
"(7.5, 9.833]","(8.532, 18.7]"
"(7.5, 9.833]","(8.532, 18.7]"
"(0.499, 7.5]","(8.532, 18.7]"
"(0.499, 7.5]","(8.532, 18.7]"
"(13.8, 23.467]","(22.2, 25.367]"
"(13.8, 23.467]","(25.367, 28.8]"
"(11.5, 13.8]","(28.8, 39.56]"
"(9.833, 11.5]","(18.7, 22.2]"
"(0.499, 7.5]","(22.2, 25.367]"
"(0.499, 7.5]","(8.532, 18.7]"
"(0.499, 7.5]","(8.532, 18.7]"
"(0.499, 7.5]","(8.532, 18.7]"
"(13.8, 23.467]","(8.532, 18.7]"
"(9.833, 11.5]","(25.367, 28.8]"
"(7.5, 9.833]","(18.7, 22.2]"
"(0.499, 7.5]","(18.7, 22.2]"
"(0.499, 7.5]","(8.532, 18.7]"
"(9.833, 11.5]","(8.532, 18.7]"
"(0.499, 7.5]","(8.532, 18.7]"
"(0.499, 7.5]","(8.532, 18.7]"
"(9.833, 11.5]","(8.532, 18.7]"
"(7.5, 9.833]","(8.532, 18.7]"
"(11.5, 13.8]","(22.2, 25.367]"
"(13.8, 23.467]","(25.367, 28.8]"
"(0.499, 7.5]","(18.7, 22.2]"
"(7.5, 9.833]","(8.532, 18.7]"
"(7.5, 9.833]","(22.2, 25.367]"
"(7.5, 9.833]","(8.532, 18.7]"
"(11.5, 13.8]","(18.7, 22.2]"
"(13.8, 23.467]","(22.2, 25.367]"
"(11.5, 13.8]","(28.8, 39.56]"
"(9.833, 11.5]","(18.7, 22.2]"
"(0.499, 7.5]","(8.532, 18.7]"
"(0.499, 7.5]","(25.367, 28.8]"
"(7.5, 9.833]","(8.532, 18.7]"
"(9.833, 11.5]","(18.7, 22.2]"
"(7.5, 9.833]","(18.7, 22.2]"
"(7.5, 9.833]","(8.532, 18.7]"
"(0.499, 7.5]","(22.2, 25.367]"
"(0.499, 7.5]","(18.7, 22.2]"
"(0.499, 7.5]","(18.7, 22.2]"
"(0.499, 7.5]","(8.532, 18.7]"
"(0.499, 7.5]","(18.7, 22.2]"
"(7.5, 9.833]","(22.2, 25.367]"
"(0.499, 7.5]","(18.7, 22.2]"
"(9.833, 11.5]","(28.8, 39.56]"
"(7.5, 9.833]","(18.7, 22.2]"
"(0.499, 7.5]","(8.532, 18.7]"
"(9.833, 11.5]","(25.367, 28.8]"
"(11.5, 13.8]","(8.532, 18.7]"
"(13.8, 23.467]","(22.2, 25.367]"
"(0.499, 7.5]","(25.367, 28.8]"
"(11.5, 13.8]","(22.2, 25.367]"
"(13.8, 23.467]","(25.367, 28.8]"
"(9.833, 11.5]","(28.8, 39.56]"
"(11.5, 13.8]","(28.8, 39.56]"
"(13.8, 23.467]","(28.8, 39.56]"
"(13.8, 23.467]","(28.8, 39.56]"
"(13.8, 23.467]","(28.8, 39.56]"
"(11.5, 13.8]","(28.8, 39.56]"
"(11.5, 13.8]","(28.8, 39.56]"
"(11.5, 13.8]","(28.8, 39.56]"
"(11.5, 13.8]","(28.8, 39.56]"
"(7.5, 9.833]","(28.8, 39.56]"
"(7.5, 9.833]","(28.8, 39.56]"
"(7.5, 9.833]","(25.367, 28.8]"
"(13.8, 23.467]","(28.8, 39.56]"
"(11.5, 13.8]","(28.8, 39.56]"
"(9.833, 11.5]","(25.367, 28.8]"
"(7.5, 9.833]","(25.367, 28.8]"
"(0.499, 7.5]","(25.367, 28.8]"
"(9.833, 11.5]","(28.8, 39.56]"
"(7.5, 9.833]","(25.367, 28.8]"
"(11.5, 13.8]","(25.367, 28.8]"
"(9.833, 11.5]","(28.8, 39.56]"
"(13.8, 23.467]","(25.367, 28.8]"
"(9.833, 11.5]","(25.367, 28.8]"
"(11.5, 13.8]","(18.7, 22.2]"
"(9.833, 11.5]","(22.2, 25.367]"
"(9.833, 11.5]","(25.367, 28.8]"
"(0.499, 7.5]","(25.367, 28.8]"
"(13.8, 23.467]","(22.2, 25.367]"
"(7.5, 9.833]","(18.7, 22.2]"
"(7.5, 9.833]","(18.7, 22.2]"
"(0.499, 7.5]","(22.2, 25.367]"
"(13.8, 23.467]","(22.2, 25.367]"
"(13.8, 23.467]","(25.367, 28.8]"
"(11.5, 13.8]","(28.8, 39.56]"
"(13.8, 23.467]","(25.367, 28.8]"
"(9.833, 11.5]","(25.367, 28.8]"
