A,B
"(11.492, 11.889]","(17.211, 19.5]"
"(16.342, 23.467]","(30.142, 32.45]"
"(10.003, 10.592]","(8.532, 14.953]"
"(11.492, 11.889]","(30.142, 32.45]"
"(14.6, 16.342]","(30.142, 32.45]"
"(12.975, 14.6]","(23.158, 25.188]"
"(12.975, 14.6]","(22.257, 23.158]"
"(12.975, 14.6]","(19.5, 21.153]"
"(12.975, 14.6]","(22.257, 23.158]"
"(14.6, 16.342]","(21.153, 22.257]"
"(12.975, 14.6]","(21.153, 22.257]"
"(11.889, 12.975]","(21.153, 22.257]"
"(12.975, 14.6]","(21.153, 22.257]"
"(11.492, 11.889]","(32.45, 39.56]"
"(9.033, 10.003]","(22.257, 23.158]"
"(8.05, 9.033]","(23.158, 25.188]"
"(7.083, 8.05]","(14.953, 17.211]"
"(8.05, 9.033]","(17.211, 19.5]"
"(10.592, 11.492]","(22.257, 23.158]"
"(14.6, 16.342]","(19.5, 21.153]"
"(11.889, 12.975]","(25.188, 26.899]"
"(10.592, 11.492]","(32.45, 39.56]"
"(10.592, 11.492]","(23.158, 25.188]"
"(8.05, 9.033]","(17.211, 19.5]"
"(0.499, 5.683]","(32.45, 39.56]"
"(11.492, 11.889]","(23.158, 25.188]"
"(7.083, 8.05]","(22.257, 23.158]"
"(12.975, 14.6]","(23.158, 25.188]"
"(10.592, 11.492]","(26.899, 28.075]"
"(16.342, 23.467]","(25.188, 26.899]"
"(11.492, 11.889]","(17.211, 19.5]"
"(11.889, 12.975]","(28.075, 30.142]"
"(10.003, 10.592]","(21.153, 22.257]"
"(10.003, 10.592]","(26.899, 28.075]"
"(5.683, 7.083]","(14.953, 17.211]"
"(9.033, 10.003]","(22.257, 23.158]"
"(7.083, 8.05]","(14.953, 17.211]"
"(8.05, 9.033]","(8.532, 14.953]"
"(0.499, 5.683]","(17.211, 19.5]"
"(5.683, 7.083]","(8.532, 14.953]"
"(16.342, 23.467]","(23.158, 25.188]"
"(16.342, 23.467]","(26.899, 28.075]"
"(11.889, 12.975]","(32.45, 39.56]"
"(10.003, 10.592]","(21.153, 22.257]"
"(0.499, 5.683]","(22.257, 23.158]"
"(0.499, 5.683]","(14.953, 17.211]"
"(0.499, 5.683]","(8.532, 14.953]"
"(0.499, 5.683]","(14.953, 17.211]"
