A,B
6,8
6,20
5,4
6,19
6,19
6,14
6,12
6,9
6,12
6,11
6,12
6,12
6,12
6,20
5,12
4,14
4,6
4,9
5,12
6,10
6,15
6,22
6,14
4,8
3,22
6,13
4,13
6,13
6,17
6,16
6,7
6,18
5,11
5,17
4,6
5,12
4,6
4,4
2,8
4,2
6,14
6,17
6,22
5,11
4,12
3,6
2,1
1,5
6,7
6,16
5,12
2,10
4,6
5,5
3,6
4,3
6,3
4,8
6,15
6,18
4,11
4,4
5,15
5,7
6,11
6,13
6,19
5,9
0,4
4,18
4,2
5,11
4,9
5,7
4,15
2,10
4,9
3,0
4,10
4,12
4,9
5,20
4,9
4,6
5,17
6,3
6,12
4,15
6,14
6,16
5,20
6,20
6,20
6,21
6,21
6,20
6,22
6,20
6,18
5,18
4,19
4,18
6,21
6,21
6,18
4,16
4,15
6,20
4,18
6,18
6,19
6,18
6,15
6,9
5,15
5,17
4,17
6,14
4,9
4,11
4,13
6,13
6,17
6,18
6,17
5,17
