A,B,C,D,E
1,1,1,2,44
1,0,0,2,27
1,1,0,2,26
1,2,1,2,39
0,1,1,2,26
0,2,2,1,21
1,2,2,3,54
0,2,2,2,36
1,1,0,2,24
2,1,1,2,47
1,1,0,3,53
1,2,3,2,56
0,2,2,2,41
2,2,1,4,74
0,3,0,2,37
1,2,2,3,60
0,3,0,3,42
1,3,1,3,60
1,0,2,2,27
0,0,0,0,2
1,0,2,1,20
0,3,2,3,56
1,2,2,3,57
1,0,0,2,35
0,0,0,0,3
3,0,2,2,36
1,0,2,0,11
2,3,3,5,87
3,2,0,4,71
0,3,1,3,47
1,0,1,1,16
1,2,0,3,49
0,1,3,1,29
2,2,2,3,49
1,0,0,1,13
3,0,2,0,2
1,2,1,2,42
1,0,0,2,23
1,3,0,3,49
1,1,1,2,31
1,0,1,2,40
2,1,0,2,34
0,3,2,3,51
0,2,2,2,42
1,0,3,1,13
1,3,3,4,86
0,2,0,2,21
1,3,3,5,90
2,1,1,2,28
0,3,3,3,53
1,2,1,2,34
3,0,1,2,39
1,1,2,2,42
0,1,1,2,22
1,2,2,3,57
1,0,0,1,10
2,3,0,5,76
0,1,0,1,16
1,3,0,3,51
1,1,1,2,31
1,3,2,4,73
0,1,0,1,10
1,2,2,3,49
3,0,3,2,36
1,1,1,2,30
1,2,0,3,55
1,2,1,4,62
1,3,0,4,62
0,0,2,1,22
1,2,3,2,45
3,1,3,3,53
2,2,2,4,75
1,2,2,3,50
3,2,2,4,72
2,3,0,4,76
3,3,2,4,67
0,2,0,2,23
1,1,3,3,56
3,0,3,2,52
3,2,2,4,77
1,0,0,0,8
1,2,1,3,55
0,3,1,4,61
1,0,0,2,18
1,3,0,3,49
1,1,1,2,37
1,2,2,3,59
1,1,1,2,27
1,0,0,2,19
1,2,1,3,55
1,0,3,2,34
0,2,3,3,51
1,1,0,3,40
1,0,0,1,20
1,1,3,2,46
0,2,1,2,34
2,3,1,4,78
1,1,0,2,35
0,3,2,2,32
2,0,0,2,24
1,1,3,2,34
1,0,0,1,9
2,3,2,4,78
2,0,1,1,11
0,1,1,1,10
3,1,1,3,53
0,3,3,3,68
1,2,0,2,37
