A,B,C,D,E
"(20.021, 22.19]","(22.374, 24.315]","(14.577, 16.874]","(105.327, 113.702]","(368.788, 392.689]"
"(20.021, 22.19]","(28.198, 30.139]","(16.874, 19.172]","(122.077, 130.452]","(440.491, 464.392]"
"(15.682, 17.851]","(8.786, 10.727]","(26.064, 28.361]","(55.077, 63.452]","(249.284, 273.185]"
"(17.851, 20.021]","(26.257, 28.198]","(16.874, 19.172]","(113.702, 122.077]","(368.788, 392.689]"
"(9.174, 11.343]","(24.315, 26.257]","(14.577, 16.874]","(88.577, 96.952]","(320.987, 344.888]"
"(0.496, 2.666]","(20.433, 22.374]","(12.28, 14.577]","(55.077, 63.452]","(201.482, 225.383]"
"(20.021, 22.19]","(16.551, 18.492]","(7.685, 9.982]","(88.577, 96.952]","(297.086, 320.987]"
"(13.512, 15.682]","(14.609, 16.551]","(0.793, 3.09]","(80.202, 88.577]","(249.284, 273.185]"
"(22.19, 24.359]","(18.492, 20.433]","(23.766, 26.064]","(105.327, 113.702]","(392.689, 416.59]"
"(26.529, 28.698]","(35.962, 37.904]","(16.874, 19.172]","(163.952, 172.327]","(536.095, 559.996]"
"(17.851, 20.021]","(20.433, 22.374]","(16.874, 19.172]","(105.327, 113.702]","(368.788, 392.689]"
"(20.021, 22.19]","(16.551, 18.492]","(7.685, 9.982]","(88.577, 96.952]","(273.185, 297.086]"
"(9.174, 11.343]","(22.374, 24.315]","(19.172, 21.469]","(88.577, 96.952]","(320.987, 344.888]"
"(24.359, 26.529]","(26.257, 28.198]","(9.982, 12.28]","(130.452, 138.827]","(416.59, 440.491]"
"(7.004, 9.174]","(28.198, 30.139]","(16.874, 19.172]","(96.952, 105.327]","(344.888, 368.788]"
"(15.682, 17.851]","(24.315, 26.257]","(3.09, 5.388]","(105.327, 113.702]","(320.987, 344.888]"
"(11.343, 13.512]","(32.08, 34.021]","(28.361, 30.658]","(113.702, 122.077]","(440.491, 464.392]"
"(20.021, 22.19]","(28.198, 30.139]","(7.685, 9.982]","(130.452, 138.827]","(392.689, 416.59]"
"(17.851, 20.021]","(34.021, 35.962]","(9.982, 12.28]","(138.827, 147.202]","(440.491, 464.392]"
"(7.004, 9.174]","(10.727, 12.668]","(21.469, 23.766]","(55.077, 63.452]","(273.185, 297.086]"
"(15.682, 17.851]","(12.668, 14.609]","(14.577, 16.874]","(63.452, 71.827]","(225.383, 249.284]"
"(9.174, 11.343]","(4.903, 6.845]","(5.388, 7.685]","(29.952, 38.327]","(129.301, 153.68]"
"(13.512, 15.682]","(10.727, 12.668]","(12.28, 14.577]","(63.452, 71.827]","(225.383, 249.284]"
"(22.19, 24.359]","(32.08, 34.021]","(16.874, 19.172]","(138.827, 147.202]","(464.392, 488.293]"
"(9.174, 11.343]","(4.903, 6.845]","(23.766, 26.064]","(38.327, 46.702]","(177.581, 201.482]"
"(30.867, 33.037]","(22.374, 24.315]","(14.577, 16.874]","(130.452, 138.827]","(416.59, 440.491]"
