A,B,C,D,E
1,2,1,5,36
2,1,2,4,36
1,1,2,3,33
1,2,3,5,42
0,1,0,1,17
0,0,2,0,1
2,1,2,4,36
0,1,1,1,18
2,0,3,2,27
2,2,3,6,46
1,2,2,4,35
2,2,0,6,34
0,2,1,2,23
2,2,2,6,46
0,2,2,4,34
1,2,3,5,38
0,3,1,6,39
1,1,3,3,32
1,1,0,5,31
0,2,1,2,22
1,1,1,3,28
0,2,1,3,27
1,2,0,2,21
2,1,2,3,32
0,3,1,4,29
3,1,1,5,34
1,2,1,3,28
2,2,0,6,38
3,1,2,6,45
0,1,0,1,13
1,0,3,0,17
1,0,2,0,16
0,1,2,1,24
2,1,1,4,30
1,0,3,1,21
3,1,0,5,36
1,3,2,4,31
2,1,1,4,30
1,0,2,0,12
1,1,2,1,23
2,3,2,8,56
2,0,1,2,23
0,1,1,1,20
0,1,1,1,17
1,1,0,3,20
1,3,1,7,48
0,2,2,2,28
1,1,1,4,30
3,1,2,6,43
0,3,2,5,38
1,1,3,2,28
3,2,1,6,43
1,3,2,6,42
0,2,2,4,34
2,1,0,2,23
1,2,1,5,32
2,1,0,4,29
0,2,1,2,21
2,2,2,7,46
2,1,1,4,32
1,1,1,2,19
0,2,3,6,45
2,2,1,5,34
3,2,0,6,36
2,1,1,4,28
2,3,1,6,39
2,3,3,7,54
1,1,0,4,29
0,1,1,2,22
2,3,1,6,41
3,1,1,4,29
2,2,1,7,47
1,1,1,2,23
3,1,2,6,40
2,1,0,5,29
3,0,2,3,29
0,1,0,1,13
2,3,3,6,47
3,3,1,10,61
3,1,2,5,38
1,1,1,4,31
1,2,0,5,28
0,1,0,1,14
1,3,2,6,45
1,1,3,2,27
2,2,0,6,34
1,3,2,6,43
1,1,2,2,27
1,1,0,5,33
1,1,0,3,27
1,2,1,2,22
0,1,0,2,22
1,1,3,1,23
1,0,2,0,11
1,1,2,3,31
0,1,0,1,17
2,2,1,6,39
2,2,2,6,43
0,2,2,1,21
2,0,2,2,27
2,0,2,1,19
2,1,1,4,29
2,1,1,3,30
2,2,2,6,40
0,3,3,5,40
3,1,2,6,44
0,1,2,2,25
1,1,1,2,22
2,3,0,6,39
0,1,0,1,12
3,1,1,5,33
1,1,2,2,27
1,0,2,0,9
3,1,1,7,46
0,3,3,3,35
0,1,1,1,20
2,1,0,3,24
0,1,0,1,14
0,1,3,2,29
1,0,1,0,7
2,0,0,1,13
1,1,1,3,28
2,3,3,7,47
0,2,1,3,31
3,2,2,7,46
0,0,2,0,10
2,0,3,1,27
3,3,1,7,50
1,1,1,2,20
2,1,0,3,24
0,2,2,4,33
0,1,1,1,16
0,1,1,2,23
1,0,1,0,11
3,3,1,8,58
2,0,0,2,23
2,1,1,4,31
3,3,3,9,60
2,2,1,6,39
1,3,2,7,52
2,2,0,6,36
2,1,0,5,34
1,2,0,5,26
2,2,2,6,44
1,3,2,5,41
1,2,0,5,31
3,2,0,7,40
1,1,1,3,25
2,3,2,6,45
1,2,1,3,27
2,1,0,2,20
0,2,2,3,34
2,1,3,5,39
1,3,2,7,49
2,1,1,5,38
1,2,3,5,44
2,0,1,3,27
3,2,2,6,44
2,1,2,2,24
2,1,3,1,22
2,2,2,6,44
2,0,0,1,17
1,3,1,7,48
3,3,1,7,47
2,2,0,3,27
2,3,2,6,43
1,1,2,3,29
3,3,0,10,57
0,1,1,1,19
1,3,3,7,52
0,2,1,4,29
1,3,3,5,38
2,1,1,5,32
2,3,3,6,50
2,2,3,5,43
2,2,1,4,30
3,2,3,5,41
1,2,0,3,27
2,2,3,5,41
2,1,0,5,30
1,2,1,3,28
0,1,3,2,27
0,0,1,0,2
0,2,0,1,16
1,2,1,3,31
2,2,3,6,46
2,0,1,3,29
3,2,0,6,35
1,2,2,5,38
2,3,2,7,54
0,1,2,1,24
2,1,1,4,33
2,0,2,1,23
3,1,1,4,28
2,3,1,7,44
0,1,1,0,13
2,0,0,3,24
2,3,1,6,40
0,1,1,1,12
0,0,1,0,10
2,1,1,2,27
2,3,0,5,34
3,1,1,5,33
3,2,2,5,40
1,2,2,5,37
0,3,2,5,36
1,2,1,4,32
1,3,3,6,42
1,0,2,0,14
3,3,2,8,56
