A,B,C,D,E
"(19.399, 20.22]","(19.639, 20.287]","(23.101, 32.213]","(98.422, 101.027]","(373.239, 385.475]"
"(20.921, 21.57]","(16.355, 17.311]","(14.563, 15.312]","(92.512, 95.315]","(319.83, 331.082]"
"(17.374, 18.034]","(23.751, 24.786]","(8.957, 10.161]","(109.769, 113.304]","(355.37, 363.449]"
"(18.753, 19.399]","(21.746, 22.668]","(11.341, 12.219]","(98.422, 101.027]","(331.082, 339.25]"
"(11.994, 13.995]","(22.668, 23.751]","(21.038, 23.101]","(92.512, 95.315]","(348.391, 355.37]"
"(4.518, 11.994]","(19.639, 20.287]","(15.312, 16.092]","(40.257000000000005, 72.046]","(151.424, 256.751]"
"(20.921, 21.57]","(25.975, 27.927]","(16.864, 17.702]","(117.194, 121.596]","(399.732, 412.593]"
"(15.372, 16.543]","(24.786, 25.975]","(18.679, 19.636]","(101.027, 103.414]","(355.37, 363.449]"
"(21.57, 22.418]","(18.198, 18.953]","(23.101, 32.213]","(103.414, 106.788]","(385.475, 399.732]"
"(24.533, 25.896]","(18.198, 18.953]","(12.903, 13.872]","(109.769, 113.304]","(373.239, 385.475]"
"(19.399, 20.22]","(23.751, 24.786]","(11.341, 12.219]","(103.414, 106.788]","(339.25, 348.391]"
"(20.921, 21.57]","(18.198, 18.953]","(8.957, 10.161]","(95.315, 98.422]","(319.83, 331.082]"
"(11.994, 13.995]","(23.751, 24.786]","(17.702, 18.679]","(98.422, 101.027]","(339.25, 348.391]"
"(23.411, 24.533]","(16.355, 17.311]","(12.219, 12.903]","(92.512, 95.315]","(319.83, 331.082]"
"(4.518, 11.994]","(18.953, 19.639]","(11.341, 12.219]","(77.753, 82.128]","(256.751, 274.836]"
"(17.374, 18.034]","(18.953, 19.639]","(12.903, 13.872]","(92.512, 95.315]","(331.082, 339.25]"
"(13.995, 15.372]","(13.744, 15.197]","(13.872, 14.563]","(72.046, 77.753]","(256.751, 274.836]"
"(19.399, 20.22]","(19.639, 20.287]","(8.957, 10.161]","(95.315, 98.422]","(319.83, 331.082]"
"(18.753, 19.399]","(24.786, 25.975]","(14.563, 15.312]","(113.304, 117.194]","(385.475, 399.732]"
"(11.994, 13.995]","(27.927, 37.748]","(21.038, 23.101]","(130.198, 161.248]","(438.305, 527.248]"
"(16.543, 17.374]","(17.311, 18.198]","(10.161, 11.341]","(77.753, 82.128]","(274.836, 292.119]"
"(11.994, 13.995]","(19.639, 20.287]","(17.702, 18.679]","(82.128, 86.035]","(301.891, 311.494]"
"(16.543, 17.374]","(23.751, 24.786]","(-0.345, 7.095]","(103.414, 106.788]","(331.082, 339.25]"
"(21.57, 22.418]","(16.355, 17.311]","(8.957, 10.161]","(89.532, 92.512]","(292.119, 301.891]"
"(11.994, 13.995]","(27.927, 37.748]","(-0.345, 7.095]","(95.315, 98.422]","(274.836, 292.119]"
"(27.507, 35.51]","(16.355, 17.311]","(16.864, 17.702]","(103.414, 106.788]","(363.449, 373.239]"
"(17.374, 18.034]","(20.287, 21.063]","(16.864, 17.702]","(92.512, 95.315]","(319.83, 331.082]"
"(22.418, 23.411]","(27.927, 37.748]","(7.095, 8.957]","(130.198, 161.248]","(412.593, 438.305]"
"(27.507, 35.51]","(15.197, 16.355]","(-0.345, 7.095]","(109.769, 113.304]","(339.25, 348.391]"
"(4.518, 11.994]","(19.639, 20.287]","(10.161, 11.341]","(72.046, 77.753]","(256.751, 274.836]"
"(17.374, 18.034]","(19.639, 20.287]","(17.702, 18.679]","(92.512, 95.315]","(331.082, 339.25]"
"(18.034, 18.753]","(20.287, 21.063]","(10.161, 11.341]","(89.532, 92.512]","(301.891, 311.494]"
"(13.995, 15.372]","(18.198, 18.953]","(-0.345, 7.095]","(86.035, 89.532]","(256.751, 274.836]"
"(24.533, 25.896]","(15.197, 16.355]","(16.092, 16.864]","(98.422, 101.027]","(348.391, 355.37]"
"(18.753, 19.399]","(5.872999999999999, 11.615]","(23.101, 32.213]","(40.257000000000005, 72.046]","(256.751, 274.836]"
"(25.896, 27.507]","(18.198, 18.953]","(17.702, 18.679]","(101.027, 103.414]","(355.37, 363.449]"
"(16.543, 17.374]","(19.639, 20.287]","(12.903, 13.872]","(92.512, 95.315]","(311.494, 319.83]"
"(21.57, 22.418]","(20.287, 21.063]","(23.101, 32.213]","(109.769, 113.304]","(412.593, 438.305]"
"(17.374, 18.034]","(22.668, 23.751]","(15.312, 16.092]","(95.315, 98.422]","(331.082, 339.25]"
"(17.374, 18.034]","(21.063, 21.746]","(19.636, 21.038]","(101.027, 103.414]","(355.37, 363.449]"
"(20.921, 21.57]","(13.744, 15.197]","(17.702, 18.679]","(77.753, 82.128]","(274.836, 292.119]"
"(22.418, 23.411]","(5.872999999999999, 11.615]","(19.636, 21.038]","(40.257000000000005, 72.046]","(274.836, 292.119]"
"(15.372, 16.543]","(18.198, 18.953]","(17.702, 18.679]","(82.128, 86.035]","(301.891, 311.494]"
"(15.372, 16.543]","(18.198, 18.953]","(-0.345, 7.095]","(95.315, 98.422]","(292.119, 301.891]"
"(16.543, 17.374]","(21.746, 22.668]","(10.161, 11.341]","(106.788, 109.769]","(348.391, 355.37]"
"(18.753, 19.399]","(25.975, 27.927]","(14.563, 15.312]","(113.304, 117.194]","(385.475, 399.732]"
"(11.994, 13.995]","(18.198, 18.953]","(7.095, 8.957]","(77.753, 82.128]","(256.751, 274.836]"
"(18.034, 18.753]","(17.311, 18.198]","(16.864, 17.702]","(86.035, 89.532]","(311.494, 319.83]"
"(24.533, 25.896]","(17.311, 18.198]","(17.702, 18.679]","(98.422, 101.027]","(348.391, 355.37]"
"(11.994, 13.995]","(24.786, 25.975]","(-0.345, 7.095]","(106.788, 109.769]","(331.082, 339.25]"
"(18.753, 19.399]","(18.198, 18.953]","(11.341, 12.219]","(95.315, 98.422]","(311.494, 319.83]"
"(27.507, 35.51]","(18.198, 18.953]","(23.101, 32.213]","(109.769, 113.304]","(399.732, 412.593]"
"(16.543, 17.374]","(15.197, 16.355]","(11.341, 12.219]","(77.753, 82.128]","(274.836, 292.119]"
"(15.372, 16.543]","(5.872999999999999, 11.615]","(21.038, 23.101]","(40.257000000000005, 72.046]","(151.424, 256.751]"
"(20.921, 21.57]","(18.953, 19.639]","(12.219, 12.903]","(98.422, 101.027]","(331.082, 339.25]"
"(19.399, 20.22]","(24.786, 25.975]","(21.038, 23.101]","(117.194, 121.596]","(412.593, 438.305]"
"(23.411, 24.533]","(19.639, 20.287]","(23.101, 32.213]","(113.304, 117.194]","(412.593, 438.305]"
"(11.994, 13.995]","(16.355, 17.311]","(10.161, 11.341]","(40.257000000000005, 72.046]","(151.424, 256.751]"
"(20.22, 20.921]","(19.639, 20.287]","(23.101, 32.213]","(101.027, 103.414]","(373.239, 385.475]"
"(20.22, 20.921]","(17.311, 18.198]","(7.095, 8.957]","(92.512, 95.315]","(292.119, 301.891]"
