A,B,C,D,E
"(19.641, 20.37]","(23.06, 23.712]","(15.349, 16.099]","(109.595, 111.975]","(371.666, 379.483]"
"(20.37, 21.1]","(24.365, 25.017]","(16.099, 16.849]","(111.975, 114.354]","(387.301, 395.118]"
"(18.912, 19.641]","(21.102, 21.755]","(11.6, 12.349]","(100.077, 102.456]","(340.396, 348.214]"
"(18.912, 19.641]","(19.145, 19.797]","(18.349, 19.099]","(97.697, 100.077]","(348.214, 356.031]"
"(17.454, 18.183]","(15.882, 16.535]","(14.599, 15.349]","(85.8, 88.179]","(301.309, 309.126]"
"(14.537, 15.266]","(20.45, 21.102]","(16.099, 16.849]","(92.938, 95.318]","(324.761, 332.579]"
"(20.37, 21.1]","(17.187, 17.84]","(16.849, 17.599]","(92.938, 95.318]","(332.579, 340.396]"
"(18.183, 18.912]","(19.797, 20.45]","(16.849, 17.599]","(92.938, 95.318]","(332.579, 340.396]"
"(20.37, 21.1]","(19.797, 20.45]","(14.599, 15.349]","(97.697, 100.077]","(340.396, 348.214]"
"(21.829, 22.558]","(18.492, 19.145]","(16.099, 16.849]","(97.697, 100.077]","(340.396, 348.214]"
"(19.641, 20.37]","(22.407, 23.06]","(19.849, 20.599]","(107.216, 109.595]","(379.483, 387.301]"
"(20.37, 21.1]","(19.797, 20.45]","(15.349, 16.099]","(102.456, 104.836]","(356.031, 363.848]"
"(16.724, 17.454]","(19.145, 19.797]","(13.849, 14.599]","(92.938, 95.318]","(316.944, 324.761]"
"(21.1, 21.829]","(17.84, 18.492]","(17.599, 18.349]","(95.318, 97.697]","(340.396, 348.214]"
"(15.995, 16.724]","(16.535, 17.187]","(11.6, 12.349]","(83.42, 85.8]","(285.674, 293.491]"
"(18.912, 19.641]","(21.755, 22.407]","(15.349, 16.099]","(102.456, 104.836]","(356.031, 363.848]"
"(17.454, 18.183]","(22.407, 23.06]","(13.849, 14.599]","(100.077, 102.456]","(340.396, 348.214]"
"(19.641, 20.37]","(20.45, 21.102]","(13.099, 13.849]","(97.697, 100.077]","(324.761, 332.579]"
"(19.641, 20.37]","(20.45, 21.102]","(13.849, 14.599]","(104.836, 107.216]","(356.031, 363.848]"
"(16.724, 17.454]","(16.535, 17.187]","(15.349, 16.099]","(83.42, 85.8]","(293.491, 301.309]"
