A,B
"(6.079, 7.22]","(819.9, 874.5]"
"(9.83, 10.3]","(754.1, 792.8]"
"(8.75, 9.32]","(965.2, 1101.6]"
"(13.0, 14.95]","(792.8, 819.9]"
"(10.3, 10.85]","(1101.6, 1403.5]"
"(8.05, 8.42]","(548.1, 603.0]"
"(11.53, 12.12]","(662.6, 701.1]"
"(13.0, 14.95]","(417.09900000000005, 548.1]"
"(12.12, 13.0]","(819.9, 874.5]"
"(10.3, 10.85]","(701.1, 754.1]"
"(10.3, 10.85]","(701.1, 754.1]"
"(13.0, 14.95]","(417.09900000000005, 548.1]"
"(8.05, 8.42]","(965.2, 1101.6]"
"(10.85, 11.53]","(417.09900000000005, 548.1]"
"(10.85, 11.53]","(701.1, 754.1]"
"(9.32, 9.83]","(874.5, 965.2]"
"(7.22, 8.05]","(819.9, 874.5]"
"(8.05, 8.42]","(1403.5, 2003.1]"
"(10.85, 11.53]","(603.0, 662.6]"
"(8.42, 8.75]","(662.6, 701.1]"
"(11.53, 12.12]","(701.1, 754.1]"
"(11.53, 12.12]","(1101.6, 1403.5]"
"(8.75, 9.32]","(965.2, 1101.6]"
"(12.12, 13.0]","(417.09900000000005, 548.1]"
"(7.22, 8.05]","(792.8, 819.9]"
"(8.05, 8.42]","(965.2, 1101.6]"
"(13.0, 14.95]","(548.1, 603.0]"
"(13.0, 14.95]","(548.1, 603.0]"
"(13.0, 14.95]","(548.1, 603.0]"
"(13.0, 14.95]","(548.1, 603.0]"
"(11.53, 12.12]","(417.09900000000005, 548.1]"
"(6.079, 7.22]","(701.1, 754.1]"
"(6.079, 7.22]","(874.5, 965.2]"
"(8.42, 8.75]","(874.5, 965.2]"
"(9.32, 9.83]","(874.5, 965.2]"
"(12.12, 13.0]","(417.09900000000005, 548.1]"
"(6.079, 7.22]","(701.1, 754.1]"
"(10.3, 10.85]","(662.6, 701.1]"
"(10.85, 11.53]","(417.09900000000005, 548.1]"
"(6.079, 7.22]","(662.6, 701.1]"
"(8.05, 8.42]","(874.5, 965.2]"
"(6.079, 7.22]","(754.1, 792.8]"
"(9.32, 9.83]","(603.0, 662.6]"
"(8.42, 8.75]","(701.1, 754.1]"
"(9.32, 9.83]","(819.9, 874.5]"
"(10.3, 10.85]","(1101.6, 1403.5]"
"(10.3, 10.85]","(603.0, 662.6]"
"(8.75, 9.32]","(662.6, 701.1]"
"(8.42, 8.75]","(701.1, 754.1]"
"(10.3, 10.85]","(1403.5, 2003.1]"
"(11.53, 12.12]","(1101.6, 1403.5]"
"(9.32, 9.83]","(874.5, 965.2]"
"(8.75, 9.32]","(792.8, 819.9]"
"(9.83, 10.3]","(819.9, 874.5]"
"(8.75, 9.32]","(603.0, 662.6]"
"(9.83, 10.3]","(603.0, 662.6]"
"(12.12, 13.0]","(701.1, 754.1]"
"(12.12, 13.0]","(662.6, 701.1]"
"(10.3, 10.85]","(1101.6, 1403.5]"
"(13.0, 14.95]","(548.1, 603.0]"
"(8.42, 8.75]","(792.8, 819.9]"
"(8.42, 8.75]","(662.6, 701.1]"
"(6.079, 7.22]","(792.8, 819.9]"
"(8.42, 8.75]","(1403.5, 2003.1]"
"(13.0, 14.95]","(548.1, 603.0]"
"(8.42, 8.75]","(792.8, 819.9]"
"(13.0, 14.95]","(662.6, 701.1]"
"(8.75, 9.32]","(965.2, 1101.6]"
"(8.42, 8.75]","(754.1, 792.8]"
"(6.079, 7.22]","(754.1, 792.8]"
"(6.079, 7.22]","(754.1, 792.8]"
"(9.83, 10.3]","(603.0, 662.6]"
"(11.53, 12.12]","(417.09900000000005, 548.1]"
