A,B
"(6.071, 6.967]","(9.24, 10.8]"
"(9.628, 10.515]","(7.68, 9.24]"
"(8.741, 9.628]","(6.12, 7.68]"
"(12.289, 13.176]","(7.68, 9.24]"
"(9.628, 10.515]","(6.12, 7.68]"
"(7.854, 8.741]","(9.24, 10.8]"
"(11.402, 12.289]","(7.68, 9.24]"
"(13.176, 14.063]","(7.68, 9.24]"
"(12.289, 13.176]","(6.12, 7.68]"
"(10.515, 11.402]","(7.68, 9.24]"
"(10.515, 11.402]","(6.12, 7.68]"
"(13.176, 14.063]","(7.68, 9.24]"
"(7.854, 8.741]","(7.68, 9.24]"
"(10.515, 11.402]","(7.68, 9.24]"
"(10.515, 11.402]","(7.68, 9.24]"
"(9.628, 10.515]","(6.12, 7.68]"
"(6.967, 7.854]","(7.68, 9.24]"
"(7.854, 8.741]","(6.12, 7.68]"
"(10.515, 11.402]","(7.68, 9.24]"
"(7.854, 8.741]","(7.68, 9.24]"
"(11.402, 12.289]","(7.68, 9.24]"
"(11.402, 12.289]","(6.12, 7.68]"
"(8.741, 9.628]","(7.68, 9.24]"
"(12.289, 13.176]","(7.68, 9.24]"
"(7.854, 8.741]","(9.24, 10.8]"
"(7.854, 8.741]","(6.12, 7.68]"
"(13.176, 14.063]","(7.68, 9.24]"
"(13.176, 14.063]","(7.68, 9.24]"
"(13.176, 14.063]","(9.24, 10.8]"
"(13.176, 14.063]","(9.24, 10.8]"
"(11.402, 12.289]","(7.68, 9.24]"
"(6.967, 7.854]","(9.24, 10.8]"
"(6.071, 6.967]","(7.68, 9.24]"
"(7.854, 8.741]","(7.68, 9.24]"
"(8.741, 9.628]","(6.12, 7.68]"
"(12.289, 13.176]","(9.24, 10.8]"
"(6.071, 6.967]","(9.24, 10.8]"
"(10.515, 11.402]","(7.68, 9.24]"
"(10.515, 11.402]","(7.68, 9.24]"
"(6.967, 7.854]","(9.24, 10.8]"
"(7.854, 8.741]","(6.12, 7.68]"
"(6.071, 6.967]","(7.68, 9.24]"
"(9.628, 10.515]","(7.68, 9.24]"
"(7.854, 8.741]","(7.68, 9.24]"
"(9.628, 10.515]","(7.68, 9.24]"
"(10.515, 11.402]","(4.56, 6.12]"
"(9.628, 10.515]","(7.68, 9.24]"
"(8.741, 9.628]","(7.68, 9.24]"
"(7.854, 8.741]","(7.68, 9.24]"
"(10.515, 11.402]","(1.44, 3.0]"
"(11.402, 12.289]","(7.68, 9.24]"
"(9.628, 10.515]","(7.68, 9.24]"
"(8.741, 9.628]","(7.68, 9.24]"
"(9.628, 10.515]","(7.68, 9.24]"
"(8.741, 9.628]","(7.68, 9.24]"
"(9.628, 10.515]","(7.68, 9.24]"
"(12.289, 13.176]","(7.68, 9.24]"
"(12.289, 13.176]","(7.68, 9.24]"
"(9.628, 10.515]","(6.12, 7.68]"
"(14.063, 14.95]","(7.68, 9.24]"
"(7.854, 8.741]","(7.68, 9.24]"
"(7.854, 8.741]","(9.24, 10.8]"
"(6.967, 7.854]","(7.68, 9.24]"
"(7.854, 8.741]","(6.12, 7.68]"
"(13.176, 14.063]","(7.68, 9.24]"
"(7.854, 8.741]","(6.12, 7.68]"
"(13.176, 14.063]","(7.68, 9.24]"
"(8.741, 9.628]","(7.68, 9.24]"
"(7.854, 8.741]","(6.12, 7.68]"
"(6.071, 6.967]","(9.24, 10.8]"
"(6.071, 6.967]","(9.24, 10.8]"
"(9.628, 10.515]","(7.68, 9.24]"
"(11.402, 12.289]","(7.68, 9.24]"
"(9.628, 10.515]","(7.68, 9.24]"
"(6.071, 6.967]","(9.24, 10.8]"
"(6.967, 7.854]","(7.68, 9.24]"
"(6.967, 7.854]","(7.68, 9.24]"
"(6.967, 7.854]","(7.68, 9.24]"
"(8.741, 9.628]","(6.12, 7.68]"
"(7.854, 8.741]","(6.12, 7.68]"
"(11.402, 12.289]","(7.68, 9.24]"
"(8.741, 9.628]","(7.68, 9.24]"
"(10.515, 11.402]","(7.68, 9.24]"
"(8.741, 9.628]","(7.68, 9.24]"
"(10.515, 11.402]","(7.68, 9.24]"
"(6.967, 7.854]","(9.24, 10.8]"
"(6.967, 7.854]","(9.24, 10.8]"
"(7.854, 8.741]","(3.0, 4.56]"
"(12.289, 13.176]","(1.44, 3.0]"
"(8.741, 9.628]","(7.68, 9.24]"
"(7.854, 8.741]","(9.24, 10.8]"
"(7.854, 8.741]","(9.24, 10.8]"
"(14.063, 14.95]","(7.68, 9.24]"
"(7.854, 8.741]","(7.68, 9.24]"
"(8.741, 9.628]","(7.68, 9.24]"
"(7.854, 8.741]","(6.12, 7.68]"
"(7.854, 8.741]","(4.56, 6.12]"
"(10.515, 11.402]","(6.12, 7.68]"
"(8.741, 9.628]","(7.68, 9.24]"
"(7.854, 8.741]","(7.68, 9.24]"
"(9.628, 10.515]","(7.68, 9.24]"
"(10.515, 11.402]","(7.68, 9.24]"
"(10.515, 11.402]","(6.12, 7.68]"
"(7.854, 8.741]","(9.24, 10.8]"
"(11.402, 12.289]","(7.68, 9.24]"
"(11.402, 12.289]","(7.68, 9.24]"
"(7.854, 8.741]","(9.24, 10.8]"
"(7.854, 8.741]","(7.68, 9.24]"
"(8.741, 9.628]","(7.68, 9.24]"
"(14.063, 14.95]","(7.68, 9.24]"
"(9.628, 10.515]","(7.68, 9.24]"
"(11.402, 12.289]","(7.68, 9.24]"
