A,B
"(6.079, 7.765]","(792.8, 849.5]"
"(9.83, 10.525]","(725.0, 792.8]"
"(8.42, 9.1]","(965.2, 1278.0]"
"(12.585, 14.95]","(792.8, 849.5]"
"(9.83, 10.525]","(965.2, 1278.0]"
"(7.765, 8.42]","(572.8, 662.6]"
"(11.53, 12.585]","(662.6, 725.0]"
"(12.585, 14.95]","(417.09900000000005, 572.8]"
"(12.585, 14.95]","(792.8, 849.5]"
"(10.525, 11.53]","(662.6, 725.0]"
"(10.525, 11.53]","(725.0, 792.8]"
"(12.585, 14.95]","(417.09900000000005, 572.8]"
"(7.765, 8.42]","(965.2, 1278.0]"
"(10.525, 11.53]","(417.09900000000005, 572.8]"
"(10.525, 11.53]","(725.0, 792.8]"
"(9.1, 9.83]","(849.5, 965.2]"
"(6.079, 7.765]","(792.8, 849.5]"
"(7.765, 8.42]","(1278.0, 2003.1]"
"(10.525, 11.53]","(572.8, 662.6]"
"(8.42, 9.1]","(662.6, 725.0]"
"(11.53, 12.585]","(662.6, 725.0]"
"(11.53, 12.585]","(1278.0, 2003.1]"
"(8.42, 9.1]","(965.2, 1278.0]"
"(12.585, 14.95]","(417.09900000000005, 572.8]"
"(7.765, 8.42]","(792.8, 849.5]"
"(7.765, 8.42]","(965.2, 1278.0]"
"(12.585, 14.95]","(417.09900000000005, 572.8]"
"(12.585, 14.95]","(572.8, 662.6]"
"(12.585, 14.95]","(417.09900000000005, 572.8]"
"(12.585, 14.95]","(572.8, 662.6]"
"(11.53, 12.585]","(417.09900000000005, 572.8]"
"(6.079, 7.765]","(662.6, 725.0]"
"(6.079, 7.765]","(849.5, 965.2]"
"(8.42, 9.1]","(849.5, 965.2]"
"(9.1, 9.83]","(849.5, 965.2]"
"(11.53, 12.585]","(417.09900000000005, 572.8]"
"(6.079, 7.765]","(725.0, 792.8]"
"(10.525, 11.53]","(662.6, 725.0]"
"(10.525, 11.53]","(417.09900000000005, 572.8]"
"(6.079, 7.765]","(662.6, 725.0]"
"(7.765, 8.42]","(849.5, 965.2]"
"(6.079, 7.765]","(725.0, 792.8]"
"(9.1, 9.83]","(572.8, 662.6]"
"(8.42, 9.1]","(662.6, 725.0]"
"(9.1, 9.83]","(849.5, 965.2]"
"(10.525, 11.53]","(965.2, 1278.0]"
"(9.83, 10.525]","(572.8, 662.6]"
"(8.42, 9.1]","(662.6, 725.0]"
"(8.42, 9.1]","(725.0, 792.8]"
"(10.525, 11.53]","(1278.0, 2003.1]"
