A,B
"(6.071, 6.819]","(813.6, 945.767]"
"(9.776, 10.515]","(681.433, 813.6]"
"(8.298, 9.037]","(945.767, 1077.933]"
"(12.732, 13.472]","(681.433, 813.6]"
"(9.776, 10.515]","(1210.1, 1342.267]"
"(7.558, 8.298]","(549.267, 681.433]"
"(11.254, 11.993]","(681.433, 813.6]"
"(13.472, 14.211]","(415.514, 549.267]"
"(12.732, 13.472]","(813.6, 945.767]"
"(10.515, 11.254]","(681.433, 813.6]"
"(10.515, 11.254]","(681.433, 813.6]"
"(12.732, 13.472]","(415.514, 549.267]"
"(7.558, 8.298]","(945.767, 1077.933]"
"(11.254, 11.993]","(415.514, 549.267]"
"(10.515, 11.254]","(681.433, 813.6]"
"(9.037, 9.776]","(813.6, 945.767]"
"(6.819, 7.558]","(813.6, 945.767]"
"(7.558, 8.298]","(1474.433, 1606.6]"
"(10.515, 11.254]","(549.267, 681.433]"
"(8.298, 9.037]","(681.433, 813.6]"
"(11.254, 11.993]","(681.433, 813.6]"
"(11.993, 12.732]","(1342.267, 1474.433]"
"(8.298, 9.037]","(1077.933, 1210.1]"
"(12.732, 13.472]","(415.514, 549.267]"
"(7.558, 8.298]","(681.433, 813.6]"
"(8.298, 9.037]","(945.767, 1077.933]"
"(13.472, 14.211]","(549.267, 681.433]"
"(12.732, 13.472]","(549.267, 681.433]"
"(12.732, 13.472]","(549.267, 681.433]"
"(12.732, 13.472]","(549.267, 681.433]"
"(11.254, 11.993]","(415.514, 549.267]"
"(6.819, 7.558]","(681.433, 813.6]"
"(6.071, 6.819]","(813.6, 945.767]"
"(8.298, 9.037]","(813.6, 945.767]"
"(9.037, 9.776]","(945.767, 1077.933]"
"(11.993, 12.732]","(415.514, 549.267]"
"(6.071, 6.819]","(681.433, 813.6]"
"(10.515, 11.254]","(549.267, 681.433]"
"(10.515, 11.254]","(415.514, 549.267]"
"(6.819, 7.558]","(549.267, 681.433]"
"(8.298, 9.037]","(813.6, 945.767]"
"(6.071, 6.819]","(681.433, 813.6]"
"(9.037, 9.776]","(549.267, 681.433]"
"(8.298, 9.037]","(681.433, 813.6]"
"(9.037, 9.776]","(813.6, 945.767]"
"(10.515, 11.254]","(1210.1, 1342.267]"
"(9.776, 10.515]","(549.267, 681.433]"
"(8.298, 9.037]","(681.433, 813.6]"
"(8.298, 9.037]","(681.433, 813.6]"
"(10.515, 11.254]","(1738.767, 1870.933]"
"(11.254, 11.993]","(1210.1, 1342.267]"
"(9.776, 10.515]","(813.6, 945.767]"
"(9.037, 9.776]","(681.433, 813.6]"
"(9.776, 10.515]","(813.6, 945.767]"
"(9.037, 9.776]","(549.267, 681.433]"
"(9.776, 10.515]","(549.267, 681.433]"
"(11.993, 12.732]","(681.433, 813.6]"
"(12.732, 13.472]","(681.433, 813.6]"
"(9.776, 10.515]","(1210.1, 1342.267]"
"(14.211, 14.95]","(549.267, 681.433]"
"(8.298, 9.037]","(813.6, 945.767]"
"(8.298, 9.037]","(549.267, 681.433]"
"(6.819, 7.558]","(813.6, 945.767]"
"(8.298, 9.037]","(1474.433, 1606.6]"
"(13.472, 14.211]","(549.267, 681.433]"
"(8.298, 9.037]","(813.6, 945.767]"
"(13.472, 14.211]","(549.267, 681.433]"
"(8.298, 9.037]","(1077.933, 1210.1]"
"(8.298, 9.037]","(681.433, 813.6]"
"(6.071, 6.819]","(681.433, 813.6]"
"(6.071, 6.819]","(681.433, 813.6]"
"(9.776, 10.515]","(549.267, 681.433]"
"(11.254, 11.993]","(415.514, 549.267]"
"(9.776, 10.515]","(813.6, 945.767]"
"(6.071, 6.819]","(681.433, 813.6]"
"(6.819, 7.558]","(681.433, 813.6]"
"(6.819, 7.558]","(681.433, 813.6]"
"(6.819, 7.558]","(1077.933, 1210.1]"
"(9.037, 9.776]","(813.6, 945.767]"
"(8.298, 9.037]","(1342.267, 1474.433]"
"(11.254, 11.993]","(681.433, 813.6]"
"(9.037, 9.776]","(813.6, 945.767]"
"(10.515, 11.254]","(415.514, 549.267]"
"(9.037, 9.776]","(1077.933, 1210.1]"
"(10.515, 11.254]","(681.433, 813.6]"
"(7.558, 8.298]","(549.267, 681.433]"
"(6.819, 7.558]","(813.6, 945.767]"
"(7.558, 8.298]","(1870.933, 2003.1]"
"(12.732, 13.472]","(1077.933, 1210.1]"
"(9.037, 9.776]","(813.6, 945.767]"
"(8.298, 9.037]","(549.267, 681.433]"
"(8.298, 9.037]","(549.267, 681.433]"
"(14.211, 14.95]","(415.514, 549.267]"
"(7.558, 8.298]","(945.767, 1077.933]"
"(9.037, 9.776]","(681.433, 813.6]"
"(8.298, 9.037]","(1606.6, 1738.767]"
"(7.558, 8.298]","(1077.933, 1210.1]"
"(10.515, 11.254]","(681.433, 813.6]"
"(9.037, 9.776]","(945.767, 1077.933]"
"(7.558, 8.298]","(681.433, 813.6]"
"(9.037, 9.776]","(549.267, 681.433]"
"(11.254, 11.993]","(549.267, 681.433]"
"(10.515, 11.254]","(1342.267, 1474.433]"
"(7.558, 8.298]","(415.514, 549.267]"
"(11.993, 12.732]","(415.514, 549.267]"
"(11.993, 12.732]","(549.267, 681.433]"
"(8.298, 9.037]","(549.267, 681.433]"
"(8.298, 9.037]","(549.267, 681.433]"
"(9.037, 9.776]","(681.433, 813.6]"
"(14.211, 14.95]","(549.267, 681.433]"
"(9.776, 10.515]","(549.267, 681.433]"
"(11.993, 12.732]","(549.267, 681.433]"
"(10.515, 11.254]","(681.433, 813.6]"
"(12.732, 13.472]","(549.267, 681.433]"
"(11.993, 12.732]","(549.267, 681.433]"
"(7.558, 8.298]","(681.433, 813.6]"
"(12.732, 13.472]","(1342.267, 1474.433]"
"(13.472, 14.211]","(415.514, 549.267]"
