A,B
0,92
38,72
25,127
58,77
42,133
16,17
58,43
58,4
58,94
45,48
46,50
58,3
16,125
57,0
51,56
33,108
6,91
16,141
51,21
22,39
58,46
58,138
25,130
58,1
15,77
16,119
58,10
58,18
58,9
58,15
58,0
5,45
1,106
19,108
33,116
58,2
0,57
49,32
56,5
6,36
16,107
1,69
33,21
16,46
33,99
47,134
42,20
24,41
21,52
48,144
58,133
33,110
28,78
34,98
26,23
35,28
58,57
58,42
40,136
58,9
23,88
21,33
4,85
17,141
58,9
18,89
58,33
26,129
20,60
2,66
1,60
34,23
58,2
37,95
0,49
6,63
6,79
6,132
27,113
16,138
58,77
28,89
51,1
33,128
53,43
6,36
3,112
16,145
58,131
30,111
21,29
22,24
58,4
12,115
27,82
16,143
16,132
54,43
33,122
12,60
33,32
57,9
55,137
14,8
58,3
58,19
19,33
22,25
30,72
58,28
34,23
58,12
49,44
58,11
58,19
16,47
58,139
58,1
38,127
40,135
58,0
35,65
35,68
37,71
33,27
44,84
56,8
22,49
37,106
15,101
11,48
54,20
25,95
22,87
16,139
0,118
33,48
42,144
16,138
16,139
58,53
33,60
53,132
33,86
33,74
33,125
16,145
58,104
26,101
27,82
35,142
58,16
12,72
0,33
58,5
17,140
7,27
0,101
37,80
57,48
16,65
32,41
50,116
40,134
37,58
36,67
36,49
16,120
0,58
23,107
6,77
16,126
58,38
54,138
27,97
58,145
10,3
41,115
58,96
33,115
6,51
58,0
43,111
51,54
25,94
34,52
58,41
39,32
58,16
58,2
33,123
16,135
3,67
7,96
16,37
58,9
24,128
6,76
25,111
16,75
16,54
7,86
33,74
49,39
56,8
6,132
6,81
41,20
58,1
2,109
20,33
23,59
14,131
40,30
58,19
58,117
58,130
49,43
58,107
6,121
58,4
58,115
58,116
58,117
6,60
58,5
5,31
29,77
35,105
58,2
16,8
58,16
27,44
43,24
6,64
3,103
55,23
28,82
58,135
39,144
33,96
23,34
58,13
16,99
58,112
50,37
23,67
58,14
41,26
58,18
58,19
56,0
58,146
6,105
58,22
58,142
58,144
15,111
9,120
16,106
58,128
58,18
16,95
58,142
22,101
58,144
5,101
4,90
44,114
23,76
16,143
21,83
25,31
27,102
49,134
33,111
7,11
16,141
50,135
22,128
58,140
26,115
41,131
33,101
58,110
50,137
57,20
58,7
38,100
58,93
58,114
34,84
34,53
34,41
58,1
34,127
58,68
27,41
27,32
27,35
58,141
58,8
58,6
4,118
16,133
16,136
16,146
58,140
58,7
50,22
16,141
0,58
1,69
27,108
44,20
34,55
29,112
56,62
57,2
16,77
6,40
33,91
16,69
58,136
58,14
34,128
58,38
58,70
2,21
16,17
33,118
27,61
51,32
58,143
33,47
55,14
16,22
20,138
21,132
19,137
58,9
34,47
38,77
16,135
21,73
34,19
58,117
52,146
58,124
