A,B,C,D,E
"(19.958, 20.117]","(21.715, 21.943]","(13.934, 14.122]","(104.782, 105.508]","(357.768, 359.988]"
"(20.453, 20.621]","(18.845, 19.017]","(14.459, 14.639]","(97.639, 98.3]","(335.606, 337.426]"
"(19.133, 19.315]","(18.845, 19.017]","(16.912, 17.238]","(90.291, 91.577]","(328.108, 330.791]"
"(19.489, 19.627]","(20.919, 21.11]","(13.741, 13.934]","(102.094, 102.767]","(345.656, 347.478]"
"(17.366, 17.748]","(21.715, 21.943]","(13.504, 13.741]","(99.018, 99.675]","(335.606, 337.426]"
"(13.807, 16.261]","(18.845, 19.017]","(17.238, 17.536]","(71.90899999999999, 86.106]","(302.135, 309.48]"
"(20.453, 20.621]","(20.361, 20.555]","(14.122, 14.288]","(102.094, 102.767]","(343.904, 345.656]"
"(18.057, 18.278]","(17.038, 17.503]","(13.741, 13.934]","(86.106, 88.611]","(302.135, 309.48]"
"(20.621, 20.805]","(19.373, 19.537]","(18.717, 22.235]","(96.936, 97.639]","(351.396, 353.28]"
"(21.663, 21.938]","(16.328, 17.038]","(14.96, 15.119]","(94.56, 95.381]","(328.108, 330.791]"
"(19.958, 20.117]","(19.017, 19.194]","(17.536, 18.02]","(98.3, 99.018]","(345.656, 347.478]"
"(20.453, 20.621]","(19.017, 19.194]","(13.934, 14.122]","(100.869, 101.49]","(345.656, 347.478]"
"(16.877, 17.366]","(19.194, 19.373]","(18.02, 18.717]","(88.611, 90.291]","(319.01, 321.953]"
"(21.445, 21.663]","(23.695, 27.545]","(14.779, 14.96]","(113.445, 128.011]","(380.336, 386.978]"
"(16.261, 16.877]","(19.537, 19.682]","(15.316, 15.479]","(90.291, 91.577]","(319.01, 321.953]"
"(18.957, 19.133]","(16.328, 17.038]","(15.656, 15.845]","(86.106, 88.611]","(309.48, 314.514]"
"(17.748, 18.057]","(20.555, 20.727]","(17.536, 18.02]","(95.381, 96.149]","(339.652, 341.899]"
"(19.958, 20.117]","(19.859, 20.027]","(8.505, 11.3]","(102.767, 103.523]","(341.899, 343.904]"
"(19.627, 19.816]","(20.361, 20.555]","(11.3, 11.99]","(98.3, 99.018]","(330.791, 333.09]"
"(16.877, 17.366]","(17.902, 18.173]","(14.459, 14.639]","(86.106, 88.611]","(302.135, 309.48]"
"(18.781, 18.957]","(23.032, 23.695]","(17.238, 17.536]","(108.323, 109.589]","(380.336, 386.978]"
"(16.877, 17.366]","(21.715, 21.943]","(12.738, 13.014]","(96.149, 96.936]","(328.108, 330.791]"
"(18.567, 18.781]","(20.208, 20.361]","(16.437, 16.688]","(100.869, 101.49]","(351.396, 353.28]"
"(20.621, 20.805]","(17.902, 18.173]","(16.437, 16.688]","(97.639, 98.3]","(339.652, 341.899]"
"(16.877, 17.366]","(18.639, 18.845]","(16.015, 16.213]","(88.611, 90.291]","(314.514, 319.01]"
"(22.947, 23.643]","(21.49, 21.715]","(14.779, 14.96]","(109.589, 111.407]","(374.469, 380.336]"
"(18.957, 19.133]","(21.295, 21.49]","(13.014, 13.251]","(103.523, 104.099]","(353.28, 355.829]"
"(21.222, 21.445]","(17.503, 17.902]","(16.015, 16.213]","(95.381, 96.149]","(337.426, 339.652]"
"(23.643, 27.099]","(19.682, 19.859]","(12.397, 12.738]","(104.099, 104.782]","(351.396, 353.28]"
"(16.261, 16.877]","(17.503, 17.902]","(15.479, 15.656]","(71.90899999999999, 86.106]","(302.135, 309.48]"
"(18.957, 19.133]","(19.537, 19.682]","(13.741, 13.934]","(97.639, 98.3]","(328.108, 330.791]"
"(19.315, 19.489]","(23.695, 27.545]","(14.639, 14.779]","(111.407, 113.445]","(374.469, 380.336]"
"(18.057, 18.278]","(20.727, 20.919]","(14.288, 14.459]","(97.639, 98.3]","(335.606, 337.426]"
"(21.938, 22.251]","(17.902, 18.173]","(13.504, 13.741]","(97.639, 98.3]","(333.09, 335.606]"
"(19.489, 19.627]","(23.695, 27.545]","(14.459, 14.639]","(111.407, 113.445]","(380.336, 386.978]"
"(22.522, 22.947]","(18.845, 19.017]","(15.119, 15.316]","(100.361, 100.869]","(347.478, 349.449]"
"(18.781, 18.957]","(17.503, 17.902]","(13.934, 14.122]","(91.577, 92.728]","(314.514, 319.01]"
"(20.621, 20.805]","(19.373, 19.537]","(17.238, 17.536]","(98.3, 99.018]","(345.656, 347.478]"
"(18.957, 19.133]","(13.55, 16.328]","(18.717, 22.235]","(86.106, 88.611]","(314.514, 319.01]"
"(19.133, 19.315]","(23.032, 23.695]","(12.738, 13.014]","(109.589, 111.407]","(367.271, 370.646]"
"(20.453, 20.621]","(22.233, 22.59]","(13.251, 13.504]","(108.323, 109.589]","(362.409, 364.788]"
"(21.001, 21.222]","(18.416, 18.639]","(13.251, 13.504]","(97.639, 98.3]","(333.09, 335.606]"
"(18.278, 18.567]","(20.555, 20.727]","(12.397, 12.738]","(99.675, 100.361]","(335.606, 337.426]"
"(18.278, 18.567]","(13.55, 16.328]","(16.437, 16.688]","(71.90899999999999, 86.106]","(262.99800000000005, 302.135]"
"(18.567, 18.781]","(22.233, 22.59]","(16.015, 16.213]","(107.352, 108.323]","(370.646, 374.469]"
"(19.627, 19.816]","(18.845, 19.017]","(12.397, 12.738]","(95.381, 96.149]","(321.953, 325.147]"
"(16.877, 17.366]","(21.715, 21.943]","(15.479, 15.656]","(101.49, 102.094]","(353.28, 355.829]"
"(19.315, 19.489]","(19.194, 19.373]","(14.779, 14.96]","(97.639, 98.3]","(337.426, 339.652]"
"(22.251, 22.522]","(19.017, 19.194]","(11.99, 12.397]","(104.782, 105.508]","(349.449, 351.396]"
"(16.877, 17.366]","(19.537, 19.682]","(17.536, 18.02]","(92.728, 93.786]","(335.606, 337.426]"
"(19.489, 19.627]","(19.373, 19.537]","(14.459, 14.639]","(100.361, 100.869]","(345.656, 347.478]"
"(22.947, 23.643]","(21.49, 21.715]","(16.437, 16.688]","(109.589, 111.407]","(386.978, 429.53]"
"(18.781, 18.957]","(18.416, 18.639]","(14.288, 14.459]","(91.577, 92.728]","(319.01, 321.953]"
"(18.057, 18.278]","(20.727, 20.919]","(15.119, 15.316]","(99.675, 100.361]","(341.899, 343.904]"
"(20.453, 20.621]","(20.361, 20.555]","(13.934, 14.122]","(102.767, 103.523]","(351.396, 353.28]"
"(19.958, 20.117]","(20.208, 20.361]","(16.912, 17.238]","(102.094, 102.767]","(355.829, 357.768]"
"(21.663, 21.938]","(17.902, 18.173]","(15.316, 15.479]","(97.639, 98.3]","(337.426, 339.652]"
"(16.261, 16.877]","(18.173, 18.416]","(12.738, 13.014]","(91.577, 92.728]","(309.48, 314.514]"
"(19.958, 20.117]","(21.943, 22.233]","(15.479, 15.656]","(106.36, 107.352]","(364.788, 367.271]"
"(20.117, 20.302]","(16.328, 17.038]","(15.316, 15.479]","(86.106, 88.611]","(302.135, 309.48]"
"(19.816, 19.958]","(23.032, 23.695]","(15.845, 16.015]","(108.323, 109.589]","(374.469, 380.336]"
"(18.567, 18.781]","(23.695, 27.545]","(11.3, 11.99]","(111.407, 113.445]","(367.271, 370.646]"
"(20.302, 20.453]","(19.682, 19.859]","(13.251, 13.504]","(101.49, 102.094]","(341.899, 343.904]"
"(22.251, 22.522]","(13.55, 16.328]","(13.504, 13.741]","(93.786, 94.56]","(321.953, 325.147]"
"(20.117, 20.302]","(22.59, 23.032]","(11.3, 11.99]","(108.323, 109.589]","(364.788, 367.271]"
"(20.302, 20.453]","(18.416, 18.639]","(17.238, 17.536]","(97.639, 98.3]","(347.478, 349.449]"
"(20.621, 20.805]","(20.027, 20.208]","(18.717, 22.235]","(100.869, 101.49]","(359.988, 362.409]"
"(19.489, 19.627]","(22.233, 22.59]","(14.779, 14.96]","(106.36, 107.352]","(364.788, 367.271]"
"(18.567, 18.781]","(16.328, 17.038]","(14.639, 14.779]","(86.106, 88.611]","(302.135, 309.48]"
"(20.621, 20.805]","(22.233, 22.59]","(12.397, 12.738]","(107.352, 108.323]","(359.988, 362.409]"
"(22.947, 23.643]","(21.11, 21.295]","(11.3, 11.99]","(106.36, 107.352]","(353.28, 355.829]"
"(21.222, 21.445]","(20.919, 21.11]","(16.912, 17.238]","(104.099, 104.782]","(364.788, 367.271]"
"(19.489, 19.627]","(18.416, 18.639]","(15.845, 16.015]","(95.381, 96.149]","(333.09, 335.606]"
"(22.251, 22.522]","(21.295, 21.49]","(12.397, 12.738]","(105.508, 106.36]","(355.829, 357.768]"
"(21.663, 21.938]","(20.027, 20.208]","(17.536, 18.02]","(104.099, 104.782]","(367.271, 370.646]"
"(22.251, 22.522]","(17.902, 18.173]","(16.437, 16.688]","(96.149, 96.936]","(337.426, 339.652]"
"(13.807, 16.261]","(20.361, 20.555]","(18.717, 22.235]","(93.786, 94.56]","(337.426, 339.652]"
"(20.302, 20.453]","(20.919, 21.11]","(16.213, 16.437]","(104.099, 104.782]","(362.409, 364.788]"
"(22.947, 23.643]","(22.59, 23.032]","(14.122, 14.288]","(113.445, 128.011]","(386.978, 429.53]"
"(22.947, 23.643]","(20.727, 20.919]","(15.316, 15.479]","(107.352, 108.323]","(370.646, 374.469]"
"(19.816, 19.958]","(18.639, 18.845]","(14.96, 15.119]","(94.56, 95.381]","(328.108, 330.791]"
"(18.781, 18.957]","(19.194, 19.373]","(17.536, 18.02]","(96.936, 97.639]","(343.904, 345.656]"
"(18.278, 18.567]","(18.173, 18.416]","(12.738, 13.014]","(90.291, 91.577]","(309.48, 314.514]"
"(19.816, 19.958]","(19.537, 19.682]","(14.779, 14.96]","(97.639, 98.3]","(337.426, 339.652]"
"(19.816, 19.958]","(21.943, 22.233]","(14.288, 14.459]","(104.782, 105.508]","(353.28, 355.829]"
