A,B,C,D,E
"(19.675, 20.571]","(22.606, 23.634]","(15.813, 16.782]","(106.358, 110.294]","(365.03, 375.278]"
"(21.405, 22.053]","(27.782, 28.938]","(18.733, 19.801]","(128.045, 132.687]","(446.04, 474.854]"
"(17.107, 18.069]","(8.5, 11.089]","(26.425, 39.848]","(55.853, 66.186]","(261.641, 280.097]"
"(18.069, 18.74]","(25.942, 27.782]","(17.805, 18.733]","(113.538, 118.376]","(375.278, 388.73]"
"(10.738, 12.865]","(23.634, 24.768]","(15.813, 16.782]","(95.498, 99.808]","(331.442, 342.325]"
"(-1.674, 8.247]","(20.149, 21.039]","(12.083, 13.276]","(55.853, 66.186]","(206.039, 237.803]"
"(21.405, 22.053]","(18.218, 19.207]","(7.499, 8.718]","(95.498, 99.808]","(312.822, 322.649]"
"(12.865, 13.895]","(14.495, 15.579]","(-6.1000000000000005, 2.68]","(81.748, 86.099]","(237.803, 261.641]"
"(22.053, 23.08]","(19.207, 20.149]","(23.965, 26.425]","(106.358, 110.294]","(401.348, 415.084]"
"(25.801, 27.06]","(31.744, 39.845]","(17.805, 18.733]","(141.911, 189.077]","(474.854, 607.798]"
"(19.675, 20.571]","(21.674, 22.606]","(16.782, 17.805]","(106.358, 110.294]","(375.278, 388.73]"
"(21.405, 22.053]","(17.563, 18.218]","(7.499, 8.718]","(89.247, 92.252]","(280.097, 289.912]"
"(8.247, 10.738]","(21.674, 22.606]","(19.801, 20.769]","(92.252, 95.498]","(331.442, 342.325]"
"(24.504, 25.801]","(27.782, 28.938]","(11.15, 12.083]","(128.045, 132.687]","(431.25, 446.04]"
"(-1.674, 8.247]","(27.782, 28.938]","(16.782, 17.805]","(95.498, 99.808]","(342.325, 353.128]"
"(16.284, 17.107]","(24.768, 25.942]","(2.68, 5.327]","(106.358, 110.294]","(331.442, 342.325]"
"(12.865, 13.895]","(31.744, 39.845]","(26.425, 39.848]","(118.376, 122.403]","(431.25, 446.04]"
"(19.675, 20.571]","(28.938, 31.744]","(7.499, 8.718]","(128.045, 132.687]","(401.348, 415.084]"
"(18.74, 19.675]","(31.744, 39.845]","(11.15, 12.083]","(132.687, 141.911]","(446.04, 474.854]"
"(8.247, 10.738]","(11.089, 13.146]","(22.285, 23.965]","(55.853, 66.186]","(261.641, 280.097]"
"(15.42, 16.284]","(13.146, 14.495]","(14.806, 15.813]","(55.853, 66.186]","(237.803, 261.641]"
"(8.247, 10.738]","(1.02, 8.5]","(5.327, 7.499]","(21.575, 55.853]","(129.778, 206.039]"
"(15.42, 16.284]","(11.089, 13.146]","(13.276, 14.152]","(55.853, 66.186]","(237.803, 261.641]"
"(22.053, 23.08]","(31.744, 39.845]","(17.805, 18.733]","(132.687, 141.911]","(474.854, 607.798]"
"(8.247, 10.738]","(1.02, 8.5]","(23.965, 26.425]","(21.575, 55.853]","(129.778, 206.039]"
"(30.781, 41.714]","(23.634, 24.768]","(14.152, 14.806]","(128.045, 132.687]","(431.25, 446.04]"
"(16.284, 17.107]","(1.02, 8.5]","(-6.1000000000000005, 2.68]","(55.853, 66.186]","(129.778, 206.039]"
"(24.504, 25.801]","(15.579, 16.682]","(11.15, 12.083]","(89.247, 92.252]","(312.822, 322.649]"
"(30.781, 41.714]","(15.579, 16.682]","(19.801, 20.769]","(122.403, 128.045]","(446.04, 474.854]"
"(8.247, 10.738]","(28.938, 31.744]","(13.276, 14.152]","(95.498, 99.808]","(322.649, 331.442]"
"(16.284, 17.107]","(16.682, 17.563]","(23.965, 26.425]","(86.099, 89.247]","(331.442, 342.325]"
"(17.107, 18.069]","(16.682, 17.563]","(12.083, 13.276]","(89.247, 92.252]","(289.912, 301.755]"
"(12.865, 13.895]","(28.938, 31.744]","(14.152, 14.806]","(118.376, 122.403]","(415.084, 431.25]"
"(27.06, 28.513]","(16.682, 17.563]","(2.68, 5.327]","(99.808, 103.529]","(312.822, 322.649]"
"(18.069, 18.74]","(21.039, 21.674]","(23.965, 26.425]","(99.808, 103.529]","(388.73, 401.348]"
"(28.513, 30.781]","(23.634, 24.768]","(16.782, 17.805]","(128.045, 132.687]","(431.25, 446.04]"
"(15.42, 16.284]","(16.682, 17.563]","(19.801, 20.769]","(95.498, 99.808]","(342.325, 353.128]"
"(22.053, 23.08]","(24.768, 25.942]","(23.965, 26.425]","(106.358, 110.294]","(388.73, 401.348]"
"(16.284, 17.107]","(14.495, 15.579]","(26.425, 39.848]","(81.748, 86.099]","(365.03, 375.278]"
"(16.284, 17.107]","(11.089, 13.146]","(7.499, 8.718]","(55.853, 66.186]","(206.039, 237.803]"
"(21.405, 22.053]","(21.674, 22.606]","(20.769, 22.285]","(103.529, 106.358]","(365.03, 375.278]"
"(23.08, 24.504]","(27.782, 28.938]","(15.813, 16.782]","(132.687, 141.911]","(446.04, 474.854]"
"(13.895, 15.42]","(27.782, 28.938]","(22.285, 23.965]","(113.538, 118.376]","(415.084, 431.25]"
"(13.895, 15.42]","(17.563, 18.218]","(13.276, 14.152]","(89.247, 92.252]","(301.755, 312.822]"
"(13.895, 15.42]","(11.089, 13.146]","(18.733, 19.801]","(55.853, 66.186]","(237.803, 261.641]"
"(18.74, 19.675]","(23.634, 24.768]","(22.285, 23.965]","(110.294, 113.538]","(388.73, 401.348]"
"(8.247, 10.738]","(23.634, 24.768]","(16.782, 17.805]","(95.498, 99.808]","(342.325, 353.128]"
"(18.069, 18.74]","(19.207, 20.149]","(14.152, 14.806]","(92.252, 95.498]","(301.755, 312.822]"
"(27.06, 28.513]","(11.089, 13.146]","(17.805, 18.733]","(92.252, 95.498]","(342.325, 353.128]"
"(8.247, 10.738]","(1.02, 8.5]","(10.034, 11.15]","(21.575, 55.853]","(129.778, 206.039]"
"(18.069, 18.74]","(19.207, 20.149]","(19.801, 20.769]","(103.529, 106.358]","(365.03, 375.278]"
"(30.781, 41.714]","(20.149, 21.039]","(22.285, 23.965]","(122.403, 128.045]","(415.084, 431.25]"
"(15.42, 16.284]","(21.039, 21.674]","(8.718, 10.034]","(99.808, 103.529]","(331.442, 342.325]"
"(12.865, 13.895]","(25.942, 27.782]","(16.782, 17.805]","(113.538, 118.376]","(388.73, 401.348]"
"(21.405, 22.053]","(23.634, 24.768]","(14.806, 15.813]","(113.538, 118.376]","(388.73, 401.348]"
"(19.675, 20.571]","(14.495, 15.579]","(17.805, 18.733]","(95.498, 99.808]","(342.325, 353.128]"
"(25.801, 27.06]","(20.149, 21.039]","(13.276, 14.152]","(113.538, 118.376]","(375.278, 388.73]"
"(8.247, 10.738]","(14.495, 15.579]","(2.68, 5.327]","(66.186, 72.715]","(206.039, 237.803]"
"(19.675, 20.571]","(31.744, 39.845]","(26.425, 39.848]","(141.911, 189.077]","(474.854, 607.798]"
"(20.571, 21.405]","(21.039, 21.674]","(16.782, 17.805]","(110.294, 113.538]","(375.278, 388.73]"
"(18.74, 19.675]","(20.149, 21.039]","(26.425, 39.848]","(99.808, 103.529]","(375.278, 388.73]"
"(13.895, 15.42]","(8.5, 11.089]","(18.733, 19.801]","(55.853, 66.186]","(237.803, 261.641]"
"(21.405, 22.053]","(23.634, 24.768]","(19.801, 20.769]","(99.808, 103.529]","(353.128, 365.03]"
"(27.06, 28.513]","(8.5, 11.089]","(-6.1000000000000005, 2.68]","(72.715, 78.374]","(206.039, 237.803]"
"(20.571, 21.405]","(18.218, 19.207]","(23.965, 26.425]","(95.498, 99.808]","(365.03, 375.278]"
"(20.571, 21.405]","(24.768, 25.942]","(26.425, 39.848]","(110.294, 113.538]","(415.084, 431.25]"
"(22.053, 23.08]","(1.02, 8.5]","(14.806, 15.813]","(66.186, 72.715]","(261.641, 280.097]"
"(18.069, 18.74]","(21.039, 21.674]","(7.499, 8.718]","(99.808, 103.529]","(322.649, 331.442]"
"(13.895, 15.42]","(22.606, 23.634]","(17.805, 18.733]","(95.498, 99.808]","(331.442, 342.325]"
"(22.053, 23.08]","(22.606, 23.634]","(-6.1000000000000005, 2.68]","(110.294, 113.538]","(331.442, 342.325]"
"(28.513, 30.781]","(13.146, 14.495]","(5.327, 7.499]","(106.358, 110.294]","(331.442, 342.325]"
"(24.504, 25.801]","(8.5, 11.089]","(14.152, 14.806]","(86.099, 89.247]","(301.755, 312.822]"
"(18.069, 18.74]","(21.674, 22.606]","(14.152, 14.806]","(103.529, 106.358]","(353.128, 365.03]"
"(27.06, 28.513]","(23.634, 24.768]","(16.782, 17.805]","(132.687, 141.911]","(431.25, 446.04]"
"(25.801, 27.06]","(31.744, 39.845]","(12.083, 13.276]","(141.911, 189.077]","(474.854, 607.798]"
"(28.513, 30.781]","(8.5, 11.089]","(17.805, 18.733]","(78.374, 81.748]","(280.097, 289.912]"
"(-1.674, 8.247]","(17.563, 18.218]","(12.083, 13.276]","(78.374, 81.748]","(261.641, 280.097]"
"(21.405, 22.053]","(19.207, 20.149]","(5.327, 7.499]","(103.529, 106.358]","(331.442, 342.325]"
"(30.781, 41.714]","(14.495, 15.579]","(18.733, 19.801]","(110.294, 113.538]","(375.278, 388.73]"
"(30.781, 41.714]","(27.782, 28.938]","(8.718, 10.034]","(141.911, 189.077]","(474.854, 607.798]"
"(18.74, 19.675]","(22.606, 23.634]","(11.15, 12.083]","(103.529, 106.358]","(342.325, 353.128]"
"(15.42, 16.284]","(1.02, 8.5]","(-6.1000000000000005, 2.68]","(72.715, 78.374]","(206.039, 237.803]"
"(13.895, 15.42]","(21.039, 21.674]","(15.813, 16.782]","(92.252, 95.498]","(322.649, 331.442]"
"(18.74, 19.675]","(17.563, 18.218]","(16.782, 17.805]","(89.247, 92.252]","(322.649, 331.442]"
"(18.74, 19.675]","(8.5, 11.089]","(-6.1000000000000005, 2.68]","(55.853, 66.186]","(129.778, 206.039]"
"(22.053, 23.08]","(11.089, 13.146]","(14.806, 15.813]","(86.099, 89.247]","(301.755, 312.822]"
"(18.069, 18.74]","(16.682, 17.563]","(19.801, 20.769]","(99.808, 103.529]","(353.128, 365.03]"
"(13.895, 15.42]","(17.563, 18.218]","(15.813, 16.782]","(72.715, 78.374]","(280.097, 289.912]"
"(18.069, 18.74]","(8.5, 11.089]","(14.152, 14.806]","(55.853, 66.186]","(206.039, 237.803]"
"(18.069, 18.74]","(22.606, 23.634]","(14.806, 15.813]","(110.294, 113.538]","(375.278, 388.73]"
"(16.284, 17.107]","(22.606, 23.634]","(8.718, 10.034]","(106.358, 110.294]","(342.325, 353.128]"
"(8.247, 10.738]","(28.938, 31.744]","(19.801, 20.769]","(110.294, 113.538]","(388.73, 401.348]"
"(18.069, 18.74]","(31.744, 39.845]","(7.499, 8.718]","(141.911, 189.077]","(474.854, 607.798]"
"(15.42, 16.284]","(14.495, 15.579]","(26.425, 39.848]","(78.374, 81.748]","(342.325, 353.128]"
"(17.107, 18.069]","(31.744, 39.845]","(13.276, 14.152]","(141.911, 189.077]","(474.854, 607.798]"
"(10.738, 12.865]","(20.149, 21.039]","(12.083, 13.276]","(95.498, 99.808]","(342.325, 353.128]"
"(23.08, 24.504]","(27.782, 28.938]","(13.276, 14.152]","(132.687, 141.911]","(446.04, 474.854]"
"(22.053, 23.08]","(15.579, 16.682]","(5.327, 7.499]","(99.808, 103.529]","(322.649, 331.442]"
"(-1.674, 8.247]","(19.207, 20.149]","(12.083, 13.276]","(66.186, 72.715]","(206.039, 237.803]"
"(25.801, 27.06]","(21.674, 22.606]","(20.769, 22.285]","(113.538, 118.376]","(415.084, 431.25]"
"(20.571, 21.405]","(15.579, 16.682]","(15.813, 16.782]","(86.099, 89.247]","(301.755, 312.822]"
"(22.053, 23.08]","(24.768, 25.942]","(19.801, 20.769]","(118.376, 122.403]","(415.084, 431.25]"
"(23.08, 24.504]","(13.146, 14.495]","(8.718, 10.034]","(92.252, 95.498]","(312.822, 322.649]"
"(24.504, 25.801]","(8.5, 11.089]","(26.425, 39.848]","(89.247, 92.252]","(353.128, 365.03]"
"(10.738, 12.865]","(13.146, 14.495]","(26.425, 39.848]","(55.853, 66.186]","(280.097, 289.912]"
"(28.513, 30.781]","(11.089, 13.146]","(23.965, 26.425]","(81.748, 86.099]","(322.649, 331.442]"
"(13.895, 15.42]","(16.682, 17.563]","(20.769, 22.285]","(72.715, 78.374]","(289.912, 301.755]"
"(17.107, 18.069]","(22.606, 23.634]","(22.285, 23.965]","(99.808, 103.529]","(365.03, 375.278]"
"(24.504, 25.801]","(1.02, 8.5]","(23.965, 26.425]","(66.186, 72.715]","(289.912, 301.755]"
"(-1.674, 8.247]","(21.674, 22.606]","(23.965, 26.425]","(78.374, 81.748]","(312.822, 322.649]"
"(28.513, 30.781]","(31.744, 39.845]","(22.285, 23.965]","(141.911, 189.077]","(474.854, 607.798]"
"(15.42, 16.284]","(18.218, 19.207]","(19.801, 20.769]","(72.715, 78.374]","(261.641, 280.097]"
"(16.284, 17.107]","(14.495, 15.579]","(12.083, 13.276]","(78.374, 81.748]","(261.641, 280.097]"
"(30.781, 41.714]","(15.579, 16.682]","(22.285, 23.965]","(113.538, 118.376]","(415.084, 431.25]"
"(8.247, 10.738]","(13.146, 14.495]","(20.769, 22.285]","(55.853, 66.186]","(206.039, 237.803]"
"(-1.674, 8.247]","(24.768, 25.942]","(2.68, 5.327]","(95.498, 99.808]","(301.755, 312.822]"
"(22.053, 23.08]","(27.782, 28.938]","(7.499, 8.718]","(128.045, 132.687]","(415.084, 431.25]"
"(10.738, 12.865]","(28.938, 31.744]","(18.733, 19.801]","(122.403, 128.045]","(431.25, 446.04]"
"(12.865, 13.895]","(21.674, 22.606]","(16.782, 17.805]","(95.498, 99.808]","(342.325, 353.128]"
"(18.069, 18.74]","(22.606, 23.634]","(15.813, 16.782]","(99.808, 103.529]","(342.325, 353.128]"
"(22.053, 23.08]","(21.674, 22.606]","(10.034, 11.15]","(110.294, 113.538]","(353.128, 365.03]"
"(18.069, 18.74]","(14.495, 15.579]","(10.034, 11.15]","(78.374, 81.748]","(261.641, 280.097]"
"(23.08, 24.504]","(22.606, 23.634]","(8.718, 10.034]","(118.376, 122.403]","(375.278, 388.73]"
"(8.247, 10.738]","(14.495, 15.579]","(14.152, 14.806]","(66.186, 72.715]","(261.641, 280.097]"
"(28.513, 30.781]","(31.744, 39.845]","(2.68, 5.327]","(141.911, 189.077]","(446.04, 474.854]"
"(-1.674, 8.247]","(31.744, 39.845]","(20.769, 22.285]","(118.376, 122.403]","(401.348, 415.084]"
"(20.571, 21.405]","(24.768, 25.942]","(13.276, 14.152]","(106.358, 110.294]","(365.03, 375.278]"
"(30.781, 41.714]","(15.579, 16.682]","(-6.1000000000000005, 2.68]","(113.538, 118.376]","(353.128, 365.03]"
"(16.284, 17.107]","(20.149, 21.039]","(18.733, 19.801]","(92.252, 95.498]","(342.325, 353.128]"
"(25.801, 27.06]","(17.563, 18.218]","(14.152, 14.806]","(103.529, 106.358]","(353.128, 365.03]"
"(10.738, 12.865]","(13.146, 14.495]","(12.083, 13.276]","(72.715, 78.374]","(261.641, 280.097]"
"(8.247, 10.738]","(8.5, 11.089]","(2.68, 5.327]","(21.575, 55.853]","(129.778, 206.039]"
"(-1.674, 8.247]","(17.563, 18.218]","(17.805, 18.733]","(78.374, 81.748]","(289.912, 301.755]"
"(16.284, 17.107]","(24.768, 25.942]","(5.327, 7.499]","(110.294, 113.538]","(353.128, 365.03]"
"(30.781, 41.714]","(18.218, 19.207]","(17.805, 18.733]","(113.538, 118.376]","(388.73, 401.348]"
"(22.053, 23.08]","(13.146, 14.495]","(11.15, 12.083]","(89.247, 92.252]","(301.755, 312.822]"
"(24.504, 25.801]","(17.563, 18.218]","(13.276, 14.152]","(89.247, 92.252]","(301.755, 312.822]"
"(30.781, 41.714]","(28.938, 31.744]","(2.68, 5.327]","(141.911, 189.077]","(474.854, 607.798]"
"(21.405, 22.053]","(27.782, 28.938]","(7.499, 8.718]","(128.045, 132.687]","(401.348, 415.084]"
"(17.107, 18.069]","(13.146, 14.495]","(17.805, 18.733]","(81.748, 86.099]","(301.755, 312.822]"
"(21.405, 22.053]","(14.495, 15.579]","(7.499, 8.718]","(92.252, 95.498]","(301.755, 312.822]"
"(25.801, 27.06]","(27.782, 28.938]","(10.034, 11.15]","(132.687, 141.911]","(415.084, 431.25]"
"(19.675, 20.571]","(19.207, 20.149]","(8.718, 10.034]","(95.498, 99.808]","(312.822, 322.649]"
"(22.053, 23.08]","(19.207, 20.149]","(15.813, 16.782]","(92.252, 95.498]","(322.649, 331.442]"
"(17.107, 18.069]","(13.146, 14.495]","(17.805, 18.733]","(66.186, 72.715]","(237.803, 261.641]"
"(18.74, 19.675]","(21.039, 21.674]","(20.769, 22.285]","(106.358, 110.294]","(375.278, 388.73]"
"(28.513, 30.781]","(8.5, 11.089]","(22.285, 23.965]","(78.374, 81.748]","(312.822, 322.649]"
"(16.284, 17.107]","(27.782, 28.938]","(2.68, 5.327]","(122.403, 128.045]","(401.348, 415.084]"
"(22.053, 23.08]","(13.146, 14.495]","(17.805, 18.733]","(78.374, 81.748]","(280.097, 289.912]"
"(18.74, 19.675]","(21.039, 21.674]","(12.083, 13.276]","(99.808, 103.529]","(331.442, 342.325]"
"(21.405, 22.053]","(15.579, 16.682]","(8.718, 10.034]","(89.247, 92.252]","(301.755, 312.822]"
"(12.865, 13.895]","(15.579, 16.682]","(16.782, 17.805]","(81.748, 86.099]","(289.912, 301.755]"
"(20.571, 21.405]","(16.682, 17.563]","(17.805, 18.733]","(99.808, 103.529]","(342.325, 353.128]"
"(19.675, 20.571]","(27.782, 28.938]","(-6.1000000000000005, 2.68]","(122.403, 128.045]","(375.278, 388.73]"
"(25.801, 27.06]","(14.495, 15.579]","(-6.1000000000000005, 2.68]","(81.748, 86.099]","(237.803, 261.641]"
"(17.107, 18.069]","(18.218, 19.207]","(23.965, 26.425]","(95.498, 99.808]","(353.128, 365.03]"
"(27.06, 28.513]","(11.089, 13.146]","(14.152, 14.806]","(89.247, 92.252]","(301.755, 312.822]"
"(28.513, 30.781]","(24.768, 25.942]","(18.733, 19.801]","(132.687, 141.911]","(446.04, 474.854]"
"(22.053, 23.08]","(11.089, 13.146]","(18.733, 19.801]","(78.374, 81.748]","(280.097, 289.912]"
"(20.571, 21.405]","(15.579, 16.682]","(14.806, 15.813]","(92.252, 95.498]","(322.649, 331.442]"
"(21.405, 22.053]","(22.606, 23.634]","(14.806, 15.813]","(110.294, 113.538]","(365.03, 375.278]"
"(25.801, 27.06]","(31.744, 39.845]","(16.782, 17.805]","(141.911, 189.077]","(474.854, 607.798]"
"(18.74, 19.675]","(14.495, 15.579]","(26.425, 39.848]","(86.099, 89.247]","(322.649, 331.442]"
"(27.06, 28.513]","(1.02, 8.5]","(-6.1000000000000005, 2.68]","(55.853, 66.186]","(129.778, 206.039]"
"(27.06, 28.513]","(8.5, 11.089]","(2.68, 5.327]","(72.715, 78.374]","(206.039, 237.803]"
"(20.571, 21.405]","(14.495, 15.579]","(7.499, 8.718]","(95.498, 99.808]","(312.822, 322.649]"
"(17.107, 18.069]","(11.089, 13.146]","(2.68, 5.327]","(55.853, 66.186]","(129.778, 206.039]"
"(28.513, 30.781]","(20.149, 21.039]","(26.425, 39.848]","(118.376, 122.403]","(431.25, 446.04]"
"(12.865, 13.895]","(18.218, 19.207]","(13.276, 14.152]","(72.715, 78.374]","(261.641, 280.097]"
"(15.42, 16.284]","(1.02, 8.5]","(8.718, 10.034]","(21.575, 55.853]","(129.778, 206.039]"
"(10.738, 12.865]","(16.682, 17.563]","(15.813, 16.782]","(66.186, 72.715]","(237.803, 261.641]"
"(16.284, 17.107]","(24.768, 25.942]","(14.152, 14.806]","(110.294, 113.538]","(375.278, 388.73]"
"(27.06, 28.513]","(20.149, 21.039]","(14.806, 15.813]","(110.294, 113.538]","(365.03, 375.278]"
"(23.08, 24.504]","(25.942, 27.782]","(26.425, 39.848]","(132.687, 141.911]","(474.854, 607.798]"
"(20.571, 21.405]","(22.606, 23.634]","(23.965, 26.425]","(118.376, 122.403]","(431.25, 446.04]"
"(23.08, 24.504]","(23.634, 24.768]","(19.801, 20.769]","(106.358, 110.294]","(388.73, 401.348]"
"(28.513, 30.781]","(17.563, 18.218]","(10.034, 11.15]","(95.498, 99.808]","(312.822, 322.649]"
"(16.284, 17.107]","(18.218, 19.207]","(12.083, 13.276]","(78.374, 81.748]","(280.097, 289.912]"
"(23.08, 24.504]","(1.02, 8.5]","(2.68, 5.327]","(21.575, 55.853]","(129.778, 206.039]"
"(23.08, 24.504]","(25.942, 27.782]","(13.276, 14.152]","(128.045, 132.687]","(415.084, 431.25]"
"(18.069, 18.74]","(17.563, 18.218]","(13.276, 14.152]","(99.808, 103.529]","(342.325, 353.128]"
"(13.895, 15.42]","(19.207, 20.149]","(18.733, 19.801]","(89.247, 92.252]","(331.442, 342.325]"
"(8.247, 10.738]","(22.606, 23.634]","(12.083, 13.276]","(81.748, 86.099]","(301.755, 312.822]"
"(8.247, 10.738]","(31.744, 39.845]","(16.782, 17.805]","(122.403, 128.045]","(415.084, 431.25]"
"(16.284, 17.107]","(20.149, 21.039]","(14.152, 14.806]","(86.099, 89.247]","(301.755, 312.822]"
"(24.504, 25.801]","(15.579, 16.682]","(12.083, 13.276]","(99.808, 103.529]","(331.442, 342.325]"
"(23.08, 24.504]","(25.942, 27.782]","(11.15, 12.083]","(122.403, 128.045]","(401.348, 415.084]"
"(30.781, 41.714]","(25.942, 27.782]","(17.805, 18.733]","(132.687, 141.911]","(474.854, 607.798]"
"(17.107, 18.069]","(23.634, 24.768]","(16.782, 17.805]","(99.808, 103.529]","(353.128, 365.03]"
"(25.801, 27.06]","(28.938, 31.744]","(18.733, 19.801]","(141.911, 189.077]","(474.854, 607.798]"
"(12.865, 13.895]","(16.682, 17.563]","(12.083, 13.276]","(66.186, 72.715]","(206.039, 237.803]"
"(25.801, 27.06]","(15.579, 16.682]","(10.034, 11.15]","(95.498, 99.808]","(322.649, 331.442]"
"(20.571, 21.405]","(17.563, 18.218]","(10.034, 11.15]","(81.748, 86.099]","(280.097, 289.912]"
"(27.06, 28.513]","(27.782, 28.938]","(18.733, 19.801]","(128.045, 132.687]","(446.04, 474.854]"
"(19.675, 20.571]","(8.5, 11.089]","(23.965, 26.425]","(72.715, 78.374]","(312.822, 322.649]"
"(-1.674, 8.247]","(25.942, 27.782]","(16.782, 17.805]","(78.374, 81.748]","(280.097, 289.912]"
"(25.801, 27.06]","(31.744, 39.845]","(5.327, 7.499]","(141.911, 189.077]","(474.854, 607.798]"
"(24.504, 25.801]","(28.938, 31.744]","(22.285, 23.965]","(141.911, 189.077]","(474.854, 607.798]"
"(8.247, 10.738]","(17.563, 18.218]","(14.152, 14.806]","(55.853, 66.186]","(206.039, 237.803]"
"(12.865, 13.895]","(15.579, 16.682]","(-6.1000000000000005, 2.68]","(66.186, 72.715]","(206.039, 237.803]"
"(23.08, 24.504]","(21.039, 21.674]","(19.801, 20.769]","(118.376, 122.403]","(415.084, 431.25]"
"(23.08, 24.504]","(28.938, 31.744]","(11.15, 12.083]","(128.045, 132.687]","(431.25, 446.04]"
"(30.781, 41.714]","(24.768, 25.942]","(19.801, 20.769]","(132.687, 141.911]","(446.04, 474.854]"
"(28.513, 30.781]","(20.149, 21.039]","(15.813, 16.782]","(118.376, 122.403]","(415.084, 431.25]"
"(19.675, 20.571]","(28.938, 31.744]","(12.083, 13.276]","(128.045, 132.687]","(431.25, 446.04]"
"(8.247, 10.738]","(16.682, 17.563]","(15.813, 16.782]","(72.715, 78.374]","(280.097, 289.912]"
"(18.069, 18.74]","(18.218, 19.207]","(16.782, 17.805]","(92.252, 95.498]","(331.442, 342.325]"
"(18.74, 19.675]","(18.218, 19.207]","(2.68, 5.327]","(81.748, 86.099]","(237.803, 261.641]"
"(19.675, 20.571]","(14.495, 15.579]","(16.782, 17.805]","(81.748, 86.099]","(312.822, 322.649]"
"(28.513, 30.781]","(21.039, 21.674]","(17.805, 18.733]","(118.376, 122.403]","(401.348, 415.084]"
"(12.865, 13.895]","(15.579, 16.682]","(22.285, 23.965]","(66.186, 72.715]","(261.641, 280.097]"
"(25.801, 27.06]","(16.682, 17.563]","(15.813, 16.782]","(113.538, 118.376]","(401.348, 415.084]"
"(30.781, 41.714]","(25.942, 27.782]","(2.68, 5.327]","(132.687, 141.911]","(431.25, 446.04]"
"(15.42, 16.284]","(23.634, 24.768]","(19.801, 20.769]","(99.808, 103.529]","(375.278, 388.73]"
"(15.42, 16.284]","(18.218, 19.207]","(14.806, 15.813]","(81.748, 86.099]","(312.822, 322.649]"
"(25.801, 27.06]","(18.218, 19.207]","(26.425, 39.848]","(103.529, 106.358]","(415.084, 431.25]"
"(27.06, 28.513]","(11.089, 13.146]","(13.276, 14.152]","(92.252, 95.498]","(312.822, 322.649]"
"(18.069, 18.74]","(14.495, 15.579]","(7.499, 8.718]","(72.715, 78.374]","(237.803, 261.641]"
"(20.571, 21.405]","(15.579, 16.682]","(16.782, 17.805]","(86.099, 89.247]","(312.822, 322.649]"
"(10.738, 12.865]","(1.02, 8.5]","(23.965, 26.425]","(21.575, 55.853]","(129.778, 206.039]"
"(24.504, 25.801]","(22.606, 23.634]","(19.801, 20.769]","(122.403, 128.045]","(431.25, 446.04]"
"(15.42, 16.284]","(28.938, 31.744]","(17.805, 18.733]","(118.376, 122.403]","(415.084, 431.25]"
"(19.675, 20.571]","(24.768, 25.942]","(26.425, 39.848]","(103.529, 106.358]","(415.084, 431.25]"
"(18.069, 18.74]","(23.634, 24.768]","(10.034, 11.15]","(106.358, 110.294]","(353.128, 365.03]"
"(25.801, 27.06]","(23.634, 24.768]","(2.68, 5.327]","(128.045, 132.687]","(401.348, 415.084]"
"(16.284, 17.107]","(24.768, 25.942]","(2.68, 5.327]","(118.376, 122.403]","(365.03, 375.278]"
"(12.865, 13.895]","(16.682, 17.563]","(8.718, 10.034]","(72.715, 78.374]","(237.803, 261.641]"
"(18.74, 19.675]","(24.768, 25.942]","(8.718, 10.034]","(118.376, 122.403]","(388.73, 401.348]"
"(27.06, 28.513]","(8.5, 11.089]","(17.805, 18.733]","(72.715, 78.374]","(280.097, 289.912]"
"(18.74, 19.675]","(21.039, 21.674]","(16.782, 17.805]","(106.358, 110.294]","(365.03, 375.278]"
"(30.781, 41.714]","(14.495, 15.579]","(2.68, 5.327]","(103.529, 106.358]","(322.649, 331.442]"
"(24.504, 25.801]","(16.682, 17.563]","(14.152, 14.806]","(86.099, 89.247]","(312.822, 322.649]"
