A,B,C,D,E
"(19.274, 20.761]","(6.679, 8.184]","(1.564, 3.114]","(41.85, 47.615]","(149.183, 166.595]"
"(20.761, 22.249]","(26.246, 27.751]","(21.709, 23.259]","(122.55, 128.314]","(445.18, 462.592]"
"(16.299, 17.786]","(17.215, 18.72]","(9.312, 10.862]","(82.2, 87.964]","(288.476, 305.887]"
"(17.786, 19.274]","(18.72, 20.226]","(13.961, 15.511]","(93.729, 99.493]","(323.299, 340.711]"
"(11.836, 13.324]","(21.731, 23.236]","(13.961, 15.511]","(82.2, 87.964]","(288.476, 305.887]"
"(4.398, 5.886]","(29.257, 30.762]","(13.961, 15.511]","(99.493, 105.257]","(340.711, 358.122]"
"(20.761, 22.249]","(20.226, 21.731]","(9.312, 10.862]","(93.729, 99.493]","(305.887, 323.299]"
"(13.324, 14.811]","(15.71, 17.215]","(17.06, 18.61]","(82.2, 87.964]","(305.887, 323.299]"
"(22.249, 23.737]","(24.741, 26.246]","(6.213, 7.762]","(122.55, 128.314]","(392.945, 410.357]"
"(25.224, 26.712]","(26.246, 27.751]","(9.312, 10.862]","(122.55, 128.314]","(392.945, 410.357]"
"(19.274, 20.761]","(23.236, 24.741]","(20.159, 21.709]","(116.786, 122.55]","(410.357, 427.768]"
"(20.761, 22.249]","(27.751, 29.257]","(1.564, 3.114]","(122.55, 128.314]","(375.534, 392.945]"
"(10.348, 11.836]","(17.215, 18.72]","(15.511, 17.06]","(70.672, 76.436]","(253.653, 271.064]"
"(23.737, 25.224]","(15.71, 17.215]","(6.213, 7.762]","(99.493, 105.257]","(323.299, 340.711]"
"(8.861, 10.348]","(17.215, 18.72]","(17.06, 18.61]","(76.436, 82.2]","(288.476, 305.887]"
"(16.299, 17.786]","(26.246, 27.751]","(10.862, 12.411]","(111.021, 116.786]","(375.534, 392.945]"
"(13.324, 14.811]","(11.195, 12.7]","(18.61, 20.159]","(53.379, 59.143]","(218.829, 236.241]"
"(19.274, 20.761]","(24.741, 26.246]","(26.358, 27.908]","(122.55, 128.314]","(445.18, 462.592]"
