A,B,C,D,E
"(19.713, 20.947]","(3.668, 11.178]","(-3.086, 6.147]","(30.320999999999998, 68.466]","(131.76999999999998, 246.613]"
"(20.947, 22.149]","(26.065, 28.458]","(20.569, 22.859]","(123.398, 131.729]","(447.698, 567.061]"
"(17.248, 18.495]","(17.892, 19.003]","(10.759, 12.073]","(78.172, 84.095]","(275.825, 296.679]"
"(18.495, 19.713]","(19.003, 20.202]","(14.743, 16.022]","(89.975, 95.499]","(329.376, 346.194]"
"(11.657, 14.238]","(21.349, 22.615]","(13.503, 14.743]","(84.095, 89.975]","(296.679, 313.84]"
"(1.4220000000000002, 11.657]","(28.458, 41.298]","(14.743, 16.022]","(104.792, 110.755]","(346.194, 359.606]"
"(20.947, 22.149]","(20.202, 21.349]","(8.948, 10.759]","(95.499, 100.032]","(296.679, 313.84]"
"(14.238, 16.037]","(14.398, 16.351]","(16.022, 17.274]","(84.095, 89.975]","(296.679, 313.84]"
"(22.149, 23.655]","(24.155, 26.065]","(6.147, 8.948]","(116.221, 123.398]","(377.255, 394.42]"
"(23.655, 25.623]","(26.065, 28.458]","(8.948, 10.759]","(123.398, 131.729]","(394.42, 414.406]"
"(19.713, 20.947]","(22.615, 24.155]","(20.569, 22.859]","(116.221, 123.398]","(414.406, 447.698]"
"(20.947, 22.149]","(26.065, 28.458]","(-3.086, 6.147]","(116.221, 123.398]","(377.255, 394.42]"
"(1.4220000000000002, 11.657]","(16.351, 17.892]","(16.022, 17.274]","(68.466, 78.172]","(246.613, 275.825]"
"(23.655, 25.623]","(16.351, 17.892]","(6.147, 8.948]","(100.032, 104.792]","(313.84, 329.376]"
"(1.4220000000000002, 11.657]","(17.892, 19.003]","(17.274, 18.736]","(78.172, 84.095]","(275.825, 296.679]"
"(16.037, 17.248]","(26.065, 28.458]","(10.759, 12.073]","(110.755, 116.221]","(377.255, 394.42]"
"(11.657, 14.238]","(11.178, 14.398]","(18.736, 20.569]","(30.320999999999998, 68.466]","(131.76999999999998, 246.613]"
"(19.713, 20.947]","(24.155, 26.065]","(22.859, 35.656]","(116.221, 123.398]","(447.698, 567.061]"
"(18.495, 19.713]","(28.458, 41.298]","(6.147, 8.948]","(131.729, 174.428]","(414.406, 447.698]"
"(1.4220000000000002, 11.657]","(28.458, 41.298]","(13.503, 14.743]","(100.032, 104.792]","(346.194, 359.606]"
"(16.037, 17.248]","(17.892, 19.003]","(14.743, 16.022]","(84.095, 89.975]","(296.679, 313.84]"
"(1.4220000000000002, 11.657]","(16.351, 17.892]","(-3.086, 6.147]","(30.320999999999998, 68.466]","(131.76999999999998, 246.613]"
"(16.037, 17.248]","(20.202, 21.349]","(8.948, 10.759]","(95.499, 100.032]","(313.84, 329.376]"
"(20.947, 22.149]","(26.065, 28.458]","(22.859, 35.656]","(131.729, 174.428]","(447.698, 567.061]"
"(1.4220000000000002, 11.657]","(24.155, 26.065]","(12.073, 13.503]","(100.032, 104.792]","(329.376, 346.194]"
