A,B,C,D,E
"(19.713, 20.794]","(3.668, 10.817]","(-3.086, 5.571]","(30.320999999999998, 67.011]","(131.76999999999998, 237.788]"
"(20.794, 21.746]","(24.865, 26.692]","(21.116, 23.146]","(119.656, 124.903]","(421.167, 452.574]"
"(17.592, 18.631]","(18.155, 19.283]","(9.942, 11.377]","(81.372, 86.905]","(288.179, 305.358]"
"(18.631, 19.713]","(19.283, 20.202]","(14.743, 15.821]","(91.597, 95.949]","(317.987, 331.041]"
"(11.112, 13.633]","(22.202, 23.593]","(13.64, 14.743]","(81.372, 86.905]","(305.358, 317.987]"
"(1.4220000000000002, 11.112]","(28.926, 41.298]","(14.743, 15.821]","(104.04, 108.868]","(346.194, 357.475]"
"(20.794, 21.746]","(20.202, 21.268]","(9.942, 11.377]","(95.949, 100.032]","(305.358, 317.987]"
"(13.633, 15.051]","(15.608, 17.064]","(16.944, 18.221]","(81.372, 86.905]","(305.358, 317.987]"
"(21.746, 23.027]","(24.865, 26.692]","(5.571, 8.406]","(119.656, 124.903]","(387.929, 401.618]"
"(24.503, 26.495]","(24.865, 26.692]","(8.406, 9.942]","(124.903, 133.817]","(401.618, 421.167]"
"(19.713, 20.794]","(23.593, 24.865]","(21.116, 23.146]","(113.574, 119.656]","(421.167, 452.574]"
"(20.794, 21.746]","(26.692, 28.926]","(-3.086, 5.571]","(119.656, 124.903]","(373.151, 387.929]"
"(11.112, 13.633]","(17.064, 18.155]","(15.821, 16.944]","(67.011, 76.028]","(237.788, 268.654]"
"(24.503, 26.495]","(15.608, 17.064]","(5.571, 8.406]","(100.032, 104.04]","(317.987, 331.041]"
"(1.4220000000000002, 11.112]","(18.155, 19.283]","(16.944, 18.221]","(76.028, 81.372]","(288.179, 305.358]"
"(16.509, 17.592]","(26.692, 28.926]","(11.377, 12.42]","(113.574, 119.656]","(373.151, 387.929]"
"(13.633, 15.051]","(10.817, 13.674]","(19.559, 21.116]","(30.320999999999998, 67.011]","(131.76999999999998, 237.788]"
"(19.713, 20.794]","(24.865, 26.692]","(23.146, 35.656]","(119.656, 124.903]","(421.167, 452.574]"
"(18.631, 19.713]","(28.926, 41.298]","(8.406, 9.942]","(133.817, 174.428]","(421.167, 452.574]"
"(1.4220000000000002, 11.112]","(28.926, 41.298]","(13.64, 14.743]","(100.032, 104.04]","(346.194, 357.475]"
"(15.051, 16.509]","(18.155, 19.283]","(14.743, 15.821]","(86.905, 91.597]","(305.358, 317.987]"
"(11.112, 13.633]","(15.608, 17.064]","(-3.086, 5.571]","(67.011, 76.028]","(131.76999999999998, 237.788]"
"(15.051, 16.509]","(20.202, 21.268]","(9.942, 11.377]","(95.949, 100.032]","(317.987, 331.041]"
"(21.746, 23.027]","(26.692, 28.926]","(21.116, 23.146]","(124.903, 133.817]","(452.574, 567.061]"
"(1.4220000000000002, 11.112]","(24.865, 26.692]","(11.377, 12.42]","(100.032, 104.04]","(331.041, 346.194]"
"(28.459, 38.612]","(20.202, 21.268]","(13.64, 14.743]","(124.903, 133.817]","(421.167, 452.574]"
"(16.509, 17.592]","(28.926, 41.298]","(13.64, 14.743]","(108.868, 113.574]","(357.475, 373.151]"
"(23.027, 24.503]","(17.064, 18.155]","(8.406, 9.942]","(95.949, 100.032]","(317.987, 331.041]"
"(28.459, 38.612]","(18.155, 19.283]","(5.571, 8.406]","(124.903, 133.817]","(401.618, 421.167]"
"(1.4220000000000002, 11.112]","(18.155, 19.283]","(12.42, 13.64]","(67.011, 76.028]","(237.788, 268.654]"
"(16.509, 17.592]","(15.608, 17.064]","(21.116, 23.146]","(95.949, 100.032]","(357.475, 373.151]"
"(17.592, 18.631]","(20.202, 21.268]","(14.743, 15.821]","(91.597, 95.949]","(331.041, 346.194]"
"(13.633, 15.051]","(15.608, 17.064]","(13.64, 14.743]","(76.028, 81.372]","(288.179, 305.358]"
"(26.495, 28.459]","(17.064, 18.155]","(14.743, 15.821]","(108.868, 113.574]","(373.151, 387.929]"
"(18.631, 19.713]","(24.865, 26.692]","(11.377, 12.42]","(124.903, 133.817]","(401.618, 421.167]"
"(26.495, 28.459]","(23.593, 24.865]","(21.116, 23.146]","(124.903, 133.817]","(452.574, 567.061]"
"(16.509, 17.592]","(18.155, 19.283]","(13.64, 14.743]","(95.949, 100.032]","(317.987, 331.041]"
"(21.746, 23.027]","(18.155, 19.283]","(14.743, 15.821]","(100.032, 104.04]","(346.194, 357.475]"
"(16.509, 17.592]","(13.674, 15.608]","(19.559, 21.116]","(81.372, 86.905]","(317.987, 331.041]"
"(16.509, 17.592]","(13.674, 15.608]","(13.64, 14.743]","(86.905, 91.597]","(305.358, 317.987]"
"(20.794, 21.746]","(17.064, 18.155]","(19.559, 21.116]","(91.597, 95.949]","(331.041, 346.194]"
"(23.027, 24.503]","(3.668, 10.817]","(12.42, 13.64]","(76.028, 81.372]","(268.654, 288.179]"
"(13.633, 15.051]","(22.202, 23.593]","(8.406, 9.942]","(76.028, 81.372]","(237.788, 268.654]"
"(13.633, 15.051]","(26.692, 28.926]","(8.406, 9.942]","(108.868, 113.574]","(357.475, 373.151]"
"(15.051, 16.509]","(23.593, 24.865]","(21.116, 23.146]","(119.656, 124.903]","(421.167, 452.574]"
"(18.631, 19.713]","(23.593, 24.865]","(14.743, 15.821]","(108.868, 113.574]","(373.151, 387.929]"
"(11.112, 13.633]","(22.202, 23.593]","(13.64, 14.743]","(86.905, 91.597]","(305.358, 317.987]"
"(17.592, 18.631]","(24.865, 26.692]","(11.377, 12.42]","(108.868, 113.574]","(357.475, 373.151]"
"(26.495, 28.459]","(17.064, 18.155]","(11.377, 12.42]","(100.032, 104.04]","(346.194, 357.475]"
"(11.112, 13.633]","(24.865, 26.692]","(-3.086, 5.571]","(86.905, 91.597]","(268.654, 288.179]"
"(17.592, 18.631]","(3.668, 10.817]","(18.221, 19.559]","(30.320999999999998, 67.011]","(237.788, 268.654]"
"(28.459, 38.612]","(20.202, 21.268]","(9.942, 11.377]","(113.574, 119.656]","(373.151, 387.929]"
"(15.051, 16.509]","(13.674, 15.608]","(5.571, 8.406]","(76.028, 81.372]","(237.788, 268.654]"
"(13.633, 15.051]","(17.064, 18.155]","(8.406, 9.942]","(81.372, 86.905]","(268.654, 288.179]"
"(20.794, 21.746]","(21.268, 22.202]","(19.559, 21.116]","(113.574, 119.656]","(401.618, 421.167]"
"(19.713, 20.794]","(19.283, 20.202]","(11.377, 12.42]","(100.032, 104.04]","(331.041, 346.194]"
"(24.503, 26.495]","(3.668, 10.817]","(18.221, 19.559]","(67.011, 76.028]","(288.179, 305.358]"
"(1.4220000000000002, 11.112]","(28.926, 41.298]","(15.821, 16.944]","(113.574, 119.656]","(401.618, 421.167]"
"(19.713, 20.794]","(21.268, 22.202]","(13.64, 14.743]","(104.04, 108.868]","(346.194, 357.475]"
"(19.713, 20.794]","(17.064, 18.155]","(9.942, 11.377]","(91.597, 95.949]","(305.358, 317.987]"
"(18.631, 19.713]","(21.268, 22.202]","(14.743, 15.821]","(95.949, 100.032]","(346.194, 357.475]"
"(15.051, 16.509]","(20.202, 21.268]","(11.377, 12.42]","(76.028, 81.372]","(237.788, 268.654]"
"(20.794, 21.746]","(18.155, 19.283]","(23.146, 35.656]","(113.574, 119.656]","(421.167, 452.574]"
"(26.495, 28.459]","(22.202, 23.593]","(21.116, 23.146]","(124.903, 133.817]","(421.167, 452.574]"
"(19.713, 20.794]","(15.608, 17.064]","(12.42, 13.64]","(81.372, 86.905]","(288.179, 305.358]"
"(20.794, 21.746]","(10.817, 13.674]","(8.406, 9.942]","(67.011, 76.028]","(237.788, 268.654]"
"(21.746, 23.027]","(17.064, 18.155]","(9.942, 11.377]","(91.597, 95.949]","(317.987, 331.041]"
"(18.631, 19.713]","(13.674, 15.608]","(19.559, 21.116]","(81.372, 86.905]","(305.358, 317.987]"
"(15.051, 16.509]","(10.817, 13.674]","(9.942, 11.377]","(76.028, 81.372]","(237.788, 268.654]"
"(21.746, 23.027]","(22.202, 23.593]","(13.64, 14.743]","(104.04, 108.868]","(357.475, 373.151]"
"(28.459, 38.612]","(20.202, 21.268]","(23.146, 35.656]","(119.656, 124.903]","(421.167, 452.574]"
"(23.027, 24.503]","(23.593, 24.865]","(12.42, 13.64]","(124.903, 133.817]","(401.618, 421.167]"
"(17.592, 18.631]","(23.593, 24.865]","(12.42, 13.64]","(104.04, 108.868]","(346.194, 357.475]"
"(26.495, 28.459]","(23.593, 24.865]","(8.406, 9.942]","(124.903, 133.817]","(387.929, 401.618]"
