A,B,C,D,E
"(19.992, 20.632]","(3.668, 9.257]","(-3.086, 4.467]","(30.320999999999998, 60.318]","(131.76999999999998, 220.777]"
"(21.205, 21.71]","(26.182, 27.208]","(21.942, 22.906]","(123.893, 127.327]","(450.599, 471.026]"
"(17.628, 18.282]","(18.188, 18.76]","(10.568, 11.34]","(80.491, 83.631]","(294.362, 304.656]"
"(18.282, 18.775]","(19.878, 20.582]","(15.003, 15.509]","(91.922, 94.742]","(324.655, 332.231]"
"(11.502, 12.777]","(22.138, 22.735]","(13.819, 14.412]","(83.631, 86.725]","(304.656, 312.649]"
"(1.4220000000000002, 9.416]","(30.435, 41.298]","(15.003, 15.509]","(102.838, 105.608]","(349.501, 355.038]"
"(21.71, 22.374]","(19.878, 20.582]","(10.568, 11.34]","(94.742, 96.432]","(312.649, 318.433]"
"(14.038, 14.777]","(16.118, 16.951]","(16.858, 17.657]","(83.631, 86.725]","(312.649, 318.433]"
"(21.71, 22.374]","(25.01, 26.182]","(6.059, 7.677]","(121.074, 123.893]","(389.146, 397.101]"
"(24.791, 25.874]","(26.182, 27.208]","(8.819, 9.649]","(123.893, 127.327]","(404.406, 416.67]"
"(19.398, 19.992]","(23.727, 24.429]","(20.694, 21.942]","(116.89, 121.074]","(416.67, 428.365]"
"(21.205, 21.71]","(27.208, 28.652]","(-3.086, 4.467]","(121.074, 123.893]","(379.256, 389.146]"
"(9.416, 11.502]","(17.598, 18.188]","(16.196, 16.858]","(68.039, 73.528]","(244.454, 260.309]"
"(24.791, 25.874]","(16.951, 17.598]","(6.059, 7.677]","(98.864, 101.535]","(324.655, 332.231]"
"(9.416, 11.502]","(18.188, 18.76]","(17.657, 18.311]","(77.101, 80.491]","(283.812, 294.362]"
"(17.018, 17.628]","(26.182, 27.208]","(11.34, 11.845]","(111.326, 114.374]","(379.256, 389.146]"
"(12.777, 14.038]","(11.121, 12.851]","(18.998, 19.752]","(30.320999999999998, 60.318]","(220.777, 244.454]"
"(19.992, 20.632]","(25.01, 26.182]","(25.459, 35.656]","(121.074, 123.893]","(428.365, 450.599]"
"(18.775, 19.398]","(30.435, 41.298]","(7.677, 8.819]","(132.573, 140.588]","(428.365, 450.599]"
"(9.416, 11.502]","(28.652, 30.435]","(14.412, 15.003]","(101.535, 102.838]","(342.069, 349.501]"
"(15.733, 16.463]","(18.188, 18.76]","(15.003, 15.509]","(86.725, 89.163]","(304.656, 312.649]"
"(11.502, 12.777]","(16.118, 16.951]","(-3.086, 4.467]","(68.039, 73.528]","(131.76999999999998, 220.777]"
"(15.733, 16.463]","(20.582, 21.109]","(10.568, 11.34]","(94.742, 96.432]","(318.433, 324.655]"
"(21.71, 22.374]","(27.208, 28.652]","(21.942, 22.906]","(127.327, 132.573]","(450.599, 471.026]"
"(9.416, 11.502]","(25.01, 26.182]","(11.845, 12.438]","(98.864, 101.535]","(332.231, 342.069]"
"(28.136, 30.058]","(20.582, 21.109]","(14.412, 15.003]","(127.327, 132.573]","(416.67, 428.365]"
"(16.463, 17.018]","(28.652, 30.435]","(14.412, 15.003]","(108.677, 111.326]","(363.076, 372.115]"
"(24.006, 24.791]","(16.951, 17.598]","(7.677, 8.819]","(96.432, 98.864]","(318.433, 324.655]"
"(30.058, 38.612]","(18.76, 19.477]","(7.677, 8.819]","(127.327, 132.573]","(397.101, 404.406]"
"(9.416, 11.502]","(18.188, 18.76]","(12.438, 13.09]","(73.528, 77.101]","(260.309, 273.897]"
"(17.018, 17.628]","(15.226, 16.118]","(21.942, 22.906]","(98.864, 101.535]","(363.076, 372.115]"
"(17.628, 18.282]","(20.582, 21.109]","(15.003, 15.509]","(91.922, 94.742]","(332.231, 342.069]"
"(14.038, 14.777]","(16.951, 17.598]","(14.412, 15.003]","(80.491, 83.631]","(283.812, 294.362]"
"(25.874, 27.071]","(16.951, 17.598]","(15.003, 15.509]","(111.326, 114.374]","(379.256, 389.146]"
"(18.775, 19.398]","(25.01, 26.182]","(11.845, 12.438]","(123.893, 127.327]","(404.406, 416.67]"
"(27.071, 28.136]","(23.727, 24.429]","(20.694, 21.942]","(127.327, 132.573]","(450.599, 471.026]"
"(16.463, 17.018]","(18.76, 19.477]","(13.819, 14.412]","(96.432, 98.864]","(324.655, 332.231]"
"(21.71, 22.374]","(18.76, 19.477]","(15.003, 15.509]","(101.535, 102.838]","(349.501, 355.038]"
"(17.018, 17.628]","(12.851, 14.187]","(20.694, 21.942]","(80.491, 83.631]","(312.649, 318.433]"
"(17.018, 17.628]","(15.226, 16.118]","(13.819, 14.412]","(89.163, 91.922]","(304.656, 312.649]"
"(21.205, 21.71]","(16.951, 17.598]","(18.998, 19.752]","(94.742, 96.432]","(342.069, 349.501]"
"(23.178, 24.006]","(3.668, 9.257]","(12.438, 13.09]","(80.491, 83.631]","(273.897, 283.812]"
"(14.777, 15.733]","(22.138, 22.735]","(7.677, 8.819]","(77.101, 80.491]","(260.309, 273.897]"
"(14.777, 15.733]","(27.208, 28.652]","(7.677, 8.819]","(111.326, 114.374]","(363.076, 372.115]"
"(15.733, 16.463]","(24.429, 25.01]","(20.694, 21.942]","(121.074, 123.893]","(428.365, 450.599]"
"(18.775, 19.398]","(22.735, 23.727]","(15.003, 15.509]","(108.677, 111.326]","(372.115, 379.256]"
"(11.502, 12.777]","(22.735, 23.727]","(13.819, 14.412]","(89.163, 91.922]","(304.656, 312.649]"
"(18.282, 18.775]","(24.429, 25.01]","(11.845, 12.438]","(111.326, 114.374]","(363.076, 372.115]"
"(25.874, 27.071]","(16.951, 17.598]","(11.34, 11.845]","(101.535, 102.838]","(342.069, 349.501]"
"(11.502, 12.777]","(24.429, 25.01]","(-3.086, 4.467]","(86.725, 89.163]","(273.897, 283.812]"
"(18.282, 18.775]","(9.257, 11.121]","(18.311, 18.998]","(60.318, 68.039]","(244.454, 260.309]"
"(30.058, 38.612]","(20.582, 21.109]","(10.568, 11.34]","(116.89, 121.074]","(372.115, 379.256]"
"(15.733, 16.463]","(15.226, 16.118]","(7.677, 8.819]","(73.528, 77.101]","(260.309, 273.897]"
"(14.038, 14.777]","(17.598, 18.188]","(9.649, 10.568]","(80.491, 83.631]","(260.309, 273.897]"
"(21.205, 21.71]","(22.138, 22.735]","(20.694, 21.942]","(114.374, 116.89]","(404.406, 416.67]"
"(19.398, 19.992]","(19.477, 19.878]","(11.34, 11.845]","(101.535, 102.838]","(342.069, 349.501]"
"(24.791, 25.874]","(3.668, 9.257]","(18.998, 19.752]","(73.528, 77.101]","(283.812, 294.362]"
"(9.416, 11.502]","(30.435, 41.298]","(15.509, 16.196]","(114.374, 116.89]","(397.101, 404.406]"
"(19.992, 20.632]","(21.569, 22.138]","(13.09, 13.819]","(105.608, 108.677]","(349.501, 355.038]"
"(20.632, 21.205]","(17.598, 18.188]","(9.649, 10.568]","(91.922, 94.742]","(304.656, 312.649]"
"(19.398, 19.992]","(21.569, 22.138]","(15.003, 15.509]","(96.432, 98.864]","(342.069, 349.501]"
"(14.777, 15.733]","(19.878, 20.582]","(11.34, 11.845]","(77.101, 80.491]","(260.309, 273.897]"
"(21.205, 21.71]","(18.76, 19.477]","(25.459, 35.656]","(111.326, 114.374]","(428.365, 450.599]"
"(27.071, 28.136]","(22.735, 23.727]","(20.694, 21.942]","(123.893, 127.327]","(428.365, 450.599]"
"(19.992, 20.632]","(15.226, 16.118]","(13.09, 13.819]","(83.631, 86.725]","(294.362, 304.656]"
"(20.632, 21.205]","(11.121, 12.851]","(7.677, 8.819]","(68.039, 73.528]","(244.454, 260.309]"
"(21.71, 22.374]","(17.598, 18.188]","(9.649, 10.568]","(94.742, 96.432]","(318.433, 324.655]"
"(18.282, 18.775]","(14.187, 15.226]","(19.752, 20.694]","(80.491, 83.631]","(304.656, 312.649]"
"(15.733, 16.463]","(11.121, 12.851]","(10.568, 11.34]","(77.101, 80.491]","(260.309, 273.897]"
"(21.71, 22.374]","(22.735, 23.727]","(13.819, 14.412]","(102.838, 105.608]","(355.038, 363.076]"
"(28.136, 30.058]","(20.582, 21.109]","(25.459, 35.656]","(121.074, 123.893]","(428.365, 450.599]"
"(23.178, 24.006]","(24.429, 25.01]","(13.09, 13.819]","(127.327, 132.573]","(404.406, 416.67]"
"(18.282, 18.775]","(24.429, 25.01]","(12.438, 13.09]","(105.608, 108.677]","(355.038, 363.076]"
