A,B,C,D,E
"(19.261, 21.587]","(12.192, 14.471]","(10.092, 12.501]","(83.857, 91.714]","(269.214, 294.033]"
"(21.587, 23.913]","(21.308, 23.587]","(2.866, 5.275]","(107.426, 115.283]","(318.852, 343.67]"
"(16.935, 19.261]","(12.192, 14.471]","(22.136, 24.545]","(76.001, 83.857]","(294.033, 318.852]"
"(16.935, 19.261]","(14.471, 16.75]","(14.91, 17.319]","(76.001, 83.857]","(269.214, 294.033]"
"(9.957, 12.283]","(12.192, 14.471]","(10.092, 12.501]","(52.432, 60.288]","(169.94, 194.758]"
"(0.653, 2.979]","(21.308, 23.587]","(7.684, 10.092]","(52.432, 60.288]","(194.758, 219.577]"
"(21.587, 23.913]","(21.308, 23.587]","(17.319, 19.728]","(115.283, 123.139]","(393.308, 418.127]"
"(12.283, 14.609]","(25.866, 28.145]","(12.501, 14.91]","(107.426, 115.283]","(368.489, 393.308]"
"(21.587, 23.913]","(28.145, 30.424]","(7.684, 10.092]","(123.139, 130.995]","(393.308, 418.127]"
"(26.239, 28.565]","(7.634, 9.913]","(14.91, 17.319]","(76.001, 83.857]","(294.033, 318.852]"
"(19.261, 21.587]","(21.308, 23.587]","(5.275, 7.684]","(91.714, 99.57]","(294.033, 318.852]"
"(21.587, 23.913]","(16.75, 19.029]","(12.501, 14.91]","(83.857, 91.714]","(294.033, 318.852]"
"(7.631, 9.957]","(14.471, 16.75]","(26.954, 29.363]","(60.288, 68.145]","(244.396, 269.214]"
"(23.913, 26.239]","(21.308, 23.587]","(17.319, 19.728]","(123.139, 130.995]","(418.127, 442.945]"
"(7.631, 9.957]","(21.308, 23.587]","(7.684, 10.092]","(83.857, 91.714]","(294.033, 318.852]"
"(14.609, 16.935]","(5.355, 7.634]","(12.501, 14.91]","(60.288, 68.145]","(219.577, 244.396]"
"(12.283, 14.609]","(3.076, 5.355]","(19.728, 22.136]","(36.719, 44.575]","(169.94, 194.758]"
"(19.261, 21.587]","(28.145, 30.424]","(14.91, 17.319]","(123.139, 130.995]","(442.945, 467.764]"
"(16.935, 19.261]","(19.029, 21.308]","(10.092, 12.501]","(91.714, 99.57]","(318.852, 343.67]"
"(7.631, 9.957]","(23.587, 25.866]","(12.501, 14.91]","(91.714, 99.57]","(318.852, 343.67]"
"(14.609, 16.935]","(23.587, 25.866]","(17.319, 19.728]","(91.714, 99.57]","(343.67, 368.489]"
"(9.957, 12.283]","(19.029, 21.308]","(24.545, 26.954]","(83.857, 91.714]","(343.67, 368.489]"
"(14.609, 16.935]","(19.029, 21.308]","(22.136, 24.545]","(91.714, 99.57]","(343.67, 368.489]"
"(21.587, 23.913]","(21.308, 23.587]","(17.319, 19.728]","(99.57, 107.426]","(368.489, 393.308]"
"(7.631, 9.957]","(30.424, 32.703]","(17.319, 19.728]","(99.57, 107.426]","(368.489, 393.308]"
"(30.891, 33.217]","(3.076, 5.355]","(17.319, 19.728]","(68.145, 76.001]","(269.214, 294.033]"
"(14.609, 16.935]","(7.634, 9.913]","(10.092, 12.501]","(52.432, 60.288]","(194.758, 219.577]"
"(23.913, 26.239]","(12.192, 14.471]","(5.275, 7.684]","(60.288, 68.145]","(219.577, 244.396]"
"(35.544, 37.87]","(7.634, 9.913]","(5.275, 7.684]","(99.57, 107.426]","(294.033, 318.852]"
"(7.631, 9.957]","(30.424, 32.703]","(5.275, 7.684]","(115.283, 123.139]","(368.489, 393.308]"
"(14.609, 16.935]","(16.75, 19.029]","(14.91, 17.319]","(99.57, 107.426]","(368.489, 393.308]"
"(16.935, 19.261]","(14.471, 16.75]","(12.501, 14.91]","(76.001, 83.857]","(269.214, 294.033]"
"(12.283, 14.609]","(19.029, 21.308]","(5.275, 7.684]","(83.857, 91.714]","(294.033, 318.852]"
"(26.239, 28.565]","(19.029, 21.308]","(17.319, 19.728]","(115.283, 123.139]","(393.308, 418.127]"
"(16.935, 19.261]","(19.029, 21.308]","(0.457, 2.866]","(83.857, 91.714]","(244.396, 269.214]"
"(28.565, 30.891]","(37.261, 39.54]","(19.728, 22.136]","(170.277, 178.133]","(567.039, 591.857]"
"(14.609, 16.935]","(30.424, 32.703]","(7.684, 10.092]","(123.139, 130.995]","(393.308, 418.127]"
"(21.587, 23.913]","(23.587, 25.866]","(22.136, 24.545]","(123.139, 130.995]","(442.945, 467.764]"
"(14.609, 16.935]","(14.471, 16.75]","(12.501, 14.91]","(91.714, 99.57]","(294.033, 318.852]"
"(16.935, 19.261]","(16.75, 19.029]","(19.728, 22.136]","(99.57, 107.426]","(368.489, 393.308]"
"(21.587, 23.913]","(7.634, 9.913]","(17.319, 19.728]","(68.145, 76.001]","(244.396, 269.214]"
"(23.913, 26.239]","(16.75, 19.029]","(24.545, 26.954]","(99.57, 107.426]","(393.308, 418.127]"
"(12.283, 14.609]","(16.75, 19.029]","(10.092, 12.501]","(83.857, 91.714]","(294.033, 318.852]"
"(12.283, 14.609]","(23.587, 25.866]","(29.363, 31.771]","(99.57, 107.426]","(368.489, 393.308]"
"(14.609, 16.935]","(16.75, 19.029]","(12.501, 14.91]","(76.001, 83.857]","(244.396, 269.214]"
"(16.935, 19.261]","(21.308, 23.587]","(12.501, 14.91]","(99.57, 107.426]","(318.852, 343.67]"
"(9.957, 12.283]","(19.029, 21.308]","(17.319, 19.728]","(76.001, 83.857]","(294.033, 318.852]"
"(16.935, 19.261]","(16.75, 19.029]","(10.092, 12.501]","(91.714, 99.57]","(318.852, 343.67]"
"(26.239, 28.565]","(14.471, 16.75]","(12.501, 14.91]","(99.57, 107.426]","(343.67, 368.489]"
"(9.957, 12.283]","(21.308, 23.587]","(12.501, 14.91]","(91.714, 99.57]","(318.852, 343.67]"
"(16.935, 19.261]","(21.308, 23.587]","(19.728, 22.136]","(107.426, 115.283]","(368.489, 393.308]"
"(30.891, 33.217]","(23.587, 25.866]","(5.275, 7.684]","(138.852, 146.708]","(442.945, 467.764]"
"(14.609, 16.935]","(16.75, 19.029]","(7.684, 10.092]","(76.001, 83.857]","(244.396, 269.214]"
"(12.283, 14.609]","(14.471, 16.75]","(24.545, 26.954]","(68.145, 76.001]","(294.033, 318.852]"
"(21.587, 23.913]","(14.471, 16.75]","(17.319, 19.728]","(91.714, 99.57]","(318.852, 343.67]"
"(19.261, 21.587]","(23.587, 25.866]","(5.275, 7.684]","(99.57, 107.426]","(318.852, 343.67]"
"(23.913, 26.239]","(28.145, 30.424]","(14.91, 17.319]","(130.995, 138.852]","(442.945, 467.764]"
"(7.631, 9.957]","(21.308, 23.587]","(14.91, 17.319]","(83.857, 91.714]","(294.033, 318.852]"
"(19.261, 21.587]","(9.913, 12.192]","(17.319, 19.728]","(60.288, 68.145]","(244.396, 269.214]"
"(19.261, 21.587]","(25.866, 28.145]","(7.684, 10.092]","(123.139, 130.995]","(368.489, 393.308]"
"(19.261, 21.587]","(19.029, 21.308]","(12.501, 14.91]","(91.714, 99.57]","(318.852, 343.67]"
"(14.609, 16.935]","(5.355, 7.634]","(22.136, 24.545]","(60.288, 68.145]","(244.396, 269.214]"
"(19.261, 21.587]","(23.587, 25.866]","(14.91, 17.319]","(115.283, 123.139]","(393.308, 418.127]"
"(26.239, 28.565]","(14.471, 16.75]","(17.319, 19.728]","(115.283, 123.139]","(393.308, 418.127]"
"(19.261, 21.587]","(23.587, 25.866]","(19.728, 22.136]","(115.283, 123.139]","(418.127, 442.945]"
"(19.261, 21.587]","(21.308, 23.587]","(5.275, 7.684]","(83.857, 91.714]","(294.033, 318.852]"
"(21.587, 23.913]","(16.75, 19.029]","(24.545, 26.954]","(91.714, 99.57]","(343.67, 368.489]"
"(16.935, 19.261]","(21.308, 23.587]","(12.501, 14.91]","(107.426, 115.283]","(368.489, 393.308]"
"(14.609, 16.935]","(21.308, 23.587]","(12.501, 14.91]","(91.714, 99.57]","(318.852, 343.67]"
"(21.587, 23.913]","(7.634, 9.913]","(17.319, 19.728]","(68.145, 76.001]","(269.214, 294.033]"
"(28.565, 30.891]","(21.308, 23.587]","(14.91, 17.319]","(123.139, 130.995]","(418.127, 442.945]"
"(23.913, 26.239]","(21.308, 23.587]","(2.866, 5.275]","(99.57, 107.426]","(318.852, 343.67]"
"(16.935, 19.261]","(25.866, 28.145]","(-6.817, -4.36]","(115.283, 123.139]","(318.852, 343.67]"
"(26.239, 28.565]","(21.308, 23.587]","(0.457, 2.866]","(107.426, 115.283]","(343.67, 368.489]"
"(26.239, 28.565]","(9.913, 12.192]","(17.319, 19.728]","(76.001, 83.857]","(269.214, 294.033]"
"(26.239, 28.565]","(23.587, 25.866]","(12.501, 14.91]","(123.139, 130.995]","(418.127, 442.945]"
"(5.305, 7.631]","(19.029, 21.308]","(7.684, 10.092]","(76.001, 83.857]","(244.396, 269.214]"
"(19.261, 21.587]","(37.261, 39.54]","(17.319, 19.728]","(154.564, 162.421]","(492.583, 517.401]"
"(30.891, 33.217]","(16.75, 19.029]","(14.91, 17.319]","(123.139, 130.995]","(418.127, 442.945]"
"(30.891, 33.217]","(12.192, 14.471]","(10.092, 12.501]","(99.57, 107.426]","(318.852, 343.67]"
"(19.261, 21.587]","(21.308, 23.587]","(12.501, 14.91]","(107.426, 115.283]","(368.489, 393.308]"
"(14.609, 16.935]","(28.145, 30.424]","(2.866, 5.275]","(123.139, 130.995]","(368.489, 393.308]"
"(12.283, 14.609]","(23.587, 25.866]","(17.319, 19.728]","(99.57, 107.426]","(368.489, 393.308]"
"(19.261, 21.587]","(21.308, 23.587]","(17.319, 19.728]","(99.57, 107.426]","(368.489, 393.308]"
"(19.261, 21.587]","(37.261, 39.54]","(0.457, 2.866]","(146.708, 154.564]","(442.945, 467.764]"
