Z1,Y,T
"(3.393, 3.594]","(-3.459, -0.952]",0
"(2.841, 3.016]","(-3.459, -0.952]",0
"(1.487, 1.954]","(-0.463, -0.146]",1
"(3.809, 4.114]","(0.733, 0.982]",1
"(3.016, 3.201]","(-0.463, -0.146]",0
"(3.201, 3.393]","(3.196, 15.948]",1
"(2.841, 3.016]","(1.843, 2.296]",1
"(4.476, 6.813]","(0.317, 0.538]",0
"(2.841, 3.016]","(3.196, 15.948]",1
"(2.646, 2.841]","(-0.952, -0.463]",0
"(1.487, 1.954]","(3.196, 15.948]",1
"(3.809, 4.114]","(2.296, 3.196]",1
"(1.954, 2.223]","(-0.952, -0.463]",0
"(1.954, 2.223]","(-0.952, -0.463]",0
"(2.436, 2.646]","(1.221, 1.498]",0
"(3.201, 3.393]","(-0.463, -0.146]",0
"(3.201, 3.393]","(0.118, 0.317]",1
"(4.114, 4.476]","(-0.463, -0.146]",0
"(2.223, 2.436]","(0.317, 0.538]",0
"(3.594, 3.809]","(1.843, 2.296]",1
"(4.114, 4.476]","(1.843, 2.296]",0
"(3.016, 3.201]","(-0.463, -0.146]",0
"(2.436, 2.646]","(2.296, 3.196]",1
"(3.393, 3.594]","(2.296, 3.196]",0
"(2.646, 2.841]","(-3.459, -0.952]",0
"(2.436, 2.646]","(-0.952, -0.463]",1
"(3.201, 3.393]","(-3.459, -0.952]",0
"(3.201, 3.393]","(3.196, 15.948]",1
"(1.954, 2.223]","(0.118, 0.317]",1
"(4.476, 6.813]","(0.317, 0.538]",0
"(3.201, 3.393]","(-3.459, -0.952]",1
"(4.476, 6.813]","(0.118, 0.317]",0
"(2.646, 2.841]","(0.733, 0.982]",0
"(4.476, 6.813]","(0.538, 0.733]",0
"(4.476, 6.813]","(0.733, 0.982]",0
"(1.954, 2.223]","(0.982, 1.221]",0
"(3.809, 4.114]","(-3.459, -0.952]",0
"(3.594, 3.809]","(1.498, 1.843]",1
"(4.114, 4.476]","(1.221, 1.498]",0
"(3.594, 3.809]","(-3.459, -0.952]",0
"(2.223, 2.436]","(1.498, 1.843]",1
"(2.436, 2.646]","(3.196, 15.948]",1
"(4.114, 4.476]","(0.982, 1.221]",0
"(3.594, 3.809]","(1.843, 2.296]",1
"(4.114, 4.476]","(-0.952, -0.463]",0
"(3.393, 3.594]","(-0.952, -0.463]",0
"(2.436, 2.646]","(-3.459, -0.952]",0
"(2.223, 2.436]","(1.843, 2.296]",1
"(2.223, 2.436]","(1.221, 1.498]",0
"(4.114, 4.476]","(2.296, 3.196]",1
"(3.809, 4.114]","(-3.459, -0.952]",0
"(4.476, 6.813]","(-3.459, -0.952]",0
"(3.393, 3.594]","(0.118, 0.317]",1
"(4.476, 6.813]","(0.538, 0.733]",0
"(1.954, 2.223]","(3.196, 15.948]",1
"(3.594, 3.809]","(0.733, 0.982]",0
"(1.954, 2.223]","(0.733, 0.982]",1
"(2.223, 2.436]","(2.296, 3.196]",1
"(2.841, 3.016]","(2.296, 3.196]",0
"(-0.116, 1.487]","(1.843, 2.296]",1
"(3.016, 3.201]","(1.843, 2.296]",1
"(4.476, 6.813]","(-0.463, -0.146]",0
"(2.436, 2.646]","(2.296, 3.196]",1
"(3.393, 3.594]","(0.317, 0.538]",0
"(2.436, 2.646]","(0.118, 0.317]",1
"(-0.116, 1.487]","(2.296, 3.196]",1
"(2.646, 2.841]","(2.296, 3.196]",1
"(1.487, 1.954]","(1.498, 1.843]",0
"(3.016, 3.201]","(0.118, 0.317]",0
"(3.594, 3.809]","(1.498, 1.843]",0
"(2.646, 2.841]","(1.221, 1.498]",1
"(4.476, 6.813]","(1.498, 1.843]",0
"(3.016, 3.201]","(2.296, 3.196]",0
"(2.646, 2.841]","(0.982, 1.221]",1
"(1.954, 2.223]","(0.538, 0.733]",1
"(2.646, 2.841]","(0.317, 0.538]",0
"(-0.116, 1.487]","(3.196, 15.948]",1
"(2.223, 2.436]","(0.118, 0.317]",0
"(3.201, 3.393]","(0.733, 0.982]",0
"(1.487, 1.954]","(-0.463, -0.146]",0
"(-0.116, 1.487]","(-0.146, 0.118]",1
"(-0.116, 1.487]","(3.196, 15.948]",1
"(1.954, 2.223]","(2.296, 3.196]",1
"(2.646, 2.841]","(1.221, 1.498]",1
"(3.393, 3.594]","(0.982, 1.221]",0
"(2.223, 2.436]","(-3.459, -0.952]",0
"(4.114, 4.476]","(0.538, 0.733]",0
"(3.594, 3.809]","(0.733, 0.982]",0
"(3.016, 3.201]","(0.538, 0.733]",0
"(4.114, 4.476]","(0.317, 0.538]",0
"(2.841, 3.016]","(-3.459, -0.952]",0
"(2.646, 2.841]","(-3.459, -0.952]",0
"(4.476, 6.813]","(0.118, 0.317]",0
"(2.646, 2.841]","(0.982, 1.221]",1
"(2.646, 2.841]","(1.498, 1.843]",0
"(2.646, 2.841]","(-0.146, 0.118]",0
"(3.201, 3.393]","(0.982, 1.221]",1
"(3.393, 3.594]","(0.538, 0.733]",0
"(-0.116, 1.487]","(2.296, 3.196]",1
"(2.841, 3.016]","(1.498, 1.843]",1
"(4.114, 4.476]","(-3.459, -0.952]",0
"(4.114, 4.476]","(0.317, 0.538]",0
"(2.841, 3.016]","(0.982, 1.221]",1
"(3.809, 4.114]","(3.196, 15.948]",1
"(2.841, 3.016]","(1.221, 1.498]",1
"(2.841, 3.016]","(0.733, 0.982]",0
"(3.809, 4.114]","(-0.146, 0.118]",0
"(2.646, 2.841]","(-0.952, -0.463]",0
"(2.646, 2.841]","(2.296, 3.196]",1
"(1.487, 1.954]","(0.118, 0.317]",1
"(3.201, 3.393]","(-0.146, 0.118]",1
"(1.487, 1.954]","(-0.952, -0.463]",1
"(2.436, 2.646]","(-3.459, -0.952]",0
"(4.476, 6.813]","(1.843, 2.296]",0
"(2.841, 3.016]","(-0.952, -0.463]",1
"(1.487, 1.954]","(1.221, 1.498]",1
"(3.201, 3.393]","(1.498, 1.843]",1
"(3.393, 3.594]","(2.296, 3.196]",1
"(1.954, 2.223]","(0.118, 0.317]",1
"(4.114, 4.476]","(0.538, 0.733]",0
"(1.487, 1.954]","(-3.459, -0.952]",0
"(4.476, 6.813]","(0.538, 0.733]",0
"(1.954, 2.223]","(1.498, 1.843]",1
"(3.594, 3.809]","(0.317, 0.538]",1
"(3.393, 3.594]","(-3.459, -0.952]",0
"(2.841, 3.016]","(3.196, 15.948]",1
"(3.809, 4.114]","(2.296, 3.196]",0
"(3.201, 3.393]","(-3.459, -0.952]",0
"(4.476, 6.813]","(-3.459, -0.952]",1
"(4.114, 4.476]","(-0.952, -0.463]",0
"(3.594, 3.809]","(0.317, 0.538]",0
"(2.223, 2.436]","(0.118, 0.317]",1
"(-0.116, 1.487]","(1.221, 1.498]",1
"(3.393, 3.594]","(-0.463, -0.146]",0
"(3.393, 3.594]","(-0.146, 0.118]",0
"(4.114, 4.476]","(0.538, 0.733]",0
"(2.436, 2.646]","(0.982, 1.221]",0
"(3.016, 3.201]","(0.118, 0.317]",1
"(1.487, 1.954]","(0.118, 0.317]",1
"(4.114, 4.476]","(0.982, 1.221]",0
"(1.954, 2.223]","(0.118, 0.317]",0
"(3.016, 3.201]","(-0.146, 0.118]",1
"(1.954, 2.223]","(0.317, 0.538]",0
"(3.016, 3.201]","(-3.459, -0.952]",1
"(3.201, 3.393]","(-3.459, -0.952]",0
"(3.016, 3.201]","(0.118, 0.317]",0
"(2.841, 3.016]","(1.498, 1.843]",1
"(4.476, 6.813]","(0.118, 0.317]",0
"(3.016, 3.201]","(1.498, 1.843]",0
"(-0.116, 1.487]","(3.196, 15.948]",1
"(2.223, 2.436]","(1.221, 1.498]",1
"(4.114, 4.476]","(0.982, 1.221]",0
"(4.114, 4.476]","(0.118, 0.317]",0
"(2.841, 3.016]","(-0.952, -0.463]",0
"(3.809, 4.114]","(-0.463, -0.146]",0
"(4.114, 4.476]","(0.538, 0.733]",1
"(3.594, 3.809]","(0.538, 0.733]",0
"(3.809, 4.114]","(0.317, 0.538]",0
"(3.393, 3.594]","(0.982, 1.221]",1
"(3.809, 4.114]","(1.843, 2.296]",0
"(2.841, 3.016]","(1.843, 2.296]",1
"(2.436, 2.646]","(0.118, 0.317]",0
"(3.594, 3.809]","(0.982, 1.221]",0
"(-0.116, 1.487]","(0.317, 0.538]",1
"(3.201, 3.393]","(-0.146, 0.118]",0
"(-0.116, 1.487]","(1.221, 1.498]",1
"(2.436, 2.646]","(-0.146, 0.118]",0
"(3.016, 3.201]","(0.317, 0.538]",1
"(3.594, 3.809]","(-0.952, -0.463]",0
"(4.476, 6.813]","(2.296, 3.196]",0
"(1.487, 1.954]","(0.317, 0.538]",0
"(1.487, 1.954]","(0.118, 0.317]",1
"(2.646, 2.841]","(-0.146, 0.118]",0
"(1.954, 2.223]","(2.296, 3.196]",1
"(3.201, 3.393]","(0.733, 0.982]",0
"(4.114, 4.476]","(0.982, 1.221]",0
"(3.393, 3.594]","(0.118, 0.317]",0
"(3.201, 3.393]","(-0.146, 0.118]",0
"(3.809, 4.114]","(2.296, 3.196]",0
"(1.954, 2.223]","(0.118, 0.317]",1
"(2.646, 2.841]","(0.733, 0.982]",1
"(1.954, 2.223]","(0.538, 0.733]",0
"(3.201, 3.393]","(1.843, 2.296]",0
"(2.646, 2.841]","(3.196, 15.948]",1
"(3.393, 3.594]","(-3.459, -0.952]",0
"(2.646, 2.841]","(1.221, 1.498]",1
"(2.646, 2.841]","(-0.146, 0.118]",1
"(2.223, 2.436]","(0.118, 0.317]",0
"(3.809, 4.114]","(0.118, 0.317]",0
"(2.841, 3.016]","(-0.952, -0.463]",0
"(3.809, 4.114]","(0.982, 1.221]",0
"(3.809, 4.114]","(0.118, 0.317]",0
"(4.476, 6.813]","(1.843, 2.296]",0
"(2.646, 2.841]","(0.733, 0.982]",1
"(4.114, 4.476]","(-0.463, -0.146]",0
"(4.114, 4.476]","(0.982, 1.221]",0
"(2.646, 2.841]","(1.221, 1.498]",0
"(3.016, 3.201]","(0.538, 0.733]",0
"(3.809, 4.114]","(0.982, 1.221]",0
"(4.476, 6.813]","(0.538, 0.733]",0
"(-0.116, 1.487]","(0.982, 1.221]",1
"(4.476, 6.813]","(0.733, 0.982]",0
"(1.487, 1.954]","(0.538, 0.733]",1
"(2.223, 2.436]","(1.221, 1.498]",1
"(3.016, 3.201]","(0.733, 0.982]",1
"(2.436, 2.646]","(0.538, 0.733]",0
"(3.016, 3.201]","(0.317, 0.538]",1
"(2.841, 3.016]","(0.118, 0.317]",0
"(2.223, 2.436]","(-0.463, -0.146]",0
"(3.201, 3.393]","(0.538, 0.733]",1
"(2.436, 2.646]","(0.733, 0.982]",1
"(2.223, 2.436]","(0.538, 0.733]",0
"(2.646, 2.841]","(-3.459, -0.952]",0
"(3.016, 3.201]","(1.498, 1.843]",1
"(3.809, 4.114]","(2.296, 3.196]",0
"(3.201, 3.393]","(0.733, 0.982]",0
"(3.809, 4.114]","(-0.952, -0.463]",0
"(4.114, 4.476]","(0.118, 0.317]",0
"(3.016, 3.201]","(3.196, 15.948]",1
"(1.954, 2.223]","(1.843, 2.296]",1
"(-0.116, 1.487]","(0.733, 0.982]",1
"(4.114, 4.476]","(0.982, 1.221]",1
"(2.223, 2.436]","(2.296, 3.196]",1
"(3.594, 3.809]","(-0.146, 0.118]",1
"(2.646, 2.841]","(3.196, 15.948]",1
"(3.016, 3.201]","(-3.459, -0.952]",0
"(3.016, 3.201]","(0.538, 0.733]",0
"(2.223, 2.436]","(0.733, 0.982]",1
"(3.393, 3.594]","(0.317, 0.538]",1
"(2.223, 2.436]","(0.317, 0.538]",1
"(3.809, 4.114]","(-3.459, -0.952]",0
"(3.594, 3.809]","(0.982, 1.221]",0
"(2.436, 2.646]","(3.196, 15.948]",1
"(1.487, 1.954]","(1.843, 2.296]",1
"(-0.116, 1.487]","(-0.463, -0.146]",1
"(-0.116, 1.487]","(-0.463, -0.146]",1
"(4.476, 6.813]","(0.317, 0.538]",1
"(2.646, 2.841]","(-0.952, -0.463]",0
"(3.809, 4.114]","(2.296, 3.196]",1
"(-0.116, 1.487]","(0.733, 0.982]",1
"(2.646, 2.841]","(-0.463, -0.146]",0
"(2.223, 2.436]","(2.296, 3.196]",1
"(2.841, 3.016]","(-0.463, -0.146]",0
"(2.646, 2.841]","(1.498, 1.843]",1
"(4.114, 4.476]","(-0.463, -0.146]",0
"(4.114, 4.476]","(-0.463, -0.146]",0
"(1.487, 1.954]","(1.498, 1.843]",1
"(3.016, 3.201]","(2.296, 3.196]",1
"(3.594, 3.809]","(0.733, 0.982]",0
"(3.393, 3.594]","(3.196, 15.948]",1
"(4.476, 6.813]","(1.843, 2.296]",0
"(3.809, 4.114]","(-0.463, -0.146]",0
"(3.201, 3.393]","(1.221, 1.498]",1
"(2.841, 3.016]","(1.221, 1.498]",0
"(1.954, 2.223]","(1.498, 1.843]",1
"(1.954, 2.223]","(0.538, 0.733]",0
"(3.594, 3.809]","(0.982, 1.221]",0
"(3.016, 3.201]","(0.317, 0.538]",0
"(4.114, 4.476]","(-3.459, -0.952]",0
"(3.016, 3.201]","(0.317, 0.538]",1
"(3.393, 3.594]","(-0.463, -0.146]",0
"(3.809, 4.114]","(1.221, 1.498]",0
"(2.841, 3.016]","(-0.146, 0.118]",0
"(1.487, 1.954]","(0.118, 0.317]",0
"(3.201, 3.393]","(0.118, 0.317]",0
"(3.393, 3.594]","(1.843, 2.296]",0
"(3.594, 3.809]","(1.221, 1.498]",0
"(3.594, 3.809]","(0.538, 0.733]",0
"(2.436, 2.646]","(-0.952, -0.463]",1
"(1.954, 2.223]","(1.498, 1.843]",1
"(1.954, 2.223]","(0.733, 0.982]",0
"(1.487, 1.954]","(0.733, 0.982]",1
"(1.487, 1.954]","(0.317, 0.538]",0
"(2.841, 3.016]","(2.296, 3.196]",1
"(2.646, 2.841]","(3.196, 15.948]",1
"(1.954, 2.223]","(0.317, 0.538]",1
"(4.114, 4.476]","(2.296, 3.196]",0
"(3.393, 3.594]","(2.296, 3.196]",0
"(3.809, 4.114]","(2.296, 3.196]",0
"(-0.116, 1.487]","(-3.459, -0.952]",1
"(4.114, 4.476]","(2.296, 3.196]",0
"(2.646, 2.841]","(-0.952, -0.463]",0
"(3.594, 3.809]","(0.118, 0.317]",0
"(3.594, 3.809]","(1.843, 2.296]",0
"(1.954, 2.223]","(-3.459, -0.952]",0
"(3.393, 3.594]","(0.118, 0.317]",1
"(3.809, 4.114]","(0.118, 0.317]",0
"(3.201, 3.393]","(0.982, 1.221]",1
"(2.223, 2.436]","(0.982, 1.221]",1
"(2.646, 2.841]","(-0.463, -0.146]",1
"(3.809, 4.114]","(-3.459, -0.952]",0
"(3.016, 3.201]","(3.196, 15.948]",1
"(3.594, 3.809]","(-0.146, 0.118]",0
"(4.114, 4.476]","(-0.463, -0.146]",0
"(2.646, 2.841]","(-0.463, -0.146]",0
"(2.223, 2.436]","(0.538, 0.733]",1
"(2.646, 2.841]","(3.196, 15.948]",1
"(2.646, 2.841]","(-0.146, 0.118]",0
"(1.954, 2.223]","(0.317, 0.538]",1
"(4.476, 6.813]","(-0.952, -0.463]",0
"(4.476, 6.813]","(1.498, 1.843]",0
"(4.114, 4.476]","(1.221, 1.498]",0
"(3.393, 3.594]","(-0.146, 0.118]",0
"(3.201, 3.393]","(-0.463, -0.146]",0
"(4.114, 4.476]","(-0.146, 0.118]",0
"(-0.116, 1.487]","(2.296, 3.196]",1
"(2.841, 3.016]","(0.317, 0.538]",0
"(3.201, 3.393]","(0.538, 0.733]",1
"(1.487, 1.954]","(-3.459, -0.952]",0
"(2.841, 3.016]","(3.196, 15.948]",1
"(2.841, 3.016]","(-0.952, -0.463]",0
"(3.201, 3.393]","(1.843, 2.296]",1
"(3.594, 3.809]","(-0.463, -0.146]",0
"(1.954, 2.223]","(3.196, 15.948]",1
"(-0.116, 1.487]","(1.498, 1.843]",1
"(2.841, 3.016]","(2.296, 3.196]",1
"(1.487, 1.954]","(-0.146, 0.118]",1
"(2.841, 3.016]","(0.733, 0.982]",0
"(2.841, 3.016]","(0.118, 0.317]",0
"(2.223, 2.436]","(1.843, 2.296]",1
"(2.841, 3.016]","(1.498, 1.843]",1
"(2.223, 2.436]","(-0.952, -0.463]",0
"(2.223, 2.436]","(3.196, 15.948]",1
"(1.487, 1.954]","(1.843, 2.296]",1
"(4.476, 6.813]","(1.221, 1.498]",0
"(2.436, 2.646]","(0.538, 0.733]",0
"(1.487, 1.954]","(0.118, 0.317]",0
"(1.487, 1.954]","(0.538, 0.733]",1
"(3.809, 4.114]","(1.843, 2.296]",0
"(2.841, 3.016]","(0.538, 0.733]",1
"(2.646, 2.841]","(-0.146, 0.118]",1
"(3.201, 3.393]","(1.221, 1.498]",1
"(1.487, 1.954]","(2.296, 3.196]",1
"(2.646, 2.841]","(0.982, 1.221]",1
"(3.016, 3.201]","(2.296, 3.196]",0
"(3.594, 3.809]","(1.843, 2.296]",1
"(1.487, 1.954]","(-0.463, -0.146]",1
"(3.809, 4.114]","(-0.146, 0.118]",0
"(2.436, 2.646]","(1.221, 1.498]",0
"(1.487, 1.954]","(1.843, 2.296]",1
"(3.201, 3.393]","(0.118, 0.317]",0
"(-0.116, 1.487]","(1.498, 1.843]",1
"(2.646, 2.841]","(-0.463, -0.146]",1
"(-0.116, 1.487]","(0.982, 1.221]",1
"(3.809, 4.114]","(-0.463, -0.146]",0
"(2.841, 3.016]","(3.196, 15.948]",1
"(3.201, 3.393]","(2.296, 3.196]",1
"(-0.116, 1.487]","(0.118, 0.317]",1
"(1.487, 1.954]","(1.843, 2.296]",1
"(3.393, 3.594]","(2.296, 3.196]",0
"(3.393, 3.594]","(3.196, 15.948]",1
"(2.436, 2.646]","(-0.146, 0.118]",1
"(2.223, 2.436]","(0.538, 0.733]",1
"(4.476, 6.813]","(0.733, 0.982]",0
"(2.646, 2.841]","(1.221, 1.498]",1
"(3.393, 3.594]","(-3.459, -0.952]",1
"(1.954, 2.223]","(-0.463, -0.146]",1
"(2.646, 2.841]","(0.733, 0.982]",1
"(2.646, 2.841]","(0.733, 0.982]",0
"(2.223, 2.436]","(-0.146, 0.118]",1
"(1.487, 1.954]","(0.118, 0.317]",0
"(3.809, 4.114]","(0.317, 0.538]",0
"(2.646, 2.841]","(0.118, 0.317]",0
"(4.114, 4.476]","(-0.952, -0.463]",0
"(1.487, 1.954]","(1.498, 1.843]",1
"(3.594, 3.809]","(-0.952, -0.463]",0
"(3.809, 4.114]","(1.498, 1.843]",0
"(2.841, 3.016]","(1.498, 1.843]",0
"(2.223, 2.436]","(1.221, 1.498]",1
"(1.487, 1.954]","(1.498, 1.843]",0
"(3.201, 3.393]","(2.296, 3.196]",1
"(2.436, 2.646]","(0.538, 0.733]",1
"(-0.116, 1.487]","(-0.146, 0.118]",1
"(1.954, 2.223]","(-0.952, -0.463]",1
"(3.201, 3.393]","(0.118, 0.317]",0
"(1.487, 1.954]","(0.733, 0.982]",1
"(2.841, 3.016]","(-0.952, -0.463]",0
"(3.393, 3.594]","(0.538, 0.733]",1
"(1.487, 1.954]","(0.538, 0.733]",1
"(3.393, 3.594]","(-0.952, -0.463]",0
"(3.594, 3.809]","(1.843, 2.296]",1
"(2.646, 2.841]","(1.498, 1.843]",0
"(3.201, 3.393]","(-3.459, -0.952]",0
"(2.436, 2.646]","(2.296, 3.196]",1
"(4.114, 4.476]","(-0.952, -0.463]",0
"(4.114, 4.476]","(1.498, 1.843]",0
"(3.594, 3.809]","(0.317, 0.538]",0
"(2.841, 3.016]","(1.843, 2.296]",0
"(2.646, 2.841]","(0.538, 0.733]",1
"(-0.116, 1.487]","(0.118, 0.317]",1
"(4.476, 6.813]","(0.982, 1.221]",0
"(3.201, 3.393]","(0.982, 1.221]",0
"(2.436, 2.646]","(1.843, 2.296]",0
"(3.201, 3.393]","(0.118, 0.317]",1
"(2.841, 3.016]","(3.196, 15.948]",1
"(3.594, 3.809]","(1.221, 1.498]",0
"(2.841, 3.016]","(3.196, 15.948]",0
"(2.436, 2.646]","(1.498, 1.843]",1
"(2.223, 2.436]","(2.296, 3.196]",0
"(4.476, 6.813]","(1.843, 2.296]",0
"(3.809, 4.114]","(1.221, 1.498]",0
"(2.841, 3.016]","(-0.952, -0.463]",0
"(3.393, 3.594]","(2.296, 3.196]",1
"(3.594, 3.809]","(1.843, 2.296]",0
"(2.436, 2.646]","(1.498, 1.843]",1
"(3.809, 4.114]","(0.317, 0.538]",0
"(3.809, 4.114]","(1.221, 1.498]",0
"(4.476, 6.813]","(-0.952, -0.463]",0
"(3.201, 3.393]","(-3.459, -0.952]",0
"(2.646, 2.841]","(3.196, 15.948]",1
"(1.487, 1.954]","(-0.146, 0.118]",1
"(1.954, 2.223]","(0.982, 1.221]",0
"(1.954, 2.223]","(0.982, 1.221]",1
"(-0.116, 1.487]","(0.733, 0.982]",1
"(3.594, 3.809]","(0.733, 0.982]",0
"(3.393, 3.594]","(1.843, 2.296]",1
"(-0.116, 1.487]","(-0.463, -0.146]",1
"(-0.116, 1.487]","(-0.952, -0.463]",1
"(3.201, 3.393]","(0.317, 0.538]",0
"(3.594, 3.809]","(0.733, 0.982]",1
"(2.646, 2.841]","(2.296, 3.196]",1
"(2.646, 2.841]","(-0.952, -0.463]",1
"(1.954, 2.223]","(1.498, 1.843]",0
"(2.223, 2.436]","(1.498, 1.843]",1
"(2.841, 3.016]","(-0.146, 0.118]",0
"(2.841, 3.016]","(-0.952, -0.463]",0
"(2.223, 2.436]","(0.538, 0.733]",1
"(2.646, 2.841]","(-0.952, -0.463]",1
"(1.487, 1.954]","(0.982, 1.221]",0
"(2.841, 3.016]","(1.843, 2.296]",0
"(2.223, 2.436]","(-0.146, 0.118]",0
