Z1,Y,T
"(3.553, 3.96]","(-1.175, -0.0336]",0
"(2.738, 3.145]","(-2.317, -1.175]",0
"(1.515, 1.922]","(-1.175, -0.0336]",1
"(3.96, 4.368]","(-0.0336, 1.108]",1
"(2.738, 3.145]","(-1.175, -0.0336]",0
"(3.145, 3.553]","(3.391, 4.533]",1
"(2.738, 3.145]","(1.108, 2.25]",1
"(4.775, 5.183]","(-0.0336, 1.108]",0
"(2.738, 3.145]","(3.391, 4.533]",1
"(2.738, 3.145]","(-1.175, -0.0336]",0
"(1.515, 1.922]","(2.25, 3.391]",1
"(3.553, 3.96]","(2.25, 3.391]",1
"(1.922, 2.33]","(-1.175, -0.0336]",0
"(1.922, 2.33]","(-1.175, -0.0336]",0
"(2.33, 2.738]","(1.108, 2.25]",0
"(3.145, 3.553]","(-1.175, -0.0336]",0
"(3.145, 3.553]","(-0.0336, 1.108]",1
"(4.368, 4.775]","(-1.175, -0.0336]",0
"(2.33, 2.738]","(-0.0336, 1.108]",0
"(3.553, 3.96]","(1.108, 2.25]",1
"(3.96, 4.368]","(1.108, 2.25]",0
"(2.738, 3.145]","(-1.175, -0.0336]",0
"(2.33, 2.738]","(2.25, 3.391]",1
"(3.145, 3.553]","(2.25, 3.391]",0
"(2.33, 2.738]","(-2.317, -1.175]",0
"(2.33, 2.738]","(-1.175, -0.0336]",1
"(3.145, 3.553]","(-1.175, -0.0336]",0
"(3.145, 3.553]","(6.816, 7.957]",1
"(1.922, 2.33]","(-0.0336, 1.108]",1
"(5.998, 6.405]","(-0.0336, 1.108]",0
"(3.145, 3.553]","(-2.317, -1.175]",1
"(4.368, 4.775]","(-0.0336, 1.108]",0
"(2.738, 3.145]","(-0.0336, 1.108]",0
"(4.368, 4.775]","(-0.0336, 1.108]",0
"(4.775, 5.183]","(-0.0336, 1.108]",0
"(1.922, 2.33]","(1.108, 2.25]",0
"(3.553, 3.96]","(-1.175, -0.0336]",0
"(3.553, 3.96]","(1.108, 2.25]",1
"(3.96, 4.368]","(1.108, 2.25]",0
