Z1,Y,T
"(3.535, 3.649]","(-1.388, -1.003]",0
"(2.933, 3.016]","(-3.459, -1.388]",0
"(1.715, 1.925]","(-0.352, -0.199]",1
"(4.005, 4.157]","(0.836, 0.972]",1
"(3.016, 3.107]","(-0.514, -0.352]",0
"(3.28, 3.365]","(3.315, 4.533]",1
"(2.933, 3.016]","(1.739, 1.936]",1
"(4.905, 6.813]","(0.346, 0.448]",0
"(2.933, 3.016]","(3.315, 4.533]",1
"(2.761, 2.853]","(-0.73, -0.514]",0
"(1.715, 1.925]","(2.686, 3.315]",1
"(3.744, 3.86]","(2.363, 2.686]",1
"(1.925, 2.055]","(-0.73, -0.514]",0
"(2.055, 2.185]","(-1.003, -0.73]",0
"(2.563, 2.673]","(1.19, 1.288]",0
"(3.365, 3.454]","(-0.514, -0.352]",0
"(3.28, 3.365]","(0.242, 0.346]",1
"(4.308, 4.515]","(-0.514, -0.352]",0
"(2.293, 2.382]","(0.346, 0.448]",0
"(3.649, 3.744]","(1.936, 2.141]",1
"(4.157, 4.308]","(1.739, 1.936]",0
"(3.016, 3.107]","(-0.514, -0.352]",0
"(2.563, 2.673]","(2.686, 3.315]",1
"(3.365, 3.454]","(2.363, 2.686]",0
"(2.673, 2.761]","(-3.459, -1.388]",0
"(2.563, 2.673]","(-1.003, -0.73]",1
"(3.196, 3.28]","(-1.003, -0.73]",0
"(3.196, 3.28]","(4.533, 15.948]",1
"(1.925, 2.055]","(0.152, 0.242]",1
"(4.905, 6.813]","(0.448, 0.549]",0
"(3.196, 3.28]","(-3.459, -1.388]",1
"(4.515, 4.905]","(0.242, 0.346]",0
"(2.761, 2.853]","(0.733, 0.836]",0
"(4.515, 4.905]","(0.549, 0.635]",0
"(4.905, 6.813]","(0.972, 1.082]",0
"(1.925, 2.055]","(1.082, 1.19]",0
"(3.86, 4.005]","(-1.003, -0.73]",0
"(3.535, 3.649]","(1.573, 1.739]",1
"(4.157, 4.308]","(1.19, 1.288]",0
"(3.649, 3.744]","(-1.388, -1.003]",0
"(2.185, 2.293]","(1.573, 1.739]",1
"(2.563, 2.673]","(3.315, 4.533]",1
"(4.308, 4.515]","(1.082, 1.19]",0
"(3.649, 3.744]","(2.141, 2.363]",1
"(4.157, 4.308]","(-1.003, -0.73]",0
"(3.454, 3.535]","(-1.003, -0.73]",0
"(2.382, 2.477]","(-1.388, -1.003]",0
"(2.293, 2.382]","(1.936, 2.141]",1
"(2.293, 2.382]","(1.288, 1.435]",0
"(4.005, 4.157]","(2.686, 3.315]",1
"(3.86, 4.005]","(-1.388, -1.003]",0
"(4.905, 6.813]","(-3.459, -1.388]",0
"(3.454, 3.535]","(0.242, 0.346]",1
"(4.905, 6.813]","(0.635, 0.733]",0
"(2.055, 2.185]","(3.315, 4.533]",1
"(3.744, 3.86]","(0.733, 0.836]",0
