Z1,Y,T
"(3.349, 3.926]","(-1.841, -0.224]",0
"(2.772, 3.349]","(-3.478, -1.841]",0
"(1.617, 2.194]","(-1.841, -0.224]",1
"(3.926, 4.504]","(-0.224, 1.393]",1
"(2.772, 3.349]","(-1.841, -0.224]",0
"(2.772, 3.349]","(3.011, 4.628]",1
"(2.772, 3.349]","(1.393, 3.011]",1
"(4.504, 5.081]","(-0.224, 1.393]",0
"(2.772, 3.349]","(3.011, 4.628]",1
"(2.772, 3.349]","(-1.841, -0.224]",0
"(1.617, 2.194]","(3.011, 4.628]",1
"(3.349, 3.926]","(1.393, 3.011]",1
"(1.617, 2.194]","(-1.841, -0.224]",0
"(1.617, 2.194]","(-1.841, -0.224]",0
"(2.194, 2.772]","(-0.224, 1.393]",0
"(3.349, 3.926]","(-1.841, -0.224]",0
"(3.349, 3.926]","(-0.224, 1.393]",1
"(3.926, 4.504]","(-1.841, -0.224]",0
"(2.194, 2.772]","(-0.224, 1.393]",0
"(3.349, 3.926]","(1.393, 3.011]",1
"(3.926, 4.504]","(1.393, 3.011]",0
"(2.772, 3.349]","(-1.841, -0.224]",0
"(2.194, 2.772]","(1.393, 3.011]",1
"(3.349, 3.926]","(1.393, 3.011]",0
"(2.194, 2.772]","(-1.841, -0.224]",0
"(2.194, 2.772]","(-1.841, -0.224]",1
"(2.772, 3.349]","(-1.841, -0.224]",0
"(2.772, 3.349]","(6.245, 7.862]",1
"(1.617, 2.194]","(-0.224, 1.393]",1
"(6.236, 6.813]","(-0.224, 1.393]",0
"(2.772, 3.349]","(-1.841, -0.224]",1
"(4.504, 5.081]","(-0.224, 1.393]",0
"(2.772, 3.349]","(-0.224, 1.393]",0
"(4.504, 5.081]","(-0.224, 1.393]",0
"(4.504, 5.081]","(-0.224, 1.393]",0
"(1.617, 2.194]","(-0.224, 1.393]",0
"(3.349, 3.926]","(-1.841, -0.224]",0
"(3.349, 3.926]","(1.393, 3.011]",1
"(3.926, 4.504]","(-0.224, 1.393]",0
"(3.349, 3.926]","(-1.841, -0.224]",0
"(2.194, 2.772]","(1.393, 3.011]",1
"(2.194, 2.772]","(3.011, 4.628]",1
"(3.926, 4.504]","(-0.224, 1.393]",0
"(3.349, 3.926]","(1.393, 3.011]",1
"(3.926, 4.504]","(-1.841, -0.224]",0
"(3.349, 3.926]","(-1.841, -0.224]",0
"(2.194, 2.772]","(-1.841, -0.224]",0
"(2.194, 2.772]","(1.393, 3.011]",1
"(2.194, 2.772]","(-0.224, 1.393]",0
"(3.926, 4.504]","(3.011, 4.628]",1
"(3.926, 4.504]","(-1.841, -0.224]",0
"(4.504, 5.081]","(-1.841, -0.224]",0
"(3.349, 3.926]","(-0.224, 1.393]",1
"(4.504, 5.081]","(-0.224, 1.393]",0
"(1.617, 2.194]","(3.011, 4.628]",1
"(3.349, 3.926]","(-0.224, 1.393]",0
"(1.617, 2.194]","(-0.224, 1.393]",1
"(2.194, 2.772]","(1.393, 3.011]",1
"(2.772, 3.349]","(1.393, 3.011]",0
"(0.462, 1.039]","(1.393, 3.011]",1
"(2.772, 3.349]","(1.393, 3.011]",1
"(4.504, 5.081]","(-1.841, -0.224]",0
"(2.194, 2.772]","(1.393, 3.011]",1
"(3.349, 3.926]","(-0.224, 1.393]",0
"(2.194, 2.772]","(-0.224, 1.393]",1
"(-0.122, 0.462]","(1.393, 3.011]",1
